Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub_Main,Exit_Exit_Sub1,Exit_Exit_Sub2,Exit_Exit_Sub3,Exit_Group 5639,Zone_ZoneSensor stair (10),Zone_ZoneSensor stair (9),Zone_ZoneSensor stair (8),Zone_ZoneSensor stair (7),Zone_ZoneSensor stair (6),Zone_ZoneSensor stair (5),Zone_ZoneSensor stair (4),Zone_ZoneSensor stair (3),Zone_ZoneSensor stair (2),Zone_ZoneSensor stair (1),Zone_ZoneSensor (1),Zone_ZoneSensor stair
17.15,3,247,0.1634,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
18.15,3,247,0.1787,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
19.16,3,247,0.1867,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
20.16,3,247,0.1929,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
21.18,3,247,0.2020,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
22.20,3,247,0.2089,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
23.22,3,247,0.2316,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
24.22,3,247,0.2491,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
25.23,3,247,0.2734,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
26.25,3,247,0.2854,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
27.27,3,247,0.3038,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
28.29,3,247,0.3162,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
29.30,3,247,0.3440,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
30.31,3,247,0.3684,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
31.32,3,247,0.3795,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
32.33,3,247,0.3940,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
33.33,4,246,0.4161,0,101,26,45,25,49,0,0,0,0,0,0,0,0,0,0,0,0
34.35,4,246,0.4352,0,101,26,45,25,49,0,0,0,0,0,0,0,0,0,0,0,0
35.36,4,246,0.4380,0,101,26,45,25,49,0,0,0,0,0,0,0,0,0,0,0,0
36.37,4,246,0.4688,0,101,26,45,25,49,0,0,0,0,0,0,0,0,0,0,0,0
37.37,4,246,0.4870,2,101,26,45,25,49,0,0,2,0,0,0,0,0,0,0,0,0
38.39,4,246,0.4994,2,101,26,45,25,49,0,0,2,0,0,0,0,0,0,0,0,0
39.41,4,246,0.5143,0,101,26,45,25,49,0,0,0,0,0,0,0,0,0,0,0,0
40.42,4,246,0.5381,0,101,26,45,25,49,0,0,0,0,0,0,0,0,0,0,0,0
41.42,4,246,0.5455,0,101,26,45,25,49,0,0,0,0,0,0,0,0,0,0,0,0
42.44,4,246,0.5780,2,101,26,45,25,49,0,0,0,0,0,0,0,0,0,0,2,0
43.45,4,246,0.5834,2,101,26,45,25,49,0,0,0,0,0,0,0,0,2,0,2,0
44.47,5,245,0.5859,2,101,26,45,25,48,0,0,0,0,0,0,0,0,2,0,2,0
45.48,5,245,0.6004,2,101,26,45,25,48,0,0,0,0,0,0,0,0,0,0,2,2
46.48,6,244,0.6127,2,100,26,45,25,48,0,0,0,0,0,0,0,0,0,0,2,2
47.52,6,244,0.6198,2,100,26,45,25,48,0,0,0,0,0,0,0,0,0,0,2,0
48.53,7,243,0.6173,2,100,26,44,25,48,0,0,0,0,0,0,0,0,0,0,2,0
49.55,7,243,0.6378,2,100,26,44,25,48,0,0,0,0,0,0,0,0,0,0,2,0
50.56,8,242,0.6494,4,100,26,43,25,48,0,0,0,0,0,0,0,0,2,0,4,0
51.57,9,241,0.6758,4,100,26,43,24,48,0,0,0,0,0,0,0,0,4,0,4,0
52.59,11,239,0.6807,4,99,26,42,24,48,0,2,0,0,0,0,0,0,2,0,4,0
53.59,11,239,0.7009,4,99,26,42,24,48,0,0,0,0,0,0,0,0,0,0,4,0
54.59,11,239,0.7146,6,99,26,42,24,48,0,0,0,0,0,0,0,0,0,0,6,0
55.61,12,238,0.7337,6,98,26,42,24,48,0,2,0,0,0,0,0,0,0,0,6,0
56.62,12,238,0.7492,6,98,26,42,24,48,0,2,2,2,0,0,0,0,0,0,6,0
57.63,12,238,0.7531,6,98,26,42,24,48,0,0,4,2,0,0,0,0,0,0,6,0
58.65,12,238,0.7486,6,98,26,42,24,48,0,2,2,0,0,0,0,0,0,2,6,0
59.65,12,238,0.7763,6,98,26,42,24,48,0,0,0,0,0,0,0,0,0,2,6,0
60.66,12,238,0.7812,6,98,26,42,24,48,0,0,0,0,0,0,0,0,0,0,6,0
61.66,12,238,0.8002,6,98,26,42,24,48,0,0,0,0,0,0,0,0,2,0,6,0
62.68,12,238,0.8077,6,98,26,42,24,48,0,0,0,0,0,0,0,0,2,2,6,0
63.68,13,237,0.8111,6,98,26,42,24,47,0,0,0,0,0,0,0,0,2,4,6,0
64.69,13,237,0.8184,6,98,26,42,24,47,0,0,0,0,0,0,0,0,2,4,6,0
65.70,14,236,0.8514,6,98,26,41,24,47,0,2,0,0,0,0,0,0,4,2,6,0
66.71,14,236,0.8489,6,98,26,41,24,47,0,4,0,0,0,0,0,0,4,0,6,0
67.72,14,236,0.8583,6,98,26,41,24,47,0,2,2,2,0,0,0,0,2,0,6,4
68.73,16,234,0.8760,6,98,26,40,23,47,0,0,4,4,0,0,0,0,2,2,6,4
69.75,16,234,0.8851,6,98,26,40,23,47,0,2,2,2,0,0,0,0,2,4,6,2
70.76,17,233,0.9075,6,98,25,40,23,47,0,2,0,0,0,0,0,0,0,6,6,0
71.77,17,233,0.9252,6,98,25,40,23,47,0,0,2,2,0,0,0,0,2,2,6,0
72.78,17,233,0.9508,6,98,25,40,23,47,0,0,2,2,0,0,0,0,4,0,6,0
73.79,19,231,0.9661,6,98,24,39,23,47,0,0,0,2,0,0,0,0,4,0,6,0
74.80,19,231,0.9994,6,98,24,39,23,47,0,0,0,4,0,0,0,0,0,0,6,2
75.81,19,231,0.9817,6,98,24,39,23,47,0,0,2,4,0,0,0,0,0,2,6,2
76.82,20,230,0.9876,6,98,24,39,23,46,0,2,0,4,0,0,0,0,0,2,6,2
77.84,20,230,1.0253,6,98,24,39,23,46,0,2,2,2,0,0,0,0,0,2,6,4
78.86,20,230,1.0222,6,98,24,39,23,46,0,0,2,2,0,0,0,0,0,0,6,4
79.87,20,230,1.0264,6,98,24,39,23,46,0,4,0,2,0,0,0,0,0,0,6,6
80.88,21,229,1.0315,6,98,23,39,23,46,0,2,0,0,0,0,0,0,0,2,6,4
81.90,23,227,1.0502,6,98,22,39,23,45,0,0,0,0,0,0,0,0,0,2,6,0
82.90,25,225,1.0715,6,98,22,37,23,45,0,0,0,2,0,0,0,0,0,4,6,0
83.91,25,225,1.0854,6,98,22,37,23,45,0,0,2,2,0,0,0,0,0,4,6,0
84.91,26,224,1.0981,6,98,22,37,23,44,0,0,4,2,0,0,0,0,2,4,6,0
85.92,27,223,1.1177,6,98,22,36,23,44,0,0,4,2,0,0,0,0,2,4,6,0
86.93,27,223,1.1211,6,98,22,36,23,44,0,0,2,0,0,0,0,0,0,2,6,0
87.95,30,220,1.1270,6,98,20,36,22,44,0,2,0,4,0,0,0,0,2,4,6,0
88.96,31,219,1.1216,6,98,20,35,22,44,0,0,2,2,0,0,0,0,2,4,6,0
89.98,32,218,1.1165,6,98,20,35,21,44,0,0,2,0,0,0,0,0,2,4,6,0
91.00,33,217,1.1394,6,98,20,35,21,43,0,0,0,2,0,0,0,0,0,2,6,0
92.00,33,217,1.1497,8,98,20,35,21,43,0,0,0,4,0,0,0,0,0,4,8,0
93.01,34,216,1.1436,8,98,20,35,21,42,0,0,0,4,0,0,0,0,0,4,8,2
94.01,36,214,1.1320,8,97,20,35,20,42,0,2,4,2,0,0,0,0,0,2,8,6
95.02,39,211,1.1448,8,96,20,35,19,41,0,4,2,0,0,0,0,0,0,0,8,6
96.02,40,210,1.1589,8,96,20,35,18,41,0,4,2,2,0,0,0,0,0,0,8,4
97.04,41,209,1.1406,10,96,20,35,18,40,0,4,2,6,0,0,0,0,0,0,10,4
98.04,43,207,1.1500,10,94,20,35,18,40,0,2,0,6,0,0,0,0,2,0,10,2
99.05,44,206,1.1438,10,93,20,35,18,40,0,0,4,6,0,0,0,0,4,0,10,0
100.06,45,205,1.1564,12,92,20,35,18,40,0,2,4,6,0,0,0,0,2,2,12,0
101.07,47,203,1.1484,12,91,20,35,18,39,0,2,4,4,0,0,0,0,0,2,12,0
102.09,48,202,1.1401,12,91,20,35,18,38,0,0,2,0,0,0,0,0,0,0,12,2
103.11,49,201,1.1520,12,91,20,35,18,37,0,0,4,2,0,0,0,0,0,0,12,2
104.12,52,198,1.1523,12,90,19,35,18,36,0,0,2,2,0,0,0,0,0,2,12,2
105.14,53,197,1.1389,12,90,19,35,18,35,0,0,0,2,0,0,0,0,0,2,12,0
106.16,55,195,1.1375,12,89,19,35,17,35,0,0,0,2,0,0,0,0,0,0,12,0
107.17,57,193,1.1418,12,88,19,35,16,35,0,0,2,4,0,0,0,0,2,2,12,0
108.18,58,192,1.1409,12,87,19,35,16,35,0,0,2,4,0,0,0,0,2,2,12,0
109.20,62,188,1.1293,12,86,18,35,15,34,0,0,2,2,0,0,0,0,2,2,12,0
110.22,65,185,1.1207,12,85,17,35,14,34,0,4,2,0,0,0,0,0,2,0,12,0
111.23,66,184,1.1250,12,85,16,35,14,34,0,2,2,0,0,0,0,0,0,0,12,0
112.23,67,183,1.1317,12,84,16,35,14,34,0,0,0,2,0,0,0,0,0,0,12,0
113.24,69,181,1.1404,12,82,16,35,14,34,0,0,2,4,0,0,0,0,2,0,12,0
114.27,71,179,1.1467,12,82,15,35,14,33,0,2,4,4,0,0,0,0,2,0,12,2
115.27,73,177,1.1620,12,81,15,35,14,32,0,4,2,6,0,0,0,0,0,2,12,2
116.29,75,175,1.1375,12,81,15,35,13,31,0,2,2,2,0,0,0,0,2,4,12,0
117.30,78,172,1.1440,12,80,15,35,12,30,0,0,2,2,0,0,0,0,2,4,12,0
118.31,81,169,1.1404,12,80,15,35,12,27,0,0,2,2,0,0,0,0,0,4,12,0
119.33,82,168,1.1401,12,80,15,35,12,26,0,0,4,2,0,0,0,0,0,2,12,0
