AgentID,SpawnZone,EscapeTime(s),ExitUsed
105,School Table,0.02,Group 5639
158,School Table,0.02,Group 5639
16,School Table,16.72,Group 5639
70,School Table,32.83,Group 5639
93,Typical School Chair and Table 19,43.84,Group 5639
41,Typical School Chair and Table 4,46.09,Exit_Sub_Main
66,Typical School Chair and Table 13,47.96,Exit_Sub2
73,Typical School Chair and Table 13,49.57,Exit_Sub2
68,Typical School Chair and Table 5,51.49,Exit_Sub3
65,Typical School Chair and Table 12,51.63,Exit_Sub2
85,Typical School Chair and Table 16,51.99,Exit_Sub_Main
8,School Table,55.44,Exit_Sub_Main
164,School Table,63.47,Group 5639
123,School Table,65.03,Exit_Sub2
36,School Table,68.16,Exit_Sub3
100,Typical School Chair and Table 14,68.47,Exit_Sub2
101,School Table,69.87,Exit_Sub1
51,Typical School Chair and Table,73.54,Exit_Sub1
142,School Table,73.66,Exit_Sub2
53,Typical School Chair and Table 19,76.18,Group 5639
107,School Table,80.01,Exit_Sub1
90,School Table,81.27,Exit_Sub1
5,Typical School Chair and Table 19,81.34,Group 5639
173,Typical School Chair and Table 11,81.92,Exit_Sub2
26,School Table,82.68,Exit_Sub2
87,Typical School Chair and Table 13,84.11,Group 5639
149,School Table,85.35,Exit_Sub2
159,School Table,87.60,Exit_Sub1
124,Typical School Chair and Table 16,87.68,Exit_Sub3
115,School Table,87.78,Exit_Sub1
167,School Table,88.27,Exit_Sub2
222,Typical School Chair and Table 7,89.23,Exit_Sub3
45,School Table,90.49,Group 5639
121,School Table,92.66,Group 5639
187,Typical School Chair and Table 8,93.17,Exit_Sub_Main
207,School Table,93.23,Exit_Sub3
22,Typical School Chair and Table 10,94.63,Exit_Sub3
17,School Table,94.65,Exit_Sub_Main
30,Typical School Chair and Table 5,95.02,Group 5639
113,School Table,95.40,Exit_Sub3
29,Typical School Chair and Table 8,96.07,Group 5639
78,Typical School Chair and Table 12,97.61,Exit_Sub_Main
133,School Table,97.83,Exit_Sub_Main
82,Typical School Chair and Table 12,98.52,Exit_Sub_Main
98,School Table,99.16,Exit_Sub_Main
59,Typical School Chair and Table 20,101.03,Exit_Sub_Main
54,Typical School Chair and Table 2,101.05,Group 5639
23,Typical School Chair and Table 17,101.95,Group 5639
27,School Table,102.93,Group 5639
56,School Table,103.22,Exit_Sub1
83,School Table,103.70,Group 5639
220,School Table,103.82,Exit_Sub_Main
76,School Table,104.68,Group 5639
72,School Table,105.30,Exit_Sub_Main
239,Typical School Chair and Table 9,105.41,Exit_Sub3
161,Typical School Chair and Table 10,106.16,Exit_Sub3
47,School Table,106.22,Exit_Sub_Main
205,School Table,107.66,Exit_Sub_Main
94,Typical School Chair and Table 10,108.32,Group 5639
62,Typical School Chair and Table 8,108.34,Exit_Sub_Main
248,Typical School Chair and Table 9,108.91,Exit_Sub3
84,School Table,108.94,Exit_Sub1
225,Typical School Chair and Table 10,109.59,Exit_Sub1
39,Typical School Chair and Table 6,109.73,Exit_Sub3
75,Typical School Chair and Table 15,110.12,Exit_Sub_Main
21,Typical School Chair and Table 2,110.38,Exit_Sub1
33,School Table,111.79,Exit_Sub_Main
126,School Table,112.45,Exit_Sub_Main
148,Typical School Chair and Table 19,113.11,Exit_Sub_Main
79,Typical School Chair and Table 11,113.33,Group 5639
89,Typical School Chair and Table 3,113.53,Exit_Sub1
3,Typical School Chair and Table 4,115.01,Exit_Sub_Main
174,School Table,115.06,Group 5639
153,Typical School Chair and Table 20,115.61,Exit_Sub3
43,School Table,115.72,Group 5639
60,School Table,116.29,Exit_Sub_Main
125,School Table,116.56,Group 5639
175,Typical School Chair and Table 15,116.90,Exit_Sub3
116,School Table,117.32,Group 5639
103,School Table,117.90,Group 5639
38,Typical School Chair and Table 6,118.22,Group 5639
140,School Table,118.91,Group 5639
9,School Table,119.90,Exit_Sub3
