Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub_Main,Exit_Exit_Sub1,Exit_Exit_Sub2,Exit_Exit_Sub3,Exit_Group 5639,Zone_ZoneSensor stair (10),Zone_ZoneSensor stair (9),Zone_ZoneSensor stair (8),Zone_ZoneSensor stair (7),Zone_ZoneSensor stair (6),Zone_ZoneSensor stair (5),Zone_ZoneSensor stair (4),Zone_ZoneSensor stair (3),Zone_ZoneSensor stair (2),Zone_ZoneSensor stair (1),Zone_ZoneSensor (1),Zone_ZoneSensor stair
34.52,4,746,0.0787,38,328,56,132,66,164,0,0,0,2,0,0,0,0,0,0,38,0
35.54,4,746,0.0828,38,328,56,132,66,164,0,0,0,2,0,0,0,0,0,0,38,0
36.56,4,746,0.0838,38,328,56,132,66,164,0,0,0,2,0,0,0,0,0,0,38,0
37.57,4,746,0.0863,38,328,56,132,66,164,0,0,0,0,0,0,0,0,0,0,38,0
38.59,4,746,0.0985,38,328,56,132,66,164,0,0,0,0,0,0,0,0,0,0,38,0
39.59,4,746,0.1022,38,328,56,132,66,164,0,2,0,0,0,0,0,0,0,0,38,0
40.61,4,746,0.0956,38,328,56,132,66,164,0,2,0,0,0,0,0,0,0,0,38,0
41.61,5,745,0.0946,38,328,56,132,66,163,0,0,0,0,0,0,0,0,0,0,38,0
42.63,5,745,0.0985,38,328,56,132,66,163,0,0,0,0,0,0,0,0,0,0,38,0
43.65,5,745,0.1011,38,328,56,132,66,163,0,0,0,0,0,0,0,0,0,0,38,0
44.66,5,745,0.1038,38,328,56,132,66,163,0,0,0,0,0,0,0,0,0,0,38,0
45.68,5,745,0.1079,38,328,56,132,66,163,0,0,0,0,0,0,0,0,0,2,38,0
46.71,5,745,0.1128,38,328,56,132,66,163,0,0,0,0,0,0,0,0,0,2,38,0
47.73,5,745,0.1147,38,328,56,132,66,163,0,0,0,0,0,0,0,0,0,2,38,0
48.75,5,745,0.1178,38,328,56,132,66,163,0,0,2,0,0,0,0,0,0,0,38,0
49.76,6,744,0.1156,38,328,56,132,65,163,0,0,0,0,0,0,0,0,0,0,38,0
50.79,7,743,0.1171,38,328,55,132,65,163,0,0,0,0,0,0,0,0,0,0,38,0
51.80,7,743,0.1175,38,328,55,132,65,163,0,0,0,0,0,0,0,0,0,0,38,0
52.81,7,743,0.1230,38,328,55,132,65,163,0,0,0,0,0,0,0,0,0,0,38,0
53.85,7,743,0.1281,38,328,55,132,65,163,0,0,0,0,0,0,0,0,0,0,38,0
54.85,7,743,0.1287,38,328,55,132,65,163,0,0,2,0,0,0,0,0,2,0,38,0
55.88,7,743,0.1332,38,328,55,132,65,163,0,0,0,0,0,0,0,0,2,0,38,0
56.89,7,743,0.1376,38,328,55,132,65,163,0,0,0,0,0,0,0,0,0,0,38,0
57.89,8,742,0.1371,38,328,55,131,65,163,0,0,0,0,0,0,0,0,0,0,38,0
58.89,10,740,0.1370,38,327,55,130,65,163,0,0,2,2,0,0,0,0,0,0,38,0
59.91,10,740,0.1409,38,327,55,130,65,163,0,0,2,0,0,0,0,0,0,0,38,0
60.93,10,740,0.1395,38,327,55,130,65,163,0,0,0,0,0,0,0,0,0,0,38,0
61.97,10,740,0.1451,38,327,55,130,65,163,0,2,2,2,0,0,0,0,0,0,38,0
62.99,10,740,0.1478,38,327,55,130,65,163,0,4,0,2,0,0,0,0,0,2,38,0
64.00,10,740,0.1471,38,327,55,130,65,163,0,2,0,0,0,0,0,0,2,4,38,0
65.02,10,740,0.1506,38,327,55,130,65,163,0,0,0,0,0,0,0,0,2,4,38,0
66.03,11,739,0.1516,38,327,55,130,64,163,0,0,0,0,0,0,0,0,2,2,38,0
67.05,12,738,0.1513,38,327,55,129,64,163,0,0,0,0,0,0,0,0,0,0,38,0
68.07,12,738,0.1564,38,327,55,129,64,163,0,0,0,2,0,0,0,0,2,0,38,0
69.09,12,738,0.1573,38,327,55,129,64,163,0,0,0,2,0,0,0,0,2,0,38,0
70.09,13,737,0.1589,38,327,55,129,64,162,0,0,0,2,0,0,0,0,0,0,38,0
71.10,14,736,0.1580,38,327,55,129,64,161,0,0,0,4,0,0,0,0,0,0,38,0
72.12,16,734,0.1577,38,326,55,129,64,160,0,0,0,2,0,0,0,0,0,2,38,2
73.13,16,734,0.1626,38,326,55,129,64,160,0,2,0,2,0,0,0,0,0,2,38,2
74.15,17,733,0.1617,38,325,55,129,64,160,0,4,0,4,0,0,0,0,0,2,38,0
75.18,17,733,0.1653,38,325,55,129,64,160,0,2,0,2,0,0,0,0,0,2,38,0
76.19,17,733,0.1706,40,325,55,129,64,160,0,0,0,0,0,0,0,0,0,2,40,0
77.20,17,733,0.1678,40,325,55,129,64,160,0,0,0,0,0,0,0,0,0,2,40,2
78.23,18,732,0.1701,40,325,55,129,64,159,0,2,0,2,0,0,0,0,0,0,40,2
79.24,18,732,0.1751,40,325,55,129,64,159,0,0,0,2,0,0,0,0,0,0,40,0
80.26,19,731,0.1696,40,324,55,129,64,159,0,0,0,0,0,0,0,0,0,0,40,0
81.26,20,730,0.1723,40,324,55,128,64,159,0,0,2,2,0,0,0,0,0,0,40,0
82.29,20,730,0.1725,40,324,55,128,64,159,0,0,2,4,0,0,0,0,0,0,40,0
83.30,20,730,0.1733,40,324,55,128,64,159,0,0,2,2,0,0,0,0,0,2,40,0
84.31,21,729,0.1802,40,324,55,128,64,158,0,0,0,0,0,0,0,0,0,2,40,0
85.32,22,728,0.1764,40,324,55,127,64,158,0,0,0,0,0,0,0,0,0,2,40,0
86.32,22,728,0.1833,40,324,55,127,64,158,0,0,0,0,0,0,0,0,0,0,40,0
87.33,23,727,0.1824,42,324,55,126,64,158,0,2,2,0,0,0,0,0,0,2,42,0
88.35,23,727,0.1896,42,324,55,126,64,158,0,2,4,2,0,0,0,0,0,2,42,0
89.37,25,725,0.1867,42,322,55,126,64,158,0,0,2,2,0,0,0,0,0,0,42,0
90.40,26,724,0.1883,42,322,55,126,63,158,0,0,0,0,0,0,0,0,0,0,42,0
91.41,26,724,0.1836,42,322,55,126,63,158,0,2,0,0,0,0,0,0,0,2,42,0
92.41,27,723,0.1822,44,322,55,126,63,157,0,4,0,0,0,0,0,0,0,4,44,0
93.42,29,721,0.1800,44,321,54,126,63,157,0,2,2,0,0,0,0,0,0,2,44,0
94.43,29,721,0.1838,44,321,54,126,63,157,0,0,4,0,0,0,0,0,0,2,44,0
95.44,30,720,0.1828,44,321,54,126,62,157,0,2,4,0,0,0,0,0,0,0,44,0
96.45,32,718,0.1833,44,321,54,126,61,156,0,2,2,2,0,0,0,0,0,0,44,0
97.46,33,717,0.1932,44,321,54,126,61,155,0,2,2,0,0,0,0,0,0,0,44,0
98.46,33,717,0.1901,44,321,54,126,61,155,0,2,2,0,0,0,0,0,2,0,44,0
99.47,33,717,0.1896,44,321,54,126,61,155,0,0,0,0,0,0,0,0,2,0,44,0
100.47,34,716,0.1944,44,320,54,126,61,155,0,0,0,0,0,0,0,0,0,0,44,0
101.48,35,715,0.1927,44,319,54,126,61,155,0,0,0,2,0,0,0,0,0,0,44,0
102.49,36,714,0.1952,44,319,54,126,61,154,0,0,0,4,0,0,0,0,0,0,44,2
103.50,37,713,0.1925,44,319,54,126,61,153,0,0,2,4,0,0,0,0,0,0,44,2
104.50,38,712,0.1955,44,319,54,126,61,152,0,0,0,2,0,0,0,0,2,0,44,0
105.52,38,712,0.1998,44,319,54,126,61,152,0,0,0,0,0,0,0,0,2,0,44,0
106.53,40,710,0.2015,44,318,54,126,61,151,0,0,2,0,0,0,0,0,2,0,44,0
107.55,40,710,0.2013,44,318,54,126,61,151,0,0,4,2,0,0,0,0,0,0,44,0
108.58,42,708,0.1987,44,317,54,126,61,150,0,0,2,2,0,0,0,0,0,0,44,0
109.58,44,706,0.2064,44,316,54,126,61,149,0,0,0,0,0,0,0,0,0,0,44,0
110.61,44,706,0.2065,44,316,54,126,61,149,0,0,0,2,0,0,0,0,0,0,44,0
111.62,45,705,0.2067,44,315,54,126,61,149,0,0,4,0,0,0,0,0,0,0,44,2
112.65,47,703,0.2079,44,314,53,126,61,149,0,0,4,2,0,0,0,0,0,0,44,2
113.67,47,703,0.2027,44,314,53,126,61,149,0,0,2,4,0,0,0,0,0,0,44,0
114.69,49,701,0.2037,44,314,53,125,60,149,0,0,2,4,0,0,0,0,0,0,44,0
115.71,51,699,0.2124,44,314,52,125,60,148,0,0,2,6,0,0,0,0,0,0,44,0
116.73,51,699,0.2075,44,314,52,125,60,148,0,0,2,6,0,0,0,0,0,2,44,0
117.75,51,699,0.2129,44,314,52,125,60,148,0,0,2,4,0,0,0,0,0,4,44,0
118.76,53,697,0.2071,44,313,52,125,59,148,0,0,0,4,0,0,0,0,0,4,44,2
119.78,55,695,0.2066,44,313,52,125,58,147,0,0,0,4,0,0,0,0,0,2,44,4
