Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub_Main,Exit_Exit_Sub1,Exit_Exit_Sub2,Exit_Exit_Sub3,Exit_Group 5639,Zone_ZoneSensor stair (10),Zone_ZoneSensor stair (9),Zone_ZoneSensor stair (8),Zone_ZoneSensor stair (7),Zone_ZoneSensor stair (6),Zone_ZoneSensor stair (5),Zone_ZoneSensor stair (4),Zone_ZoneSensor stair (3),Zone_ZoneSensor stair (2),Zone_ZoneSensor stair (1),Zone_ZoneSensor (1),Zone_ZoneSensor stair
29.43,3,497,0.1128,0,211,43,84,57,102,0,0,0,0,0,0,0,0,0,0,0,0
30.43,3,497,0.1196,0,211,43,84,57,102,0,0,0,0,0,0,0,0,0,0,0,0
31.46,3,497,0.1226,0,211,43,84,57,102,0,0,0,0,0,0,0,0,0,0,0,0
32.47,3,497,0.1249,0,211,43,84,57,102,0,0,0,0,0,0,0,0,0,0,0,0
33.49,3,497,0.1289,0,211,43,84,57,102,0,0,0,0,0,0,0,0,0,0,0,0
34.49,3,497,0.1382,0,211,43,84,57,102,0,0,0,0,0,0,0,0,0,0,0,0
35.51,3,497,0.1469,0,211,43,84,57,102,0,0,0,0,0,0,0,0,0,0,0,0
36.53,3,497,0.1494,0,211,43,84,57,102,0,0,0,0,0,0,0,0,0,0,0,0
37.53,3,497,0.1636,0,211,43,84,57,102,0,0,0,0,0,0,0,0,0,0,0,0
38.54,3,497,0.1696,0,211,43,84,57,102,0,0,0,0,0,0,0,0,0,0,0,0
39.55,3,497,0.1795,0,211,43,84,57,102,0,0,0,0,0,0,0,0,0,0,0,0
40.57,3,497,0.1805,2,211,43,84,57,102,0,0,2,0,0,0,0,0,0,0,0,0
41.58,4,496,0.1961,2,211,43,84,57,101,0,0,2,0,0,0,0,0,0,0,0,0
42.59,5,495,0.1924,0,211,43,83,57,101,0,0,0,0,0,0,0,0,0,0,0,0
43.62,5,495,0.2050,0,211,43,83,57,101,0,0,0,0,0,0,0,0,0,0,0,0
44.63,5,495,0.2079,0,211,43,83,57,101,0,0,0,0,0,0,0,0,0,0,0,0
45.64,5,495,0.2100,2,211,43,83,57,101,0,0,0,0,0,0,0,0,0,0,0,2
46.65,5,495,0.2213,2,211,43,83,57,101,0,0,0,0,0,0,0,0,0,0,0,2
47.65,5,495,0.2256,2,211,43,83,57,101,0,0,0,0,0,0,0,0,0,0,2,2
48.66,5,495,0.2406,2,211,43,83,57,101,0,0,0,0,0,0,0,0,2,0,2,0
49.69,5,495,0.2410,2,211,43,83,57,101,0,0,0,0,0,0,0,0,2,0,2,0
50.70,5,495,0.2434,2,211,43,83,57,101,0,0,0,0,0,0,0,0,2,0,2,0
51.71,5,495,0.2578,2,211,43,83,57,101,0,0,0,0,0,0,0,0,0,0,2,0
52.73,6,494,0.2650,2,210,43,83,57,101,0,0,0,0,0,0,0,0,0,0,2,0
53.75,6,494,0.2716,2,210,43,83,57,101,0,0,0,0,0,0,0,0,0,0,2,0
54.77,7,493,0.2726,2,210,43,83,57,100,0,2,0,0,0,0,0,0,2,0,2,0
55.78,7,493,0.2761,4,210,43,83,57,100,0,0,0,0,0,0,0,0,4,0,4,0
56.80,8,492,0.2754,4,210,43,82,57,100,0,0,0,0,0,0,0,0,2,0,4,0
57.83,9,491,0.2757,4,209,43,82,57,100,0,0,2,0,0,0,0,0,0,0,4,0
58.84,10,490,0.2825,4,209,43,81,57,100,0,0,2,0,0,0,0,0,0,0,4,0
59.86,12,488,0.2795,4,209,43,80,56,100,0,2,2,2,0,0,0,0,0,0,4,0
60.86,12,488,0.2887,6,209,43,80,56,100,0,0,2,2,0,0,0,0,0,0,6,0
61.86,13,487,0.2827,6,208,43,80,56,100,0,0,0,0,0,0,0,0,0,0,6,0
62.87,13,487,0.3007,6,208,43,80,56,100,0,0,0,0,0,0,0,0,0,0,6,0
63.89,13,487,0.2985,6,208,43,80,56,100,0,2,0,0,0,0,0,0,0,0,6,0
64.90,13,487,0.3155,6,208,43,80,56,100,0,2,2,0,0,0,0,0,0,2,6,0
65.92,13,487,0.3215,6,208,43,80,56,100,0,0,0,0,0,0,0,0,0,2,6,0
66.94,13,487,0.3240,6,208,43,80,56,100,0,0,0,0,0,0,0,0,0,0,6,0
67.95,13,487,0.3285,6,208,43,80,56,100,0,0,0,2,0,0,0,0,0,2,6,0
68.95,13,487,0.3397,6,208,43,80,56,100,0,0,0,0,0,0,0,0,0,4,6,0
69.95,13,487,0.3379,6,208,43,80,56,100,0,0,0,0,0,0,0,0,0,4,6,0
70.97,13,487,0.3474,6,208,43,80,56,100,0,0,0,0,0,0,0,0,2,2,6,0
71.99,13,487,0.3571,6,208,43,80,56,100,0,0,2,0,0,0,0,0,2,0,6,0
73.00,13,487,0.3579,6,208,43,80,56,100,0,0,2,0,0,0,0,0,2,0,6,0
74.02,14,486,0.3576,6,208,43,80,55,100,0,4,2,0,0,0,0,0,0,2,6,0
75.03,14,486,0.3706,6,208,43,80,55,100,0,2,0,2,0,0,0,0,0,4,6,2
76.06,14,486,0.3757,6,208,43,80,55,100,0,0,0,2,0,0,0,0,2,4,6,2
77.08,15,485,0.3758,6,208,43,79,55,100,0,2,0,4,0,0,0,0,4,2,6,2
78.08,15,485,0.3770,6,208,43,79,55,100,0,0,0,2,0,0,0,0,4,2,6,2
79.11,17,483,0.3796,6,208,43,78,55,99,0,2,2,2,0,0,0,0,2,0,6,2
80.13,17,483,0.3823,6,208,43,78,55,99,0,2,0,2,0,0,0,0,2,0,6,6
81.14,18,482,0.3822,6,208,42,78,55,99,0,2,2,2,0,0,0,0,0,0,6,4
82.15,19,481,0.3811,6,208,41,78,55,99,0,4,2,2,0,0,0,0,0,0,6,4
83.17,20,480,0.3901,6,208,41,78,55,98,0,2,2,0,0,0,0,0,2,0,6,0
84.17,21,479,0.3958,6,208,41,78,55,97,0,0,2,2,0,0,0,0,4,0,6,0
85.20,21,479,0.3966,6,208,41,78,55,97,0,0,0,4,0,0,0,0,4,0,6,0
86.20,21,479,0.3968,6,208,41,78,55,97,0,0,0,0,0,0,0,0,0,2,6,0
87.21,21,479,0.4066,6,208,41,78,55,97,0,0,0,0,0,0,0,0,0,2,6,0
88.23,21,479,0.4134,6,208,41,78,55,97,0,0,0,0,0,0,0,0,0,0,6,2
89.26,21,479,0.4210,6,208,41,78,55,97,0,0,0,2,0,0,0,0,0,0,6,2
90.27,21,479,0.4263,6,208,41,78,55,97,0,0,0,4,0,0,0,0,0,2,6,0
91.28,23,477,0.4310,6,208,39,78,55,97,0,0,2,4,0,0,0,0,0,2,6,2
92.29,23,477,0.4329,6,208,39,78,55,97,0,0,2,2,0,0,0,0,0,2,6,2
93.30,23,477,0.4419,6,208,39,78,55,97,0,2,4,2,0,0,0,0,0,2,6,0
94.31,24,476,0.4446,6,208,39,78,55,96,0,2,4,2,0,0,0,0,0,2,6,0
95.32,24,476,0.4410,6,208,39,78,55,96,0,0,2,0,0,0,0,0,0,4,6,0
96.34,24,476,0.4447,6,208,39,78,55,96,0,0,2,0,0,0,0,0,2,4,6,0
97.36,25,475,0.4518,6,208,39,78,55,95,0,0,0,0,0,0,0,0,2,4,6,0
98.38,28,472,0.4654,6,207,39,77,54,95,0,0,2,2,0,0,0,0,0,2,6,0
99.39,29,471,0.4609,6,207,38,77,54,95,0,2,2,4,0,0,0,0,2,2,6,0
100.39,31,469,0.4613,6,207,38,76,53,95,0,0,2,4,0,0,0,0,2,0,6,2
101.41,32,468,0.4650,6,207,38,76,53,94,0,0,2,2,0,0,0,0,2,0,6,2
102.43,34,466,0.4606,6,207,37,76,53,93,0,0,2,2,0,0,0,0,0,2,6,0
103.43,34,466,0.4652,6,207,37,76,53,93,0,2,0,2,0,0,0,0,0,6,6,0
104.45,35,465,0.4818,6,207,37,75,53,93,0,0,2,4,0,0,0,0,0,6,6,0
105.46,37,463,0.4853,6,206,37,75,53,92,0,0,2,4,0,0,0,0,0,4,6,0
106.48,38,462,0.4800,6,206,37,75,53,91,0,0,0,2,0,0,0,0,0,0,6,0
107.51,41,459,0.4787,6,205,37,75,52,90,0,2,2,2,0,0,0,0,0,0,6,2
108.53,43,457,0.4892,6,204,37,75,52,89,0,2,4,2,0,0,0,0,0,2,6,4
109.54,46,454,0.4869,8,202,36,75,52,89,0,2,2,0,0,0,0,0,0,2,8,4
110.55,47,453,0.4919,10,202,36,75,51,89,0,4,0,0,0,0,0,0,0,2,10,0
111.57,49,451,0.5044,10,200,36,75,51,89,0,2,0,2,0,0,0,0,2,0,10,0
112.59,50,450,0.5171,10,200,36,75,50,89,0,2,0,2,0,0,0,0,2,0,10,0
113.60,50,450,0.5246,10,200,36,75,50,89,0,0,2,4,0,0,0,0,2,0,10,0
114.62,52,448,0.5392,10,199,35,75,50,89,0,0,2,2,0,0,0,0,0,0,10,0
115.64,55,445,0.5323,10,198,35,75,49,88,0,2,4,4,0,0,0,0,2,2,10,0
116.65,56,444,0.5412,10,197,35,75,49,88,0,0,2,4,0,0,0,0,2,2,10,0
117.67,58,442,0.5429,10,196,35,75,49,87,0,0,0,4,0,0,0,0,0,0,10,0
118.68,59,441,0.5440,10,196,35,75,49,86,0,0,2,4,0,0,0,0,0,2,10,0
119.68,61,439,0.5504,10,195,34,75,49,86,0,0,2,2,0,0,0,0,0,2,10,2
