Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub_Main,Exit_Exit_Sub1,Exit_Exit_Sub2,Exit_Exit_Sub3,Exit_Group 5639,Zone_ZoneSensor stair (10),Zone_ZoneSensor stair (9),Zone_ZoneSensor stair (8),Zone_ZoneSensor stair (7),Zone_ZoneSensor stair (6),Zone_ZoneSensor stair (5),Zone_ZoneSensor stair (4),Zone_ZoneSensor stair (3),Zone_ZoneSensor stair (2),Zone_ZoneSensor stair (1),Zone_ZoneSensor (1),Zone_ZoneSensor stair
0.00,0,750,0.0000,26,325,65,130,72,158,0,0,0,0,0,0,0,0,0,0,26,0
1.02,2,748,0.0000,26,325,65,130,72,156,0,0,0,0,0,0,0,0,0,0,26,0
2.05,2,748,0.0016,26,325,65,130,72,156,0,0,0,0,0,0,0,0,0,0,26,0
3.09,2,748,0.0016,26,325,65,130,72,156,0,0,0,0,0,0,0,0,0,0,26,0
4.09,2,748,0.0048,26,325,65,130,72,156,0,0,0,0,0,0,0,0,0,0,26,0
5.12,2,748,0.0048,26,325,65,130,72,156,0,0,0,0,0,0,0,0,0,0,26,0
6.14,2,748,0.0080,26,325,65,130,72,156,0,0,0,0,0,0,0,0,0,0,26,0
7.15,2,748,0.0103,26,325,65,130,72,156,0,0,0,0,0,0,0,0,0,0,26,0
8.16,2,748,0.0113,26,325,65,130,72,156,0,0,0,0,0,0,0,0,0,0,26,0
9.19,2,748,0.0188,26,325,65,130,72,156,0,0,0,0,0,0,0,0,0,0,26,0
10.20,2,748,0.0186,26,325,65,130,72,156,0,0,0,0,0,0,0,0,0,0,26,0
11.22,2,748,0.0185,26,325,65,130,72,156,0,0,0,0,0,0,0,0,0,0,26,0
12.26,2,748,0.0190,26,325,65,130,72,156,0,0,0,0,0,0,0,0,0,0,26,0
13.27,2,748,0.0240,26,325,65,130,72,156,0,0,0,0,0,0,0,0,0,0,26,0
14.29,2,748,0.0280,26,325,65,130,72,156,0,0,0,0,0,0,0,0,0,0,26,0
15.32,2,748,0.0262,26,325,65,130,72,156,0,0,0,0,0,0,0,0,0,0,26,0
16.33,2,748,0.0335,26,325,65,130,72,156,0,0,0,0,0,0,0,0,0,0,26,0
17.34,2,748,0.0318,26,325,65,130,72,156,0,0,0,0,0,0,0,0,0,0,26,0
18.34,2,748,0.0317,26,325,65,130,72,156,0,0,0,0,0,0,0,0,0,0,26,0
19.37,2,748,0.0286,26,325,65,130,72,156,0,0,0,0,0,0,0,0,0,0,26,0
20.40,2,748,0.0331,26,325,65,130,72,156,0,0,0,0,0,0,0,0,0,0,26,0
21.42,2,748,0.0392,26,325,65,130,72,156,0,0,0,0,0,0,0,0,0,0,26,0
22.43,2,748,0.0589,26,325,65,130,72,156,0,0,0,0,0,0,0,0,0,0,26,0
23.46,2,748,0.0382,26,325,65,130,72,156,0,0,0,0,0,0,0,0,0,0,26,0
24.49,3,747,0.0418,26,325,65,130,72,155,0,0,0,0,0,0,0,0,0,0,26,0
25.52,3,747,0.0448,26,325,65,130,72,155,0,0,0,0,0,0,0,0,0,0,26,0
26.55,3,747,0.0510,26,325,65,130,72,155,0,0,0,0,0,0,0,0,0,0,26,0
27.58,3,747,0.0498,26,325,65,130,72,155,0,0,0,0,0,0,0,0,0,0,26,0
28.61,3,747,0.0525,26,325,65,130,72,155,0,0,0,0,0,0,0,0,0,0,26,0
29.61,3,747,0.0524,26,325,65,130,72,155,0,0,0,0,0,0,0,0,0,0,26,0
30.63,3,747,0.0551,26,325,65,130,72,155,0,0,0,0,0,0,0,0,0,0,26,0
31.65,3,747,0.0528,26,325,65,130,72,155,0,0,0,0,0,0,0,0,0,0,26,0
32.66,3,747,0.0554,26,325,65,130,72,155,0,0,0,0,0,0,0,0,0,0,26,0
33.66,3,747,0.0588,26,325,65,130,72,155,0,0,0,0,0,0,0,0,0,0,26,0
34.67,3,747,0.0805,26,325,65,130,72,155,0,0,0,0,0,0,0,0,0,0,26,0
35.68,3,747,0.0603,26,325,65,130,72,155,0,0,0,0,0,0,0,0,0,0,26,0
36.71,3,747,0.0607,26,325,65,130,72,155,0,0,0,0,0,0,0,0,0,0,26,0
37.74,3,747,0.0655,26,325,65,130,72,155,0,0,0,0,0,0,0,0,0,0,26,0
38.75,3,747,0.0669,26,325,65,130,72,155,0,0,0,0,0,0,0,0,0,0,26,0
39.76,3,747,0.0699,26,325,65,130,72,155,0,0,0,0,0,0,0,0,0,0,26,0
40.78,3,747,0.0705,26,325,65,130,72,155,0,0,0,0,0,0,0,0,0,0,26,0
41.79,3,747,0.0759,26,325,65,130,72,155,0,0,0,0,0,0,0,0,0,0,26,0
42.79,3,747,0.0799,26,325,65,130,72,155,0,0,0,0,0,0,0,0,0,0,26,0
43.80,3,747,0.0822,26,325,65,130,72,155,0,0,0,0,0,0,0,0,0,0,26,0
44.80,3,747,0.0858,26,325,65,130,72,155,0,0,2,0,0,0,0,0,0,0,26,0
45.81,3,747,0.0880,26,325,65,130,72,155,0,0,0,0,0,0,0,0,0,0,26,0
46.81,3,747,0.0907,26,325,65,130,72,155,0,0,0,0,0,0,0,0,0,0,26,0
47.83,3,747,0.0916,26,325,65,130,72,155,0,0,0,0,0,0,0,0,0,0,26,2
48.84,3,747,0.1007,26,325,65,130,72,155,0,0,0,0,0,0,0,0,0,0,26,2
49.86,4,746,0.1058,26,325,65,129,72,155,0,0,0,0,0,0,0,0,0,0,26,0
50.88,4,746,0.1065,26,325,65,129,72,155,0,0,0,0,0,0,0,0,0,0,26,0
51.91,4,746,0.1137,26,325,65,129,72,155,0,0,0,0,0,0,0,0,0,0,26,0
52.93,4,746,0.1143,26,325,65,129,72,155,0,0,0,0,0,0,0,0,0,0,26,0
53.94,4,746,0.1149,26,325,65,129,72,155,0,0,0,0,0,0,0,0,0,0,26,0
54.94,4,746,0.1182,26,325,65,129,72,155,0,0,0,0,0,0,0,0,0,0,26,0
55.95,5,745,0.1209,26,325,65,129,72,154,0,0,0,0,0,0,0,0,2,0,26,0
56.98,5,745,0.1281,26,325,65,129,72,154,0,0,0,0,0,0,0,0,2,0,26,0
58.00,5,745,0.1276,30,325,65,129,72,154,0,2,0,0,0,0,0,0,0,0,30,0
59.03,6,744,0.1311,30,324,65,129,72,154,0,0,0,0,0,0,0,0,0,0,30,0
60.05,6,744,0.1369,30,324,65,129,72,154,0,0,0,0,0,0,0,0,2,0,30,0
61.06,6,744,0.1425,30,324,65,129,72,154,0,0,0,0,0,0,0,0,2,0,30,0
62.08,7,743,0.1391,30,323,65,129,72,154,0,0,0,0,0,0,0,0,2,0,30,0
63.10,7,743,0.1388,30,323,65,129,72,154,0,2,0,0,0,0,0,0,2,0,30,0
64.12,7,743,0.1365,30,323,65,129,72,154,0,0,0,2,0,0,0,0,2,0,30,0
65.14,7,743,0.1431,30,323,65,129,72,154,0,0,0,0,0,0,0,0,0,0,30,0
66.15,7,743,0.1428,30,323,65,129,72,154,0,0,2,0,0,0,0,0,0,0,30,0
67.16,7,743,0.1474,30,323,65,129,72,154,0,0,0,0,0,0,0,0,0,0,30,0
68.19,7,743,0.1509,30,323,65,129,72,154,0,0,0,0,0,0,0,0,0,0,30,0
69.21,7,743,0.1489,30,323,65,129,72,154,0,0,0,0,0,0,0,0,0,0,30,0
70.24,8,742,0.1564,30,323,65,128,72,154,0,0,0,0,0,0,0,0,0,0,30,0
71.28,9,741,0.1524,30,323,65,128,72,153,0,0,0,0,0,0,0,0,0,0,30,0
72.30,9,741,0.1599,30,323,65,128,72,153,0,0,0,0,0,0,0,0,0,0,30,0
73.34,10,740,0.1583,30,323,65,127,72,153,0,0,0,0,0,0,0,0,0,0,30,0
74.38,11,739,0.1545,30,323,65,126,72,153,0,0,0,0,0,0,0,0,0,2,30,0
75.38,11,739,0.1603,30,323,65,126,72,153,0,0,0,0,0,0,0,0,0,4,30,0
76.39,11,739,0.1670,32,323,65,126,72,153,0,0,0,0,0,0,0,0,0,6,32,0
77.43,12,738,0.1667,32,322,65,126,72,153,0,2,2,2,0,0,0,0,0,4,32,0
78.44,12,738,0.1613,32,322,65,126,72,153,0,0,4,2,0,0,0,0,0,0,32,0
79.45,12,738,0.1633,32,322,65,126,72,153,0,0,2,0,0,0,0,0,0,2,32,0
