Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub_Main,Exit_Exit_Sub1,Exit_Exit_Sub2,Exit_Exit_Sub3,Exit_Group 5639,Zone_ZoneSensor stair (10),Zone_ZoneSensor stair (9),Zone_ZoneSensor stair (8),Zone_ZoneSensor stair (7),Zone_ZoneSensor stair (6),Zone_ZoneSensor stair (5),Zone_ZoneSensor stair (4),Zone_ZoneSensor stair (3),Zone_ZoneSensor stair (2),Zone_ZoneSensor stair (1),Zone_ZoneSensor (1),Zone_ZoneSensor stair
80.47,12,738,0.1672,32,322,65,126,72,153,0,0,0,0,0,0,0,0,0,2,32,0
81.49,12,738,0.1748,32,322,65,126,72,153,0,0,0,0,0,0,0,0,2,2,32,0
82.51,13,737,0.1753,32,322,65,126,71,153,0,0,2,0,0,0,0,0,4,2,32,0
83.52,13,737,0.1879,32,322,65,126,71,153,0,0,0,0,0,0,0,0,4,0,32,0
84.55,14,736,0.1706,32,322,65,126,71,152,0,2,0,0,0,0,0,0,0,0,32,2
85.57,14,736,0.1719,32,322,65,126,71,152,0,4,0,0,0,0,0,0,0,0,32,2
86.59,14,736,0.1798,32,322,65,126,71,152,0,2,0,2,0,0,0,0,2,0,32,0
87.61,14,736,0.1769,32,322,65,126,71,152,0,4,2,2,0,0,0,0,2,0,32,0
88.63,14,736,0.1815,32,322,65,126,71,152,0,6,2,0,0,0,0,0,0,2,32,0
89.65,14,736,0.1868,32,322,65,126,71,152,0,2,2,0,0,0,0,0,0,2,32,0
90.68,14,736,0.1923,32,322,65,126,71,152,0,0,2,2,0,0,0,0,0,0,32,2
91.68,14,736,0.1945,32,322,65,126,71,152,0,0,0,0,0,0,0,0,0,0,32,2
92.70,15,735,0.1974,32,322,64,126,71,152,0,0,0,0,0,0,0,0,0,0,32,2
93.70,15,735,0.2011,32,322,64,126,71,152,0,0,0,0,0,0,0,0,0,0,32,2
94.71,15,735,0.2040,32,322,64,126,71,152,0,0,0,0,0,0,0,0,2,0,32,0
95.72,16,734,0.2068,32,322,64,126,71,151,0,0,2,0,0,0,0,0,4,0,32,0
96.73,16,734,0.2052,32,322,64,126,71,151,0,0,4,2,0,0,0,0,2,0,32,0
97.76,16,734,0.2032,32,322,64,126,71,151,0,0,2,4,0,0,0,0,0,0,32,0
98.78,18,732,0.2068,32,322,64,124,71,151,0,0,0,4,0,0,0,0,0,0,32,0
99.82,19,731,0.2061,32,322,63,124,71,151,0,0,0,2,0,0,0,0,0,0,32,0
100.83,19,731,0.2131,32,322,63,124,71,151,0,0,0,4,0,0,0,0,0,2,32,0
101.84,20,730,0.2102,32,321,63,124,71,151,0,2,0,4,0,0,0,0,0,4,32,0
102.86,20,730,0.2091,32,321,63,124,71,151,0,2,0,2,0,0,0,0,0,6,32,0
103.86,21,729,0.2083,32,321,63,124,70,151,0,0,2,0,0,0,0,0,2,2,32,0
104.88,21,729,0.2151,32,321,63,124,70,151,0,0,4,0,0,0,0,0,2,2,32,0
105.89,21,729,0.2195,32,321,63,124,70,151,0,0,2,2,0,0,0,0,0,2,32,0
106.90,21,729,0.2180,32,321,63,124,70,151,0,2,2,2,0,0,0,0,0,2,32,0
107.92,25,725,0.2129,32,321,62,124,70,148,0,0,4,2,0,0,0,0,0,0,32,0
108.93,26,724,0.2189,32,321,62,124,70,147,0,0,6,2,0,0,0,0,0,0,32,0
109.96,27,723,0.2187,32,321,61,124,70,147,0,0,4,2,0,0,0,0,0,0,32,0
110.96,27,723,0.2198,32,321,61,124,70,147,0,0,2,0,0,0,0,0,0,0,32,0
111.96,28,722,0.2448,32,321,61,124,70,146,0,0,0,0,0,0,0,0,0,0,32,2
112.98,29,721,0.2230,32,321,61,123,70,146,0,0,0,0,0,0,0,0,0,0,32,4
113.99,30,720,0.2233,32,321,61,123,70,145,0,2,0,0,0,0,0,0,0,2,32,6
115.01,30,720,0.2183,32,321,61,123,70,145,0,2,2,0,0,0,0,0,0,4,32,4
116.01,31,719,0.2250,32,320,61,123,70,145,0,0,0,2,0,0,0,0,0,4,32,4
117.02,32,718,0.2269,32,320,61,123,70,144,0,0,0,2,0,0,0,0,2,2,32,2
118.03,32,718,0.2276,32,320,61,123,70,144,0,0,0,4,0,0,0,0,2,0,32,2
119.03,33,717,0.2259,32,320,60,123,70,144,0,0,0,4,0,0,0,0,0,0,32,0
