Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub_Main,Exit_Exit_Sub1,Exit_Exit_Sub2,Exit_Exit_Sub3,Exit_Group 5639,Zone_ZoneSensor stair (10),Zone_ZoneSensor stair (9),Zone_ZoneSensor stair (8),Zone_ZoneSensor stair (7),Zone_ZoneSensor stair (6),Zone_ZoneSensor stair (5),Zone_ZoneSensor stair (4),Zone_ZoneSensor stair (3),Zone_ZoneSensor stair (2),Zone_ZoneSensor stair (1),Zone_ZoneSensor (1),Zone_ZoneSensor stair
15.15,2,248,0.1516,0,101,26,45,25,51,0,0,0,0,0,0,0,0,0,0,0,0
16.17,2,248,0.1662,0,101,26,45,25,51,0,0,0,0,0,0,0,0,0,0,0,0
17.18,3,247,0.1704,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
18.19,3,247,0.1808,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
19.20,3,247,0.1883,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
20.20,3,247,0.1952,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
21.21,3,247,0.2055,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
22.22,3,247,0.2103,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
23.23,3,247,0.2247,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
24.24,3,247,0.2407,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
25.25,3,247,0.2695,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
26.25,3,247,0.2774,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
27.26,3,247,0.2958,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
28.26,3,247,0.3123,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
29.28,3,247,0.3367,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
30.30,3,247,0.3613,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
31.31,3,247,0.3738,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
32.32,3,247,0.3891,0,101,26,45,25,50,0,0,0,0,0,0,0,0,0,0,0,0
33.33,4,246,0.4155,0,101,26,45,25,49,0,0,0,0,0,0,0,0,0,0,0,0
34.35,4,246,0.4311,0,101,26,45,25,49,0,0,0,0,0,0,0,0,0,0,0,0
35.35,4,246,0.4321,0,101,26,45,25,49,0,0,0,0,0,0,0,0,0,0,0,0
36.35,4,246,0.4628,0,101,26,45,25,49,0,0,0,0,0,0,0,0,0,0,0,0
37.35,4,246,0.4826,2,101,26,45,25,49,0,0,2,0,0,0,0,0,0,0,0,0
38.37,4,246,0.4938,2,101,26,45,25,49,0,0,2,0,0,0,0,0,0,0,0,0
39.37,4,246,0.5177,0,101,26,45,25,49,0,0,0,0,0,0,0,0,0,0,0,0
40.39,4,246,0.5401,0,101,26,45,25,49,0,0,0,0,0,0,0,0,0,0,0,0
41.41,4,246,0.5441,0,101,26,45,25,49,0,0,0,0,0,0,0,0,0,0,0,0
42.42,4,246,0.5777,2,101,26,45,25,49,0,0,0,0,0,0,0,0,0,0,2,0
43.44,4,246,0.5819,2,101,26,45,25,49,0,0,0,0,0,0,0,0,2,0,2,0
44.44,5,245,0.5801,2,101,26,45,25,48,0,0,0,0,0,0,0,0,2,0,2,0
45.45,5,245,0.6037,2,101,26,45,25,48,0,0,0,0,0,0,0,0,2,0,2,2
46.46,6,244,0.6139,2,100,26,45,25,48,0,0,0,0,0,0,0,0,0,0,2,2
47.46,6,244,0.6089,2,100,26,45,25,48,0,0,0,0,0,0,0,0,0,0,2,0
48.47,7,243,0.6196,2,100,26,44,25,48,0,0,0,0,0,0,0,0,0,0,2,0
49.48,7,243,0.6339,2,100,26,44,25,48,0,0,0,0,0,0,0,0,0,0,2,0
50.50,8,242,0.6623,4,100,26,43,25,48,0,0,0,0,0,0,0,0,2,0,4,0
51.51,8,242,0.6885,4,100,26,43,25,48,0,0,0,0,0,0,0,0,4,0,4,0
52.53,11,239,0.6917,4,99,26,42,24,48,0,2,0,0,0,0,0,0,2,0,4,0
53.54,11,239,0.7051,4,99,26,42,24,48,0,0,0,0,0,0,0,0,0,0,4,0
54.55,11,239,0.7250,6,99,26,42,24,48,0,0,0,0,0,0,0,0,0,0,6,0
55.56,11,239,0.7412,6,99,26,42,24,48,0,0,0,0,0,0,0,0,0,0,6,0
56.58,12,238,0.7510,6,98,26,42,24,48,0,2,2,2,0,0,0,0,0,0,6,0
57.59,12,238,0.7586,6,98,26,42,24,48,0,0,4,2,0,0,0,0,0,0,6,0
58.61,12,238,0.7781,6,98,26,42,24,48,0,2,4,0,0,0,0,0,0,2,6,0
59.62,12,238,0.7810,6,98,26,42,24,48,0,0,0,0,0,0,0,0,0,2,6,0
60.63,12,238,0.7857,6,98,26,42,24,48,0,0,0,0,0,0,0,0,0,0,6,0
61.64,12,238,0.8086,6,98,26,42,24,48,0,0,0,0,0,0,0,0,2,0,6,0
62.66,12,238,0.8149,6,98,26,42,24,48,0,0,0,0,0,0,0,0,2,2,6,0
63.68,13,237,0.8161,6,98,26,42,24,47,0,0,0,0,0,0,0,0,2,4,6,0
64.69,13,237,0.8426,6,98,26,42,24,47,0,0,0,0,0,0,0,0,2,4,6,0
65.70,14,236,0.8522,6,98,26,41,24,47,0,2,0,0,0,0,0,0,4,2,6,0
66.71,14,236,0.8483,6,98,26,41,24,47,0,4,0,0,0,0,0,0,4,0,6,0
67.73,14,236,0.8733,6,98,26,41,24,47,0,2,2,2,0,0,0,0,2,0,6,4
68.74,16,234,0.8832,6,98,26,40,23,47,0,0,4,4,0,0,0,0,2,2,6,4
69.74,16,234,0.9075,6,98,26,40,23,47,0,2,2,2,0,0,0,0,2,4,6,2
70.76,17,233,0.9264,6,98,25,40,23,47,0,2,0,0,0,0,0,0,0,6,6,0
71.76,17,233,0.9493,6,98,25,40,23,47,0,0,2,0,0,0,0,0,2,4,6,0
72.77,17,233,0.9706,6,98,25,40,23,47,0,0,2,2,0,0,0,0,4,2,6,0
73.78,18,232,0.9782,6,98,25,39,23,47,0,0,0,2,0,0,0,0,4,0,6,2
74.79,18,232,0.9990,6,98,25,39,23,47,0,0,0,4,0,0,0,0,2,0,6,2
75.81,18,232,0.9909,6,98,25,39,23,47,0,0,2,2,0,0,0,0,0,2,6,2
76.83,19,231,1.0262,6,98,25,39,23,46,0,2,0,2,0,0,0,0,0,2,6,0
77.84,19,231,1.0267,6,98,25,39,23,46,0,2,2,2,0,0,0,0,0,2,6,4
78.85,19,231,1.0242,6,98,25,39,23,46,0,0,4,0,0,0,0,0,0,0,6,4
79.86,19,231,1.0321,6,98,25,39,23,46,0,4,0,4,0,0,0,0,0,0,6,6
80.87,21,229,1.0450,6,98,23,39,23,46,0,2,0,2,0,0,0,0,0,2,6,4
81.88,23,227,1.0703,6,98,23,38,23,45,0,0,0,0,0,0,0,0,0,2,6,2
82.90,24,226,1.0935,6,98,23,37,23,45,0,0,0,2,0,0,0,0,0,4,6,0
83.92,24,226,1.0991,6,98,23,37,23,45,0,0,2,2,0,0,0,0,0,4,6,0
84.93,26,224,1.1109,6,98,23,36,23,44,0,0,2,2,0,0,0,0,2,4,6,0
85.95,26,224,1.1468,6,98,23,36,23,44,0,0,2,0,0,0,0,0,2,4,6,0
86.96,26,224,1.1224,6,98,23,36,23,44,0,0,2,0,0,0,0,0,0,2,6,0
87.97,30,220,1.1365,6,98,21,35,22,44,0,2,0,2,0,0,0,0,2,4,6,0
88.97,31,219,1.1344,6,98,21,35,21,44,0,0,2,2,0,0,0,0,2,4,6,0
89.99,31,219,1.1316,6,98,21,35,21,44,0,0,2,0,0,0,0,0,0,4,6,0
90.99,32,218,1.1366,8,98,21,35,21,43,0,0,0,2,0,0,0,0,0,2,8,0
92.01,32,218,1.1400,8,98,21,35,21,43,0,0,0,4,0,0,0,0,0,4,8,0
93.02,35,215,1.1538,8,97,21,35,20,42,0,0,2,4,0,0,0,0,0,4,8,4
94.04,35,215,1.1544,8,97,21,35,20,42,0,2,4,2,0,0,0,0,0,2,8,6
95.04,36,214,1.1527,8,96,21,35,20,42,0,4,2,0,0,0,0,0,0,0,8,6
96.05,39,211,1.1353,10,96,21,35,18,41,0,4,2,2,0,0,0,0,0,0,10,4
97.07,40,210,1.1400,10,96,21,35,18,40,0,4,2,4,0,0,0,0,2,0,10,2
98.07,42,208,1.1476,10,94,21,35,18,40,0,4,2,6,0,0,0,0,4,0,10,2
99.09,43,207,1.1489,12,93,21,35,18,40,0,4,4,6,0,0,0,0,2,0,12,0
100.10,44,206,1.1503,12,92,21,35,18,40,0,2,4,6,0,0,0,0,0,2,12,0
101.11,44,206,1.1692,12,92,21,35,18,40,0,2,4,2,0,0,0,0,0,2,12,0
102.13,47,203,1.1497,12,91,21,35,18,38,0,0,4,0,0,0,0,0,0,0,12,2
103.13,49,201,1.1528,12,90,21,35,18,37,0,0,2,2,0,0,0,0,0,0,12,2
104.14,51,199,1.1572,12,90,20,35,18,36,0,0,0,2,0,0,0,0,0,2,12,0
105.15,53,197,1.1426,12,90,20,35,17,35,0,0,0,2,0,0,0,0,0,2,12,0
106.15,55,195,1.1305,12,89,20,35,16,35,0,0,0,2,0,0,0,0,2,0,12,0
107.17,56,194,1.1379,12,88,20,35,16,35,0,0,2,4,0,0,0,0,2,2,12,0
108.17,58,192,1.1315,12,87,20,35,15,35,0,0,2,2,0,0,0,0,2,2,12,0
109.18,62,188,1.1227,12,86,18,35,15,34,0,2,2,2,0,0,0,0,2,0,12,0
110.19,64,186,1.1112,12,85,18,35,14,34,0,2,2,0,0,0,0,0,0,0,12,0
111.21,65,185,1.1410,12,85,17,35,14,34,0,0,0,2,0,0,0,0,0,0,12,0
112.22,66,184,1.1415,12,84,17,35,14,34,0,0,0,2,0,0,0,0,2,0,12,0
113.22,67,183,1.1417,12,83,17,35,14,34,0,2,0,4,0,0,0,0,2,0,12,2
114.24,70,180,1.1439,12,82,16,35,14,33,0,2,2,4,0,0,0,0,0,2,12,2
115.25,73,177,1.1506,12,82,16,35,13,31,0,0,2,2,0,0,0,0,2,2,12,2
116.26,76,174,1.1471,12,81,16,35,12,30,0,0,2,2,0,0,0,0,2,4,12,0
117.26,77,173,1.1483,12,81,16,35,12,29,0,0,2,2,0,0,0,0,0,4,12,0
118.28,80,170,1.1385,12,80,16,35,12,27,0,0,4,2,0,0,0,0,0,2,12,0
119.29,81,169,1.1306,12,80,16,35,12,26,0,2,4,4,0,0,0,0,0,0,12,2
