Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub_Main,Exit_Exit_Sub1,Exit_Exit_Sub2,Exit_Exit_Sub3,Exit_Group 5639,Zone_ZoneSensor stair (10),Zone_ZoneSensor stair (9),Zone_ZoneSensor stair (8),Zone_ZoneSensor stair (7),Zone_ZoneSensor stair (6),Zone_ZoneSensor stair (5),Zone_ZoneSensor stair (4),Zone_ZoneSensor stair (3),Zone_ZoneSensor stair (2),Zone_ZoneSensor stair (1),Zone_ZoneSensor (1),Zone_ZoneSensor stair
77.07,26,474,0.3558,18,218,34,87,40,95,0,4,2,0,0,0,0,0,0,4,18,0
78.08,26,474,0.3579,18,218,34,87,40,95,0,2,0,2,0,0,0,0,0,4,18,0
79.10,26,474,0.3661,18,218,34,87,40,95,0,0,2,4,0,0,0,0,0,4,18,0
80.11,26,474,0.3682,18,218,34,87,40,95,0,0,2,2,0,0,0,0,0,2,18,0
81.12,26,474,0.3663,18,218,34,87,40,95,0,0,0,0,0,0,0,0,0,0,18,0
82.14,27,473,0.3758,18,218,34,87,39,95,0,2,2,0,0,0,0,0,0,0,18,0
83.16,28,472,0.3803,20,218,34,87,38,95,0,0,2,0,0,0,0,0,0,0,20,0
84.17,30,470,0.3835,20,217,34,87,38,94,0,0,2,0,0,0,0,0,0,0,20,0
85.19,30,470,0.3837,20,217,34,87,38,94,0,0,2,2,0,0,0,0,2,0,20,2
86.21,30,470,0.3857,20,217,34,87,38,94,0,0,2,2,0,0,0,0,2,0,20,2
87.22,30,470,0.3849,22,217,34,87,38,94,0,2,0,0,0,0,0,0,4,0,22,2
88.22,31,469,0.3892,22,217,34,86,38,94,0,2,2,4,0,0,0,0,2,0,22,2
89.22,34,466,0.3887,22,216,34,86,37,93,0,0,0,2,0,0,0,0,0,0,22,2
90.25,34,466,0.4022,22,216,34,86,37,93,0,0,0,0,0,0,0,0,0,0,22,0
91.27,34,466,0.4085,22,216,34,86,37,93,0,0,2,4,0,0,0,0,0,0,22,0
92.28,36,464,0.4182,22,216,33,86,37,92,0,0,2,4,0,0,0,0,0,0,22,0
93.28,37,463,0.4240,22,215,33,86,37,92,0,0,0,4,0,0,0,0,0,0,22,0
94.29,37,463,0.4300,22,215,33,86,37,92,0,0,0,4,0,0,0,0,0,2,22,0
95.32,38,462,0.4371,22,215,33,86,37,91,0,0,2,2,0,0,0,0,0,2,22,0
96.33,39,461,0.4388,22,215,33,86,37,90,0,0,2,2,0,0,0,0,0,0,22,0
97.35,40,460,0.4419,22,215,33,86,37,89,0,0,2,4,0,0,0,0,0,0,22,0
98.41,41,459,0.4456,22,214,33,86,37,89,0,2,0,4,0,0,0,0,0,0,22,0
99.43,43,457,0.4545,22,212,33,86,37,89,0,2,0,4,0,0,0,0,0,0,22,0
100.44,44,456,0.4545,24,211,33,86,37,89,0,2,0,2,0,0,0,0,0,0,24,0
101.47,46,454,0.4601,24,210,33,86,37,88,0,0,2,2,0,0,0,0,0,0,24,2
102.47,48,452,0.4594,24,208,33,86,37,88,0,0,4,4,0,0,0,0,0,0,24,4
103.48,49,451,0.4773,24,208,33,86,37,87,0,0,2,4,0,0,0,0,0,0,24,2
104.50,51,449,0.4695,24,208,33,85,37,86,0,0,2,6,0,0,0,0,0,2,24,2
105.50,53,447,0.4745,24,207,32,85,37,86,0,0,2,6,0,0,0,0,0,2,24,2
106.51,54,446,0.4780,24,206,32,85,37,86,0,0,2,4,0,0,0,0,0,4,24,0
107.51,55,445,0.4783,24,206,32,85,37,85,0,0,2,2,0,0,0,0,0,2,24,2
108.54,56,444,0.4895,24,206,32,85,36,85,0,0,2,2,0,0,0,0,0,0,24,2
109.55,59,441,0.4899,24,205,32,85,36,83,0,0,4,0,0,0,0,0,0,0,24,2
110.56,62,438,0.4916,26,204,32,85,35,82,0,0,2,2,0,0,0,0,0,0,26,0
111.57,65,435,0.4942,26,202,32,85,35,81,0,0,0,4,0,0,0,0,0,0,26,0
112.57,67,433,0.5063,26,202,31,84,35,81,2,0,0,4,0,0,0,0,0,0,26,0
113.58,67,433,0.5125,26,202,31,84,35,81,0,0,0,4,0,0,0,0,0,0,26,0
114.59,68,432,0.5210,26,201,31,84,35,81,0,2,2,4,0,0,0,0,0,0,26,0
115.61,68,432,0.5270,26,201,31,84,35,81,0,2,2,2,0,0,0,0,2,0,26,2
116.66,68,432,0.5326,26,201,31,84,35,81,0,0,0,2,0,0,0,0,4,0,26,2
117.67,69,431,0.5312,26,200,31,84,35,81,0,0,2,0,0,0,0,0,2,0,26,0
118.68,70,430,0.5326,26,200,31,84,35,80,0,0,4,0,0,0,0,0,4,2,26,0
119.68,73,427,0.5320,26,200,30,84,34,79,0,0,4,0,0,0,0,0,2,2,26,0
