Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub_Main,Exit_Exit_Sub1,Exit_Exit_Sub2,Exit_Exit_Sub3,Exit_Group 5639,Zone_ZoneSensor stair (10),Zone_ZoneSensor stair (9),Zone_ZoneSensor stair (8),Zone_ZoneSensor stair (7),Zone_ZoneSensor stair (6),Zone_ZoneSensor stair (5),Zone_ZoneSensor stair (4),Zone_ZoneSensor stair (3),Zone_ZoneSensor stair (2),Zone_ZoneSensor stair (1),Zone_ZoneSensor (1),Zone_ZoneSensor stair
39.60,2,748,0.0934,32,333,63,130,70,152,0,0,0,0,0,0,0,0,0,0,32,0
40.63,2,748,0.0971,32,333,63,130,70,152,0,0,0,0,0,0,0,0,0,0,32,0
41.65,2,748,0.1010,32,333,63,130,70,152,0,0,0,0,0,0,0,0,0,0,32,0
42.66,2,748,0.1066,32,333,63,130,70,152,0,0,0,0,0,0,0,0,0,0,32,0
43.70,3,747,0.1074,32,333,63,129,70,152,0,2,0,0,0,0,0,0,0,0,32,0
44.74,3,747,0.1073,32,333,63,129,70,152,0,2,0,0,0,0,0,0,0,0,32,0
45.79,3,747,0.1101,32,333,63,129,70,152,0,0,0,0,0,0,0,0,0,0,32,0
46.81,3,747,0.1117,32,333,63,129,70,152,0,0,0,0,0,0,0,0,0,0,32,0
47.82,3,747,0.1157,32,333,63,129,70,152,0,0,0,0,0,0,0,0,0,0,32,0
48.85,4,746,0.1160,32,332,63,129,70,152,0,0,0,0,0,0,0,0,0,2,32,0
49.89,4,746,0.1189,32,332,63,129,70,152,0,0,0,0,0,0,0,0,0,2,32,0
50.92,4,746,0.1171,32,332,63,129,70,152,0,0,0,0,0,0,0,0,0,0,32,2
51.93,5,745,0.1187,32,331,63,129,70,152,0,0,0,0,0,0,0,0,0,0,32,2
52.94,5,745,0.1220,32,331,63,129,70,152,0,0,0,2,0,0,0,0,0,0,32,0
53.95,5,745,0.1254,32,331,63,129,70,152,0,0,0,0,0,0,0,0,0,0,32,0
54.97,6,744,0.1227,32,331,63,129,70,151,0,0,0,0,0,0,0,0,0,0,32,0
56.00,6,744,0.1304,32,331,63,129,70,151,0,0,0,0,0,0,0,0,0,0,32,0
57.02,6,744,0.1334,34,331,63,129,70,151,0,2,0,0,0,0,0,0,0,0,34,0
58.05,8,742,0.1307,34,330,63,129,70,150,0,4,0,0,0,0,0,0,0,0,34,2
59.10,8,742,0.1306,34,330,63,129,70,150,0,2,2,0,0,0,0,0,0,0,34,2
60.11,8,742,0.1367,34,330,63,129,70,150,0,0,2,0,0,0,0,0,0,0,34,0
61.14,8,742,0.1394,34,330,63,129,70,150,0,0,2,0,0,0,0,0,0,0,34,2
62.16,9,741,0.1365,34,330,63,129,69,150,0,2,2,0,0,0,0,0,0,0,34,2
63.18,10,740,0.1365,34,329,63,129,69,150,0,0,0,0,0,0,0,0,0,0,34,0
64.21,10,740,0.1608,34,329,63,129,69,150,0,0,2,2,0,0,0,0,0,0,34,0
65.23,11,739,0.1392,34,329,62,129,69,150,0,0,0,2,0,0,0,0,0,0,34,0
66.25,12,738,0.1377,34,328,62,129,69,150,0,0,0,0,0,0,0,0,0,0,34,0
67.27,12,738,0.1385,34,328,62,129,69,150,0,0,0,0,0,0,0,0,0,0,34,2
68.30,13,737,0.1370,34,328,61,129,69,150,0,0,0,0,0,0,0,0,0,0,34,2
69.30,14,736,0.1450,34,328,61,129,68,150,0,0,0,2,0,0,0,0,0,0,34,0
70.31,14,736,0.1472,34,328,61,129,68,150,0,0,0,2,0,0,0,0,2,0,34,0
71.32,14,736,0.1415,34,328,61,129,68,150,0,2,0,0,0,0,0,0,2,0,34,0
72.33,14,736,0.1466,34,328,61,129,68,150,0,0,0,0,0,0,0,0,0,0,34,0
73.34,14,736,0.1449,34,328,61,129,68,150,0,0,0,0,0,0,0,0,0,0,34,0
74.36,14,736,0.1471,34,328,61,129,68,150,0,0,0,0,0,0,0,0,0,0,34,0
75.38,14,736,0.1481,34,328,61,129,68,150,0,0,0,0,0,0,0,0,2,0,34,0
76.41,14,736,0.1501,34,328,61,129,68,150,0,0,2,2,0,0,0,0,4,0,34,0
77.43,14,736,0.1692,34,328,61,129,68,150,0,0,4,4,0,0,0,0,2,0,34,0
78.44,14,736,0.1583,34,328,61,129,68,150,0,0,2,4,0,0,0,0,0,2,34,0
79.45,14,736,0.1605,34,328,61,129,68,150,0,2,0,4,0,0,0,0,0,4,34,2
80.46,14,736,0.1610,34,328,61,129,68,150,0,2,0,6,0,0,0,0,0,4,34,2
81.48,15,735,0.1615,34,327,61,129,68,150,0,2,2,4,0,0,0,0,0,2,34,0
82.50,15,735,0.1712,34,327,61,129,68,150,0,0,0,2,0,0,0,0,0,0,34,0
83.53,15,735,0.1705,34,327,61,129,68,150,0,0,0,4,0,0,0,0,0,0,34,4
84.55,16,734,0.1797,34,327,61,129,67,150,0,0,0,2,0,0,0,0,0,0,34,2
85.57,16,734,0.1811,34,327,61,129,67,150,0,0,0,2,0,0,0,0,0,0,34,2
86.59,17,733,0.1869,34,326,61,129,67,150,0,0,0,2,0,0,0,0,0,2,34,4
87.59,19,731,0.1871,34,326,60,129,67,149,0,0,0,0,0,0,0,0,0,2,34,4
88.61,20,730,0.1887,34,326,60,129,67,148,0,2,0,0,0,0,0,0,0,2,34,0
89.62,21,729,0.1940,34,326,60,128,67,148,0,4,0,0,0,0,0,0,0,2,34,0
90.64,21,729,0.1920,34,326,60,128,67,148,0,2,2,0,0,0,0,0,0,2,34,0
91.66,21,729,0.1898,34,326,60,128,67,148,0,0,0,0,0,0,0,0,0,0,34,0
92.67,21,729,0.1950,34,326,60,128,67,148,0,0,2,0,0,0,0,0,0,0,34,0
93.69,21,729,0.1919,34,326,60,128,67,148,0,0,0,0,0,0,0,0,0,2,34,0
94.71,22,728,0.1935,34,325,60,128,67,148,0,0,2,0,0,0,0,0,0,4,34,0
95.75,24,726,0.1959,36,324,60,128,66,148,0,0,2,2,0,0,0,0,2,6,36,2
96.76,24,726,0.1975,36,324,60,128,66,148,0,2,0,4,0,0,0,0,2,6,36,2
97.78,27,723,0.1924,36,323,60,127,66,147,0,4,0,2,0,0,0,0,2,2,36,0
98.79,28,722,0.1955,36,323,60,127,66,146,0,2,2,0,0,0,0,0,0,0,36,0
99.79,28,722,0.1989,36,323,60,127,66,146,0,0,2,2,0,0,0,0,0,0,36,2
100.80,28,722,0.1974,36,323,60,127,66,146,0,2,4,4,0,0,0,0,0,0,36,2
101.80,29,721,0.1957,36,323,60,126,66,146,0,0,2,2,0,0,0,0,0,0,36,2
102.81,30,720,0.1962,36,322,60,126,66,146,0,2,0,0,0,0,0,0,0,0,36,0
103.82,30,720,0.1980,36,322,60,126,66,146,0,2,0,0,0,0,0,0,0,0,36,0
104.83,30,720,0.2058,36,322,60,126,66,146,0,0,0,0,0,0,0,0,0,0,36,2
105.83,30,720,0.2000,36,322,60,126,66,146,0,0,0,0,0,0,0,0,0,0,36,4
106.87,30,720,0.2018,36,322,60,126,66,146,0,0,0,2,0,0,0,0,0,0,36,4
107.87,31,719,0.2008,36,321,60,126,66,146,0,0,2,0,0,0,0,0,0,0,36,2
108.90,31,719,0.2031,36,321,60,126,66,146,0,0,4,0,0,0,0,0,0,0,36,4
109.93,31,719,0.2100,36,321,60,126,66,146,0,2,2,2,0,0,0,0,0,0,36,4
110.96,33,717,0.2108,36,321,59,126,66,145,0,2,0,4,0,0,0,0,0,0,36,2
111.99,34,716,0.2072,36,320,59,126,66,145,0,0,0,4,0,0,0,0,0,0,36,0
113.02,34,716,0.2100,36,320,59,126,66,145,0,0,0,2,0,0,0,0,0,0,36,2
114.05,35,715,0.2177,36,320,58,126,66,145,0,0,2,2,0,0,0,0,0,0,36,2
115.09,36,714,0.2142,36,320,57,126,66,145,0,0,2,2,0,0,0,0,0,2,36,2
116.09,39,711,0.2124,36,319,57,125,66,144,0,0,4,0,0,0,0,0,0,2,36,2
117.10,41,709,0.2113,36,318,57,125,66,143,0,0,4,0,0,0,0,0,0,2,36,0
118.11,42,708,0.2160,38,318,56,125,66,143,0,0,2,2,0,0,0,0,0,0,38,0
119.11,45,705,0.2192,38,316,56,125,66,142,0,0,2,2,0,0,0,0,0,0,38,0
