Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub_Main,Exit_Exit_Sub1,Exit_Exit_Sub2,Exit_Exit_Sub3,Exit_Group 5639,Zone_ZoneSensor stair (10),Zone_ZoneSensor stair (9),Zone_ZoneSensor stair (8),Zone_ZoneSensor stair (7),Zone_ZoneSensor stair (6),Zone_ZoneSensor stair (5),Zone_ZoneSensor stair (4),Zone_ZoneSensor stair (3),Zone_ZoneSensor stair (2),Zone_ZoneSensor stair (1),Zone_ZoneSensor (1),Zone_ZoneSensor stair
38.90,3,997,0.0355,44,422,89,166,93,227,0,0,0,0,0,0,0,0,0,0,44,0
39.93,3,997,0.0361,44,422,89,166,93,227,0,0,0,0,0,0,0,0,0,0,44,0
40.97,3,997,0.0385,44,422,89,166,93,227,0,0,0,0,0,0,0,0,0,0,44,0
41.97,3,997,0.0379,44,422,89,166,93,227,0,0,0,0,0,0,0,0,0,0,44,0
42.98,3,997,0.0407,44,422,89,166,93,227,0,0,0,0,0,0,0,0,0,0,44,0
43.99,3,997,0.0396,44,422,89,166,93,227,0,0,0,0,0,0,0,0,0,0,44,0
45.01,3,997,0.0411,44,422,89,166,93,227,0,0,0,0,0,0,0,0,0,0,44,0
46.02,3,997,0.0417,44,422,89,166,93,227,0,0,0,0,0,0,0,0,0,0,44,0
47.05,3,997,0.0431,44,422,89,166,93,227,0,0,0,0,0,0,0,0,0,0,44,0
48.10,3,997,0.0473,44,422,89,166,93,227,0,0,0,0,0,0,0,0,0,0,44,0
49.14,3,997,0.0479,44,422,89,166,93,227,0,0,2,0,0,0,0,0,0,0,44,2
50.14,3,997,0.0497,44,422,89,166,93,227,0,0,0,0,0,0,0,0,0,0,44,2
51.17,3,997,0.0539,44,422,89,166,93,227,0,0,0,0,0,0,0,0,0,0,44,0
52.21,3,997,0.0539,44,422,89,166,93,227,0,0,0,0,0,0,0,0,0,0,44,0
53.22,3,997,0.0531,44,422,89,166,93,227,0,0,0,0,0,0,0,0,0,0,44,0
54.27,3,997,0.0574,44,422,89,166,93,227,0,0,0,0,0,0,0,0,0,0,44,0
55.28,3,997,0.0570,44,422,89,166,93,227,0,0,0,0,0,0,0,0,0,0,44,0
56.32,3,997,0.0600,44,422,89,166,93,227,0,0,0,0,0,0,0,0,0,0,44,0
57.34,3,997,0.0613,44,422,89,166,93,227,0,0,0,0,0,0,0,0,0,0,44,0
58.35,3,997,0.0622,44,422,89,166,93,227,0,0,0,0,0,0,0,0,0,0,44,0
59.37,3,997,0.0644,44,422,89,166,93,227,0,0,0,0,0,0,0,0,0,0,44,0
60.39,3,997,0.0644,44,422,89,166,93,227,0,0,0,0,0,0,0,0,0,0,44,0
61.41,3,997,0.0677,46,422,89,166,93,227,0,2,0,0,0,0,0,0,0,0,46,0
62.44,4,996,0.0674,46,421,89,166,93,227,0,2,0,0,0,0,0,0,0,0,46,0
63.46,4,996,0.0704,46,421,89,166,93,227,0,0,0,0,0,0,0,0,2,0,46,0
64.50,4,996,0.0703,46,421,89,166,93,227,0,0,0,0,0,0,0,0,2,0,46,0
65.50,4,996,0.0708,46,421,89,166,93,227,0,2,0,0,0,0,0,0,0,0,46,0
66.53,4,996,0.0754,46,421,89,166,93,227,0,2,0,0,0,0,0,0,0,0,46,0
67.55,4,996,0.0741,46,421,89,166,93,227,0,0,0,0,0,0,0,0,0,0,46,0
68.56,4,996,0.0764,46,421,89,166,93,227,0,0,0,2,0,0,0,0,0,0,46,0
69.59,4,996,0.0770,46,421,89,166,93,227,0,0,0,2,0,0,0,0,2,0,46,0
70.61,5,995,0.0801,46,421,89,166,93,226,0,0,2,0,0,0,0,0,2,0,46,0
71.65,5,995,0.0842,46,421,89,166,93,226,0,0,2,0,0,0,0,0,0,0,46,0
72.67,5,995,0.0823,46,421,89,166,93,226,0,0,0,0,0,0,0,0,0,0,46,0
73.70,5,995,0.0886,46,421,89,166,93,226,0,0,0,0,0,0,0,0,0,0,46,0
74.72,5,995,0.0861,46,421,89,166,93,226,0,0,0,0,0,0,0,0,0,0,46,0
75.75,5,995,0.0888,46,421,89,166,93,226,0,0,0,0,0,0,0,0,0,0,46,0
76.79,5,995,0.0895,46,421,89,166,93,226,0,0,0,0,0,0,0,0,0,0,46,0
77.81,5,995,0.0901,46,421,89,166,93,226,0,0,0,0,0,0,0,0,0,0,46,0
78.84,5,995,0.0932,46,421,89,166,93,226,0,0,0,0,0,0,0,0,0,0,46,0
79.88,5,995,0.0924,46,421,89,166,93,226,0,0,0,0,0,0,0,0,0,0,46,0
80.92,5,995,0.0928,46,421,89,166,93,226,0,0,2,0,0,0,0,0,0,0,46,0
81.94,5,995,0.0937,46,421,89,166,93,226,0,0,0,0,0,0,0,0,0,2,46,0
82.95,5,995,0.0990,46,421,89,166,93,226,0,0,2,0,0,0,0,0,0,4,46,0
84.00,6,994,0.0995,46,421,89,165,93,226,0,0,0,0,0,0,0,0,0,4,46,0
85.01,6,994,0.1014,46,421,89,165,93,226,0,0,2,0,0,0,0,0,0,0,46,0
86.05,7,993,0.1010,46,421,89,165,93,225,0,0,2,0,0,0,0,0,0,2,46,0
87.09,7,993,0.1121,46,421,89,165,93,225,0,2,0,0,0,0,0,0,0,2,46,0
88.12,8,992,0.1014,46,421,89,164,93,225,0,2,0,0,0,0,0,0,2,2,46,0
89.15,10,990,0.1009,46,421,89,163,93,224,0,2,0,2,0,0,0,0,2,2,46,2
90.16,10,990,0.1042,46,421,89,163,93,224,0,2,0,4,0,0,0,0,2,2,46,2
91.19,11,989,0.1011,46,421,89,163,92,224,0,2,2,2,0,0,0,0,2,0,46,0
92.22,11,989,0.1046,46,421,89,163,92,224,0,4,0,0,0,0,0,0,4,0,46,0
93.24,11,989,0.1086,48,421,89,163,92,224,0,0,0,0,0,0,0,0,2,0,48,0
94.28,12,988,0.1075,48,420,89,163,92,224,0,0,0,2,0,0,0,0,0,0,48,0
95.30,12,988,0.1103,48,420,89,163,92,224,0,0,0,2,0,0,0,0,0,0,48,0
96.37,12,988,0.1168,48,420,89,163,92,224,0,0,0,0,0,0,0,0,0,0,48,0
97.40,12,988,0.1187,48,420,89,163,92,224,0,2,0,0,0,0,0,0,0,0,48,0
98.42,12,988,0.1212,48,420,89,163,92,224,0,2,0,0,0,0,0,0,0,0,48,0
99.45,12,988,0.1185,48,420,89,163,92,224,0,0,0,0,0,0,0,0,0,0,48,0
100.49,12,988,0.1166,48,420,89,163,92,224,0,2,2,2,0,0,0,0,0,2,48,0
101.50,12,988,0.1162,48,420,89,163,92,224,0,2,4,0,0,0,0,0,0,2,48,0
102.51,12,988,0.1166,48,420,89,163,92,224,0,2,2,2,0,0,0,0,2,0,48,0
103.53,12,988,0.1158,48,420,89,163,92,224,0,0,0,2,0,0,0,0,2,0,48,0
104.56,12,988,0.1204,48,420,89,163,92,224,0,0,0,2,0,0,0,0,2,0,48,0
105.57,12,988,0.1214,48,420,89,163,92,224,0,0,0,2,0,0,0,0,0,0,48,0
106.59,13,987,0.1201,48,419,89,163,92,224,0,0,2,0,0,0,0,0,0,0,48,2
107.62,14,986,0.1222,48,419,89,163,92,223,0,0,2,0,0,0,0,0,0,2,48,2
108.65,14,986,0.1234,48,419,89,163,92,223,0,0,2,0,0,0,0,0,0,2,48,2
109.67,15,985,0.1258,48,419,89,163,91,223,0,0,2,0,0,0,0,0,0,2,48,2
110.68,15,985,0.1245,48,419,89,163,91,223,0,0,2,2,0,0,0,0,0,2,48,2
111.71,15,985,0.1256,48,419,89,163,91,223,0,2,2,2,0,0,0,0,0,4,48,0
112.73,15,985,0.1305,48,419,89,163,91,223,0,2,0,4,0,0,0,0,2,2,48,0
113.75,15,985,0.1279,48,419,89,163,91,223,0,0,2,2,0,0,0,0,4,0,48,0
114.78,16,984,0.1318,48,419,89,163,91,222,0,2,2,0,0,0,0,0,2,0,48,0
115.82,17,983,0.1311,48,419,89,163,91,221,0,0,2,0,0,0,0,0,2,0,48,0
116.87,18,982,0.1321,48,419,89,162,91,221,0,0,2,2,0,0,0,0,0,0,48,0
117.89,20,980,0.1333,48,419,88,162,91,220,0,0,2,0,0,0,0,0,0,0,48,0
118.90,20,980,0.1310,48,419,88,162,91,220,0,0,0,0,0,0,0,0,0,0,48,0
119.95,20,980,0.1324,48,419,88,162,91,220,0,0,0,0,0,0,0,0,0,0,48,0
