AgentID,SpawnZone,EscapeTime(s),ExitUsed,Seed,ActiveSigns
926,stand,0.54,Exit_Sub3,0,2
886,Typical School Chair and Table 19,8.83,Exit_Sub3,0,2
728,pedestal,13.46,Exit_Sub2,0,2
542,pedestal,14.04,Exit_Sub3,0,2
613,pedestal,15.28,Exit_Sub3,0,2
690,pedestal,17.73,Exit_Sub_Main,0,2
58,Typical School Chair and Table 13,25.30,Exit_Sub2,0,2
519,pedestal,29.44,Exit_Sub2,0,2
512,Typical School Chair and Table 14,31.64,Exit_Sub_Main,0,2
344,School Table,32.02,Exit_Sub1,0,2
785,School Table,33.79,Exit_Sub2,0,2
623,Typical School Chair and Table 16,35.94,Exit_Sub_Main,0,2
671,School Table,38.32,Exit_Sub1,0,2
231,Typical School Chair and Table,38.91,Exit_Sub1,0,2
339,School Table,39.60,Exit_Sub_Main,0,2
942,School Table,40.76,Exit_Sub3,0,2
48,School Table,40.92,Exit_Sub_Main,0,2
584,School Table,42.92,Exit_Sub2,0,2
237,Typical School Chair and Table 10,44.38,Exit_Sub_Main,0,2
757,pedestal,44.80,Exit_Sub2,0,2
406,School Table,45.03,Exit_Sub3,0,2
374,School Table,45.30,Exit_Sub3,0,2
832,Typical School Chair and Table 10,46.06,Exit_Sub3,0,2
410,School Table,46.23,Exit_Sub_Main,0,2
101,Typical School Chair and Table 10,46.68,Exit_Sub_Main,0,2
974,Typical School Chair and Table 10,47.52,Exit_Sub2,0,2
520,pedestal,47.62,Exit_Sub3,0,2
790,Typical School Chair and Table 3,48.42,Exit_Sub_Main,0,2
77,Typical School Chair and Table 18,48.98,Exit_Sub3,0,2
304,Typical School Chair and Table 9,50.24,Exit_Sub_Main,0,2
996,School Table,50.63,Exit_Sub2,0,2
511,School Table,51.00,Exit_Sub2,0,2
60,School Table,51.47,Exit_Sub2,0,2
602,Typical School Chair and Table 16,52.04,Exit_Sub2,0,2
102,Typical School Chair and Table 4,52.37,Exit_Sub3,0,2
14,Typical School Chair and Table 1,53.32,Exit_Sub3,0,2
278,Typical School Chair and Table 18,54.09,Exit_Sub2,0,2
375,School Table,54.30,Exit_Sub_Main,0,2
297,School Table,54.86,Exit_Sub_Main,0,2
256,School Table,55.08,Exit_Sub_Main,0,2
610,School Table,55.21,Exit_Sub2,0,2
830,School Table,55.33,Exit_Sub3,0,2
3,School Table,55.33,Exit_Sub_Main,0,2
50,School Table,56.50,Exit_Sub2,0,2
294,School Table,57.07,Exit_Sub_Main,0,2
786,School Table,57.50,Exit_Sub3,0,2
348,Typical School Chair and Table 8,58.03,Exit_Sub_Main,0,2
682,Typical School Chair and Table 9,58.13,Exit_Sub_Main,0,2
399,School Table,58.22,Exit_Sub1,0,2
319,School Table,58.55,Exit_Sub_Main,0,2
213,School Table,58.86,Exit_Sub2,0,2
117,Typical School Chair and Table 17,60.10,Exit_Sub_Main,0,2
423,School Table,61.01,Exit_Sub_Main,0,2
586,School Table,61.51,Exit_Sub1,0,2
193,School Table,62.12,Exit_Sub2,0,2
676,Typical School Chair and Table 17,62.40,Exit_Sub3,0,2
128,Typical School Chair and Table 9,63.30,Exit_Sub_Main,0,2
