AgentID,SpawnZone,EscapeTime(s),ExitUsed
105,stand,1.82,Exit_Sub3
3,Typical School Chair and Table 4,139.43,Exit_Sub_Main
2,School Table,142.18,Exit_Sub_Main
1,School Table,145.86,Exit_Sub_Main
8,School Table,160.03,Exit_Sub_Main
6,School Table,172.03,Exit_Sub_Main
4,School Table,195.01,Exit_Sub_Main
9,School Table,220.79,Exit_Sub3
5,Typical School Chair and Table 19,230.17,Exit_Sub2
7,Typical School Chair and Table 5,234.72,Exit_Sub_Main
10,School Table,246.07,Exit_Sub_Main
12,School Table,270.87,Exit_Sub_Main
13,School Table,271.31,Exit_Sub2
17,School Table,271.77,Exit_Sub_Main
16,School Table,275.50,Exit_Sub3
11,Typical School Chair and Table 8,279.48,Exit_Sub_Main
15,Typical School Chair and Table 13,286.55,Exit_Sub2
14,School Table,304.90,Exit_Sub_Main
18,School Table,316.91,Exit_Sub_Main
22,Typical School Chair and Table 10,317.81,Exit_Sub3
26,School Table,326.69,Exit_Sub_Main
21,Typical School Chair and Table 2,328.59,Exit_Sub1
20,School Table,334.68,Exit_Sub2
23,Typical School Chair and Table 17,386.34,Exit_Sub3
25,School Table,389.03,Exit_Sub3
24,School Table,391.14,Exit_Sub_Main
19,Typical School Chair and Table 11,392.98,Exit_Sub_Main
31,Typical School Chair and Table 3,398.73,Exit_Sub2
33,School Table,400.64,Exit_Sub2
29,Typical School Chair and Table 8,403.36,Exit_Sub3
28,School Table,406.04,Exit_Sub3
36,School Table,411.83,Exit_Sub3
32,Typical School Chair and Table 16,418.35,Exit_Sub2
27,School Table,427.89,Exit_Sub3
41,Typical School Chair and Table 4,437.37,Exit_Sub_Main
30,Typical School Chair and Table 5,444.24,Exit_Sub3
44,pedestal,449.65,Exit_Sub3
34,Typical School Chair and Table 4,467.04,Exit_Sub_Main
39,Typical School Chair and Table 6,471.98,Exit_Sub3
37,School Table,482.75,Exit_Sub2
35,School Table,494.84,Exit_Sub_Main
51,Typical School Chair and Table,523.61,Exit_Sub1
47,School Table,530.88,Exit_Sub_Main
38,Typical School Chair and Table 6,534.52,Exit_Sub2
42,Typical School Chair and Table 14,535.45,Exit_Sub_Main
48,School Table,540.39,Exit_Sub2
49,School Table,541.73,Exit_Sub2
46,School Table,552.95,Exit_Sub2
40,School Table,565.51,Exit_Sub_Main
45,School Table,565.51,Exit_Sub3
62,Typical School Chair and Table 8,578.43,Exit_Sub2
59,Typical School Chair and Table 20,582.93,Exit_Sub2
52,Typical School Chair and Table 19,589.48,Exit_Sub1
61,School Table,607.82,Exit_Sub2
50,Typical School Chair and Table 18,609.66,Exit_Sub2
56,School Table,610.12,Exit_Sub1
68,Typical School Chair and Table 5,613.32,Exit_Sub3
66,Typical School Chair and Table 13,615.57,Exit_Sub_Main
65,Typical School Chair and Table 12,628.95,Exit_Sub_Main
43,School Table,631.72,Exit_Sub_Main
58,School Table,638.49,Exit_Sub1
60,School Table,639.38,Exit_Sub_Main
57,Typical School Chair and Table 10,641.68,Exit_Sub_Main
53,Typical School Chair and Table 19,647.83,Exit_Sub2
73,Typical School Chair and Table 13,648.74,Exit_Sub_Main
55,Typical School Chair and Table 7,659.29,Exit_Sub_Main
78,Typical School Chair and Table 12,662.45,Exit_Sub2
63,Typical School Chair and Table 5,667.27,Exit_Sub_Main
54,Typical School Chair and Table 2,668.60,Exit_Sub2
76,School Table,676.54,Exit_Sub3
70,School Table,682.75,Exit_Sub3
82,Typical School Chair and Table 12,684.11,Exit_Sub2
72,School Table,686.79,Exit_Sub_Main
85,Typical School Chair and Table 16,687.23,Exit_Sub_Main
64,Typical School Chair and Table 1,687.23,Exit_Sub_Main
67,Typical School Chair and Table 8,687.23,Exit_Sub2
71,School Table,700.81,Exit_Sub3
75,Typical School Chair and Table 15,706.13,Exit_Sub2
83,School Table,716.13,Exit_Sub3
69,Typical School Chair and Table 2,717.02,Exit_Sub_Main
74,School Table,723.25,Exit_Sub_Main
84,School Table,733.23,Exit_Sub1
80,School Table,734.13,Exit_Sub2
77,Typical School Chair and Table 7,750.44,Exit_Sub_Main
90,School Table,751.74,Exit_Sub1
81,School Table,760.06,Exit_Sub2
87,Typical School Chair and Table 13,776.03,Exit_Sub_Main
89,Typical School Chair and Table 3,777.73,Exit_Sub1
88,Typical School Chair and Table 2,781.68,Exit_Sub2
79,Typical School Chair and Table 11,782.12,Exit_Sub3
92,Typical School Chair and Table 4,798.42,Exit_Sub_Main
93,Typical School Chair and Table 19,805.68,Exit_Sub3
101,School Table,816.00,Exit_Sub1
98,School Table,822.47,Exit_Sub2
100,Typical School Chair and Table 14,832.24,Exit_Sub_Main
107,Typical School Chair and Table 3,833.99,Exit_Sub2
86,School Table,835.78,Exit_Sub2
94,Typical School Chair and Table 10,835.78,Exit_Sub3
111,pedestal,843.14,Exit_Sub3
108,School Table,854.86,Exit_Sub1
91,Typical School Chair and Table 16,867.50,Exit_Sub2
97,Typical School Chair and Table 3,880.80,Exit_Sub3
118,pedestal,886.39,Exit_Sub2
99,School Table,888.11,Exit_Sub3
95,Typical School Chair and Table 9,888.54,Exit_Sub_Main
106,School Table,889.84,Exit_Sub3
104,School Table,895.79,Exit_Sub1
114,School Table,901.31,Exit_Sub3
102,Typical School Chair and Table 11,905.20,Exit_Sub_Main
116,School Table,908.20,Exit_Sub1
112,School Table,917.40,Exit_Sub3
103,School Table,931.30,Exit_Sub3
110,School Table,932.97,Exit_Sub1
127,School Table,964.59,Exit_Sub2
113,School Table,973.04,Exit_Sub2
109,School Table,973.45,Exit_Sub_Main
117,School Table,980.59,Exit_Sub3
124,School Table,986.03,Exit_Sub_Main
125,Typical School Chair and Table 16,987.29,Exit_Sub3
96,Typical School Chair and Table 14,988.19,Exit_Sub_Main
126,School Table,994.03,Exit_Sub3
115,School Table,997.73,Exit_Sub3
119,Typical School Chair and Table 11,1012.02,Exit_Sub3
121,School Table,1034.49,Exit_Sub_Main
133,Typical School Chair and Table 14,1035.33,Exit_Sub2
128,School Table,1039.18,Exit_Sub_Main
134,School Table,1039.18,Exit_Sub_Main
129,School Table,1043.69,Exit_Sub2
132,Typical School Chair and Table 4,1057.51,Exit_Sub_Main
120,Typical School Chair and Table 15,1061.65,Exit_Sub_Main
143,School Table,1068.18,Exit_Sub_Main
131,Typical School Chair and Table 20,1073.03,Exit_Sub2
123,Typical School Chair and Table 3,1076.42,Exit_Sub_Main
122,School Table,1078.48,Exit_Sub2
135,School Table,1078.48,Exit_Sub_Main
138,Typical School Chair and Table 7,1083.76,Exit_Sub2
141,School Table,1089.85,Exit_Sub3
130,Typical School Chair and Table 14,1091.90,Exit_Sub_Main
142,School Table,1106.34,Exit_Sub_Main
136,Typical School Chair and Table 18,1111.15,Exit_Sub2
140,Typical School Chair and Table 2,1123.18,Exit_Sub1
137,School Table,1131.31,Exit_Sub_Main
149,Typical School Chair and Table 19,1137.38,Exit_Sub2
150,School Table,1149.47,Exit_Sub_Main
145,Typical School Chair and Table 6,1167.92,Exit_Sub1
154,Typical School Chair and Table 20,1174.49,Exit_Sub3
152,School Table,1182.25,Exit_Sub_Main
139,Typical School Chair and Table 18,1182.64,Exit_Sub2
160,School Table,1183.05,Exit_Sub1
144,Typical School Chair and Table 3,1183.05,Exit_Sub_Main
153,Typical School Chair and Table 13,1184.77,Exit_Sub2
148,Typical School Chair and Table 7,1187.72,Exit_Sub_Main
151,School Table,1198.28,Exit_Sub_Main
166,Typical School Chair and Table 19,1199.47,Exit_Sub2
162,Typical School Chair and Table 10,1206.86,Exit_Sub3
