AgentID,SpawnZone,EscapeTime(s),ExitUsed,Seed,ActiveSigns
926,stand,0.54,Exit_Sub3,0,0
542,pedestal,1.39,Exit_Sub3,0,0
458,Typical School Chair and Table 14,12.99,Exit_Sub2,0,0
613,pedestal,14.32,Exit_Sub3,0,0
50,School Table,14.42,Exit_Sub2,0,0
699,Typical School Chair and Table 15,18.57,Exit_Sub2,0,0
7,Typical School Chair and Table 4,21.66,Exit_Sub_Main,0,0
785,School Table,22.38,Exit_Sub2,0,0
111,Typical School Chair and Table 16,24.16,Exit_Sub2,0,0
485,School Table,24.44,Exit_Sub1,0,0
224,School Table,25.32,Exit_Sub3,0,0
359,School Table,28.08,Exit_Sub3,0,0
589,pedestal,28.27,Exit_Sub2,0,0
717,School Table,28.98,Exit_Sub2,0,0
548,Typical School Chair and Table 12,29.91,Exit_Sub2,0,0
423,School Table,29.99,Exit_Sub_Main,0,0
385,School Table,30.73,Exit_Sub1,0,0
987,School Table,32.44,Exit_Sub_Main,0,0
830,School Table,34.39,Exit_Sub3,0,0
567,pedestal,34.62,Exit_Sub_Main,0,0
480,pedestal,35.03,Exit_Sub_Main,0,0
515,Typical School Chair and Table 8,35.42,Exit_Sub3,0,0
489,Typical School Chair and Table 10,36.27,Exit_Sub2,0,0
690,pedestal,37.09,Exit_Sub_Main,0,0
652,School Table,37.95,Exit_Sub3,0,0
477,School Table,41.02,Exit_Sub_Main,0,0
953,School Table,42.01,Exit_Sub3,0,0
822,Typical School Chair and Table 9,42.43,Exit_Sub3,0,0
675,Typical School Chair and Table 7,44.05,Exit_Sub1,0,0
648,School Table,44.87,Exit_Sub2,0,0
553,School Table,45.20,Exit_Sub_Main,0,0
978,Typical School Chair and Table 10,45.35,Exit_Sub1,0,0
60,School Table,45.42,Exit_Sub2,0,0
273,Typical School Chair and Table 6,45.75,Exit_Sub3,0,0
623,Typical School Chair and Table 16,47.06,Exit_Sub_Main,0,0
433,School Table,47.14,Exit_Sub2,0,0
172,School Table,47.26,Exit_Sub2,0,0
700,School Table,47.78,Exit_Sub_Main,0,0
285,Typical School Chair and Table 15,47.98,Exit_Sub2,0,0
159,School Table,48.36,Exit_Sub3,0,0
745,School Table,48.64,Exit_Sub_Main,0,0
473,Typical School Chair and Table 17,48.74,Exit_Sub3,0,0
893,School Table,48.79,Exit_Sub1,0,0
2,School Table,49.14,Exit_Sub2,0,0
729,Typical School Chair and Table 12,49.74,Exit_Sub_Main,0,0
200,Typical School Chair and Table 14,50.24,Exit_Sub3,0,0
235,Typical School Chair and Table 2,51.89,Exit_Sub2,0,0
936,Typical School Chair and Table 19,52.18,Exit_Sub_Main,0,0
380,School Table,52.30,Exit_Sub2,0,0
344,School Table,52.44,Exit_Sub1,0,0
793,Typical School Chair and Table 16,52.56,Exit_Sub3,0,0
194,Typical School Chair and Table 17,52.66,Exit_Sub_Main,0,0
260,School Table,53.12,Exit_Sub1,0,0
823,Typical School Chair and Table 9,53.86,Exit_Sub_Main,0,0
277,Typical School Chair and Table 6,54.20,Exit_Sub2,0,0
205,School Table,54.24,Exit_Sub3,0,0
519,pedestal,54.57,Exit_Sub2,0,0
121,Typical School Chair and Table 20,54.92,Exit_Sub2,0,0
461,Typical School Chair and Table 18,54.98,Exit_Sub2,0,0
108,School Table,55.61,Exit_Sub3,0,0
324,Typical School Chair and Table 13,55.72,Exit_Sub2,0,0
908,Typical School Chair and Table 7,57.46,Exit_Sub1,0,0
156,School Table,59.56,Exit_Sub3,0,0
62,pedestal,59.88,Exit_Sub2,0,0
736,Typical School Chair and Table 17,60.04,Exit_Sub_Main,0,0
355,pedestal,60.17,Exit_Sub1,0,0
798,School Table,60.41,Exit_Sub_Main,0,0
396,School Table,60.99,Exit_Sub1,0,0
250,School Table,61.00,Exit_Sub_Main,0,0
238,pedestal,61.40,Exit_Sub2,0,0
178,Typical School Chair and Table 13,62.90,Exit_Sub_Main,0,0
253,Typical School Chair and Table 1,63.07,Exit_Sub_Main,0,0
590,School Table,63.52,Exit_Sub2,0,0
281,School Table,63.94,Exit_Sub_Main,0,0
801,Typical School Chair and Table,64.27,Exit_Sub_Main,0,0
796,School Table,64.96,Exit_Sub_Main,0,0
488,School Table,65.18,Exit_Sub_Main,0,0
943,School Table,66.69,Exit_Sub3,0,0
291,Typical School Chair and Table 1,67.62,Exit_Sub_Main,0,0
797,Typical School Chair and Table 4,68.46,Exit_Sub_Main,0,0
778,Typical School Chair and Table 15,68.94,Exit_Sub_Main,0,0
201,Typical School Chair and Table,69.29,Exit_Sub1,0,0
131,School Table,69.66,Exit_Sub3,0,0
735,Typical School Chair and Table 10,70.12,Exit_Sub3,0,0
826,Typical School Chair and Table 7,70.52,Exit_Sub2,0,0
643,Typical School Chair and Table 20,71.06,Exit_Sub_Main,0,0
875,School Table,71.78,Exit_Sub1,0,0
940,Typical School Chair and Table 16,72.28,Exit_Sub1,0,0
676,Typical School Chair and Table 17,72.34,Exit_Sub3,0,0
851,School Table,72.62,Exit_Sub2,0,0
383,School Table,72.90,Exit_Sub3,0,0
777,Typical School Chair and Table 12,73.94,Exit_Sub_Main,0,0
395,Typical School Chair and Table 2,76.30,Exit_Sub3,0,0
207,School Table,77.52,Exit_Sub3,0,0
259,School Table,77.78,Exit_Sub_Main,0,0
295,Typical School Chair and Table 19,77.98,Exit_Sub3,0,0
351,School Table,78.20,Exit_Sub3,0,0
369,Typical School Chair and Table 11,78.32,Exit_Sub_Main,0,0
487,School Table,78.58,Exit_Sub_Main,0,0
843,Typical School Chair and Table,78.76,Exit_Sub_Main,0,0
746,School Table,79.56,Exit_Sub_Main,0,0
272,Typical School Chair and Table 15,80.54,Exit_Sub2,0,0
155,School Table,80.84,Exit_Sub3,0,0
503,Typical School Chair and Table 19,81.69,Exit_Sub2,0,0
761,School Table,81.99,Exit_Sub_Main,0,0
371,School Table,82.72,Exit_Sub3,0,0
390,Typical School Chair and Table 11,83.25,Exit_Sub2,0,0
627,Typical School Chair and Table 14,83.66,Exit_Sub_Main,0,0
634,School Table,83.87,Exit_Sub3,0,0
864,School Table,84.47,Exit_Sub2,0,0
298,School Table,85.08,Exit_Sub2,0,0
425,School Table,85.31,Exit_Sub_Main,0,0
185,Typical School Chair and Table 2,85.34,Exit_Sub3,0,0
429,School Table,85.45,Exit_Sub_Main,0,0
56,School Table,85.53,Exit_Sub_Main,0,0
504,School Table,85.73,Exit_Sub1,0,0
679,Typical School Chair and Table 20,85.82,Exit_Sub_Main,0,0
557,School Table,86.14,Exit_Sub2,0,0
942,School Table,86.44,Exit_Sub3,0,0
682,Typical School Chair and Table 9,86.54,Exit_Sub_Main,0,0
835,Typical School Chair and Table 15,87.20,Exit_Sub2,0,0
306,Typical School Chair and Table 11,87.39,Exit_Sub_Main,0,0
127,Typical School Chair and Table 9,88.21,Exit_Sub_Main,0,0
239,School Table,88.42,Exit_Sub2,0,0
103,Typical School Chair and Table,88.82,Exit_Sub_Main,0,0
375,School Table,91.84,Exit_Sub_Main,0,0
87,Typical School Chair and Table 5,91.84,Exit_Sub_Main,0,0
571,School Table,92.74,Exit_Sub_Main,0,0
73,Typical School Chair and Table 7,92.75,Exit_Sub2,0,0
