AgentID,SpawnZone,EscapeTime(s),ExitUsed
333,pedestal,2398.69,Exit_Sub_Main
313,Typical School Chair and Table 5,2398.69,Exit_Sub_Main
325,School Table,2404.78,Exit_Sub3
310,School Table,2411.61,Exit_Sub3
322,School Table,2418.66,Exit_Sub1
323,Typical School Chair and Table 16,2422.64,Exit_Sub2
330,School Table,2433.93,Exit_Sub_Main
331,Typical School Chair and Table 11,2436.75,Exit_Sub2
335,Typical School Chair and Table 4,2441.01,Exit_Sub_Main
328,School Table,2466.04,Exit_Sub1
324,School Table,2470.33,Exit_Sub_Main
336,School Table,2471.39,Exit_Sub_Main
329,Typical School Chair and Table 11,2473.34,Exit_Sub_Main
345,Typical School Chair and Table 15,2485.89,Exit_Sub2
332,Typical School Chair and Table 18,2491.63,Exit_Sub3
342,Typical School Chair and Table 15,2498.79,Exit_Sub2
344,School Table,2501.62,Exit_Sub3
337,School Table,2508.35,Exit_Sub_Main
340,Typical School Chair and Table 5,2515.03,Exit_Sub_Main
341,School Table,2544.82,Exit_Sub_Main
361,pedestal,2553.29,Exit_Sub3
353,School Table,2558.60,Exit_Sub3
351,Typical School Chair and Table 9,2561.75,Exit_Sub3
346,Typical School Chair and Table 7,2564.91,Exit_Sub1
326,Typical School Chair and Table 3,2566.37,Exit_Sub_Main
339,Typical School Chair and Table 5,2568.12,Exit_Sub_Main
338,Typical School Chair and Table 18,2571.63,Exit_Sub2
358,School Table,2571.63,Exit_Sub_Main
343,School Table,2579.05,Exit_Sub_Main
348,School Table,2583.93,Exit_Sub_Main
352,Typical School Chair and Table 11,2597.38,Exit_Sub_Main
354,Typical School Chair and Table 9,2601.22,Exit_Sub_Main
359,Typical School Chair and Table 18,2601.59,Exit_Sub2
355,School Table,2611.01,Exit_Sub3
365,School Table,2617.63,Exit_Sub3
347,School Table,2625.91,Exit_Sub_Main
357,Typical School Chair and Table 9,2630.81,Exit_Sub3
368,School Table,2631.82,Exit_Sub3
350,Typical School Chair and Table 7,2636.35,Exit_Sub_Main
378,pedestal,2636.68,Exit_Sub2
349,School Table,2637.41,Exit_Sub_Main
364,Typical School Chair and Table 16,2638.10,Exit_Sub2
356,School Table,2641.28,Exit_Sub_Main
377,School Table,2647.38,Exit_Sub2
367,School Table,2647.76,Exit_Sub3
360,School Table,2648.43,Exit_Sub2
376,Typical School Chair and Table 6,2658.83,Exit_Sub2
374,Typical School Chair and Table 4,2659.85,Exit_Sub2
363,School Table,2669.34,Exit_Sub3
320,Typical School Chair and Table 8,2672.06,Exit_Sub_Main
384,pedestal,2678.11,Exit_Sub3
334,Typical School Chair and Table 19,2693.53,Exit_Sub_Main
362,School Table,2693.87,Exit_Sub_Main
370,Typical School Chair and Table 7,2701.25,Exit_Sub3
379,Typical School Chair and Table 19,2709.72,Exit_Sub2
369,School Table,2712.65,Exit_Sub_Main
371,School Table,2717.36,Exit_Sub2
375,Typical School Chair and Table 16,2725.10,Exit_Sub2
387,School Table,2736.52,Exit_Sub_Main
380,School Table,2739.92,Exit_Sub2
372,School Table,2745.25,Exit_Sub3
385,Typical School Chair and Table 20,2748.61,Exit_Sub_Main
373,Typical School Chair and Table 13,2753.34,Exit_Sub3
390,School Table,2760.97,Exit_Sub_Main
382,Typical School Chair and Table 17,2785.99,Exit_Sub3
394,Typical School Chair and Table 18,2795.95,Exit_Sub_Main
383,Typical School Chair and Table 13,2801.90,Exit_Sub_Main
396,School Table,2801.90,Exit_Sub1
381,Typical School Chair and Table 20,2804.86,Exit_Sub_Main
403,School Table,2806.16,Exit_Sub2
402,School Table,2806.51,Exit_Sub3
388,School Table,2807.82,Exit_Sub3
391,Typical School Chair and Table 13,2814.14,Exit_Sub_Main
397,School Table,2823.65,Exit_Sub_Main
386,School Table,2828.25,Exit_Sub_Main
405,School Table,2830.25,Exit_Sub_Main
392,Typical School Chair and Table 17,2830.59,Exit_Sub_Main
407,Typical School Chair and Table 16,2833.28,Exit_Sub3
400,School Table,2837.32,Exit_Sub_Main
389,Typical School Chair and Table 8,2853.85,Exit_Sub2
366,School Table,2863.73,Exit_Sub_Main
404,School Table,2867.95,Exit_Sub3
401,School Table,2873.57,Exit_Sub2
415,Typical School Chair and Table 18,2881.76,Exit_Sub_Main
395,Typical School Chair and Table 19,2884.73,Exit_Sub_Main
409,Typical School Chair and Table 7,2884.73,Exit_Sub2
398,Typical School Chair and Table 7,2885.41,Exit_Sub_Main
412,Typical School Chair and Table,2890.24,Exit_Sub3
393,School Table,2892.21,Exit_Sub2
421,Typical School Chair and Table 17,2892.21,Exit_Sub2
422,School Table,2892.88,Exit_Sub3
418,School Table,2893.51,Exit_Sub3
406,School Table,2900.90,Exit_Sub_Main
420,Typical School Chair and Table 14,2917.75,Exit_Sub3
411,Typical School Chair and Table 12,2933.09,Exit_Sub_Main
399,School Table,2933.70,Exit_Sub2
424,Typical School Chair and Table 12,2941.40,Exit_Sub_Main
413,Typical School Chair and Table 10,2943.64,Exit_Sub2
414,School Table,2945.66,Exit_Sub_Main
410,School Table,2949.53,Exit_Sub_Main
423,School Table,2951.52,Exit_Sub3
408,Typical School Chair and Table,2953.72,Exit_Sub_Main
425,School Table,2957.32,Exit_Sub2
419,Typical School Chair and Table 14,2967.36,Exit_Sub2
434,Typical School Chair and Table 3,2980.85,Exit_Sub2
429,Typical School Chair and Table 18,2992.62,Exit_Sub1
430,Typical School Chair and Table 19,2992.62,Exit_Sub3
417,Typical School Chair and Table 2,2993.24,Exit_Sub_Main
437,School Table,3004.05,Exit_Sub2
431,Typical School Chair and Table 9,3004.66,Exit_Sub_Main
416,Typical School Chair and Table 18,3011.35,Exit_Sub2
426,Typical School Chair and Table 16,3019.58,Exit_Sub2
436,Typical School Chair and Table 7,3020.20,Exit_Sub2
428,Typical School Chair and Table 11,3026.32,Exit_Sub_Main
440,School Table,3027.60,Exit_Sub1
427,School Table,3029.48,Exit_Sub_Main
433,Typical School Chair and Table 11,3079.78,Exit_Sub_Main
432,School Table,3091.52,Exit_Sub2
452,School Table,3096.37,Exit_Sub3
439,Typical School Chair and Table 4,3108.62,Exit_Sub_Main
435,Typical School Chair and Table 20,3111.50,Exit_Sub_Main
451,Typical School Chair and Table 20,3122.60,Exit_Sub_Main
444,Typical School Chair and Table 17,3124.13,Exit_Sub_Main
446,School Table,3125.69,Exit_Sub_Main
443,School Table,3137.70,Exit_Sub_Main
438,School Table,3142.40,Exit_Sub2
442,Typical School Chair and Table 1,3149.99,Exit_Sub_Main
462,pedestal,3152.21,Exit_Sub1
450,Typical School Chair and Table 5,3153.12,Exit_Sub_Main
449,School Table,3153.12,Exit_Sub2
441,School Table,3158.11,Exit_Sub2
454,School Table,3160.85,Exit_Sub2
447,School Table,3160.85,Exit_Sub_Main
460,School Table,3169.83,Exit_Sub3
455,Typical School Chair and Table 20,3171.41,Exit_Sub_Main
457,School Table,3176.05,Exit_Sub_Main
453,Typical School Chair and Table 10,3178.56,Exit_Sub3
466,Typical School Chair and Table 20,3193.84,Exit_Sub_Main
463,Typical School Chair and Table 16,3195.03,Exit_Sub_Main
448,Typical School Chair and Table 15,3196.30,Exit_Sub2
468,Typical School Chair and Table 10,3200.03,Exit_Sub2
474,School Table,3200.67,Exit_Sub_Main
458,School Table,3205.42,Exit_Sub2
473,Typical School Chair and Table 1,3206.60,Exit_Sub_Main
477,School Table,3220.22,Exit_Sub3
472,School Table,3229.14,Exit_Sub2
471,Typical School Chair and Table,3230.75,Exit_Sub3
464,School Table,3244.09,Exit_Sub3
461,School Table,3256.08,Exit_Sub_Main
456,Typical School Chair and Table 6,3256.69,Exit_Sub_Main
459,Typical School Chair and Table 17,3256.97,Exit_Sub_Main
469,School Table,3261.44,Exit_Sub2
484,Typical School Chair and Table 4,3267.42,Exit_Sub_Main
475,School Table,3268.90,Exit_Sub_Main
479,School Table,3271.59,Exit_Sub_Main
467,Typical School Chair and Table 4,3271.59,Exit_Sub2
481,School Table,3275.81,Exit_Sub3
476,School Table,3276.99,Exit_Sub3
465,Typical School Chair and Table 1,3278.19,Exit_Sub_Main
478,School Table,3289.12,Exit_Sub2
470,School Table,3290.93,Exit_Sub3
483,Typical School Chair and Table 20,3292.14,Exit_Sub_Main
480,School Table,3300.77,Exit_Sub1
482,Typical School Chair and Table 6,3327.80,Exit_Sub_Main
490,School Table,3348.18,Exit_Sub3
488,School Table,3356.50,Exit_Sub2
487,School Table,3366.49,Exit_Sub_Main
485,Typical School Chair and Table 17,3367.08,Exit_Sub_Main
486,School Table,3367.08,Exit_Sub_Main
493,Typical School Chair and Table 15,3379.13,Exit_Sub1
492,School Table,3380.04,Exit_Sub1
491,School Table,3390.54,Exit_Sub_Main
495,School Table,3410.29,Exit_Sub_Main
504,School Table,3416.46,Exit_Sub_Main
502,School Table,3436.76,Exit_Sub_Main
496,Typical School Chair and Table 9,3442.93,Exit_Sub_Main
489,School Table,3449.11,Exit_Sub_Main
494,Typical School Chair and Table 16,3453.22,Exit_Sub2
505,Typical School Chair and Table 17,3461.30,Exit_Sub3
515,Typical School Chair and Table 3,3462.97,Exit_Sub2
497,Typical School Chair and Table 14,3464.46,Exit_Sub_Main
498,Typical School Chair and Table 11,3464.75,Exit_Sub_Main
510,Typical School Chair and Table 11,3472.32,Exit_Sub2
500,Typical School Chair and Table 9,3474.63,Exit_Sub_Main
513,Typical School Chair and Table 14,3475.82,Exit_Sub2
499,School Table,3478.39,Exit_Sub3
503,Typical School Chair and Table 4,3494.08,Exit_Sub3
511,Typical School Chair and Table 12,3494.08,Exit_Sub2
501,Typical School Chair and Table 14,3501.57,Exit_Sub_Main
509,Typical School Chair and Table 3,3516.95,Exit_Sub2
508,School Table,3517.79,Exit_Sub3
516,Typical School Chair and Table 1,3520.38,Exit_Sub1
522,Typical School Chair and Table 12,3523.20,Exit_Sub3
527,School Table,3529.88,Exit_Sub2
525,School Table,3538.03,Exit_Sub3
507,School Table,3557.27,Exit_Sub2
506,water tank 1,3557.56,Exit_Sub2
520,School Table,3558.46,Exit_Sub_Main
523,Typical School Chair and Table 19,3558.75,Exit_Sub_Main
514,Typical School Chair and Table 9,3561.53,Exit_Sub_Main
524,School Table,3582.30,Exit_Sub2
526,Typical School Chair and Table 9,3584.88,Exit_Sub2
518,School Table,3588.03,Exit_Sub_Main
528,Typical School Chair and Table 7,3590.56,Exit_Sub1
512,Typical School Chair and Table 1,3593.58,Exit_Sub_Main
517,Typical School Chair and Table 9,3596.18,Exit_Sub_Main
519,School Table,3599.56,Exit_Sub3
541,Typical School Chair and Table 7,3600.97,Exit_Sub3
532,Typical School Chair and Table 1,3614.88,Exit_Sub_Main
529,School Table,3621.68,Exit_Sub_Main
530,Typical School Chair and Table 6,3625.13,Exit_Sub2
531,Typical School Chair and Table 20,3631.31,Exit_Sub_Main
535,School Table,3642.10,Exit_Sub_Main
534,Typical School Chair and Table 16,3649.22,Exit_Sub1
521,School Table,3652.33,Exit_Sub_Main
536,School Table,3653.68,Exit_Sub_Main
540,Typical School Chair and Table 14,3656.76,Exit_Sub2
543,School Table,3660.60,Exit_Sub3
538,Typical School Chair and Table 18,3664.78,Exit_Sub3
533,School Table,3682.72,Exit_Sub_Main
544,Typical School Chair and Table 11,3683.72,Exit_Sub_Main
554,pedestal,3691.87,Exit_Sub_Main
537,School Table,3711.66,Exit_Sub_Main
539,Typical School Chair and Table 18,3723.44,Exit_Sub2
550,Typical School Chair and Table 11,3724.52,Exit_Sub_Main
546,School Table,3734.60,Exit_Sub_Main
542,Typical School Chair and Table 18,3737.03,Exit_Sub_Main
551,Typical School Chair and Table 8,3737.28,Exit_Sub2
553,Typical School Chair and Table 7,3746.85,Exit_Sub2
555,School Table,3750.64,Exit_Sub3
564,School Table,3751.73,Exit_Sub2
547,Typical School Chair and Table 12,3755.80,Exit_Sub_Main
545,School Table,3757.45,Exit_Sub2
565,School Table,3758.55,Exit_Sub1
557,School Table,3778.44,Exit_Sub2
556,School Table,3779.53,Exit_Sub3
548,Typical School Chair and Table 17,3780.05,Exit_Sub_Main
549,School Table,3791.92,Exit_Sub_Main
570,Typical School Chair and Table 5,3804.78,Exit_Sub3
