Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub3,Exit_Exit_Sub2,Exit_Exit_Sub1,Exit_Exit_Sub_Main,Zone_ZoneSensor stair (1),Zone_ZoneSensor stair,Zone_ZoneSensor stair (9),Zone_ZoneSensor (1),Zone_ZoneSensor stair (11),Zone_ZoneSensor stair (3),Zone_ZoneSensor stair (6),Zone_ZoneSensor stair (7),Zone_ZoneSensor stair (4)_noSmartSign,Zone_ZoneSensor stair (2),Zone_ZoneSensor stair (8),Zone_ZoneSensor stair (10)
2333.14,336,664,0.0358,538,166,180,60,258,0,0,0,538,118,0,0,0,0,0,0,0
2334.18,336,664,0.0398,538,166,180,60,258,0,0,0,538,118,0,0,2,0,0,0,0
2335.18,336,664,0.0392,538,166,180,60,258,0,0,0,538,118,0,0,0,0,0,0,0
2336.18,336,664,0.0397,538,166,180,60,258,0,0,0,538,118,0,0,0,0,0,0,0
2337.48,336,664,0.0408,538,166,180,60,258,0,0,0,538,118,0,0,0,0,0,0,0
2338.79,336,664,0.0392,538,166,180,60,258,0,0,0,538,118,0,0,0,0,0,0,0
2340.13,336,664,0.0385,538,166,180,60,258,0,0,0,538,118,0,0,0,0,0,0,0
2341.15,336,664,0.0408,538,165,180,60,258,0,0,0,538,120,0,0,2,0,0,0,0
2342.15,337,663,0.0390,538,165,180,60,258,0,0,0,538,120,0,0,0,0,0,0,0
2343.18,338,662,0.0362,538,165,180,59,258,0,0,0,538,120,0,0,0,0,0,0,0
2344.22,338,662,0.0363,538,165,180,59,258,0,0,0,538,120,0,0,0,0,0,0,0
2345.25,338,662,0.0368,538,165,180,59,258,0,0,0,538,120,0,0,0,0,0,0,0
2346.29,338,662,0.0393,538,165,180,59,258,0,0,0,538,120,0,0,0,0,0,0,0
2347.61,338,662,0.0380,538,165,180,59,258,0,0,0,538,120,0,0,0,0,0,0,0
2348.62,338,662,0.0369,538,165,180,59,258,0,0,0,538,120,0,0,0,0,0,0,0
2349.62,338,662,0.0376,538,164,180,59,258,0,0,0,538,122,0,0,0,0,0,0,0
2350.67,339,661,0.0411,538,164,180,59,258,0,0,0,538,122,0,0,0,0,0,0,0
2351.69,339,661,0.0388,538,164,180,59,258,0,0,0,538,122,0,2,0,0,0,0,0
2352.73,339,661,0.0397,538,164,180,59,258,0,0,0,538,122,0,2,0,0,0,0,0
2353.76,339,661,0.0377,538,164,180,59,258,0,0,0,538,122,0,2,0,0,0,0,0
2355.12,339,661,0.0406,538,164,180,59,258,0,0,0,538,122,0,2,0,0,0,0,0
2356.42,339,661,0.0400,538,164,180,59,258,0,0,0,538,122,0,2,0,0,0,0,0
2357.43,339,661,0.0414,540,163,180,59,258,0,0,0,540,124,0,2,0,0,0,0,0
2358.73,340,660,0.0402,540,163,180,59,257,0,0,0,540,124,0,0,0,0,0,0,0
2359.78,341,659,0.0358,540,163,180,59,257,0,0,0,540,124,0,0,0,0,0,0,0
2360.83,341,659,0.0366,540,163,180,59,257,0,0,0,540,124,0,0,0,0,0,0,0
2362.16,342,658,0.0358,540,163,180,58,257,0,0,0,540,124,0,0,0,0,0,0,0
2363.17,342,658,0.0368,540,163,180,58,257,0,0,0,540,124,0,0,0,0,0,0,0
2364.22,342,658,0.0373,540,162,180,58,257,0,0,0,540,126,0,0,0,0,0,0,0
2365.22,343,657,0.0356,540,162,180,58,257,0,0,0,540,126,0,0,0,0,0,0,0
2366.27,343,657,0.0357,540,162,180,58,257,0,0,0,540,126,0,0,0,0,0,0,0
2367.58,343,657,0.0356,540,162,180,58,257,0,0,0,540,126,0,0,0,0,0,0,0
2368.90,343,657,0.0341,540,162,180,58,257,0,0,0,540,126,0,2,0,0,0,0,0
2369.91,343,657,0.0375,540,162,180,58,257,0,0,0,540,126,0,2,0,0,0,0,0
2370.97,344,656,0.0344,540,162,179,58,257,0,0,0,540,126,0,2,0,0,0,0,0
2371.99,344,656,0.0333,540,162,179,58,257,0,0,0,540,126,0,2,0,0,0,0,0
2372.99,344,656,0.0333,540,162,179,58,257,0,0,0,540,126,0,2,0,0,0,0,0
2374.01,344,656,0.0350,540,162,179,58,257,0,0,0,540,126,0,2,0,0,0,0,0
2375.33,344,656,0.0330,540,162,179,58,257,0,0,0,540,126,0,0,0,0,0,0,0
2376.61,344,656,0.0370,540,162,179,58,257,0,0,0,540,126,0,0,0,0,0,0,0
2377.61,344,656,0.0361,540,162,179,58,257,0,0,0,540,126,0,0,0,0,0,0,0
2378.67,345,655,0.0395,540,162,179,58,256,0,0,0,540,126,0,0,0,0,0,0,0
2379.70,345,655,0.0368,540,162,179,58,256,0,0,0,540,126,0,0,0,0,0,0,0
2380.72,345,655,0.0359,540,162,179,58,256,0,0,0,540,126,0,0,0,0,0,0,0
2382.02,345,655,0.0364,540,162,179,58,256,0,0,0,540,126,0,0,0,0,0,0,0
2383.34,345,655,0.0370,540,162,179,58,256,0,0,0,540,126,0,0,0,0,0,0,0
2384.36,345,655,0.0361,540,162,179,58,256,0,0,0,540,126,0,0,0,0,0,0,0
2385.67,345,655,0.0350,540,162,179,58,256,0,0,0,540,126,0,0,0,0,0,0,0
2386.95,345,655,0.0368,542,162,179,58,256,0,0,0,542,126,0,0,0,0,0,0,0
2387.95,346,654,0.0349,542,162,178,58,256,0,0,0,542,126,0,0,0,0,0,0,0
2389.26,347,653,0.0329,542,162,178,58,255,0,0,0,542,126,0,0,0,0,0,0,0
2390.32,347,653,0.0325,542,162,178,58,255,0,0,0,542,126,0,0,0,0,0,0,0
2391.33,347,653,0.0328,542,162,178,58,255,0,0,0,542,126,0,0,0,0,0,0,0
2392.33,347,653,0.0333,542,162,178,59,254,0,0,0,542,126,0,0,0,0,0,2,0
2393.34,347,653,0.0364,542,162,178,59,254,0,0,0,542,126,0,0,0,0,0,2,0
2394.36,347,653,0.0373,542,162,178,59,254,0,0,0,542,126,0,0,0,0,0,0,0
2395.66,347,653,0.0374,542,162,178,59,254,0,0,0,542,126,0,0,0,0,0,0,0
2396.92,347,653,0.0380,542,162,178,59,254,0,0,0,542,126,0,0,0,0,0,0,0
2398.22,347,653,0.0405,542,162,178,59,254,0,0,0,542,126,0,0,0,0,0,0,0
2399.51,347,653,0.0409,542,162,178,59,254,0,0,0,542,126,0,0,0,0,0,0,0
2400.83,348,652,0.0410,542,162,178,58,254,0,0,0,542,126,0,0,0,0,0,0,0
2402.12,348,652,0.0432,542,162,178,58,254,0,0,0,542,126,0,0,0,0,0,0,0
2403.17,348,652,0.0449,542,162,178,58,254,0,0,0,542,126,0,0,0,0,0,0,0
2404.45,348,652,0.0442,542,162,178,58,254,0,0,0,542,126,0,0,0,0,0,0,0
2405.76,348,652,0.0429,542,162,178,58,254,0,0,0,542,126,0,0,0,0,0,0,0
2407.04,348,652,0.0474,542,162,178,58,254,0,0,0,542,126,0,0,0,0,0,0,0
2408.35,348,652,0.0472,542,162,178,58,254,0,0,2,542,126,0,0,0,0,0,0,0
2409.65,348,652,0.0443,542,161,178,58,254,0,0,0,542,128,0,0,2,0,0,0,0
2410.71,349,651,0.0398,542,161,178,58,254,0,0,0,542,128,0,0,2,0,0,0,0
2411.73,349,651,0.0445,542,161,178,58,254,0,0,0,542,128,0,0,0,0,0,0,0
2413.03,349,651,0.0452,542,161,178,58,254,0,0,0,542,128,0,0,0,0,0,0,0
2414.04,349,651,0.0448,542,161,178,58,254,0,0,0,542,128,0,0,0,0,0,0,0
2415.05,349,651,0.0432,542,161,178,58,254,0,0,0,542,128,0,0,0,0,0,0,0
2416.36,350,650,0.0468,542,161,177,59,253,0,0,0,542,128,0,0,2,0,0,0,0
2417.70,350,650,0.0505,542,161,177,59,253,0,0,0,542,128,0,0,2,0,0,0,0
2418.71,350,650,0.0494,542,161,177,59,253,0,0,0,542,128,0,0,0,0,0,0,0
2420.00,350,650,0.0499,544,161,177,59,253,0,0,0,544,128,0,0,0,0,0,0,0
2421.31,351,649,0.0480,544,161,177,59,252,0,0,0,544,128,0,2,0,0,0,0,0
2422.64,351,649,0.0474,544,161,177,59,252,0,0,0,544,128,0,2,0,0,0,0,0
2423.96,351,649,0.0455,544,161,177,59,252,0,0,0,544,128,0,2,0,0,0,0,0
2425.30,351,649,0.0445,546,161,177,59,252,0,0,0,546,128,0,2,0,0,0,2,0
2426.60,352,648,0.0432,546,161,177,60,250,0,0,0,546,128,0,2,2,0,0,0,0
2427.65,352,648,0.0438,546,161,177,60,250,0,0,0,546,128,0,0,2,0,0,0,0
2428.66,352,648,0.0445,546,161,177,60,250,0,0,0,546,128,0,0,0,0,0,0,0
2430.09,352,648,0.0476,546,161,177,60,250,0,0,0,546,128,0,0,0,0,0,0,0
2431.34,353,647,0.0464,546,160,177,60,249,0,0,0,546,130,0,0,0,0,0,0,0
2432.66,354,646,0.0453,546,160,177,60,249,0,0,0,546,130,0,0,0,0,0,0,0
2433.89,354,646,0.0451,546,160,177,60,249,0,0,0,546,130,0,0,0,0,0,0,0
2434.91,354,646,0.0439,546,160,177,60,249,0,0,0,546,130,0,0,0,0,0,0,0
2435.95,354,646,0.0458,546,160,177,60,249,0,0,0,546,130,0,2,0,0,0,0,0
2437.25,354,646,0.0444,546,160,177,60,249,0,0,0,546,130,0,2,0,0,0,0,0
2438.55,354,646,0.0428,546,160,177,60,249,0,0,0,546,130,0,2,0,0,0,0,0
2439.86,355,645,0.0420,546,160,176,60,249,0,0,0,546,130,0,2,0,0,0,0,0
2440.89,356,644,0.0437,546,160,176,59,249,0,0,0,546,130,0,2,0,0,0,0,0
2441.92,356,644,0.0409,546,160,176,59,249,0,0,0,546,130,0,0,2,0,0,0,0
2443.22,356,644,0.0398,546,160,176,59,249,0,0,0,546,130,0,0,0,0,0,0,0
2444.51,356,644,0.0446,546,160,176,59,249,0,0,0,546,130,0,0,0,0,0,0,0
2445.80,356,644,0.0414,546,160,176,59,249,0,0,0,546,130,0,0,0,0,0,0,0
2447.07,356,644,0.0449,546,160,176,59,249,0,0,0,546,130,0,0,0,0,0,0,0
2448.38,357,643,0.0415,546,160,176,58,249,0,0,0,546,130,0,0,0,0,0,0,0
2449.39,357,643,0.0452,546,160,176,58,249,0,0,0,546,130,0,0,0,0,0,0,0
2450.39,357,643,0.0466,546,160,176,58,249,0,0,0,546,130,0,0,0,0,0,0,0
2451.67,357,643,0.0429,546,160,176,58,249,0,0,0,546,130,0,0,0,0,0,0,0
2452.97,357,643,0.0435,546,160,176,58,249,0,0,0,546,130,0,0,0,0,0,0,0
2454.25,358,642,0.0427,546,160,175,58,249,0,0,0,546,130,0,0,0,0,0,0,0
2455.57,358,642,0.0434,546,160,175,58,249,0,0,0,546,130,0,0,0,0,0,0,0
2456.59,358,642,0.0461,546,160,175,58,249,0,0,0,546,130,0,0,0,0,0,0,0
2457.90,358,642,0.0438,546,159,175,58,249,0,0,0,546,132,0,0,0,2,0,0,0
2459.22,359,641,0.0437,546,159,175,57,249,0,0,0,546,132,0,0,0,2,0,0,0
2460.55,360,640,0.0429,548,159,175,57,249,0,0,0,548,132,0,0,0,2,0,0,0
2461.58,360,640,0.0414,548,159,175,57,249,0,0,0,548,132,0,0,0,2,0,0,0
2462.88,361,639,0.0390,548,159,175,57,248,0,0,0,548,132,0,0,0,2,0,0,0
2464.20,361,639,0.0405,548,159,175,57,248,0,0,0,548,132,0,0,0,0,0,0,0
2465.21,361,639,0.0414,548,159,175,57,248,0,0,0,548,132,0,0,0,0,0,0,0
2466.21,361,639,0.0395,548,159,174,58,248,0,0,0,548,132,0,0,0,0,0,0,2
2467.51,361,639,0.0407,548,159,174,58,248,0,0,0,548,132,0,0,0,0,0,0,0
2468.78,361,639,0.0403,548,159,174,58,248,0,0,0,548,132,0,0,0,0,0,0,0
2470.06,362,638,0.0376,548,159,174,57,248,0,0,0,548,132,0,0,0,0,0,0,0
2471.09,362,638,0.0396,548,159,174,57,248,0,0,0,548,132,0,0,0,0,0,0,0
2472.36,362,638,0.0415,548,158,174,57,248,0,0,0,548,134,0,0,0,0,0,0,0
2473.66,363,637,0.0400,548,158,174,57,247,0,0,0,548,134,0,0,0,0,0,0,0
2474.95,364,636,0.0380,548,158,174,58,246,0,0,0,548,134,0,0,0,0,0,2,0
2476.00,364,636,0.0345,548,157,175,58,246,0,0,0,548,134,0,0,0,0,2,2,0
2477.27,364,636,0.0429,548,157,175,58,246,0,0,0,548,134,0,0,0,0,2,0,0
2478.56,364,636,0.0444,548,157,175,58,246,0,0,0,548,134,0,0,0,0,0,0,0
2479.89,365,635,0.0428,548,157,174,58,246,0,0,0,548,134,0,0,0,0,0,0,0
2480.93,365,635,0.0421,548,157,174,58,246,0,0,0,548,134,0,0,0,0,0,0,0
2482.21,365,635,0.0411,548,157,174,58,246,0,0,2,548,134,0,0,0,0,0,0,0
2483.49,365,635,0.0434,548,157,174,58,246,0,0,2,548,134,0,0,0,0,0,0,0
2484.77,365,635,0.0426,548,157,174,58,246,0,0,0,548,134,0,0,0,0,0,0,0
2486.05,365,635,0.0412,548,157,174,58,246,0,0,0,548,134,0,0,0,0,0,0,0
2487.33,365,635,0.0425,548,157,174,58,246,0,0,0,548,134,0,0,0,0,0,0,0
2488.60,365,635,0.0429,548,157,174,58,246,0,0,0,548,134,0,0,0,0,0,0,0
2489.88,365,635,0.0417,548,157,174,58,246,0,0,0,548,134,0,0,0,0,0,0,0
2491.18,365,635,0.0410,548,157,174,58,246,0,0,0,548,134,0,0,0,0,0,0,0
2492.46,365,635,0.0448,548,157,174,58,246,2,0,0,548,134,0,0,2,0,0,0,0
2493.77,365,635,0.0449,548,157,174,58,246,2,0,0,548,134,0,0,0,0,0,0,0
2495.00,365,635,0.0509,548,157,174,58,246,0,0,0,548,134,0,0,0,0,0,0,0
2496.10,365,635,0.0473,548,157,174,58,246,0,0,0,548,134,0,0,0,0,0,0,0
2497.15,365,635,0.0462,548,157,174,58,246,0,0,0,548,134,0,0,0,0,0,0,0
2498.19,365,635,0.0472,548,157,174,58,246,0,0,0,548,134,0,0,0,0,0,0,0
2499.23,365,635,0.0441,548,157,174,58,246,0,0,0,548,134,0,0,0,0,0,2,0
2500.54,365,635,0.0439,548,157,174,58,246,0,0,0,548,134,0,0,0,0,0,2,0
2501.84,365,635,0.0421,548,157,174,58,246,0,0,0,548,134,0,0,0,0,0,0,0
2503.12,365,635,0.0447,548,157,174,58,246,0,0,0,548,134,0,0,0,0,0,0,0
2504.41,365,635,0.0436,548,157,174,58,246,0,0,0,548,134,0,0,0,0,0,0,0
2505.67,365,635,0.0470,548,157,174,58,246,0,0,0,548,134,0,0,0,0,0,0,0
2506.95,365,635,0.0490,548,157,174,59,245,0,0,0,548,134,0,0,0,0,0,2,0
2508.23,365,635,0.0488,548,157,174,59,245,0,0,0,548,134,0,0,0,0,0,0,0
2509.53,365,635,0.0554,548,157,174,59,245,0,2,0,548,134,0,2,0,0,0,0,0
2510.82,365,635,0.0537,548,157,174,59,245,0,2,0,548,134,0,2,0,0,0,0,0
2512.11,365,635,0.0567,548,157,174,59,245,0,0,0,548,134,0,4,0,0,0,0,0
2513.41,365,635,0.0568,548,157,174,59,245,0,0,0,548,134,0,4,0,0,0,0,0
2514.70,365,635,0.0574,548,157,174,60,244,0,0,0,548,134,0,2,2,0,0,0,0
2516.03,365,635,0.0592,548,157,174,60,244,0,0,0,548,134,0,2,2,0,0,0,0
2517.32,366,634,0.0587,548,157,173,60,244,0,0,0,548,134,0,2,2,0,0,0,0
2518.64,367,633,0.0637,548,156,173,60,244,0,0,0,548,134,0,0,0,0,0,0,0
2519.93,367,633,0.0608,548,156,173,60,244,0,0,0,548,134,0,0,0,0,0,0,0
2520.97,367,633,0.0596,548,156,173,60,244,0,0,0,548,134,0,0,0,0,0,0,0
2522.20,367,633,0.0580,548,156,173,60,244,0,0,0,548,134,0,0,0,0,0,0,0
2523.21,367,633,0.0639,548,156,173,60,244,0,0,0,548,134,0,0,2,0,0,0,0
2524.49,367,633,0.0612,548,156,173,60,244,0,0,0,548,134,0,2,2,0,0,0,0
2525.78,368,632,0.0596,548,155,173,60,244,0,0,0,548,134,0,2,0,0,0,0,0
2527.08,368,632,0.0607,548,155,173,60,244,0,0,0,548,134,0,2,0,0,0,0,0
2528.39,369,631,0.0628,548,155,172,60,244,0,0,0,548,134,0,2,0,0,0,0,0
2529.70,370,630,0.0604,548,155,172,59,244,0,0,0,548,134,0,2,0,0,0,0,0
2531.00,371,629,0.0629,548,154,171,59,244,0,0,0,548,136,0,0,0,0,0,0,0
2532.29,372,628,0.0614,548,153,171,59,244,0,0,0,548,138,0,0,0,0,0,0,0
2533.34,373,627,0.0607,548,153,171,59,244,0,0,0,548,138,0,0,0,0,0,0,0
2534.64,373,627,0.0593,548,153,171,59,244,0,0,0,548,138,0,0,0,0,0,0,0
2535.91,373,627,0.0575,548,153,171,59,244,0,0,0,548,138,0,0,0,0,0,0,0
2537.15,373,627,0.0582,548,153,171,59,244,0,0,0,548,138,0,0,0,0,0,0,0
2538.43,373,627,0.0572,548,153,171,60,243,0,0,0,548,138,0,0,2,0,0,0,0
2539.67,373,627,0.0548,550,153,171,60,243,0,0,0,550,138,0,0,0,0,0,0,0
2540.95,374,626,0.0550,550,152,171,60,242,0,0,0,550,140,0,0,0,0,0,0,0
2542.20,375,625,0.0537,550,151,171,60,242,0,0,0,550,142,0,0,0,0,0,0,0
2543.20,377,623,0.0523,550,151,170,60,242,0,0,0,550,142,0,0,2,0,0,0,0
2544.50,377,623,0.0571,550,151,170,60,242,0,0,0,550,142,0,0,2,0,0,0,0
2545.81,377,623,0.0556,550,151,170,60,242,0,0,0,550,142,0,0,0,0,0,0,0
2547.06,378,622,0.0530,550,151,170,59,242,0,0,0,550,142,0,0,0,0,0,0,0
2548.33,378,622,0.0501,550,151,170,59,242,0,0,0,550,142,0,0,0,0,0,0,0
2549.57,378,622,0.0535,550,151,170,59,242,0,0,0,550,142,0,0,0,0,0,0,0
2550.83,378,622,0.0504,550,151,170,59,242,0,0,0,550,142,0,0,0,0,0,0,0
2552.06,378,622,0.0534,550,151,170,59,242,0,0,0,550,142,0,0,0,0,0,0,0
2553.35,378,622,0.0539,550,151,170,59,242,0,0,0,550,142,0,0,0,0,0,0,0
2554.59,379,621,0.0505,550,151,170,58,242,0,0,0,550,142,0,0,0,0,0,0,0
2555.59,379,621,0.0501,550,151,170,58,242,0,0,0,550,142,0,0,0,0,0,0,0
2556.87,379,621,0.0501,550,150,170,58,242,0,0,0,550,144,0,0,0,2,0,0,0
2558.10,380,620,0.0498,550,150,170,58,242,0,0,0,550,144,0,0,0,2,0,0,0
2559.39,381,619,0.0477,550,149,170,58,242,0,0,0,550,144,0,0,0,2,0,0,0
2560.69,381,619,0.0488,550,149,170,58,242,0,0,0,550,144,0,0,0,2,0,0,0
2561.97,381,619,0.0499,550,149,170,58,242,0,0,0,550,144,0,0,0,0,0,0,0
2563.27,381,619,0.0474,550,148,170,58,242,0,0,0,550,146,0,0,0,0,0,0,0
2564.53,382,618,0.0457,550,148,170,58,242,0,0,0,550,146,0,0,0,0,0,0,0
2565.84,382,618,0.0444,550,148,170,58,242,0,0,0,550,146,0,0,0,0,0,0,0
2567.10,382,618,0.0443,550,148,170,58,242,0,0,0,550,146,0,0,0,0,0,0,0
2568.38,382,618,0.0464,552,148,170,58,242,0,0,0,552,146,0,0,0,0,0,0,0
2569.64,385,615,0.0390,552,148,169,57,241,0,0,0,552,146,0,0,0,0,0,0,0
2570.91,385,615,0.0424,552,148,169,57,241,0,0,0,552,146,0,0,0,0,0,0,0
2572.20,386,614,0.0404,552,148,169,57,240,0,0,0,552,146,0,0,0,0,0,2,0
2573.50,386,614,0.0429,552,148,169,57,240,0,0,0,552,146,0,0,0,0,0,2,0
2574.74,386,614,0.0479,552,148,169,57,240,0,0,0,552,146,0,0,0,0,0,0,0
2575.96,386,614,0.0480,552,148,169,57,240,0,0,0,552,146,0,0,0,2,0,0,0
2577.19,387,613,0.0436,552,147,169,56,240,0,0,0,552,148,0,0,0,2,0,0,0
2578.44,388,612,0.0424,552,147,169,56,240,0,0,0,552,148,0,0,0,2,0,0,0
2579.72,388,612,0.0416,552,147,169,56,240,0,0,0,552,148,0,0,0,2,0,0,0
2580.96,388,612,0.0383,552,147,169,56,240,0,0,0,552,148,0,0,0,2,0,0,0
2582.18,388,612,0.0416,552,147,169,56,240,0,0,0,552,148,0,0,0,0,0,0,0
2583.40,388,612,0.0438,552,147,169,56,240,0,0,0,552,148,0,0,0,0,0,0,0
2584.62,388,612,0.0403,554,147,169,56,240,0,0,0,554,148,0,0,0,0,0,0,0
2585.85,389,611,0.0395,554,147,169,56,239,0,0,0,554,148,0,0,0,0,0,0,0
2587.11,390,610,0.0428,554,147,169,56,238,0,0,0,554,148,0,0,0,0,0,0,0
2588.35,390,610,0.0410,554,147,169,56,238,0,0,0,554,148,0,0,0,0,0,0,0
2589.66,390,610,0.0433,554,147,169,56,238,0,0,0,554,148,0,0,2,0,0,0,0
2590.90,390,610,0.0465,554,147,169,56,238,0,0,0,554,148,0,0,0,0,0,0,0
2592.12,390,610,0.0479,554,147,169,56,238,0,0,0,554,148,0,0,0,0,0,0,0
2593.34,390,610,0.0510,554,147,169,56,238,0,0,0,554,148,0,0,0,0,0,0,0
2594.55,390,610,0.0503,554,147,169,56,238,0,0,0,554,148,0,0,0,0,0,0,0
2595.78,390,610,0.0524,554,147,169,56,238,0,0,0,554,148,0,0,0,0,0,0,0
2597.00,390,610,0.0562,554,147,169,56,238,0,0,0,554,148,0,0,0,0,0,0,0
2598.22,390,610,0.0534,554,147,169,56,238,0,0,0,554,148,0,0,0,0,0,0,0
2599.42,390,610,0.0539,554,147,169,56,238,0,0,0,554,148,0,0,0,0,0,0,0
2600.66,390,610,0.0563,556,147,169,56,238,0,0,0,556,148,0,0,0,0,0,0,0
2601.88,392,608,0.0556,556,146,168,56,237,0,0,0,556,150,0,0,0,0,0,0,0
2603.16,392,608,0.0571,556,146,168,56,237,0,0,0,556,150,0,2,0,0,0,0,0
2604.39,393,607,0.0578,556,146,168,56,237,0,0,0,556,150,0,2,0,0,0,0,0
2605.68,393,607,0.0636,556,146,168,56,237,0,0,0,556,150,0,4,0,0,0,0,0
2606.95,393,607,0.0644,556,146,168,56,237,0,0,0,556,150,0,4,0,0,0,0,0
2608.15,393,607,0.0619,556,146,168,56,237,0,0,0,556,150,0,2,0,0,0,0,0
2609.36,393,607,0.0602,556,145,168,56,237,0,0,0,556,152,0,2,0,0,0,0,0
2610.60,393,607,0.0628,556,145,168,56,237,0,0,0,556,152,0,2,0,0,0,0,0
2611.61,394,606,0.0602,556,145,168,56,237,0,0,0,556,152,0,0,0,0,0,0,0
2612.86,394,606,0.0615,556,145,168,56,237,0,0,0,556,152,0,0,0,0,0,0,0
2614.07,394,606,0.0600,556,145,168,56,237,0,0,0,556,152,0,0,0,0,0,0,0
2615.28,394,606,0.0601,556,145,168,56,237,0,0,0,556,152,0,0,0,0,0,0,0
2616.51,394,606,0.0574,556,145,168,56,237,0,0,0,556,152,0,0,0,0,0,0,0
2617.74,394,606,0.0611,556,145,168,56,237,0,0,0,556,152,0,0,0,0,0,0,0
2618.96,395,605,0.0608,556,145,168,56,236,0,0,0,556,152,0,0,0,0,0,0,0
2620.22,396,604,0.0559,556,145,168,55,236,0,0,0,556,152,0,0,0,0,0,0,0
2621.51,398,602,0.0558,556,144,167,55,236,0,0,0,556,152,0,0,0,0,0,0,0
2622.75,398,602,0.0582,556,144,167,56,235,0,0,0,556,152,0,2,2,0,0,0,0
2624.00,398,602,0.0573,556,144,167,56,235,0,0,0,556,152,0,2,0,2,0,0,0
2625.23,399,601,0.0564,556,144,166,56,235,0,0,0,556,152,0,4,0,2,0,0,0
2626.51,399,601,0.0556,556,144,166,56,235,0,0,0,556,152,0,6,0,2,0,0,0
2627.72,399,601,0.0550,556,144,166,56,235,0,0,0,556,152,0,6,0,2,0,0,0
2628.94,399,601,0.0538,556,144,166,56,235,0,0,0,556,152,0,4,0,2,0,0,0
2630.14,399,601,0.0560,556,144,166,56,235,0,0,0,556,152,0,2,0,0,0,0,0
2631.37,399,601,0.0532,556,144,166,56,235,0,0,0,556,152,0,2,0,0,0,0,0
2632.59,399,601,0.0551,556,144,166,56,235,0,0,0,556,152,0,0,0,0,0,0,0
2633.83,400,600,0.0544,556,144,166,56,234,0,0,0,556,152,0,0,0,0,0,0,0
2635.04,400,600,0.0552,556,144,166,56,234,0,0,0,556,152,0,0,0,0,0,0,0
2636.30,400,600,0.0562,556,144,166,56,234,0,0,0,556,152,0,0,0,0,0,0,0
2637.54,400,600,0.0565,556,144,166,56,234,0,0,0,556,152,0,2,0,0,0,0,0
2638.74,400,600,0.0576,556,144,166,56,234,0,0,0,556,152,0,2,0,0,0,0,0
2639.96,400,600,0.0572,556,144,166,56,234,0,0,0,556,152,0,2,0,0,0,0,0
2641.20,401,599,0.0535,556,144,165,56,234,0,0,0,556,152,0,2,0,0,0,0,0
2642.45,401,599,0.0568,556,144,165,56,234,0,0,0,556,152,0,2,0,0,0,0,0
2643.66,402,598,0.0522,556,144,164,56,234,0,0,0,556,152,0,0,0,0,0,2,0
2644.90,403,597,0.0504,556,144,163,56,234,0,0,0,556,152,0,0,0,0,0,2,0
2646.14,403,597,0.0509,556,144,163,56,234,0,0,0,556,152,0,0,0,0,0,0,0
2647.33,403,597,0.0507,556,144,163,56,234,0,0,0,556,152,0,0,0,0,0,0,0
2648.53,403,597,0.0511,556,144,163,56,234,0,0,0,556,152,0,2,0,0,0,0,0
2649.75,403,597,0.0506,556,143,163,56,234,0,0,0,556,154,0,2,0,0,0,0,0
2650.96,404,596,0.0509,556,143,163,56,234,0,0,0,556,154,0,2,0,0,0,0,0
2652.18,404,596,0.0499,556,143,163,56,234,0,0,0,556,154,0,2,0,0,0,0,0
2653.43,405,595,0.0468,558,142,163,55,234,0,0,0,558,156,0,2,0,0,0,0,0
2654.75,405,595,0.0503,558,142,163,55,234,0,0,0,558,156,0,0,0,0,0,0,0
2656.00,408,592,0.0411,558,142,162,55,233,0,0,0,558,156,0,0,0,0,0,0,0
2657.22,409,591,0.0385,558,142,162,55,232,0,0,0,558,156,0,0,0,0,0,0,0
2658.45,410,590,0.0359,558,142,162,56,230,0,0,0,558,156,0,2,2,0,0,0,0
2659.70,410,590,0.0359,558,142,162,56,230,0,0,0,558,156,0,2,0,0,0,0,0
2660.93,410,590,0.0418,558,142,162,56,230,0,0,0,558,156,0,2,2,0,0,0,0
2662.15,410,590,0.0411,558,142,162,56,230,0,0,0,558,156,0,2,0,0,0,0,0
2663.36,410,590,0.0447,558,142,162,56,230,0,0,0,558,156,0,2,0,0,0,0,0
2664.54,410,590,0.0454,558,142,162,56,230,0,0,0,558,156,0,0,0,0,0,0,0
2665.73,410,590,0.0426,558,142,162,56,230,0,0,0,558,156,0,0,0,0,0,0,0
2666.94,411,589,0.0409,558,142,161,56,230,0,0,0,558,156,0,0,0,0,0,0,0
2668.18,411,589,0.0401,558,142,161,56,230,0,0,0,558,156,0,0,0,0,0,0,0
2669.37,411,589,0.0425,558,142,161,56,230,0,0,0,558,156,0,0,0,0,0,0,0
2670.56,411,589,0.0402,558,142,161,56,230,0,0,0,558,156,0,0,0,0,0,0,0
2671.75,411,589,0.0425,558,142,161,56,230,0,0,0,558,156,0,0,0,0,0,0,0
2672.93,411,589,0.0444,558,142,161,56,230,0,0,0,558,156,0,0,0,0,0,0,0
2673.97,411,589,0.0418,558,142,161,56,230,0,0,0,558,156,0,2,0,0,0,0,0
2675.15,411,589,0.0440,558,142,161,56,230,0,0,0,558,156,0,2,0,0,0,0,0
2676.41,411,589,0.0405,558,142,161,56,230,0,0,0,558,156,0,2,0,0,0,0,0
