AgentID,SpawnZone,EscapeTime(s),ExitUsed
3,pedestal,38.35,Exit_Sub1
5,pedestal,48.16,Exit_Sub2
10,Typical School Chair and Table 12,100.09,Exit_Sub_Main
9,School Table,108.95,Exit_Sub_Main
12,Typical School Chair and Table 9,113.00,Exit_Sub_Main
2,School Table,127.10,Exit_Sub1
16,Typical School Chair and Table 19,138.08,Exit_Sub3
15,Typical School Chair and Table 1,142.29,Exit_Sub2
7,Typical School Chair and Table 20,151.80,Exit_Sub1
18,School Table,156.09,Exit_Sub_Main
6,School Table,161.31,Exit_Sub3
1,Typical School Chair and Table 2,172.02,Exit_Sub2
4,School Table,173.40,Exit_Sub_Main
8,Typical School Chair and Table 1,179.56,Exit_Sub1
11,School Table,179.56,Exit_Sub3
13,School Table,180.98,Exit_Sub_Main
14,Typical School Chair and Table 6,196.45,Exit_Sub2
23,Typical School Chair and Table 17,215.11,Exit_Sub3
24,Typical School Chair and Table 18,216.07,Exit_Sub3
25,School Table,242.12,Exit_Sub_Main
21,Typical School Chair and Table 4,244.11,Exit_Sub_Main
35,School Table,256.65,Exit_Sub_Main
30,Typical School Chair and Table 13,258.98,Exit_Sub2
32,School Table,259.93,Exit_Sub1
22,Typical School Chair and Table 2,270.07,Exit_Sub2
37,School Table,270.58,Exit_Sub2
28,School Table,276.19,Exit_Sub3
33,School Table,279.94,Exit_Sub1
31,School Table,283.65,Exit_Sub_Main
44,Typical School Chair and Table 13,284.57,Exit_Sub2
20,School Table,289.18,Exit_Sub_Main
19,Typical School Chair and Table 4,289.63,Exit_Sub_Main
26,School Table,292.43,Exit_Sub3
42,School Table,294.82,Exit_Sub3
39,School Table,296.69,Exit_Sub_Main
27,Typical School Chair and Table 8,311.94,Exit_Sub2
47,Typical School Chair and Table 9,312.87,Exit_Sub2
40,Typical School Chair and Table 20,319.41,Exit_Sub3
48,Typical School Chair and Table 15,325.44,Exit_Sub1
34,Typical School Chair and Table 1,332.71,Exit_Sub_Main
41,Typical School Chair and Table 8,334.93,Exit_Sub2
49,School Table,341.83,Exit_Sub2
43,Typical School Chair and Table 15,344.12,Exit_Sub2
29,Typical School Chair and Table 6,363.69,Exit_Sub2
36,School Table,364.15,Exit_Sub_Main
38,School Table,386.50,Exit_Sub3
50,School Table,395.29,Exit_Sub1
45,Typical School Chair and Table 2,397.11,Exit_Sub_Main
46,School Table,400.80,Exit_Sub2
53,Typical School Chair and Table 11,417.48,Exit_Sub_Main
51,School Table,423.85,Exit_Sub_Main
57,Typical School Chair and Table 5,444.89,Exit_Sub_Main
56,Typical School Chair and Table 1,459.63,Exit_Sub3
52,School Table,460.56,Exit_Sub3
61,School Table,462.89,Exit_Sub_Main
58,School Table,464.71,Exit_Sub_Main
59,Typical School Chair and Table 17,468.52,Exit_Sub3
60,School Table,493.65,Exit_Sub2
65,School Table,495.55,Exit_Sub1
54,Typical School Chair and Table 1,496.48,Exit_Sub_Main
67,Typical School Chair and Table,502.48,Exit_Sub3
55,Typical School Chair and Table 12,507.89,Exit_Sub_Main
63,School Table,514.90,Exit_Sub2
66,School Table,518.08,Exit_Sub2
75,Typical School Chair and Table 9,524.40,Exit_Sub2
62,School Table,529.86,Exit_Sub2
72,Typical School Chair and Table 8,531.68,Exit_Sub3
73,Typical School Chair and Table 16,546.87,Exit_Sub1
78,School Table,551.83,Exit_Sub_Main
71,Typical School Chair and Table,564.31,Exit_Sub1
64,Typical School Chair and Table 10,571.72,Exit_Sub2
70,Typical School Chair and Table 7,575.80,Exit_Sub1
69,School Table,598.50,Exit_Sub3
68,School Table,605.28,Exit_Sub2
74,Typical School Chair and Table 3,633.23,Exit_Sub3
76,Typical School Chair and Table 19,646.49,Exit_Sub2
77,School Table,682.03,Exit_Sub2
81,Typical School Chair and Table 16,718.20,Exit_Sub1
79,Typical School Chair and Table 20,727.71,Exit_Sub_Main
80,Typical School Chair and Table 5,740.37,Exit_Sub_Main
83,School Table,750.67,Exit_Sub2
82,Typical School Chair and Table 12,774.63,Exit_Sub_Main
88,School Table,796.74,Exit_Sub_Main
86,School Table,812.66,Exit_Sub3
98,water tank 2,821.34,Exit_Sub3
91,Typical School Chair and Table 5,824.04,Exit_Sub3
93,School Table,825.76,Exit_Sub3
84,School Table,830.18,Exit_Sub_Main
85,School Table,838.66,Exit_Sub_Main
99,School Table,843.22,Exit_Sub1
96,School Table,849.01,Exit_Sub3
89,Typical School Chair and Table 13,864.49,Exit_Sub_Main
87,School Table,865.78,Exit_Sub2
105,Typical School Chair and Table 6,885.93,Exit_Sub3
101,Typical School Chair and Table 1,887.68,Exit_Sub_Main
