Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub3,Exit_Exit_Sub2,Exit_Exit_Sub1,Exit_Exit_Sub_Main,Zone_ZoneSensor stair (3),Zone_ZoneSensor stair (9),Zone_ZoneSensor stair,Zone_ZoneSensor (1),Zone_ZoneSensor stair (6),Zone_ZoneSensor stair (7),Zone_ZoneSensor stair (4)_noSmartSign
4307.30,671,329,0.1085,1834,85,85,35,124,0,0,0,1834,2,0,0
4308.47,671,329,0.1104,1834,85,85,35,124,0,0,0,1834,2,0,0
4309.57,671,329,0.1105,1834,85,85,35,124,0,0,0,1834,0,0,0
4310.72,671,329,0.1090,1834,85,85,35,124,0,0,0,1834,0,0,0
4311.85,671,329,0.1105,1834,85,85,35,124,0,0,0,1834,0,0,0
4313.03,671,329,0.1137,1834,85,85,35,124,0,0,0,1834,2,0,0
4314.16,672,328,0.1127,1834,84,85,35,124,0,0,0,1834,2,0,0
4315.34,673,327,0.1122,1834,84,85,35,123,0,0,0,1834,2,0,0
4316.49,673,327,0.1102,1834,84,85,35,123,0,0,0,1834,2,0,0
4317.67,675,325,0.1036,1834,84,84,34,123,0,0,0,1834,2,0,0
4318.86,677,323,0.0990,1834,84,83,33,123,0,0,0,1834,0,0,0
4320.04,677,323,0.0997,1834,84,83,33,123,0,0,0,1834,0,0,0
4321.16,677,323,0.0988,1836,84,83,33,123,0,0,0,1836,0,0,0
4322.28,680,320,0.0864,1836,84,81,33,122,0,0,0,1836,0,0,0
4323.48,680,320,0.0837,1836,84,81,33,122,0,0,0,1836,0,0,0
4324.62,680,320,0.0860,1836,84,81,33,122,0,0,0,1836,0,0,0
4325.76,680,320,0.0863,1836,84,81,33,122,0,0,0,1836,0,0,0
4326.88,680,320,0.1009,1836,84,81,33,122,0,0,0,1836,0,0,0
4328.07,680,320,0.1056,1836,84,81,34,121,0,2,0,1836,0,0,0
4329.24,680,320,0.1043,1838,84,81,34,121,0,0,0,1838,2,0,0
4330.37,681,319,0.1028,1838,84,81,34,120,0,0,0,1838,2,0,0
4331.53,683,317,0.0958,1838,84,80,33,120,0,0,0,1838,2,0,0
4332.72,683,317,0.0962,1838,84,80,34,119,0,2,0,1838,2,0,0
4333.89,684,316,0.0916,1838,84,79,35,118,0,2,0,1838,2,0,0
4335.06,684,316,0.0900,1838,84,79,35,118,0,0,0,1838,0,0,0
4336.17,684,316,0.0907,1838,84,79,35,118,0,0,0,1838,0,2,0
4337.27,684,316,0.0930,1838,84,79,35,118,0,0,0,1838,0,2,0
4338.38,684,316,0.0896,1838,84,79,35,118,0,0,0,1838,0,0,0
4339.49,684,316,0.0922,1838,84,79,35,118,0,0,0,1838,0,0,0
4340.59,684,316,0.0946,1838,84,79,35,118,0,0,0,1838,0,0,0
4341.70,684,316,0.0917,1840,84,79,35,118,0,0,0,1840,0,0,0
4342.96,684,316,0.0959,1840,84,79,35,118,0,0,0,1840,0,0,0
4344.13,685,315,0.0972,1840,84,79,35,117,0,0,0,1840,0,0,0
4345.24,685,315,0.0961,1840,84,79,36,116,0,2,0,1840,0,0,0
4346.41,685,315,0.0963,1840,84,79,36,116,0,2,0,1840,0,0,0
4347.59,686,314,0.0920,1840,84,78,36,116,0,0,0,1840,0,0,0
4348.75,686,314,0.0972,1840,84,78,36,116,0,0,0,1840,0,0,0
4349.88,686,314,0.0966,1840,84,78,36,116,0,0,0,1840,0,0,0
4350.97,686,314,0.1072,1840,84,78,36,116,0,0,0,1840,0,0,0
4352.06,686,314,0.1028,1840,84,78,36,116,0,0,0,1840,0,0,0
4353.18,686,314,0.1012,1840,84,78,36,116,0,0,0,1840,0,0,0
4354.29,687,313,0.0956,1840,83,78,36,116,0,0,0,1840,0,0,0
4355.45,687,313,0.1019,1840,83,78,36,116,0,0,0,1840,0,0,0
4356.55,687,313,0.1013,1840,83,78,36,116,0,0,0,1840,0,0,0
4357.66,687,313,0.1019,1840,83,78,37,115,0,0,0,1840,0,2,0
4358.77,688,312,0.0976,1840,83,78,37,114,0,0,0,1840,0,2,0
4359.94,688,312,0.0984,1840,83,78,37,114,0,0,0,1840,0,0,0
4361.12,688,312,0.0974,1840,83,78,38,113,0,0,0,1840,0,4,0
4362.22,688,312,0.0962,1840,83,78,38,113,0,0,0,1840,0,2,0
4363.35,688,312,0.0993,1840,83,78,38,113,0,0,0,1840,0,0,0
4364.45,688,312,0.1052,1840,83,78,38,113,0,0,0,1840,0,0,0
4365.58,689,311,0.1087,1840,83,78,37,113,0,0,0,1840,0,2,0
4366.78,689,311,0.1059,1840,83,78,37,113,0,0,0,1840,0,2,0
4367.91,689,311,0.1051,1840,83,78,37,113,0,0,0,1840,0,0,0
4369.05,689,311,0.1046,1842,83,78,37,113,0,0,0,1842,0,0,0
4370.20,690,310,0.0980,1842,83,78,37,112,0,0,0,1842,0,0,0
4371.34,690,310,0.1093,1842,83,78,37,112,0,0,0,1842,0,0,0
4372.46,690,310,0.1173,1842,83,78,37,112,0,0,0,1842,0,0,0
4373.56,690,310,0.1186,1842,83,78,37,112,0,0,0,1842,0,0,0
4374.63,691,309,0.1133,1842,82,78,37,112,0,0,0,1842,0,0,0
4375.75,691,309,0.1132,1842,82,78,37,112,0,0,0,1842,0,0,0
4376.87,692,308,0.1097,1842,82,78,37,111,0,0,0,1842,0,0,0
4378.03,692,308,0.1134,1842,82,78,37,111,0,0,0,1842,0,2,0
4379.20,692,308,0.1115,1842,82,78,37,111,0,0,0,1842,0,2,0
4380.29,692,308,0.1222,1842,82,78,37,111,0,0,0,1842,0,0,0
4381.37,692,308,0.1256,1842,82,78,37,111,0,0,0,1842,0,0,0
4382.47,692,308,0.1290,1842,82,78,37,111,0,0,0,1842,0,0,0
4383.58,692,308,0.1287,1842,82,78,37,111,0,0,0,1842,0,0,0
4384.67,692,308,0.1297,1842,82,78,37,111,0,0,0,1842,0,0,0
4385.77,692,308,0.1268,1842,82,78,37,111,0,0,0,1842,0,0,0
4386.87,694,306,0.1271,1842,81,77,37,111,0,0,0,1842,0,0,0
4387.97,694,306,0.1286,1844,81,77,37,111,0,0,0,1844,0,0,0
4389.12,696,304,0.1282,1844,81,77,36,110,0,0,0,1844,0,0,0
4390.27,697,303,0.1281,1844,80,77,36,110,0,0,0,1844,0,0,0
4391.40,697,303,0.1314,1844,80,77,36,110,0,0,0,1844,0,0,0
4392.55,698,302,0.1306,1844,80,77,35,110,0,0,0,1844,0,0,0
4393.70,699,301,0.1228,1844,80,77,34,110,0,0,0,1844,0,0,0
4394.85,699,301,0.1315,1844,80,77,34,110,0,0,0,1844,0,0,0
4395.94,700,300,0.1204,1844,80,77,33,110,0,0,0,1844,0,0,0
4397.03,701,299,0.1159,1844,80,77,32,110,0,0,0,1844,0,0,0
4398.19,701,299,0.1145,1844,80,77,32,110,0,0,0,1844,0,0,0
4399.25,701,299,0.1170,1844,80,77,32,110,0,0,0,1844,0,0,0
4400.33,701,299,0.1168,1844,80,77,32,110,0,0,0,1844,0,0,0
4401.40,701,299,0.1264,1844,80,77,32,110,0,0,0,1844,0,0,0
4402.48,701,299,0.1363,1844,80,77,33,109,0,0,0,1844,0,2,0
4403.56,701,299,0.1322,1846,80,77,33,109,0,0,0,1846,0,0,0
4404.68,701,299,0.1293,1846,80,77,34,108,0,0,0,1846,0,2,0
4405.80,701,299,0.1312,1846,80,77,34,108,0,0,0,1846,0,4,0
4406.88,701,299,0.1314,1846,80,77,34,108,0,0,0,1846,0,0,0
4408.32,701,299,0.1387,1844,80,77,34,108,0,0,0,1844,0,0,0
4409.38,702,298,0.1274,1844,80,77,33,108,0,0,0,1844,0,0,0
4410.49,702,298,0.1333,1844,80,77,33,108,0,0,0,1844,0,0,0
4411.58,702,298,0.1386,1844,80,77,33,108,0,0,0,1844,0,0,0
4412.64,702,298,0.1361,1844,80,77,33,108,0,0,0,1844,0,0,0
4413.76,702,298,0.1377,1844,80,77,33,108,0,0,0,1844,0,0,0
4414.84,703,297,0.1338,1844,80,76,33,108,0,0,0,1844,0,0,0
4415.94,704,296,0.1282,1844,79,76,33,108,0,0,0,1844,0,0,0
4417.44,705,295,0.1272,1844,78,76,33,108,0,0,0,1844,2,0,0
4418.46,705,295,0.1286,1844,78,76,33,108,0,0,0,1844,2,2,0
4419.54,705,295,0.1352,1846,78,76,33,108,0,0,0,1846,2,0,0
4420.62,706,294,0.1296,1846,78,76,33,107,0,0,0,1846,2,0,0
4421.73,707,293,0.1230,1846,78,76,32,107,0,0,0,1846,2,0,0
4422.84,707,293,0.1222,1846,78,76,32,107,0,0,0,1846,0,0,0
4423.95,707,293,0.1232,1846,78,76,32,107,0,0,0,1846,2,0,0
4424.99,707,293,0.1231,1846,78,76,32,107,0,0,0,1846,2,0,0
4426.05,707,293,0.1248,1848,78,76,32,107,0,0,0,1848,2,0,0
4427.11,707,293,0.1248,1848,78,76,32,107,0,0,0,1848,2,0,0
4428.22,708,292,0.1257,1848,78,76,32,106,0,0,0,1848,2,0,0
4429.28,708,292,0.1262,1848,78,76,32,106,0,0,0,1848,0,0,0
4430.34,708,292,0.1258,1848,78,76,32,106,0,0,0,1848,0,0,0
4431.41,708,292,0.1237,1848,78,76,32,106,0,0,0,1848,0,0,0
4432.47,708,292,0.1252,1848,78,76,32,106,0,0,0,1848,0,0,0
4433.54,710,290,0.1155,1848,78,76,30,106,0,0,0,1848,0,0,0
4434.76,711,289,0.1153,1848,78,75,30,106,0,0,0,1848,2,0,0
4436.08,712,288,0.1143,1848,78,75,29,106,0,0,0,1848,2,0,0
4437.19,713,287,0.1071,1848,78,75,28,106,0,0,0,1848,2,0,0
4438.33,714,286,0.1022,1848,77,75,28,106,0,0,0,1848,2,0,0
4439.48,714,286,0.1074,1848,77,75,29,105,0,0,0,1848,2,2,0
4440.55,714,286,0.1115,1848,77,75,29,105,0,0,0,1848,0,0,0
4441.58,714,286,0.1138,1848,77,75,29,105,0,0,0,1848,0,0,0
4442.61,715,285,0.1088,1848,77,74,29,105,0,0,0,1848,0,0,0
4443.67,715,285,0.1079,1848,77,74,29,105,0,0,0,1848,0,0,0
4444.78,716,284,0.1128,1848,77,74,29,104,0,0,0,1848,0,0,0
4445.86,717,283,0.1070,1850,77,74,28,104,0,0,0,1850,0,0,0
4446.95,719,281,0.1092,1850,76,74,28,103,0,0,0,1850,0,0,0
4448.01,720,280,0.1063,1850,76,74,28,102,0,0,0,1850,0,0,0
4449.16,720,280,0.1044,1850,76,74,28,102,0,0,0,1850,0,0,0
4450.20,720,280,0.1035,1850,76,74,28,102,0,0,0,1850,0,0,0
4451.30,720,280,0.1025,1850,76,74,29,101,0,0,0,1850,0,2,0
4452.33,721,279,0.0994,1850,76,73,29,101,0,0,0,1850,0,0,0
4453.43,721,279,0.1005,1850,76,73,29,101,0,0,0,1850,0,0,0
4454.46,721,279,0.1038,1850,76,73,29,101,0,0,0,1850,0,0,0
4455.50,721,279,0.1101,1850,76,73,29,101,0,0,0,1850,0,0,0
4456.52,721,279,0.1084,1850,76,73,30,100,0,0,0,1850,0,2,0
4457.67,721,279,0.1108,1850,76,73,30,100,0,0,0,1850,0,2,0
4458.77,721,279,0.1067,1850,76,73,30,100,0,0,0,1850,0,0,0
4459.80,721,279,0.1117,1850,76,73,30,100,0,0,0,1850,0,0,0
4460.93,721,279,0.1079,1850,76,73,30,100,0,0,0,1850,0,0,0
4462.07,721,279,0.1103,1850,76,73,30,100,0,0,0,1850,0,0,0
4463.12,721,279,0.1091,1850,76,73,30,100,0,0,0,1850,0,0,0
4464.14,721,279,0.1152,1850,76,73,30,100,0,0,0,1850,0,0,0
4465.23,721,279,0.1144,1850,76,73,30,100,0,0,0,1850,0,0,0
4466.31,722,278,0.1103,1850,76,73,30,99,0,0,0,1850,0,0,0
4467.33,722,278,0.1083,1850,76,73,30,99,0,0,0,1850,0,0,0
4468.43,722,278,0.1089,1850,76,73,30,99,0,0,0,1850,0,0,0
4469.46,723,277,0.1095,1850,76,73,29,99,0,0,0,1850,0,0,0
4470.48,723,277,0.1092,1850,76,73,29,99,0,0,0,1850,0,0,0
4471.56,723,277,0.1200,1850,76,73,29,99,0,0,0,1850,0,0,0
4472.59,723,277,0.1190,1850,76,73,29,99,0,0,0,1850,0,0,0
4473.64,723,277,0.1222,1850,76,73,29,99,0,0,0,1850,0,0,0
4474.71,724,276,0.1185,1850,75,73,29,99,0,0,0,1850,0,0,0
4475.79,724,276,0.1223,1850,75,73,30,98,0,2,0,1850,0,0,0
4476.84,725,275,0.1154,1850,75,72,30,98,0,0,0,1850,0,0,0
4477.92,725,275,0.1146,1850,75,72,30,98,0,0,0,1850,0,0,0
4478.96,725,275,0.1149,1850,75,72,30,98,0,0,0,1850,0,0,0
4480.05,725,275,0.1133,1850,75,72,30,98,0,0,0,1850,0,0,0
4481.09,725,275,0.1139,1850,75,72,30,98,0,0,0,1850,0,0,0
4482.11,726,274,0.1148,1850,75,72,29,98,0,0,0,1850,0,0,0
4483.21,727,273,0.1076,1850,75,71,29,98,0,0,0,1850,0,0,0
4484.27,727,273,0.1110,1850,75,71,29,98,0,0,0,1850,0,0,0
4485.29,727,273,0.1077,1850,75,71,29,98,0,0,0,1850,0,0,0
4486.30,727,273,0.1103,1850,75,71,30,97,0,0,0,1850,0,2,0
4487.39,727,273,0.1125,1850,75,71,30,97,0,0,0,1850,0,2,0
4488.43,730,270,0.1040,1850,73,71,29,97,0,0,0,1850,0,0,0
4489.49,731,269,0.1032,1850,72,71,29,97,0,0,0,1850,0,0,0
4490.54,731,269,0.1056,1850,72,71,29,97,0,0,0,1850,0,0,0
4491.56,731,269,0.1099,1850,72,71,29,97,0,0,0,1850,0,0,0
4492.56,731,269,0.1070,1850,72,71,29,97,0,0,0,1850,0,0,0
4493.59,731,269,0.1064,1850,72,71,29,97,0,0,0,1850,0,0,0
4494.77,731,269,0.1197,1850,72,71,29,97,0,0,0,1850,0,0,0
4495.78,731,269,0.1141,1850,72,71,29,97,0,0,0,1850,0,0,0
4496.79,731,269,0.1129,1850,72,71,29,97,0,0,0,1850,0,0,0
4497.80,731,269,0.1213,1850,72,71,29,97,0,0,0,1850,0,0,0
4498.85,731,269,0.1181,1850,72,71,29,97,0,0,0,1850,0,0,0
4499.86,731,269,0.1181,1850,72,71,29,97,0,0,0,1850,0,0,0
4500.92,731,269,0.1179,1850,72,71,30,96,0,2,0,1850,0,0,0
4501.96,731,269,0.1187,1850,72,71,30,96,0,2,0,1850,0,0,0
4502.99,731,269,0.1303,1850,72,71,30,96,0,0,0,1850,0,0,0
4504.04,731,269,0.1299,1850,72,71,30,96,0,0,0,1850,0,0,0
4505.09,731,269,0.1299,1850,72,71,31,95,0,0,0,1850,0,2,0
4506.16,731,269,0.1297,1850,72,71,32,94,0,0,0,1850,0,4,0
4507.18,731,269,0.1295,1850,72,71,32,94,0,0,0,1850,0,0,0
4508.20,731,269,0.1289,1850,72,71,32,94,0,0,0,1850,0,2,0
4509.30,731,269,0.1305,1850,72,71,32,94,0,0,0,1850,0,2,0
4510.32,731,269,0.1317,1850,72,71,32,94,0,0,0,1850,0,0,0
4511.32,731,269,0.1386,1850,72,71,32,94,0,0,0,1850,0,0,0
4512.33,731,269,0.1346,1850,72,71,32,94,0,0,0,1850,0,0,0
4513.34,731,269,0.1342,1850,72,71,32,94,0,0,0,1850,0,0,0
4514.36,731,269,0.1368,1850,72,71,32,94,0,0,0,1850,0,0,0
4515.41,731,269,0.1346,1850,72,71,32,94,0,0,0,1850,2,0,0
4516.46,731,269,0.1352,1850,72,71,32,94,0,0,0,1850,2,0,0
4517.48,731,269,0.1339,1850,72,71,32,94,0,0,0,1850,2,0,0
4518.56,732,268,0.1309,1850,72,71,31,94,0,0,0,1850,2,0,0
4519.58,732,268,0.1288,1850,72,71,31,94,0,0,0,1850,2,0,0
4520.63,732,268,0.1360,1850,72,71,31,94,0,0,0,1850,0,0,0
4521.85,732,268,0.1416,1850,72,71,31,94,0,0,0,1850,0,0,0
4522.95,732,268,0.1503,1850,72,71,31,94,0,0,0,1850,0,0,0
4524.06,732,268,0.1550,1850,72,71,31,94,0,0,0,1850,0,0,0
4525.11,733,267,0.1513,1850,71,71,31,94,0,0,0,1850,0,0,0
4526.18,733,267,0.1524,1852,71,71,31,94,0,0,0,1852,0,0,0
4527.25,733,267,0.1508,1852,71,71,31,94,0,0,0,1852,0,0,0
4528.30,734,266,0.1478,1852,71,71,31,93,0,0,0,1852,0,0,0
4529.46,734,266,0.1480,1850,71,71,31,93,0,0,0,1850,0,0,0
4530.54,735,265,0.1419,1850,71,71,30,93,0,0,0,1850,0,0,0
4531.77,735,265,0.1420,1850,71,71,30,93,0,0,0,1850,0,0,0
4532.82,736,264,0.1393,1850,70,71,30,93,0,0,0,1850,0,0,0
4533.95,737,263,0.1330,1850,70,70,30,93,0,0,0,1850,0,2,0
4535.12,737,263,0.1347,1850,70,70,30,93,0,0,0,1850,0,0,0
4536.34,738,262,0.1327,1850,70,70,29,93,0,0,0,1850,0,0,0
4537.54,739,261,0.1462,1850,70,70,28,93,0,0,0,1850,0,0,0
4538.63,739,261,0.1522,1850,70,70,28,93,0,0,0,1850,0,0,0
4539.68,739,261,0.1521,1850,70,70,28,93,0,2,0,1850,0,0,0
4540.77,740,260,0.1460,1850,69,70,28,93,0,2,0,1850,0,0,0
4541.88,742,258,0.1338,1850,68,70,27,93,0,0,0,1850,0,0,0
4543.03,742,258,0.1366,1850,68,70,28,92,0,0,0,1850,0,2,0
4544.14,742,258,0.1357,1850,68,70,28,92,0,0,0,1850,0,0,0
4545.25,742,258,0.1350,1850,68,70,28,92,0,0,0,1850,0,0,0
4546.32,742,258,0.1354,1850,68,70,28,92,0,0,0,1850,0,0,0
4547.38,742,258,0.1401,1850,68,70,29,91,0,0,0,1850,0,2,0
4548.49,742,258,0.1453,1850,68,70,29,91,0,0,0,1850,0,2,0
4549.57,743,257,0.1422,1850,67,70,29,91,0,0,0,1850,0,0,0
4550.65,743,257,0.1489,1850,67,70,29,91,0,0,0,1850,0,0,0
4551.75,744,256,0.1491,1850,67,69,29,91,0,0,0,1850,0,0,2
4552.85,745,255,0.1443,1850,66,69,29,91,0,0,0,1850,0,0,2
4553.95,746,254,0.1380,1850,65,69,29,91,0,0,0,1850,0,0,2
4554.98,746,254,0.1373,1850,65,69,29,91,0,0,0,1850,0,0,2
4556.15,746,254,0.1381,1850,65,69,29,91,0,0,0,1850,0,0,2
4557.35,746,254,0.1389,1850,65,69,29,91,0,0,0,1850,0,0,0
4558.37,746,254,0.1418,1850,65,69,29,91,0,0,0,1850,0,0,0
4559.40,746,254,0.1470,1850,65,69,29,91,0,0,0,1850,0,0,0
4560.57,746,254,0.1473,1850,65,69,29,91,0,0,0,1850,0,0,0
4561.59,747,253,0.1544,1850,64,69,29,91,0,0,0,1850,0,0,0
4562.62,747,253,0.1532,1850,64,69,29,91,0,0,0,1850,0,0,0
4563.67,748,252,0.1459,1850,64,68,29,91,0,0,0,1850,0,0,0
4564.71,749,251,0.1426,1850,64,68,28,91,0,0,0,1850,0,0,0
4565.75,750,250,0.1387,1850,64,67,28,91,0,0,0,1850,0,0,0
4566.79,750,250,0.1381,1850,64,67,28,91,0,0,0,1850,0,0,0
4567.98,751,249,0.1328,1850,63,67,28,91,0,0,0,1850,0,0,0
4569.11,751,249,0.1343,1850,63,67,28,91,0,0,0,1850,2,0,0
4570.13,751,249,0.1416,1850,63,67,28,91,0,0,0,1850,2,0,0
4571.20,751,249,0.1395,1850,63,67,28,91,0,0,0,1850,6,0,0
4572.40,751,249,0.1397,1850,63,67,28,91,0,0,0,1850,6,2,0
4573.42,752,248,0.1317,1850,63,67,27,91,0,0,0,1850,6,2,0
4574.45,752,248,0.1311,1850,63,67,27,91,0,0,0,1850,4,0,0
4575.64,752,248,0.1334,1850,63,67,27,91,0,0,0,1850,4,0,0
4576.79,752,248,0.1374,1850,63,67,27,91,0,0,0,1850,0,0,0
4577.91,752,248,0.1415,1850,63,67,27,91,0,0,0,1850,0,0,0
4579.13,753,247,0.1401,1850,63,67,26,91,0,0,0,1850,0,0,0
4580.16,753,247,0.1411,1850,63,67,26,91,0,0,0,1850,0,0,0
4581.17,753,247,0.1418,1850,63,67,26,91,0,0,0,1850,0,0,0
4582.17,754,246,0.1363,1850,62,67,26,91,0,0,0,1850,0,0,0
4583.23,754,246,0.1369,1850,62,67,26,91,0,0,0,1850,0,0,0
4584.28,755,245,0.1302,1850,61,67,26,91,0,0,0,1850,0,0,0
4585.36,755,245,0.1302,1850,61,67,26,91,0,0,0,1850,0,0,0
4586.45,755,245,0.1304,1850,61,67,26,91,0,0,0,1850,0,0,0
4587.52,756,244,0.1299,1850,61,66,26,91,0,0,0,1850,0,0,0
4588.54,756,244,0.1376,1850,61,66,26,91,0,0,0,1850,0,0,0
4589.54,758,242,0.1190,1850,61,64,26,91,0,0,0,1850,0,0,2
4590.70,758,242,0.1288,1850,61,64,26,91,0,0,0,1850,0,0,2
4591.85,758,242,0.1287,1850,61,64,26,91,0,0,0,1850,0,0,2
4592.98,758,242,0.1297,1850,61,64,26,91,0,0,0,1850,0,0,2
4594.12,758,242,0.1305,1852,61,64,26,91,0,0,0,1852,0,0,2
4595.25,759,241,0.1273,1852,61,64,26,90,0,0,0,1852,0,0,2
4596.26,759,241,0.1270,1852,61,64,26,90,0,0,0,1852,0,0,0
4597.44,759,241,0.1273,1852,61,64,26,90,0,0,0,1852,2,0,0
4598.51,759,241,0.1304,1852,61,64,26,90,0,0,0,1852,2,2,0
4599.54,760,240,0.1255,1852,61,63,26,90,0,0,0,1852,2,2,0
4600.62,761,239,0.1207,1852,61,63,25,90,0,0,0,1852,4,0,0
4601.79,761,239,0.1199,1852,61,63,25,90,0,0,0,1852,4,0,0
4602.94,761,239,0.1263,1852,61,63,25,90,0,0,0,1852,2,0,0
4604.07,761,239,0.1246,1852,61,63,25,90,0,0,0,1852,2,0,0
4605.08,761,239,0.1373,1852,61,63,25,90,0,0,0,1852,2,0,0
4606.25,761,239,0.1367,1852,61,63,25,90,0,0,0,1852,0,0,0
4607.44,761,239,0.1392,1852,61,63,25,90,0,0,0,1852,0,0,0
4608.63,761,239,0.1382,1852,61,63,25,90,0,0,0,1852,0,0,0
4609.64,761,239,0.1315,1852,61,63,25,90,0,0,0,1852,0,0,0
4610.64,761,239,0.1438,1852,61,63,25,90,0,0,0,1852,0,0,0
4611.81,761,239,0.1460,1852,61,63,25,90,0,0,0,1852,0,0,0
4613.00,761,239,0.1480,1852,61,63,25,90,0,0,0,1852,0,0,0
4614.06,761,239,0.1473,1852,61,63,25,90,0,0,0,1852,0,0,0
4615.44,762,238,0.1416,1852,61,62,25,90,0,0,0,1852,0,0,0
4616.47,763,237,0.1360,1852,61,61,25,90,0,0,0,1852,0,0,0
4617.62,763,237,0.1411,1852,61,61,25,90,0,0,0,1852,0,0,0
4618.75,764,236,0.1461,1852,61,60,25,90,0,0,0,1852,0,0,0
4619.78,765,235,0.1391,1852,60,60,25,90,0,0,0,1852,0,0,0
4620.97,765,235,0.1377,1852,60,60,25,90,0,0,0,1852,0,0,0
4621.98,765,235,0.1470,1852,60,60,25,90,0,0,0,1852,0,0,0
4623.07,765,235,0.1475,1852,60,60,25,90,0,0,0,1852,0,0,0
4624.15,766,234,0.1429,1852,60,59,25,90,0,0,0,1852,0,0,0
4625.33,766,234,0.1409,1852,60,59,25,90,0,0,0,1852,0,0,0
4626.34,766,234,0.1397,1852,60,59,25,90,0,0,0,1852,0,0,0
4627.51,767,233,0.1314,1852,60,59,24,90,0,0,0,1852,0,0,0
4628.66,767,233,0.1263,1852,60,59,24,90,0,0,0,1852,0,0,0
4629.68,767,233,0.1347,1852,60,59,24,90,0,0,0,1852,0,0,0
4630.84,767,233,0.1427,1852,60,59,24,90,0,0,0,1852,0,0,0
4631.95,767,233,0.1493,1852,60,59,24,90,0,0,0,1852,0,0,0
4633.14,767,233,0.1460,1852,59,60,24,90,0,0,2,1852,0,0,0
4634.28,767,233,0.1451,1852,59,60,24,90,0,0,2,1852,0,0,0
4635.39,767,233,0.1462,1852,59,60,24,90,0,0,2,1852,0,0,0
4636.48,767,233,0.1468,1852,59,60,24,90,0,0,0,1852,0,0,0
4637.64,767,233,0.1570,1852,59,60,25,89,0,0,0,1852,0,2,0
4638.75,767,233,0.1687,1852,59,60,25,89,0,0,0,1852,0,0,0
4639.80,767,233,0.1775,1852,59,60,25,89,0,0,0,1852,2,0,0
4640.91,767,233,0.1782,1854,59,60,25,89,0,0,0,1854,2,0,0
4642.12,769,231,0.1643,1854,59,60,25,87,0,0,0,1854,2,0,0
4643.13,769,231,0.1659,1854,59,60,25,87,0,0,0,1854,2,0,0
4644.14,769,231,0.1696,1854,59,60,25,87,0,0,0,1854,2,0,0
4645.30,769,231,0.1656,1854,59,60,25,87,0,0,0,1854,0,0,0
4646.41,772,228,0.1656,1854,58,59,24,87,0,0,0,1854,0,0,0
4647.42,772,228,0.1723,1854,58,59,24,87,0,0,0,1854,0,0,0
4648.54,772,228,0.1738,1854,58,59,24,87,0,0,0,1854,0,0,0
4649.67,772,228,0.1814,1854,58,59,24,87,0,0,0,1854,0,0,0
4650.80,772,228,0.1821,1854,58,59,24,87,0,0,0,1854,0,0,0
4651.94,772,228,0.1858,1854,58,59,24,87,0,0,0,1854,0,0,0
4653.08,772,228,0.1829,1854,58,59,24,87,0,0,0,1854,0,0,0
4654.17,772,228,0.1858,1854,58,59,24,87,0,0,0,1854,0,0,0
4655.32,773,227,0.1793,1854,58,59,24,86,0,0,0,1854,0,0,0
4656.46,773,227,0.1848,1854,58,59,25,85,0,2,0,1854,0,0,0
4657.53,774,226,0.1765,1854,58,58,25,85,0,2,0,1854,0,0,0
4658.53,774,226,0.1754,1854,58,58,26,84,0,2,0,1854,0,0,0
4659.61,774,226,0.1802,1854,58,58,26,84,0,2,0,1854,0,0,0
4660.70,776,224,0.1690,1854,57,58,27,82,0,0,0,1854,0,2,0
4661.78,777,223,0.1586,1854,57,57,27,82,0,0,0,1854,0,2,0
4662.97,777,223,0.1590,1854,57,57,27,82,0,0,0,1854,0,0,0
4664.05,777,223,0.1655,1854,57,57,27,82,0,0,0,1854,0,2,0
4665.05,777,223,0.1663,1854,57,57,27,82,0,0,0,1854,0,0,0
4666.13,777,223,0.1670,1854,57,57,27,82,0,0,0,1854,0,0,0
4667.17,777,223,0.1715,1854,57,57,27,82,0,0,0,1854,0,0,0
4668.24,778,222,0.1634,1854,57,57,26,82,0,0,0,1854,0,0,0
4669.25,778,222,0.1642,1854,57,57,26,82,0,0,0,1854,0,0,0
4670.29,779,221,0.1563,1854,57,56,26,82,0,0,0,1854,0,0,0
4671.41,779,221,0.1567,1854,57,56,26,82,0,0,0,1854,0,0,0
4672.48,779,221,0.1625,1854,57,56,26,82,0,0,0,1854,0,0,0
4673.61,779,221,0.1638,1854,57,56,26,82,0,0,0,1854,0,0,0
4674.71,779,221,0.1701,1854,57,56,26,82,0,0,0,1854,0,0,0
4675.86,779,221,0.1708,1854,57,56,26,82,0,0,0,1854,0,0,0
4676.95,779,221,0.1725,1854,57,56,26,82,0,0,0,1854,0,0,0
4678.09,779,221,0.1761,1854,57,56,26,82,0,0,0,1854,0,0,0
4679.14,779,221,0.1771,1854,57,56,26,82,0,0,0,1854,0,0,0
4680.20,779,221,0.1767,1854,57,56,26,82,0,0,0,1854,0,0,0
4681.27,780,220,0.1846,1854,57,55,26,82,0,0,0,1854,0,0,0
4682.40,780,220,0.1864,1854,57,55,26,82,0,0,0,1854,0,0,0
4683.57,780,220,0.1904,1854,57,55,26,82,0,0,0,1854,0,0,0
4684.69,780,220,0.1979,1854,57,55,26,82,0,0,0,1854,0,0,0
