Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub3,Exit_Exit_Sub2,Exit_Exit_Sub1,Exit_Exit_Sub_Main,Zone_ZoneSensor stair (3),Zone_ZoneSensor stair (9),Zone_ZoneSensor stair,Zone_ZoneSensor (1),Zone_ZoneSensor stair (6),Zone_ZoneSensor stair (7),Zone_ZoneSensor stair (4)_noSmartSign
1280.00,150,850,0.0198,1750,220,203,68,359,0,0,0,1750,0,0,0
1281.33,150,850,0.0218,1750,220,203,68,359,0,0,0,1750,2,0,0
1282.64,150,850,0.0190,1750,220,203,68,359,0,0,0,1750,2,0,0
1283.91,150,850,0.0186,1750,220,203,68,359,0,0,0,1750,2,0,0
1285.17,150,850,0.0217,1750,220,203,68,359,0,0,0,1750,2,0,0
1286.44,150,850,0.0234,1750,220,203,68,359,0,0,0,1750,2,0,0
1287.75,150,850,0.0242,1750,220,203,68,359,0,0,0,1750,0,0,0
1289.02,150,850,0.0240,1750,220,203,68,359,0,0,0,1750,0,0,0
1290.37,150,850,0.0242,1750,220,203,68,359,0,0,0,1750,0,0,0
1291.63,150,850,0.0235,1750,220,203,68,359,0,0,0,1750,0,0,0
1292.94,150,850,0.0238,1750,220,203,68,359,0,0,0,1750,0,2,0
1294.26,150,850,0.0244,1750,220,203,68,359,0,0,0,1750,0,2,0
1295.54,151,849,0.0243,1750,219,203,68,359,0,0,0,1750,0,0,0
1296.87,151,849,0.0235,1750,219,203,68,359,0,0,0,1750,0,0,0
1298.53,151,849,0.0225,1750,219,203,68,359,0,0,0,1750,0,0,0
1299.80,152,848,0.0235,1750,219,202,68,359,0,0,0,1750,0,0,0
1301.13,152,848,0.0238,1750,219,202,68,359,0,0,0,1750,0,0,0
1302.49,152,848,0.0240,1750,219,202,68,359,0,0,0,1750,0,0,0
1303.76,152,848,0.0236,1750,219,202,68,359,0,0,0,1750,0,0,0
1305.03,153,847,0.0212,1750,219,202,68,358,0,0,0,1750,0,0,0
1306.32,153,847,0.0216,1750,219,202,68,358,0,0,0,1750,0,0,0
1307.63,153,847,0.0218,1750,219,202,68,358,0,0,0,1750,0,0,2
1308.85,153,847,0.0216,1750,219,202,68,358,0,0,0,1750,0,0,2
1310.13,153,847,0.0207,1750,219,202,68,358,0,0,0,1750,0,0,2
1311.40,153,847,0.0198,1750,219,202,68,358,0,0,0,1750,0,0,2
1312.43,153,847,0.0209,1750,219,202,68,358,0,0,0,1750,0,0,2
1313.92,153,847,0.0198,1750,219,202,68,358,0,0,0,1750,0,0,2
1315.18,154,846,0.0185,1752,219,202,68,357,0,0,0,1752,0,0,0
1316.46,154,846,0.0188,1752,219,202,68,357,0,0,0,1752,0,0,0
1317.84,154,846,0.0185,1752,219,202,69,356,0,0,0,1752,0,2,0
1319.47,154,846,0.0202,1752,219,202,69,356,0,0,0,1752,0,2,0
1320.80,154,846,0.0222,1752,219,202,70,355,0,0,0,1752,0,2,0
1322.05,155,845,0.0191,1752,219,202,69,355,0,0,0,1752,0,0,0
1323.35,155,845,0.0217,1752,219,202,69,355,0,0,0,1752,0,0,0
1324.66,155,845,0.0212,1752,219,202,69,355,0,0,0,1752,0,0,0
1325.91,156,844,0.0199,1752,219,202,69,354,0,0,0,1752,0,0,0
1327.21,156,844,0.0192,1752,219,202,69,354,0,0,0,1752,0,0,0
1328.55,157,843,0.0172,1752,218,202,69,354,0,0,0,1752,0,0,0
1329.87,157,843,0.0166,1752,218,202,69,354,0,0,0,1752,0,0,0
1331.14,157,843,0.0185,1752,218,202,69,354,0,0,0,1752,0,0,0
1332.43,157,843,0.0189,1752,218,202,69,354,0,0,0,1752,0,0,0
1333.75,157,843,0.0189,1752,218,202,69,354,0,0,0,1752,0,0,0
1335.02,157,843,0.0188,1752,218,202,69,354,0,0,0,1752,0,0,0
1336.28,157,843,0.0180,1752,218,202,69,354,0,0,0,1752,0,0,0
1337.58,157,843,0.0189,1752,218,202,69,354,0,0,0,1752,0,0,0
1338.84,157,843,0.0189,1752,218,202,69,354,0,0,0,1752,0,0,0
1340.09,157,843,0.0184,1752,218,202,69,354,0,0,0,1752,0,0,0
1341.36,157,843,0.0200,1752,218,202,69,354,0,0,0,1752,0,0,0
1342.63,157,843,0.0210,1752,218,202,69,354,0,0,0,1752,0,0,0
1343.89,157,843,0.0224,1752,218,202,69,354,0,0,0,1752,0,0,0
1345.15,157,843,0.0221,1752,218,202,69,354,0,0,0,1752,0,0,0
1346.43,157,843,0.0220,1752,218,202,69,354,0,0,0,1752,0,0,0
1347.71,157,843,0.0222,1752,218,202,69,354,0,0,0,1752,0,0,0
1348.96,157,843,0.0223,1752,218,202,69,354,0,0,0,1752,0,0,0
1350.24,159,841,0.0183,1752,218,202,68,353,0,0,0,1752,0,0,0
1351.58,159,841,0.0190,1752,218,202,68,353,0,0,0,1752,0,0,0
1352.89,160,840,0.0167,1752,218,202,67,353,0,0,0,1752,0,0,0
1354.18,160,840,0.0168,1752,218,202,68,352,0,0,0,1752,0,2,0
1355.49,160,840,0.0178,1752,218,202,68,352,0,0,0,1752,0,2,0
1356.80,160,840,0.0189,1752,218,202,68,352,0,0,0,1752,0,2,0
1358.10,160,840,0.0195,1752,218,202,68,352,0,0,0,1752,0,0,0
1359.42,160,840,0.0189,1752,218,202,68,352,0,0,0,1752,2,0,0
1360.64,160,840,0.0199,1752,218,202,68,352,0,0,0,1752,2,0,0
1361.95,160,840,0.0196,1752,218,202,69,351,0,0,0,1752,2,2,0
1363.22,160,840,0.0194,1752,218,202,69,351,0,0,0,1752,2,2,0
1364.49,160,840,0.0191,1752,218,202,69,351,0,0,0,1752,2,0,0
1365.75,160,840,0.0188,1752,218,202,69,351,0,0,0,1752,0,0,0
1367.01,160,840,0.0191,1752,218,202,69,351,0,0,0,1752,0,0,0
1368.31,160,840,0.0193,1752,218,202,69,351,0,0,0,1752,0,0,0
1369.55,160,840,0.0181,1752,218,202,69,351,0,0,0,1752,0,0,0
1370.80,160,840,0.0187,1752,218,202,69,351,0,0,0,1752,0,0,0
1372.07,160,840,0.0191,1752,218,202,69,351,0,0,0,1752,0,0,0
1373.26,160,840,0.0191,1752,218,202,69,351,0,0,0,1752,0,0,0
1374.54,160,840,0.0215,1752,218,202,69,351,0,0,0,1752,0,0,0
1375.79,160,840,0.0205,1754,218,202,70,350,0,2,0,1754,0,0,0
1377.14,160,840,0.0202,1754,218,202,70,350,0,2,0,1754,0,0,0
1378.50,161,839,0.0182,1754,218,201,70,350,0,0,0,1754,0,0,0
1379.77,161,839,0.0186,1752,218,201,70,350,0,0,0,1752,0,0,0
1381.04,161,839,0.0177,1752,218,201,70,350,0,0,0,1752,0,0,0
1382.24,161,839,0.0176,1752,218,201,70,350,0,0,0,1752,0,0,0
1383.54,161,839,0.0205,1752,218,201,70,350,0,0,0,1752,0,0,0
1384.79,161,839,0.0191,1752,218,201,70,350,0,0,0,1752,0,0,0
1386.05,162,838,0.0173,1752,218,200,70,350,0,0,0,1752,0,0,0
1387.37,162,838,0.0166,1752,218,200,70,350,0,0,0,1752,0,0,0
1388.65,162,838,0.0168,1752,218,200,70,350,0,0,0,1752,0,0,0
1389.91,162,838,0.0171,1752,218,200,70,350,0,0,0,1752,0,0,0
1391.15,162,838,0.0165,1752,218,200,70,350,0,0,0,1752,0,0,0
1392.43,162,838,0.0165,1752,218,200,70,350,0,0,0,1752,0,0,0
1393.75,164,836,0.0124,1752,218,200,68,350,0,0,0,1752,0,0,0
1395.02,164,836,0.0131,1752,218,200,68,350,0,0,0,1752,0,0,0
1396.28,164,836,0.0140,1752,218,200,68,350,0,0,0,1752,2,0,0
1397.59,165,835,0.0160,1752,218,199,68,350,0,0,0,1752,2,0,0
1398.91,165,835,0.0176,1752,218,199,68,350,0,0,0,1752,2,0,0
1400.23,165,835,0.0173,1752,218,199,68,350,0,0,0,1752,2,0,0
1401.51,165,835,0.0186,1752,218,199,68,350,0,0,0,1752,2,0,0
1402.79,165,835,0.0174,1752,218,199,68,350,0,0,0,1752,0,0,0
1404.01,165,835,0.0177,1752,218,199,68,350,0,0,0,1752,0,0,0
1405.24,165,835,0.0175,1752,218,199,68,350,0,0,0,1752,0,0,0
1406.49,165,835,0.0174,1752,218,199,68,350,0,0,0,1752,0,0,0
1407.77,165,835,0.0180,1752,218,199,68,350,0,0,0,1752,0,0,0
1409.36,165,835,0.0179,1752,218,199,68,350,0,0,0,1752,0,0,0
1410.59,165,835,0.0177,1752,218,199,68,350,0,0,0,1752,0,2,0
1411.92,165,835,0.0177,1752,218,199,68,350,0,0,0,1752,0,2,0
1413.18,165,835,0.0166,1752,218,199,68,350,0,0,0,1752,0,0,0
1414.43,165,835,0.0178,1752,218,199,68,350,0,0,0,1752,0,0,0
1415.69,166,834,0.0186,1752,218,198,68,350,0,0,0,1752,0,0,0
1417.00,166,834,0.0200,1754,218,198,68,350,0,0,0,1754,0,0,0
1418.34,167,833,0.0184,1754,218,198,68,349,0,0,0,1754,0,0,0
1419.60,167,833,0.0179,1754,218,198,68,349,0,0,0,1754,0,0,0
1420.84,167,833,0.0182,1754,218,198,68,349,0,0,0,1754,0,0,0
1422.18,167,833,0.0179,1754,218,198,68,349,0,0,0,1754,0,0,0
1423.45,167,833,0.0180,1754,218,198,68,349,0,0,0,1754,0,0,0
1424.71,167,833,0.0187,1754,218,198,68,349,0,0,0,1754,0,0,0
1425.94,167,833,0.0200,1754,218,198,68,349,0,0,0,1754,0,0,0
1427.18,167,833,0.0200,1756,218,198,68,349,0,0,0,1756,0,0,0
1428.45,167,833,0.0196,1756,218,198,68,349,0,0,0,1756,0,0,0
1429.69,167,833,0.0205,1756,218,198,68,349,0,0,0,1756,0,0,0
1430.93,167,833,0.0210,1754,218,198,68,349,0,0,0,1754,0,0,0
1432.18,167,833,0.0197,1754,218,198,68,349,0,0,0,1754,0,0,0
1433.49,167,833,0.0189,1754,218,198,68,349,0,0,0,1754,0,0,0
1434.93,167,833,0.0189,1754,218,198,68,349,0,0,0,1754,0,0,0
1436.19,167,833,0.0201,1754,218,198,68,349,0,0,0,1754,0,0,0
1437.43,167,833,0.0216,1754,218,198,68,349,0,0,0,1754,0,0,0
1438.71,167,833,0.0220,1754,218,198,68,349,0,0,0,1754,0,0,0
1439.91,167,833,0.0226,1754,218,198,68,349,0,0,0,1754,0,0,0
1441.14,167,833,0.0229,1754,218,198,68,349,0,0,0,1754,0,0,0
1442.40,167,833,0.0232,1754,218,198,68,349,0,0,0,1754,0,0,0
1443.89,167,833,0.0231,1754,218,198,68,349,0,0,0,1754,0,0,0
1444.97,167,833,0.0226,1754,218,198,68,349,0,0,0,1754,0,0,0
1446.26,167,833,0.0226,1754,218,198,68,349,0,0,0,1754,0,0,0
1447.52,167,833,0.0233,1754,218,198,68,349,0,0,0,1754,0,0,0
1448.81,169,831,0.0198,1754,218,197,67,349,0,0,0,1754,0,0,0
1450.09,169,831,0.0195,1754,218,197,67,349,0,0,0,1754,0,0,0
1451.46,169,831,0.0191,1754,218,197,67,349,0,0,0,1754,0,0,0
1452.75,170,830,0.0179,1754,217,197,67,349,0,0,0,1754,0,0,0
1454.11,170,830,0.0175,1754,217,197,67,349,0,0,0,1754,0,0,0
1455.23,170,830,0.0168,1754,217,197,67,349,0,0,0,1754,0,0,0
1456.48,170,830,0.0178,1754,217,197,67,349,0,0,0,1754,0,0,0
1457.73,171,829,0.0174,1754,217,197,67,348,0,0,0,1754,0,0,0
1459.04,171,829,0.0176,1754,217,197,67,348,0,0,0,1754,0,0,0
1460.47,171,829,0.0183,1754,217,197,67,348,0,0,0,1754,0,0,0
1461.70,172,828,0.0153,1754,216,197,67,348,0,0,0,1754,0,0,0
1462.99,172,828,0.0161,1754,216,197,67,348,0,0,0,1754,0,0,0
1464.29,172,828,0.0164,1754,216,197,67,348,0,0,0,1754,0,0,0
1465.62,172,828,0.0162,1754,216,197,67,348,0,0,0,1754,0,0,0
1466.92,172,828,0.0163,1754,216,197,67,348,0,0,0,1754,0,0,2
1468.18,172,828,0.0157,1754,216,197,67,348,0,0,0,1754,0,0,2
1469.42,172,828,0.0160,1754,216,197,67,348,0,0,0,1754,0,0,2
1470.66,172,828,0.0161,1754,216,197,67,348,0,0,0,1754,0,0,2
1471.90,172,828,0.0161,1754,216,197,67,348,0,0,0,1754,0,0,2
1473.15,172,828,0.0164,1754,216,197,67,348,0,0,0,1754,0,0,2
1474.42,172,828,0.0176,1754,216,197,67,348,0,0,0,1754,0,0,0
1475.66,172,828,0.0175,1754,216,197,67,348,0,0,0,1754,0,0,0
1476.90,172,828,0.0177,1754,216,197,67,348,0,0,0,1754,0,0,0
1478.09,172,828,0.0186,1754,216,197,67,348,0,0,0,1754,0,0,0
1479.34,172,828,0.0178,1754,216,197,67,348,0,0,0,1754,0,0,0
1480.57,172,828,0.0171,1754,216,197,67,348,0,0,0,1754,0,0,0
1481.80,172,828,0.0210,1754,216,197,67,348,0,0,0,1754,0,0,0
1483.09,173,827,0.0212,1754,215,197,67,348,0,0,0,1754,0,0,0
1484.41,173,827,0.0237,1754,215,197,68,347,0,0,0,1754,0,2,0
1486.03,173,827,0.0230,1754,215,197,68,347,0,0,0,1754,0,0,0
1487.27,173,827,0.0221,1754,215,197,68,347,0,0,0,1754,0,0,0
1488.58,173,827,0.0228,1754,215,197,68,347,0,0,0,1754,0,0,0
1489.81,173,827,0.0239,1754,215,197,68,347,0,0,0,1754,0,0,0
1491.05,173,827,0.0228,1754,215,197,68,347,0,0,0,1754,0,0,0
1492.27,173,827,0.0223,1754,215,197,68,347,0,0,0,1754,0,0,0
1493.52,173,827,0.0218,1754,215,197,68,347,0,0,0,1754,0,0,0
1494.77,173,827,0.0222,1754,215,197,68,347,0,0,0,1754,0,0,0
1496.02,173,827,0.0224,1754,215,197,68,347,0,0,0,1754,0,0,0
1497.28,173,827,0.0233,1754,215,197,68,347,0,0,0,1754,0,0,0
1498.56,174,826,0.0223,1754,214,197,68,347,0,0,0,1754,0,0,0
1499.83,174,826,0.0219,1754,214,197,68,347,0,0,0,1754,0,0,0
1501.09,176,824,0.0202,1754,214,196,68,346,0,0,0,1754,0,0,0
1502.73,176,824,0.0210,1754,214,196,68,346,0,0,0,1754,0,0,0
1503.98,176,824,0.0203,1754,214,196,68,346,0,0,0,1754,0,0,0
1505.22,176,824,0.0199,1754,214,196,68,346,0,0,0,1754,0,0,0
1506.46,176,824,0.0195,1754,214,196,68,346,0,0,0,1754,0,0,0
1507.70,176,824,0.0202,1754,214,196,68,346,0,0,0,1754,0,0,0
1508.99,176,824,0.0201,1754,214,196,68,346,0,0,0,1754,0,0,0
1510.26,176,824,0.0202,1754,214,196,68,346,0,0,0,1754,0,0,0
1511.60,176,824,0.0201,1754,214,196,68,346,0,0,0,1754,0,0,0
1512.84,176,824,0.0199,1754,214,196,68,346,0,0,0,1754,0,0,0
1514.11,176,824,0.0203,1754,214,196,68,346,0,0,0,1754,0,0,0
1515.37,176,824,0.0203,1754,214,196,68,346,0,0,0,1754,0,0,0
1516.67,177,823,0.0186,1754,214,196,67,346,0,0,0,1754,0,0,0
1517.93,177,823,0.0187,1754,214,196,67,346,0,0,0,1754,0,0,0
1519.25,177,823,0.0204,1754,214,196,67,346,0,0,0,1754,2,0,0
1520.46,177,823,0.0204,1754,214,196,67,346,0,0,0,1754,2,0,0
1521.70,177,823,0.0203,1754,214,196,67,346,0,0,0,1754,2,0,0
1522.92,177,823,0.0197,1754,214,196,67,346,0,0,0,1754,2,0,0
1524.18,177,823,0.0225,1754,214,196,67,346,0,0,0,1754,2,0,0
1525.42,177,823,0.0227,1754,214,196,67,346,0,0,0,1754,0,0,0
1526.67,178,822,0.0200,1754,214,196,66,346,0,0,0,1754,0,0,0
1527.92,178,822,0.0201,1754,214,196,66,346,0,0,0,1754,0,0,0
1529.24,178,822,0.0199,1754,214,196,66,346,0,0,0,1754,0,0,0
1530.49,178,822,0.0206,1756,214,196,66,346,0,0,0,1756,0,0,0
1531.76,179,821,0.0193,1756,214,196,66,345,0,0,0,1756,0,0,0
1533.02,179,821,0.0188,1756,214,196,66,345,0,0,0,1756,0,0,0
1534.38,179,821,0.0189,1756,214,196,66,345,0,0,0,1756,0,0,0
1535.61,179,821,0.0181,1756,214,196,66,345,0,0,0,1756,0,0,0
1536.86,179,821,0.0181,1756,214,196,66,345,0,0,0,1756,0,0,0
1538.11,180,820,0.0172,1756,214,195,66,345,0,0,0,1756,0,0,0
1539.44,180,820,0.0171,1756,214,195,66,345,0,0,0,1756,0,0,0
1540.67,180,820,0.0170,1756,214,195,66,345,0,0,0,1756,0,0,0
1541.92,180,820,0.0187,1756,214,195,66,345,0,0,0,1756,0,0,0
1543.14,180,820,0.0185,1756,214,195,66,345,0,0,0,1756,0,0,0
1544.41,180,820,0.0181,1756,214,195,67,344,0,0,0,1756,0,2,0
1545.69,181,819,0.0170,1756,214,195,67,343,0,0,0,1756,0,2,0
1546.98,181,819,0.0167,1756,214,195,67,343,0,0,0,1756,0,0,0
1548.23,182,818,0.0153,1756,214,195,67,342,0,0,0,1756,0,0,0
1549.51,182,818,0.0148,1756,214,195,67,342,0,0,0,1756,0,0,0
1550.80,182,818,0.0137,1756,214,195,67,342,0,0,0,1756,0,0,0
1552.03,182,818,0.0153,1756,214,195,67,342,0,0,0,1756,0,0,0
1553.30,182,818,0.0150,1756,214,195,67,342,0,0,0,1756,0,0,0
1554.57,182,818,0.0146,1756,214,195,67,342,0,0,0,1756,0,0,0
1555.79,182,818,0.0153,1756,214,195,67,342,0,0,0,1756,0,0,0
1557.03,183,817,0.0132,1756,213,195,67,342,0,0,0,1756,0,0,0
1558.22,183,817,0.0148,1756,213,195,67,342,0,0,0,1756,0,0,0
1559.52,183,817,0.0145,1756,213,195,67,342,0,0,0,1756,0,0,0
1560.74,183,817,0.0139,1756,213,195,67,342,0,0,0,1756,0,0,0
1561.95,183,817,0.0137,1756,213,195,67,342,0,0,0,1756,0,0,0
1563.18,183,817,0.0149,1756,213,195,67,342,0,0,0,1756,0,0,0
1564.42,183,817,0.0146,1756,213,195,67,342,0,0,0,1756,0,0,0
1565.66,183,817,0.0149,1756,213,195,67,342,0,0,0,1756,0,0,0
1566.88,183,817,0.0142,1756,213,195,67,342,0,0,0,1756,0,0,0
1568.11,183,817,0.0147,1756,213,195,67,342,0,0,0,1756,0,0,0
1569.38,183,817,0.0150,1756,213,195,67,342,0,0,0,1756,0,0,0
1570.61,183,817,0.0166,1756,213,195,67,342,0,0,0,1756,0,0,0
1571.82,183,817,0.0160,1756,213,195,67,342,0,0,0,1756,0,0,0
1573.24,183,817,0.0162,1756,213,195,67,342,0,0,0,1756,0,0,0
1574.29,183,817,0.0169,1756,213,195,67,342,0,0,0,1756,0,0,0
1575.57,183,817,0.0155,1756,213,195,67,342,0,0,0,1756,0,0,0
1576.82,184,816,0.0158,1756,213,195,66,342,0,0,0,1756,0,0,0
1578.04,185,815,0.0145,1756,212,195,66,342,0,0,0,1756,0,0,0
1579.40,185,815,0.0161,1756,212,195,66,342,0,0,0,1756,0,2,0
1580.69,185,815,0.0185,1756,212,195,66,342,0,0,0,1756,0,2,0
1581.93,185,815,0.0225,1756,212,195,66,342,0,0,0,1756,0,0,0
1583.15,185,815,0.0226,1756,212,195,66,342,0,0,0,1756,0,0,0
1584.39,185,815,0.0219,1756,212,195,66,342,0,0,0,1756,0,0,0
1585.61,185,815,0.0219,1756,212,195,66,342,0,0,0,1756,0,0,0
1586.85,185,815,0.0223,1756,212,195,66,342,0,0,0,1756,0,0,0
1588.08,185,815,0.0232,1756,212,195,66,342,0,0,0,1756,0,0,0
1589.33,185,815,0.0239,1756,212,195,66,342,0,0,0,1756,0,0,0
1590.57,185,815,0.0271,1756,212,195,66,342,0,0,0,1756,0,0,0
1591.80,185,815,0.0266,1756,212,195,66,342,0,0,0,1756,0,0,0
1593.03,185,815,0.0262,1756,212,195,66,342,0,0,0,1756,0,0,0
1594.28,185,815,0.0257,1756,212,195,66,342,0,0,0,1756,0,0,0
1595.51,185,815,0.0258,1756,212,195,66,342,0,0,0,1756,0,0,0
1596.77,185,815,0.0258,1756,212,195,66,342,0,0,0,1756,0,0,0
1598.07,185,815,0.0251,1758,212,195,66,342,0,0,0,1758,0,0,0
1599.32,185,815,0.0267,1758,212,195,66,342,0,0,0,1758,0,0,0
1600.56,186,814,0.0237,1758,212,195,66,341,0,0,0,1758,0,0,0
1601.85,186,814,0.0245,1758,212,195,66,341,0,0,0,1758,0,0,0
1603.09,186,814,0.0243,1758,212,195,66,341,0,0,0,1758,0,0,0
1604.35,186,814,0.0242,1758,212,195,66,341,0,0,0,1758,0,0,0
1605.58,186,814,0.0243,1758,212,195,66,341,0,0,0,1758,0,0,0
1606.81,186,814,0.0270,1758,212,195,66,341,0,0,0,1758,0,0,0
1608.06,187,813,0.0242,1758,212,195,65,341,0,0,0,1758,0,0,0
1609.38,187,813,0.0245,1758,212,195,65,341,0,0,0,1758,0,0,0
1610.59,187,813,0.0241,1758,212,195,65,341,0,0,0,1758,0,0,0
1611.80,187,813,0.0241,1758,212,195,65,341,0,0,0,1758,0,0,0
1613.03,187,813,0.0251,1758,212,195,65,341,0,0,0,1758,0,0,0
1614.29,187,813,0.0245,1758,212,195,65,341,0,0,0,1758,0,0,0
1615.53,187,813,0.0242,1758,212,195,65,341,0,0,0,1758,0,0,0
1616.79,187,813,0.0257,1758,212,195,65,341,0,0,0,1758,0,0,0
1617.97,187,813,0.0267,1758,212,195,65,341,0,0,0,1758,0,0,0
1619.24,188,812,0.0251,1758,212,194,65,341,0,0,0,1758,0,0,0
1620.54,188,812,0.0257,1758,212,194,65,341,0,0,0,1758,0,0,0
1621.80,189,811,0.0237,1758,212,194,65,340,0,0,0,1758,0,0,0
1623.05,190,810,0.0220,1758,212,193,65,340,0,0,0,1758,0,0,0
1624.38,191,809,0.0202,1758,212,193,65,339,0,0,0,1758,0,0,0
1625.66,191,809,0.0208,1758,212,193,65,339,0,0,0,1758,0,0,0
1626.90,191,809,0.0211,1758,212,193,65,339,0,0,0,1758,0,0,0
1628.14,191,809,0.0204,1758,212,193,65,339,0,0,0,1758,0,0,0
1629.35,191,809,0.0209,1758,212,193,65,339,0,0,0,1758,0,0,0
1630.57,191,809,0.0204,1758,212,193,65,339,0,0,0,1758,0,0,0
1631.81,191,809,0.0199,1758,212,193,66,338,0,0,0,1758,0,2,0
1633.11,191,809,0.0216,1758,212,193,66,338,0,0,0,1758,0,2,0
1634.34,191,809,0.0218,1758,212,193,66,338,0,0,0,1758,0,0,0
1635.58,191,809,0.0228,1758,212,193,66,338,0,0,0,1758,0,0,0
1636.81,192,808,0.0241,1758,212,193,66,337,0,0,0,1758,0,0,0
1638.03,193,807,0.0220,1758,212,192,66,337,0,0,0,1758,0,0,0
1639.33,193,807,0.0219,1758,212,192,66,337,0,0,0,1758,0,0,0
1640.73,193,807,0.0222,1758,212,192,66,337,0,0,0,1758,0,0,0
1641.99,193,807,0.0256,1758,212,192,66,337,0,0,0,1758,0,0,0
1643.20,193,807,0.0249,1758,212,192,66,337,0,0,0,1758,0,0,0
1644.43,193,807,0.0246,1758,212,192,67,336,0,0,0,1758,0,2,0
1645.70,193,807,0.0248,1758,212,192,67,336,0,0,0,1758,0,2,0
1646.91,193,807,0.0235,1758,212,192,67,336,0,0,0,1758,0,0,0
1648.17,193,807,0.0268,1758,212,192,68,335,0,0,0,1758,0,2,0
1649.43,193,807,0.0274,1758,212,192,68,335,0,0,0,1758,0,2,0
1650.66,193,807,0.0272,1758,212,192,68,335,0,0,0,1758,0,0,0
1651.90,193,807,0.0295,1758,212,192,68,335,0,0,0,1758,0,0,0
1653.43,193,807,0.0305,1758,212,192,68,335,0,0,0,1758,0,0,0
1654.66,193,807,0.0300,1758,212,192,68,335,0,0,0,1758,0,0,0
1655.92,193,807,0.0308,1758,212,192,69,334,0,0,0,1758,0,2,0
1657.17,193,807,0.0323,1758,212,192,69,334,0,0,0,1758,0,2,0
1658.41,193,807,0.0314,1758,212,192,69,334,0,0,0,1758,0,0,0
1659.64,193,807,0.0322,1758,212,192,69,334,0,0,0,1758,0,0,0
1660.87,193,807,0.0323,1758,212,192,69,334,0,0,0,1758,0,0,0
1662.09,193,807,0.0337,1758,212,192,69,334,0,0,0,1758,0,0,0
1663.33,193,807,0.0338,1758,212,192,69,334,0,0,0,1758,0,0,0
1664.57,194,806,0.0330,1758,212,192,68,334,0,0,0,1758,0,0,0
1665.85,194,806,0.0319,1758,212,192,68,334,0,0,0,1758,0,0,0
1667.06,194,806,0.0333,1758,212,192,68,334,0,0,0,1758,0,0,0
1668.30,194,806,0.0359,1758,212,192,68,334,0,0,0,1758,0,0,0
1669.52,194,806,0.0357,1758,212,192,68,334,0,0,0,1758,0,0,0
1670.75,194,806,0.0372,1758,212,192,68,334,0,0,0,1758,0,0,0
1671.95,195,805,0.0365,1758,211,192,68,334,0,0,0,1758,0,0,0
1673.18,195,805,0.0371,1758,211,192,68,334,0,0,0,1758,0,0,0
1674.47,195,805,0.0378,1758,211,192,68,334,0,0,0,1758,0,0,0
1675.72,195,805,0.0373,1758,211,192,68,334,0,0,0,1758,0,0,0
1676.94,196,804,0.0364,1758,211,192,67,334,0,0,0,1758,0,0,0
1678.17,197,803,0.0335,1758,210,192,67,334,0,0,0,1758,0,0,0
1679.43,197,803,0.0348,1758,210,192,67,334,0,0,0,1758,0,0,0
1680.70,198,802,0.0329,1758,210,192,66,334,0,0,0,1758,0,0,0
1682.17,198,802,0.0320,1758,210,192,66,334,0,0,0,1758,0,0,0
1683.40,198,802,0.0307,1758,210,192,66,334,0,0,0,1758,0,0,0
1684.63,198,802,0.0321,1758,210,192,66,334,0,0,0,1758,0,0,0
1685.89,198,802,0.0319,1758,210,192,66,334,0,0,0,1758,0,0,0
1687.16,199,801,0.0301,1758,210,192,66,333,0,0,0,1758,2,0,0
1688.42,199,801,0.0299,1758,210,192,66,333,0,0,0,1758,2,0,0
1689.68,200,800,0.0294,1758,210,192,65,333,0,0,0,1758,2,0,0
1690.97,200,800,0.0303,1758,210,192,65,333,0,0,0,1758,2,0,0
1692.16,200,800,0.0306,1758,210,192,65,333,0,0,0,1758,2,0,0
1693.37,200,800,0.0299,1758,210,192,65,333,0,0,0,1758,0,0,0
1694.57,200,800,0.0329,1758,210,192,65,333,0,0,0,1758,0,0,0
1695.80,200,800,0.0314,1760,210,192,65,333,0,0,0,1760,0,0,0
1696.99,201,799,0.0320,1760,210,192,65,332,0,0,0,1760,0,0,0
1698.24,201,799,0.0308,1760,210,192,65,332,0,0,0,1760,0,0,0
1699.51,201,799,0.0321,1760,210,192,65,332,0,0,0,1760,0,2,0
1700.81,201,799,0.0332,1760,210,192,65,332,0,0,0,1760,0,2,0
1702.19,201,799,0.0322,1760,210,192,65,332,0,0,0,1760,0,0,0
1703.24,201,799,0.0337,1760,210,192,65,332,0,0,0,1760,0,0,0
1704.45,202,798,0.0300,1764,209,192,65,332,0,0,0,1764,0,0,0
1705.78,203,797,0.0283,1764,209,191,65,332,0,0,0,1764,0,0,0
1707.07,204,796,0.0265,1764,209,191,65,331,0,0,0,1764,0,0,0
1708.31,204,796,0.0264,1762,209,191,65,331,0,0,0,1762,0,0,0
1709.53,204,796,0.0268,1762,209,191,65,331,0,0,0,1762,0,0,0
1710.81,204,796,0.0273,1762,209,191,65,331,0,0,0,1762,0,0,0
1712.00,204,796,0.0271,1762,209,191,65,331,0,0,0,1762,0,0,0
1713.20,204,796,0.0295,1762,209,191,65,331,0,0,0,1762,0,0,0
1714.41,204,796,0.0301,1762,209,191,65,331,0,0,0,1762,0,0,0
1715.66,204,796,0.0302,1762,209,191,65,331,0,0,0,1762,0,0,0
