Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Seed,ActiveSigns,Exit_Exit_Sub3,Exit_Exit_Sub2,Exit_Exit_Sub1,Exit_Exit_Sub_Main,Zone_ZoneSensor stair (4)_noSmartSign,Zone_ZoneSensor (1)
141.94,313,687,0.8450,4,0,0,185,160,59,283,2,4
142.95,324,676,0.8559,2,0,0,185,159,56,276,2,0
143.96,329,671,0.8512,2,0,0,183,158,56,274,2,2
144.97,332,668,0.8676,6,0,0,181,157,56,274,2,6
145.97,339,661,0.8659,6,0,0,180,154,55,272,0,6
146.98,344,656,0.8579,2,0,0,178,152,55,271,0,2
147.98,346,654,0.8701,4,0,0,178,151,55,270,4,2
148.99,347,653,0.8723,4,0,0,178,150,55,270,4,0
149.99,348,652,0.8771,4,0,0,178,149,55,270,4,0
151.00,352,648,0.8681,4,0,0,177,149,54,268,4,0
152.01,356,644,0.8663,4,0,0,176,148,54,266,4,2
153.01,359,641,0.8523,2,0,0,175,147,54,265,2,0
154.01,362,638,0.8491,2,0,0,175,146,54,263,0,2
155.01,368,632,0.8561,0,0,0,173,145,53,261,0,0
156.02,373,627,0.8602,0,0,0,172,143,53,259,0,0
157.03,375,625,0.8810,2,0,0,171,142,53,259,2,0
158.03,378,622,0.9013,2,0,0,169,141,53,259,2,0
159.04,383,617,0.9131,2,0,0,169,138,52,258,2,2
160.04,388,612,0.9005,4,0,0,167,136,52,257,4,0
161.04,391,609,0.9205,4,0,0,166,135,51,257,4,0
162.04,397,603,0.9449,4,0,0,165,134,49,255,4,2
163.05,400,600,0.9521,4,0,0,164,134,49,253,4,2
164.06,403,597,0.9551,4,0,0,163,134,47,253,4,2
165.06,414,586,0.9688,4,0,0,159,131,46,250,4,2
166.07,415,585,0.9624,4,0,0,158,131,46,250,4,4
167.08,420,580,0.9868,2,0,0,157,130,46,247,2,0
168.09,426,574,1.0074,4,0,0,157,127,46,244,4,0
169.09,431,569,1.0235,6,0,0,154,125,46,244,6,0
170.10,438,562,1.0234,6,0,0,151,124,46,241,6,2
171.10,444,556,1.0205,6,0,0,149,123,46,238,6,0
172.10,452,548,1.0197,6,0,0,147,119,45,237,6,0
173.11,455,545,1.0453,4,0,0,145,118,45,237,4,2
174.11,460,540,1.0706,2,0,0,144,117,45,234,2,2
175.12,467,533,1.0852,0,0,0,142,116,45,230,0,0
176.12,471,529,1.0698,2,0,0,140,116,44,229,0,2
177.13,479,521,1.0778,2,0,0,137,115,42,227,2,0
178.14,481,519,1.0926,2,0,0,137,115,41,226,2,0
179.15,485,515,1.0955,2,0,0,135,115,40,225,2,0
180.15,488,512,1.1311,2,0,0,135,113,40,224,2,0
181.16,491,509,1.1420,2,0,0,133,113,40,223,2,0
182.17,496,504,1.1555,0,0,0,131,111,39,223,0,0
183.17,502,498,1.1847,2,0,0,131,107,39,221,2,2
184.18,506,494,1.1851,4,0,0,130,107,38,219,4,2
185.18,512,488,1.1973,4,0,0,129,105,38,216,4,0
186.18,518,482,1.2070,4,0,0,126,104,38,214,4,0
187.19,521,479,1.2517,4,0,0,126,102,37,214,2,4
188.19,525,475,1.2523,2,0,0,125,102,37,211,0,2
189.20,528,472,1.2811,0,0,0,124,102,36,210,0,0
190.21,537,463,1.2813,0,0,0,121,101,34,207,0,0
191.21,542,458,1.3010,2,0,0,120,100,33,205,0,2
192.22,549,451,1.3113,4,0,0,118,98,33,202,0,4
193.23,552,448,1.3125,4,0,0,118,96,33,201,0,4
194.23,558,442,1.3333,2,0,0,118,95,33,196,0,2
195.24,562,438,1.3380,0,0,0,118,93,33,194,0,0
196.24,570,430,1.3836,2,0,0,115,90,33,192,0,2
197.25,576,424,1.3893,0,0,0,113,88,33,190,0,0
198.26,582,418,1.4108,0,0,0,110,87,32,189,0,0
199.26,588,412,1.4415,0,0,0,108,84,32,188,0,0
200.27,590,410,1.4383,0,0,0,108,84,32,186,0,0
201.28,594,406,1.4909,2,0,0,106,83,32,185,0,2
202.29,598,402,1.5017,2,0,0,104,83,32,183,0,2
203.29,603,397,1.5555,4,0,0,103,81,32,181,0,4
204.30,605,395,1.4957,2,0,0,102,81,32,180,2,2
205.31,610,390,1.5093,4,0,0,100,79,31,180,4,2
206.32,616,384,1.4981,4,0,0,98,76,31,179,4,2
207.32,619,381,1.5255,4,0,0,98,76,30,177,4,0
208.33,623,377,1.4672,4,0,0,98,74,30,175,4,2
209.34,627,373,1.4876,4,0,0,97,73,30,173,4,2
210.35,631,369,1.4736,4,0,0,96,73,30,170,4,2
211.35,635,365,1.4581,4,0,0,96,70,29,170,4,4
212.36,637,363,1.4507,4,0,0,96,70,28,169,4,4
213.36,642,358,1.4619,4,0,0,95,70,26,167,4,2
214.37,645,355,1.4793,2,0,0,95,69,26,165,2,2
215.38,651,349,1.4286,2,0,0,95,66,25,163,2,0
216.38,653,347,1.4256,2,0,0,95,66,24,162,2,0
217.39,655,345,1.4211,2,0,0,95,66,24,160,0,2
218.39,661,339,1.4274,0,0,0,94,64,23,158,0,0
219.40,664,336,1.4201,2,0,0,93,64,23,156,0,2
220.41,671,329,1.4078,2,0,0,91,63,23,152,0,2
221.41,680,320,1.4074,0,0,0,88,62,22,148,0,0
222.42,686,314,1.4031,2,0,0,87,60,22,145,2,0
223.42,687,313,1.3839,4,0,0,87,60,22,144,2,4
224.42,692,308,1.3910,6,0,0,85,59,22,142,2,6
225.42,698,302,1.3649,6,0,0,83,57,22,140,2,6
226.43,702,298,1.3520,2,0,0,83,55,22,138,0,2
227.44,707,293,1.3663,2,0,0,82,52,22,137,0,2
228.45,712,288,1.3810,0,0,0,80,52,22,134,0,0
229.45,715,285,1.3482,2,0,0,80,51,22,132,0,2
230.46,717,283,1.3449,6,0,0,79,50,22,132,0,6
231.47,724,276,1.3380,2,0,0,76,49,22,129,0,2
232.48,727,273,1.3487,2,0,0,75,48,22,128,0,2
233.48,729,271,1.3494,0,0,0,75,46,22,128,0,0
234.49,733,267,1.3668,0,0,0,75,46,21,125,0,0
235.49,737,263,1.3628,0,0,0,74,45,20,124,0,0
236.50,743,257,1.3616,0,0,0,73,44,20,120,0,0
237.51,747,253,1.3386,0,0,0,72,44,20,117,0,0
238.51,753,247,1.3271,0,0,0,71,42,20,114,0,0
239.51,758,242,1.3284,0,0,0,69,41,19,113,0,0
240.52,761,239,1.3231,2,0,0,68,41,18,112,0,2
241.52,764,236,1.3121,2,0,0,68,41,16,111,0,2
242.52,768,232,1.3014,2,0,0,68,39,16,109,0,2
243.52,771,229,1.3121,2,0,0,68,39,16,106,0,2
244.53,773,227,1.3131,4,0,0,67,39,16,105,0,4
245.53,777,223,1.3193,2,0,0,64,39,16,104,0,2
246.54,780,220,1.2858,2,0,0,63,37,16,104,0,2
247.54,786,214,1.2515,0,0,0,61,35,16,102,0,0
248.54,788,212,1.2527,0,0,0,60,35,16,101,0,0
249.55,790,210,1.2553,0,0,0,60,35,16,99,0,0
250.55,793,207,1.2507,0,0,0,59,34,16,98,0,0
251.56,797,203,1.2610,0,0,0,58,33,16,96,0,0
252.56,799,201,1.2882,0,0,0,57,32,16,96,0,0
253.57,803,197,1.3108,0,0,0,55,31,16,95,0,0
254.57,804,196,1.3066,0,0,0,54,31,16,95,0,0
255.57,809,191,1.2776,0,0,0,51,31,16,93,0,0
256.57,810,190,1.2541,0,0,0,50,31,16,93,0,0
257.58,812,188,1.2622,0,0,0,50,30,16,92,0,0
258.58,817,183,1.2711,0,0,0,49,28,16,90,0,0
259.58,820,180,1.2297,0,0,0,48,28,16,88,0,0
260.58,829,171,1.2502,0,0,0,45,28,16,82,0,0
261.59,836,164,1.2735,0,0,0,43,28,15,78,0,0
262.59,840,160,1.2617,0,0,0,43,28,12,77,0,0
263.59,846,154,1.2510,0,0,0,42,28,12,72,0,0
264.60,849,151,1.2643,0,0,0,40,28,12,71,0,0
265.61,853,147,1.2702,0,0,0,39,25,12,71,0,0
266.61,857,143,1.2733,0,0,0,37,24,12,70,0,0
267.61,863,137,1.3224,0,0,0,37,23,12,65,0,0
268.61,866,134,1.3298,2,0,0,36,23,12,63,0,2
269.62,869,131,1.3323,2,0,0,36,21,11,63,0,2
270.62,873,127,1.3488,2,0,0,34,20,11,62,0,2
271.62,879,121,1.3479,2,0,0,31,20,10,60,0,2
272.62,884,116,1.3547,0,0,0,29,18,10,59,0,0
273.63,890,110,1.3640,0,0,0,29,18,9,54,0,0
274.63,896,104,1.3628,0,0,0,27,16,9,52,0,0
275.64,900,100,1.3804,0,0,0,25,14,9,52,0,0
276.64,904,96,1.3897,0,0,0,25,13,7,51,0,0
277.65,909,91,1.3748,0,0,0,24,12,6,49,0,0
278.65,912,88,1.3498,0,0,0,23,12,5,48,0,0
279.65,915,85,1.4111,0,0,0,22,12,3,48,0,0
280.66,917,83,1.4181,0,0,0,21,12,3,47,0,0
281.66,924,76,1.4043,0,0,0,19,11,2,44,0,0
282.67,927,73,1.3869,0,0,0,18,10,2,43,0,0
283.67,929,71,1.3915,0,0,0,16,10,2,43,0,0
284.68,930,70,1.4155,0,0,0,15,10,2,43,0,0
285.68,930,70,1.3747,0,0,0,15,10,2,43,0,0
286.68,933,67,1.3935,0,0,0,15,9,2,41,0,0
287.69,935,65,1.3817,0,0,0,15,9,2,39,0,0
288.70,939,61,1.4107,0,0,0,14,9,2,36,0,0
289.70,943,57,1.3813,0,0,0,13,8,2,34,0,0
290.70,944,56,1.4047,0,0,0,12,8,2,34,0,0
291.71,945,55,1.4239,0,0,0,12,8,2,33,0,0
292.71,946,54,1.4445,0,0,0,12,8,2,32,0,0
293.71,948,52,1.4384,0,0,0,11,7,2,32,0,0
294.71,952,48,1.4547,0,0,0,9,7,1,31,0,0
295.71,954,46,1.4685,0,0,0,8,7,1,30,0,0
296.72,957,43,1.4788,0,0,0,7,7,1,28,0,0
297.73,960,40,1.4693,0,0,0,6,7,1,26,0,0
298.73,960,40,1.4777,0,0,0,6,7,1,26,0,0
299.74,961,39,1.4470,0,0,0,6,7,1,25,0,0
300.74,962,38,1.4665,0,0,0,6,7,1,24,0,0
301.74,964,36,1.4483,0,0,0,5,7,1,23,0,0
302.74,964,36,1.4553,0,0,0,5,7,1,23,0,0
303.74,965,35,1.4764,0,0,0,5,7,1,22,0,0
304.75,967,33,1.4295,0,0,0,5,7,0,21,0,0
305.75,968,32,1.4116,0,0,0,5,7,0,20,0,0
306.76,969,31,1.4151,0,0,0,5,7,0,19,0,0
307.76,969,31,1.4357,0,0,0,5,7,0,19,0,0
308.76,970,30,1.4697,0,0,0,5,7,0,18,0,0
309.77,974,26,1.5330,0,0,0,4,7,0,15,0,0
310.78,976,24,1.5444,0,0,0,3,7,0,14,0,0
311.78,977,23,1.4884,0,0,0,2,7,0,14,0,0
312.78,980,20,1.5039,0,0,0,0,7,0,13,0,0
313.78,982,18,1.5411,0,0,0,0,7,0,11,0,0
314.78,982,18,1.5123,0,0,0,0,7,0,11,0,0
315.79,983,17,1.5105,0,0,0,0,7,0,10,0,0
316.79,986,14,1.4999,0,0,0,0,5,0,9,0,0
317.79,987,13,1.5206,0,0,0,0,5,0,8,0,0
318.79,988,12,1.6595,0,0,0,0,5,0,7,0,0
319.80,990,10,1.7286,0,0,0,0,5,0,5,0,0
320.80,990,10,1.7113,0,0,0,0,5,0,5,0,0
321.81,990,10,1.7145,0,0,0,0,5,0,5,0,0
322.81,991,9,1.6852,0,0,0,0,4,0,5,0,0
323.82,994,6,1.7763,0,0,0,0,4,0,2,0,0
324.83,994,6,1.7768,0,0,0,0,4,0,2,0,0
325.83,997,3,1.6009,0,0,0,0,3,0,0,0,0
326.83,997,3,1.6009,0,0,0,0,3,0,0,0,0
327.84,997,3,1.6011,0,0,0,0,3,0,0,0,0
328.85,997,3,1.6011,0,0,0,0,3,0,0,0,0
329.85,997,3,1.6010,0,0,0,0,3,0,0,0,0
330.89,999,1,1.6145,0,0,0,0,1,0,0,0,0
331.89,999,1,1.6148,0,0,0,0,1,0,0,0,0
332.89,999,1,1.6145,0,0,0,0,1,0,0,0,0
333.90,999,1,1.6144,0,0,0,0,1,0,0,0,0
334.90,999,1,1.6146,0,0,0,0,1,0,0,0,0
335.90,999,1,1.6147,0,0,0,0,1,0,0,0,0
336.90,999,1,1.6149,0,0,0,0,1,0,0,0,0
337.91,999,1,1.6143,0,0,0,0,1,0,0,0,0
338.91,999,1,1.6145,0,0,0,0,1,0,0,0,0
339.92,999,1,1.6146,0,0,0,0,1,0,0,0,0
