Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub3,Exit_Exit_Sub2,Exit_Exit_Sub1,Exit_Exit_Sub_Main,Zone_ZoneSensor stair (1),Zone_ZoneSensor stair,Zone_ZoneSensor (1),Zone_ZoneSensor stair (3),Zone_ZoneSensor stair (2),Zone_ZoneSensor stair (10),Zone_ZoneSensor stair (9),Zone_ZoneSensor stair (11),Zone_ZoneSensor stair (6),Zone_ZoneSensor stair (7),Zone_ZoneSensor stair (4)_noSmartSign,Zone_ZoneSensor stair (8)
1373.34,182,818,0.0318,1242,207,187,64,360,0,0,1242,0,0,0,0,400,0,0,0,0
1374.56,182,818,0.0355,1242,207,187,64,360,0,0,1242,0,0,0,0,400,0,0,0,0
1375.79,182,818,0.0349,1242,207,187,64,360,0,0,1242,0,0,0,0,400,0,0,0,0
1376.98,182,818,0.0373,1242,207,187,64,360,0,0,1242,0,0,0,0,400,0,0,0,0
1378.19,182,818,0.0395,1242,207,187,64,360,0,0,1242,0,0,0,0,400,0,0,0,0
1379.39,182,818,0.0373,1242,207,187,64,360,0,0,1242,0,0,0,0,400,0,0,0,0
1380.63,182,818,0.0376,1242,207,187,64,360,0,0,1242,0,0,0,0,400,0,0,0,0
1381.90,182,818,0.0387,1242,207,187,64,360,0,0,1242,0,0,0,0,400,0,0,0,0
1383.12,182,818,0.0386,1242,207,187,64,360,0,0,1242,0,0,0,0,400,0,0,0,0
1384.31,182,818,0.0395,1242,207,187,64,360,0,0,1242,0,0,0,0,400,0,0,0,0
1385.53,183,817,0.0375,1242,207,187,63,360,0,0,1242,0,0,0,0,400,0,0,0,0
1386.82,183,817,0.0400,1242,207,187,64,359,0,0,1242,0,0,0,0,400,0,4,0,0
1388.13,184,816,0.0375,1242,207,187,63,359,0,0,1242,0,0,0,0,400,0,4,0,0
1389.40,184,816,0.0391,1242,207,187,63,359,0,0,1242,0,0,0,0,400,0,0,0,0
1390.64,185,815,0.0386,1242,206,187,63,359,0,0,1242,0,0,0,0,400,0,0,0,0
1391.88,185,815,0.0376,1242,206,187,63,359,0,0,1242,0,0,0,0,400,0,0,0,0
1393.12,185,815,0.0365,1242,206,187,63,359,0,0,1242,0,0,0,0,400,0,0,0,0
1394.32,185,815,0.0380,1242,206,187,64,358,0,0,1242,0,0,0,0,400,0,2,0,0
1395.56,186,814,0.0366,1242,206,187,63,358,0,0,1242,0,0,0,0,400,0,2,0,0
1396.82,186,814,0.0346,1242,206,187,63,358,0,0,1242,0,0,0,0,400,0,0,0,0
1398.05,187,813,0.0344,1242,206,187,62,358,0,0,1242,0,0,0,0,400,0,0,0,0
1399.32,187,813,0.0342,1242,206,187,62,358,0,0,1242,0,0,0,0,400,0,0,0,0
1400.55,187,813,0.0347,1242,206,187,62,358,0,0,1242,0,0,0,0,400,0,0,0,0
1401.77,187,813,0.0335,1242,206,187,63,357,0,0,1242,0,0,0,0,400,0,2,0,0
1403.10,187,813,0.0363,1242,205,187,63,357,0,0,1242,0,0,0,0,402,0,2,0,0
1404.34,187,813,0.0383,1242,205,187,63,357,0,0,1242,0,0,0,0,402,0,0,0,0
1405.56,188,812,0.0369,1242,205,187,63,357,0,0,1242,0,0,0,0,402,0,0,0,0
1406.85,188,812,0.0382,1242,205,187,63,357,0,0,1242,0,0,0,0,402,0,0,0,0
1408.09,188,812,0.0381,1242,205,187,63,357,0,0,1242,0,0,0,0,402,0,0,0,0
1409.33,188,812,0.0368,1242,204,187,63,357,0,0,1242,0,0,0,0,404,0,0,0,0
1410.57,188,812,0.0368,1242,204,187,63,357,0,0,1242,0,0,0,0,404,0,0,0,0
1411.87,189,811,0.0368,1242,204,187,63,357,0,0,1242,0,0,0,0,404,0,0,0,0
1413.08,189,811,0.0386,1242,204,187,63,357,0,0,1242,0,0,0,0,404,0,0,0,0
1414.28,189,811,0.0369,1242,204,187,63,357,0,0,1242,0,0,0,0,404,0,0,0,0
1415.50,189,811,0.0381,1242,204,187,63,357,0,0,1242,0,0,0,0,404,0,0,0,0
1416.76,189,811,0.0380,1242,204,187,63,357,0,0,1242,0,0,0,0,404,0,0,0,0
1417.99,191,809,0.0353,1244,204,186,62,357,0,0,1244,0,0,0,0,404,0,0,0,0
1419.28,193,807,0.0336,1244,203,186,61,356,0,0,1244,0,0,0,0,406,2,0,0,0
1420.55,193,807,0.0332,1244,203,186,61,356,0,0,1244,0,0,0,0,406,2,0,0,0
1421.84,194,806,0.0324,1244,203,186,61,356,0,0,1244,0,0,0,0,406,4,0,0,0
1423.05,194,806,0.0313,1244,203,186,61,356,0,0,1244,0,0,0,0,406,4,0,0,0
1424.34,194,806,0.0312,1244,203,186,61,356,0,0,1244,0,0,0,0,406,4,0,0,0
1425.60,194,806,0.0320,1244,203,186,61,356,0,0,1244,0,0,0,0,406,2,0,0,0
1426.85,195,805,0.0284,1244,203,186,60,356,0,0,1244,0,0,0,0,406,2,0,0,0
1428.10,195,805,0.0322,1244,203,186,60,356,0,0,1244,0,0,0,0,406,2,0,0,0
1429.31,195,805,0.0306,1244,203,186,60,356,0,0,1244,0,0,0,0,406,2,0,0,0
1430.50,195,805,0.0304,1246,203,186,60,356,0,0,1246,0,0,0,0,406,2,0,0,0
1431.72,196,804,0.0291,1246,203,186,60,355,0,0,1246,0,0,0,0,406,2,0,0,0
1432.92,196,804,0.0293,1246,203,186,60,355,0,0,1246,0,0,0,0,406,2,0,0,0
1434.16,197,803,0.0277,1246,203,186,59,355,0,0,1246,0,0,0,0,406,0,0,0,0
1435.40,197,803,0.0272,1246,203,186,59,355,0,0,1246,0,0,0,0,406,0,0,0,0
1436.41,197,803,0.0278,1246,203,186,59,355,0,0,1246,0,0,0,0,406,0,0,0,0
1437.41,198,802,0.0261,1246,203,185,59,355,0,0,1246,0,0,0,0,406,0,0,0,0
1438.63,198,802,0.0284,1246,203,185,59,355,0,0,1246,0,0,0,0,406,0,0,0,0
1439.85,199,801,0.0255,1246,203,184,59,355,0,0,1246,0,0,0,0,406,0,0,0,0
1441.09,199,801,0.0246,1246,203,184,59,355,0,0,1246,0,0,0,0,406,0,0,0,0
1442.33,199,801,0.0243,1246,203,184,59,355,0,0,1246,0,0,0,0,406,0,0,0,0
1443.51,199,801,0.0245,1246,203,184,59,355,0,0,1246,0,0,0,0,406,0,0,0,0
1444.69,199,801,0.0251,1246,203,184,59,355,0,0,1246,0,0,0,0,406,0,0,0,0
1445.95,199,801,0.0270,1246,203,184,60,354,0,0,1246,0,0,0,2,406,0,0,0,0
1447.19,200,800,0.0261,1246,203,183,60,354,0,0,1246,0,0,0,0,406,0,0,0,0
1448.45,200,800,0.0280,1246,203,183,60,354,0,0,1246,0,0,0,0,406,0,0,0,0
1449.69,200,800,0.0291,1246,203,183,61,353,0,0,1246,0,0,0,0,406,0,0,0,2
1450.92,200,800,0.0259,1246,203,183,61,353,0,0,1246,0,0,0,0,406,0,0,0,2
1452.14,200,800,0.0250,1246,203,183,61,353,0,0,1246,0,0,0,0,406,0,0,0,0
1453.41,200,800,0.0268,1246,203,183,61,353,0,0,1246,0,0,0,0,406,0,0,0,0
1454.76,200,800,0.0271,1246,203,183,61,353,0,0,1246,0,0,0,0,406,0,0,0,0
1455.99,200,800,0.0258,1246,203,183,61,353,0,0,1246,0,0,0,0,406,0,0,0,0
1457.18,200,800,0.0268,1246,202,183,61,353,0,0,1246,0,0,0,0,408,0,0,0,0
1458.41,201,799,0.0248,1246,202,183,61,353,0,0,1246,0,0,0,0,408,0,0,0,0
1459.62,201,799,0.0249,1246,202,183,61,353,0,0,1246,0,0,0,0,408,0,0,0,0
1460.90,201,799,0.0257,1246,202,183,61,353,0,0,1246,0,0,0,0,408,0,0,0,0
1462.14,201,799,0.0251,1246,202,183,61,353,0,0,1246,0,0,0,0,408,0,0,0,0
1463.40,201,799,0.0242,1246,202,183,61,353,0,0,1246,0,0,0,0,408,0,0,0,2
1464.64,201,799,0.0259,1246,202,183,61,353,0,0,1246,0,0,0,2,408,0,0,0,0
1466.18,201,799,0.0258,1246,202,183,61,353,0,0,1246,0,0,0,0,408,2,0,0,0
1467.45,201,799,0.0284,1246,202,183,62,352,0,0,1246,0,0,0,0,408,2,4,0,0
1468.72,201,799,0.0237,1246,202,183,62,352,0,0,1246,0,0,0,0,408,2,4,0,0
1469.96,201,799,0.0283,1246,202,183,62,352,0,0,1246,0,0,0,0,408,2,0,0,0
1471.21,201,799,0.0275,1246,202,183,62,352,0,0,1246,0,0,0,0,408,2,0,0,0
1472.42,201,799,0.0251,1246,202,183,62,352,0,0,1246,0,0,0,0,408,0,0,0,0
1473.60,201,799,0.0258,1246,202,183,62,352,0,0,1246,0,0,0,0,408,0,0,0,0
1474.78,201,799,0.0286,1246,202,183,62,352,0,0,1246,0,0,0,0,408,0,0,0,0
1475.97,201,799,0.0295,1246,202,183,62,352,0,0,1246,0,0,0,0,408,0,0,0,0
1477.17,201,799,0.0280,1246,202,183,62,352,0,0,1246,0,0,0,0,408,0,0,0,0
1478.37,201,799,0.0281,1246,202,183,62,352,0,0,1246,0,0,0,0,408,0,0,0,0
1479.55,201,799,0.0307,1246,202,183,62,352,0,0,1246,0,0,0,0,408,0,2,0,0
1480.80,201,799,0.0299,1246,202,183,62,352,0,0,1246,0,0,0,0,408,0,2,0,2
1482.06,201,799,0.0322,1246,202,183,62,352,0,0,1246,0,0,0,0,408,0,0,0,2
1483.30,201,799,0.0324,1246,202,183,62,352,0,0,1246,0,0,0,0,408,0,0,0,0
1484.52,201,799,0.0329,1246,202,183,62,352,0,0,1246,0,0,0,0,408,0,0,0,0
1485.72,202,798,0.0304,1246,202,182,62,352,0,0,1246,0,0,0,0,408,0,0,0,0
1487.01,202,798,0.0322,1246,202,182,62,352,0,0,1246,0,0,0,0,408,0,0,0,0
1488.24,202,798,0.0293,1246,201,182,62,352,0,0,1246,0,0,0,0,410,0,0,0,0
1489.44,202,798,0.0295,1246,201,182,62,352,0,0,1246,0,0,0,0,410,0,0,0,0
1490.72,203,797,0.0287,1246,201,182,63,351,0,0,1246,0,0,0,2,410,0,0,0,0
1492.02,203,797,0.0276,1246,201,182,63,351,0,0,1246,0,0,0,0,410,0,0,0,0
1493.22,203,797,0.0295,1246,201,182,63,351,0,0,1246,0,0,0,0,410,0,0,0,0
1494.41,203,797,0.0303,1246,201,182,63,351,0,0,1246,0,0,0,0,410,2,0,0,0
1495.65,203,797,0.0307,1246,201,182,63,351,0,0,1246,0,0,0,0,410,2,0,0,0
1496.92,203,797,0.0314,1246,201,182,63,351,0,0,1246,0,0,0,0,410,2,0,0,0
1498.10,203,797,0.0353,1246,201,182,63,351,0,0,1246,0,0,0,0,410,2,2,0,0
1499.34,204,796,0.0347,1246,201,182,62,351,0,0,1246,0,0,0,0,410,2,2,0,0
1500.53,204,796,0.0341,1246,201,182,62,351,0,0,1246,0,0,0,0,410,2,0,0,0
1501.79,204,796,0.0344,1246,201,182,62,351,0,0,1246,0,0,0,0,410,0,0,0,0
1502.98,204,796,0.0361,1246,201,182,62,351,0,0,1246,0,0,0,0,410,0,0,0,0
1504.19,204,796,0.0348,1248,201,182,62,351,0,0,1248,0,0,0,0,410,0,0,0,0
1505.38,205,795,0.0350,1246,201,182,61,351,0,0,1246,0,0,0,0,410,0,0,0,0
1506.66,205,795,0.0328,1246,201,182,61,351,0,0,1246,0,0,0,0,410,0,0,0,2
1507.88,205,795,0.0328,1246,201,182,61,351,0,0,1246,0,0,0,0,410,0,0,0,2
1509.09,205,795,0.0320,1246,201,182,61,351,0,0,1246,0,0,0,0,410,0,0,0,0
1510.28,205,795,0.0379,1246,201,182,61,351,0,0,1246,0,0,0,0,410,0,0,0,0
1511.51,206,794,0.0361,1246,201,182,60,351,0,0,1246,0,0,0,0,410,0,0,2,0
1512.80,207,793,0.0347,1246,200,182,60,351,0,0,1246,0,0,0,0,410,0,0,2,0
1514.08,208,792,0.0307,1246,199,181,60,351,0,0,1246,0,0,0,0,412,0,0,2,0
1515.32,208,792,0.0345,1246,199,181,60,351,0,0,1246,0,0,0,0,412,0,0,2,0
1516.59,209,791,0.0381,1246,199,181,60,351,0,0,1246,0,0,0,0,412,0,0,2,0
1517.83,209,791,0.0364,1246,199,181,60,351,0,0,1246,0,0,0,0,412,0,0,2,0
1519.02,209,791,0.0366,1246,199,181,60,351,0,0,1246,0,0,0,0,412,0,0,0,0
1520.20,209,791,0.0369,1246,199,181,60,351,0,0,1246,0,0,0,0,412,0,0,0,0
1521.74,209,791,0.0358,1246,199,181,60,351,0,0,1246,0,0,0,0,412,0,0,0,0
1522.92,209,791,0.0390,1246,199,181,60,351,0,0,1246,0,0,0,0,412,0,0,0,0
1524.13,209,791,0.0359,1246,199,181,60,351,0,0,1246,0,0,0,0,412,0,2,0,0
1525.36,209,791,0.0389,1246,199,181,60,351,0,0,1246,0,0,0,0,412,0,2,0,0
1526.57,210,790,0.0366,1246,199,181,59,351,0,0,1246,0,0,0,0,412,0,0,0,0
1527.81,211,789,0.0344,1246,198,181,59,351,0,0,1246,0,0,0,0,412,0,0,0,0
1529.07,211,789,0.0321,1246,198,181,59,351,0,0,1246,0,0,0,0,412,0,0,0,0
1530.25,211,789,0.0341,1246,198,181,59,351,0,0,1246,0,0,0,0,412,0,0,2,0
1531.44,211,789,0.0335,1246,198,181,59,351,0,0,1246,0,0,0,0,412,0,0,2,0
1532.63,211,789,0.0362,1246,198,181,59,351,0,0,1246,0,0,0,0,412,0,0,2,0
1533.83,211,789,0.0364,1246,198,181,59,351,0,0,1246,0,0,0,0,412,0,0,2,0
1535.07,211,789,0.0369,1246,198,181,59,351,0,0,1246,0,0,0,0,412,0,0,2,0
1536.28,212,788,0.0368,1246,198,180,59,351,0,0,1246,0,0,0,0,412,0,0,0,0
1537.52,212,788,0.0364,1246,198,180,59,351,0,0,1246,0,0,0,0,412,0,0,2,0
1538.71,213,787,0.0337,1246,198,180,59,350,0,0,1246,0,0,0,0,412,0,0,2,0
1539.92,213,787,0.0347,1246,198,180,59,350,0,0,1246,0,0,0,0,412,0,0,2,0
1541.11,213,787,0.0334,1246,198,180,59,350,0,0,1246,0,0,0,0,412,0,0,2,0
1542.37,213,787,0.0330,1246,198,180,59,350,0,0,1246,0,0,0,0,412,0,0,2,0
1543.54,213,787,0.0351,1246,198,180,59,350,0,0,1246,0,0,0,0,412,0,0,0,0
1544.72,213,787,0.0369,1246,198,180,59,350,0,0,1246,0,0,0,0,412,2,0,0,0
1545.93,213,787,0.0354,1246,198,180,59,350,0,0,1246,0,0,0,0,412,2,0,0,0
1547.16,213,787,0.0367,1246,198,180,59,350,0,0,1246,0,0,0,0,412,2,0,0,0
1548.33,213,787,0.0365,1246,198,180,59,350,0,0,1246,0,0,0,0,412,2,0,0,0
1549.50,213,787,0.0382,1246,198,180,59,350,0,0,1246,0,0,0,0,412,2,0,0,0
1550.97,213,787,0.0396,1246,198,180,59,350,0,0,1246,0,0,0,0,412,0,0,0,0
1552.17,213,787,0.0440,1248,198,180,59,350,0,0,1248,0,0,0,0,412,0,0,2,0
1553.37,213,787,0.0423,1248,197,180,59,350,0,0,1248,0,0,0,0,414,0,0,2,0
1554.61,214,786,0.0414,1248,197,180,59,349,0,0,1248,0,0,0,0,414,0,0,2,0
1555.83,216,784,0.0377,1248,197,180,58,349,0,0,1248,0,0,0,0,414,0,0,2,0
1557.12,216,784,0.0386,1248,197,180,58,349,0,0,1248,0,0,0,0,414,0,0,2,0
1558.32,216,784,0.0377,1248,197,180,58,349,0,0,1248,0,0,0,0,414,0,0,2,0
1559.49,216,784,0.0391,1248,197,180,58,349,0,0,1248,0,0,0,0,414,0,0,0,0
1560.66,216,784,0.0401,1248,197,180,58,349,0,0,1248,0,0,0,0,414,0,0,0,0
1562.05,216,784,0.0408,1248,197,180,58,349,0,0,1248,0,0,0,0,414,0,0,0,0
1563.10,216,784,0.0399,1248,197,180,58,349,0,0,1248,0,0,0,0,414,2,0,0,0
1564.28,217,783,0.0401,1248,197,179,58,349,0,0,1248,0,0,0,0,414,2,0,0,0
1565.51,217,783,0.0366,1248,197,179,58,349,0,0,1248,0,0,0,0,414,2,0,0,0
1566.74,217,783,0.0393,1248,197,179,58,349,0,0,1248,0,0,0,0,414,2,0,0,0
1567.90,217,783,0.0357,1248,197,179,58,349,0,0,1248,0,0,0,0,414,2,0,0,0
1569.07,217,783,0.0366,1248,197,179,58,349,0,0,1248,0,0,0,0,414,0,0,0,0
1570.26,217,783,0.0375,1248,197,179,58,349,0,0,1248,0,0,0,0,414,0,0,0,0
1571.45,217,783,0.0378,1248,197,179,59,348,0,0,1248,0,0,0,0,414,0,2,0,0
1572.59,217,783,0.0393,1248,197,179,59,348,0,0,1248,0,0,0,0,414,0,2,0,0
1573.77,217,783,0.0382,1250,197,179,59,348,0,0,1250,0,0,0,0,414,0,0,0,0
1574.95,217,783,0.0368,1250,197,179,59,348,0,0,1250,0,0,0,0,414,0,0,0,0
1576.15,217,783,0.0380,1250,197,179,59,348,0,0,1250,0,0,0,0,414,0,0,0,0
1577.35,217,783,0.0373,1248,197,179,59,348,0,0,1248,0,0,0,0,414,0,0,0,0
1578.58,217,783,0.0375,1248,197,179,59,348,0,0,1248,0,0,0,0,414,0,0,0,0
1579.76,217,783,0.0372,1248,197,179,59,348,0,0,1248,0,0,0,0,414,0,0,0,0
1580.95,217,783,0.0375,1248,197,179,59,348,0,0,1248,0,0,0,0,414,2,0,0,0
1582.15,218,782,0.0378,1248,197,178,59,348,0,0,1248,0,0,0,0,414,2,0,0,0
1583.40,218,782,0.0359,1248,197,178,59,348,0,0,1248,0,0,0,0,414,2,0,0,0
1584.59,218,782,0.0393,1248,197,178,59,348,0,0,1248,0,0,0,0,414,2,0,0,0
1585.80,218,782,0.0408,1248,197,178,59,348,0,0,1248,0,0,0,0,414,2,0,0,0
1587.03,219,781,0.0418,1248,197,178,59,347,0,0,1248,0,0,0,0,414,0,0,0,0
1588.28,219,781,0.0422,1250,197,178,59,347,0,0,1250,0,0,0,0,414,2,0,0,0
1589.48,219,781,0.0422,1250,197,178,59,347,0,0,1250,0,0,0,0,414,2,0,0,0
1590.68,220,780,0.0409,1250,197,178,59,346,0,0,1250,0,0,0,0,414,2,0,0,0
1591.91,220,780,0.0435,1250,197,178,59,346,0,0,1250,0,0,0,0,414,2,0,0,0
1593.11,220,780,0.0438,1250,197,178,60,345,0,0,1250,0,0,0,2,414,2,0,0,0
1594.32,220,780,0.0449,1250,197,178,60,345,0,0,1250,0,0,0,0,414,0,0,0,0
1595.56,220,780,0.0429,1250,196,178,60,345,0,0,1250,0,0,0,0,416,0,2,0,0
1596.73,221,779,0.0436,1250,196,178,60,345,0,0,1250,0,0,0,0,416,0,0,0,0
1597.92,221,779,0.0454,1250,196,178,60,345,0,0,1250,0,0,0,0,416,0,0,0,0
1599.13,221,779,0.0448,1250,196,178,60,345,0,0,1250,0,0,0,0,416,0,0,0,0
1600.40,222,778,0.0431,1250,196,177,60,345,0,0,1250,0,0,0,0,416,0,0,0,0
1601.66,222,778,0.0411,1250,195,177,60,345,0,0,1250,0,0,0,0,418,0,0,0,0
1602.89,224,776,0.0385,1250,195,177,59,345,0,0,1250,0,0,0,0,418,0,0,0,0
1604.14,224,776,0.0398,1250,195,177,59,345,0,0,1250,0,0,0,0,418,2,0,0,0
1605.32,224,776,0.0398,1250,195,177,59,345,0,0,1250,0,0,0,0,418,2,0,0,0
1606.51,224,776,0.0389,1250,195,177,59,345,0,0,1250,0,0,0,0,418,2,0,0,0
1607.69,225,775,0.0372,1250,195,176,59,345,0,0,1250,0,0,0,0,418,2,0,0,0
1608.90,225,775,0.0369,1250,195,176,59,345,0,0,1250,0,0,0,0,418,2,0,0,0
1610.11,225,775,0.0370,1250,195,176,59,345,0,0,1250,0,0,0,0,418,0,0,0,2
1611.31,225,775,0.0372,1250,194,176,59,345,0,0,1250,0,0,0,0,420,0,0,0,2
1612.52,226,774,0.0364,1250,194,176,59,345,0,0,1250,0,0,0,0,420,0,0,0,0
1613.77,226,774,0.0376,1250,194,176,59,345,0,0,1250,0,0,0,0,420,0,0,0,0
1614.95,226,774,0.0372,1250,194,176,59,345,0,0,1250,0,0,0,0,420,0,0,0,0
1616.11,226,774,0.0367,1252,194,176,59,345,0,0,1252,0,0,0,0,420,0,0,0,0
1617.32,226,774,0.0371,1252,194,176,59,345,0,0,1252,0,0,0,0,420,0,0,0,0
1618.49,227,773,0.0376,1252,194,176,59,344,0,0,1252,0,0,0,0,420,0,0,0,0
1619.67,227,773,0.0387,1252,194,176,59,344,0,0,1252,0,0,0,0,420,0,0,0,0
1620.84,227,773,0.0374,1252,194,176,59,344,0,0,1252,0,0,0,0,420,0,0,0,0
1622.05,228,772,0.0362,1252,194,176,59,343,0,0,1252,0,0,0,0,420,0,0,0,0
1623.30,230,770,0.0329,1252,194,175,58,343,0,0,1252,0,0,0,0,420,0,0,0,0
1624.51,230,770,0.0348,1252,194,175,58,343,0,0,1252,0,0,0,0,420,0,0,0,0
1625.70,230,770,0.0337,1252,194,175,59,342,0,0,1252,0,0,0,0,420,0,2,0,0
1626.91,230,770,0.0332,1252,194,175,59,342,0,0,1252,0,0,0,0,420,0,4,0,0
1628.44,230,770,0.0336,1252,194,175,59,342,0,0,1252,0,0,0,0,420,0,2,0,0
1629.62,230,770,0.0345,1252,194,175,59,342,0,0,1252,0,0,0,0,420,0,0,0,0
1630.77,230,770,0.0332,1252,194,175,59,342,0,0,1252,0,0,0,0,420,0,0,0,0
1631.94,231,769,0.0313,1254,194,174,59,342,0,0,1254,0,0,0,0,420,0,0,0,0
1633.16,231,769,0.0345,1254,194,174,59,342,0,0,1254,0,0,0,0,420,0,0,0,0
1634.36,232,768,0.0310,1256,193,174,59,341,0,0,1256,0,0,0,0,422,0,0,0,0
1635.50,232,768,0.0320,1256,193,174,59,341,0,0,1256,0,0,0,0,422,0,0,0,0
1636.78,234,766,0.0290,1256,193,174,59,340,0,0,1256,0,0,0,0,422,0,0,0,0
1637.97,234,766,0.0281,1256,193,174,59,340,0,0,1256,0,0,0,0,422,0,0,0,0
1639.13,234,766,0.0281,1256,193,174,60,339,0,0,1256,0,0,0,0,422,0,2,0,0
1640.33,234,766,0.0276,1256,193,174,60,339,0,0,1256,0,0,0,0,422,0,2,0,0
1641.49,234,766,0.0276,1256,193,174,60,339,0,0,1256,0,0,0,0,422,0,0,0,0
1642.68,234,766,0.0307,1256,193,174,60,339,0,0,1256,0,0,0,0,422,0,0,0,0
1643.86,234,766,0.0308,1256,193,174,60,339,0,0,1256,0,0,0,0,422,0,0,0,0
1645.07,234,766,0.0293,1256,193,174,60,339,0,0,1256,0,0,0,0,422,0,0,0,0
1646.27,235,765,0.0282,1256,193,173,60,339,0,0,1256,0,0,0,0,422,2,0,0,2
1647.53,235,765,0.0275,1256,193,173,61,338,0,0,1256,0,0,0,0,422,2,2,0,0
1648.72,235,765,0.0285,1256,193,173,61,338,0,0,1256,0,0,0,0,422,2,2,0,0
1649.92,235,765,0.0289,1256,193,172,62,338,0,0,1256,0,0,2,0,422,2,0,0,0
1651.06,235,765,0.0286,1258,193,172,62,338,0,0,1258,0,0,2,0,422,2,0,0,0
1652.24,235,765,0.0284,1258,193,172,62,338,0,0,1258,0,0,0,0,422,0,0,0,0
1653.43,236,764,0.0267,1258,193,172,62,337,0,0,1258,0,0,0,0,422,0,0,0,0
1654.59,236,764,0.0258,1258,193,172,62,337,0,0,1258,0,0,0,0,422,0,0,0,0
1655.76,236,764,0.0250,1258,193,172,62,337,0,0,1258,0,0,0,0,422,0,0,0,0
1656.91,237,763,0.0238,1258,193,172,61,337,0,0,1258,0,0,0,0,422,0,0,0,0
1658.11,237,763,0.0251,1258,193,172,61,337,0,0,1258,0,0,0,0,422,0,0,0,0
1659.29,238,762,0.0248,1258,193,172,60,337,0,0,1258,0,0,0,0,422,0,0,0,0
1660.49,238,762,0.0261,1258,193,172,60,337,0,0,1258,0,0,0,0,422,0,0,0,0
1661.64,238,762,0.0283,1258,193,172,60,337,0,0,1258,0,0,0,0,422,2,0,0,0
1662.90,238,762,0.0285,1258,193,172,60,337,0,0,1258,0,0,0,0,422,2,2,0,0
1664.04,238,762,0.0277,1258,193,172,60,337,0,0,1258,0,0,0,0,422,2,2,0,0
1665.21,239,761,0.0260,1258,193,171,60,337,0,0,1258,0,0,0,0,422,2,0,0,0
1666.46,239,761,0.0257,1258,193,171,60,337,0,0,1258,0,0,0,2,422,2,0,0,0
1667.70,239,761,0.0264,1258,193,171,60,337,0,0,1258,0,0,0,2,422,0,0,0,0
1668.84,239,761,0.0293,1258,193,171,60,337,0,0,1258,0,0,0,0,422,0,0,0,0
1669.97,239,761,0.0301,1258,193,171,60,337,0,0,1258,0,0,0,0,422,0,0,0,0
1671.11,240,760,0.0287,1258,193,171,59,337,0,0,1258,0,0,0,0,422,0,0,0,0
1672.33,240,760,0.0295,1258,193,171,60,336,0,0,1258,0,0,0,0,422,0,0,0,2
1673.49,240,760,0.0284,1258,193,171,60,336,0,0,1258,0,0,0,0,422,0,0,0,2
1674.67,240,760,0.0304,1258,193,171,60,336,0,0,1258,0,0,0,0,422,0,0,0,0
1675.81,240,760,0.0299,1258,193,171,60,336,0,0,1258,0,0,0,0,422,0,0,0,0
1676.97,240,760,0.0322,1258,193,171,60,336,0,0,1258,0,0,0,0,422,0,0,0,0
1678.11,240,760,0.0302,1258,193,171,60,336,0,0,1258,0,0,0,0,422,0,0,0,0
1679.26,241,759,0.0312,1258,193,171,59,336,0,0,1258,0,0,0,0,422,0,0,0,0
1680.46,242,758,0.0296,1258,193,170,59,336,0,0,1258,0,0,0,0,422,0,0,0,0
1681.65,242,758,0.0292,1258,193,170,59,336,0,0,1258,0,0,0,0,422,0,0,0,0
1682.88,243,757,0.0295,1258,193,170,59,335,0,0,1258,0,0,0,0,422,0,0,0,0
1684.03,243,757,0.0284,1258,193,170,59,335,0,0,1258,0,0,0,0,422,0,0,0,2
1685.16,243,757,0.0292,1258,193,170,59,335,0,0,1258,0,0,0,0,422,0,0,0,0
1686.33,243,757,0.0294,1258,193,170,59,335,0,0,1258,0,0,0,0,422,0,0,0,0
1687.50,243,757,0.0293,1258,193,170,59,335,0,0,1258,0,0,0,0,422,0,0,0,0
1688.83,244,756,0.0266,1258,192,170,59,335,0,0,1258,0,0,0,0,422,0,0,0,0
1689.88,244,756,0.0257,1258,192,170,59,335,0,0,1258,0,0,0,0,422,0,2,0,0
1691.08,245,755,0.0272,1258,192,170,58,335,0,0,1258,0,0,0,0,422,0,2,0,0
1692.33,245,755,0.0240,1258,192,170,58,335,0,0,1258,0,0,0,0,422,0,0,0,0
1693.47,245,755,0.0247,1258,192,170,58,335,0,0,1258,0,0,0,0,422,0,0,0,0
1694.61,245,755,0.0238,1258,192,170,58,335,0,0,1258,0,0,0,0,422,0,0,0,0
1695.78,245,755,0.0244,1258,192,170,58,335,0,0,1258,0,0,0,0,422,0,0,0,0
1696.96,245,755,0.0281,1258,192,170,59,334,0,0,1258,0,0,0,0,422,0,0,0,2
1698.10,245,755,0.0265,1258,192,170,59,334,0,0,1258,0,0,0,0,422,0,0,0,2
1699.26,245,755,0.0257,1258,192,170,59,334,0,0,1258,0,0,0,0,422,0,0,0,0
1700.79,245,755,0.0248,1258,192,170,59,334,0,0,1258,0,0,0,0,422,0,2,0,0
1701.95,245,755,0.0246,1258,192,170,59,334,0,0,1258,0,0,0,0,422,0,2,0,0
1703.11,245,755,0.0257,1258,192,170,59,334,0,0,1258,0,0,0,0,422,0,0,0,0
1704.28,245,755,0.0248,1258,191,170,59,334,0,0,1258,0,0,0,0,424,0,0,0,0
1705.42,246,754,0.0219,1258,191,170,60,333,0,0,1258,0,0,0,0,424,0,0,0,2
