Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub3,Exit_Exit_Sub2,Exit_Exit_Sub1,Exit_Exit_Sub_Main,Zone_ZoneSensor stair (1),Zone_ZoneSensor stair,Zone_ZoneSensor (1),Zone_ZoneSensor stair (3),Zone_ZoneSensor stair (2),Zone_ZoneSensor stair (10),Zone_ZoneSensor stair (9),Zone_ZoneSensor stair (11),Zone_ZoneSensor stair (6),Zone_ZoneSensor stair (7),Zone_ZoneSensor stair (4)_noSmartSign,Zone_ZoneSensor stair (8)
2751.95,412,588,0.0364,1300,147,141,49,251,0,0,1300,0,0,0,0,480,0,0,0,0
2753.20,412,588,0.0369,1300,147,141,49,251,0,0,1300,0,0,0,0,480,0,0,0,0
2754.44,413,587,0.0350,1300,147,141,48,251,0,0,1300,0,0,0,0,480,0,0,0,0
2755.73,413,587,0.0384,1300,147,141,48,251,0,0,1300,0,0,0,0,480,0,0,0,0
2756.99,413,587,0.0378,1302,147,141,48,251,0,0,1302,0,0,0,0,480,0,0,0,0
2758.22,413,587,0.0385,1302,147,141,48,251,0,0,1302,0,0,0,0,480,0,0,0,0
2759.45,413,587,0.0381,1302,147,141,48,251,0,0,1302,0,0,0,0,480,0,0,0,0
2761.05,413,587,0.0402,1300,147,141,49,250,0,0,1300,0,0,0,0,480,0,0,0,2
2762.05,413,587,0.0401,1300,146,141,49,250,0,0,1300,0,0,0,0,482,0,0,0,4
2763.09,415,585,0.0346,1300,146,141,49,249,0,0,1300,0,0,0,0,482,0,0,0,2
2764.12,415,585,0.0365,1300,146,141,49,249,0,0,1300,0,0,0,0,482,0,0,0,0
2765.38,415,585,0.0360,1300,146,141,49,249,0,0,1300,0,0,0,0,482,0,0,0,0
2766.61,415,585,0.0355,1300,146,141,49,249,0,0,1300,0,0,0,0,482,0,0,0,0
2767.90,415,585,0.0357,1300,146,141,49,249,0,0,1300,0,0,0,0,482,0,0,0,0
2769.16,415,585,0.0341,1300,146,141,49,249,0,0,1300,0,0,0,0,482,0,0,0,0
2770.40,416,584,0.0324,1300,145,141,49,249,0,0,1300,0,0,0,0,482,0,0,0,0
2771.69,416,584,0.0326,1300,145,141,49,249,0,0,1300,0,0,0,0,482,0,0,0,0
2772.70,416,584,0.0334,1300,145,141,50,248,0,0,1300,0,0,0,2,482,0,0,0,0
2773.94,416,584,0.0339,1300,145,141,50,248,0,0,1300,0,0,0,2,482,0,0,0,0
2775.17,416,584,0.0331,1300,145,141,50,248,0,0,1300,0,0,0,0,482,0,0,0,0
2776.41,416,584,0.0359,1300,145,141,50,248,0,0,1300,0,0,0,0,482,0,0,0,0
2777.42,416,584,0.0409,1300,145,141,51,247,0,0,1300,0,0,0,0,482,0,0,0,2
2778.71,416,584,0.0388,1300,145,141,51,247,0,0,1300,0,0,0,0,482,0,4,0,0
2779.95,416,584,0.0411,1300,145,141,51,247,0,0,1300,0,0,0,0,482,0,2,0,0
2781.19,416,584,0.0398,1300,145,141,52,246,0,0,1300,0,0,0,0,482,0,0,0,2
2782.49,416,584,0.0421,1300,145,141,52,246,0,0,1300,0,0,0,0,482,0,0,0,2
2783.71,416,584,0.0413,1300,145,141,52,246,0,0,1300,0,0,0,0,482,0,0,0,0
2784.99,416,584,0.0456,1300,145,141,52,246,0,0,1300,0,0,0,0,482,0,0,0,0
2786.25,416,584,0.0454,1300,145,141,52,246,0,0,1300,0,0,0,0,482,0,0,0,0
2787.52,416,584,0.0459,1300,145,141,52,246,0,0,1300,0,0,0,0,482,0,0,0,0
2788.75,417,583,0.0418,1300,145,141,53,244,0,0,1300,0,0,0,2,482,0,0,0,0
2790.04,418,582,0.0418,1300,144,141,53,244,0,0,1300,0,0,0,2,482,0,0,0,2
2791.34,418,582,0.0411,1300,144,141,53,244,0,0,1300,0,0,0,0,482,0,0,0,0
2792.66,418,582,0.0420,1300,144,141,53,244,0,0,1300,0,0,0,0,482,0,0,0,0
2793.95,418,582,0.0402,1300,144,141,53,244,0,0,1300,0,0,0,0,482,0,2,0,0
2795.18,418,582,0.0411,1300,144,141,53,244,0,0,1300,0,0,0,0,482,0,0,0,0
2796.43,418,582,0.0441,1300,144,141,53,244,0,0,1300,0,0,0,0,482,0,0,0,0
2797.67,418,582,0.0449,1300,144,141,53,244,0,0,1300,0,0,0,0,482,0,0,0,0
2798.93,418,582,0.0472,1300,144,141,53,244,0,0,1300,0,0,0,0,482,0,2,0,0
2800.22,418,582,0.0461,1300,144,141,53,244,0,0,1300,0,0,0,0,482,0,0,0,0
2801.46,418,582,0.0474,1302,144,141,53,244,0,0,1302,0,0,0,0,482,0,0,0,0
2802.72,419,581,0.0440,1302,144,141,53,243,0,0,1302,0,0,0,0,482,0,0,0,0
2804.02,419,581,0.0456,1302,144,141,53,243,0,0,1302,0,0,0,0,482,0,0,0,0
2805.26,419,581,0.0436,1302,144,141,53,243,0,0,1302,0,0,0,0,482,0,0,0,0
2806.56,419,581,0.0425,1302,144,141,53,243,0,0,1302,0,0,0,0,482,0,2,0,2
2807.59,419,581,0.0438,1302,144,141,53,243,0,0,1302,0,0,0,0,482,0,2,0,0
2808.84,419,581,0.0447,1302,144,141,53,243,0,0,1302,0,0,0,0,482,0,0,0,0
2810.08,421,579,0.0446,1302,144,141,51,243,0,0,1302,0,0,0,0,482,0,0,0,0
2811.41,421,579,0.0446,1302,144,141,52,242,0,0,1302,0,0,0,2,482,0,0,0,0
2812.67,421,579,0.0455,1302,144,141,52,242,0,0,1302,0,0,0,2,482,0,0,0,0
2813.92,421,579,0.0432,1302,144,141,52,242,0,0,1302,0,0,0,0,482,0,0,0,0
2815.13,421,579,0.0438,1302,144,141,52,242,0,0,1302,0,0,0,0,482,0,0,0,0
2816.38,421,579,0.0451,1302,144,141,52,242,0,0,1302,0,0,0,0,482,0,0,0,0
2817.57,422,578,0.0436,1302,144,140,52,242,0,0,1302,0,0,0,0,482,0,0,0,0
2818.83,422,578,0.0422,1302,144,140,52,242,0,0,1302,0,0,0,0,482,0,0,0,0
2820.09,422,578,0.0416,1302,144,140,52,242,0,0,1302,0,0,0,0,482,0,0,0,0
2821.32,422,578,0.0419,1302,144,140,52,242,0,0,1302,0,0,0,0,482,0,0,0,0
2822.56,422,578,0.0407,1302,144,140,52,242,0,0,1302,0,0,0,0,482,0,2,0,0
2823.87,422,578,0.0467,1302,144,140,52,242,0,0,1302,0,0,0,0,482,0,2,0,0
2825.12,423,577,0.0447,1302,144,140,51,242,0,0,1302,0,0,0,0,482,0,0,0,0
2826.34,423,577,0.0457,1302,144,140,51,242,0,0,1302,0,0,0,0,482,0,0,0,0
2827.63,423,577,0.0469,1302,144,140,51,242,0,0,1302,0,0,0,0,482,0,0,0,0
2828.94,423,577,0.0469,1302,144,140,51,242,0,0,1302,0,0,0,0,482,0,0,0,2
2830.20,425,575,0.0423,1302,143,139,51,242,0,0,1302,0,0,0,0,482,0,0,0,0
2831.51,426,574,0.0415,1302,142,139,50,242,0,0,1302,0,0,0,0,484,0,0,0,0
2832.78,427,573,0.0387,1302,142,139,50,242,0,0,1302,0,0,0,0,484,0,0,0,0
2834.06,428,572,0.0358,1302,142,139,50,241,0,0,1302,0,0,0,0,484,0,0,0,0
2835.33,428,572,0.0347,1302,142,139,50,241,0,0,1302,0,0,0,0,484,0,0,0,0
2836.58,428,572,0.0362,1302,142,139,51,240,0,0,1302,0,0,0,0,484,0,2,0,0
2837.85,429,571,0.0354,1302,142,139,51,239,0,0,1302,0,0,0,2,484,0,2,0,0
2839.36,429,571,0.0397,1302,142,139,52,238,0,0,1302,0,0,0,2,484,0,0,0,0
2840.36,429,571,0.0378,1302,142,139,52,238,0,0,1302,0,0,0,0,484,0,0,0,0
2841.57,429,571,0.0400,1302,142,139,52,238,0,0,1302,0,0,0,0,484,0,0,0,0
2842.84,429,571,0.0432,1302,142,139,52,238,0,0,1302,0,0,0,0,484,2,0,0,0
2844.09,429,571,0.0422,1302,142,139,52,238,0,0,1302,0,0,0,0,484,2,0,0,0
2845.34,429,571,0.0453,1302,142,139,52,238,0,0,1302,0,0,0,0,484,2,2,0,0
2846.56,429,571,0.0433,1302,142,139,52,238,0,0,1302,0,0,0,0,484,2,0,0,0
2847.81,429,571,0.0451,1302,142,139,52,238,0,0,1302,0,0,0,0,484,2,0,0,0
2849.03,429,571,0.0454,1302,142,139,52,238,0,0,1302,0,0,0,0,484,0,0,0,0
2850.26,429,571,0.0455,1302,142,139,52,238,0,0,1302,0,0,0,0,484,0,0,0,0
2851.53,429,571,0.0456,1302,142,139,52,238,0,0,1302,0,0,0,0,484,0,0,0,0
2852.77,429,571,0.0453,1302,142,139,52,238,0,0,1302,0,0,0,0,484,0,0,0,0
2854.02,430,570,0.0459,1302,142,139,51,238,0,0,1302,0,0,0,0,484,0,0,0,2
2855.29,430,570,0.0458,1302,142,139,51,238,0,0,1302,0,0,0,0,484,0,0,0,4
2856.52,430,570,0.0457,1302,142,139,51,238,0,0,1302,0,0,0,0,484,0,0,0,2
2857.75,430,570,0.0486,1302,142,139,51,238,0,0,1302,0,0,0,0,484,0,0,0,0
2858.77,430,570,0.0482,1302,142,139,51,238,0,0,1302,0,0,0,0,484,0,0,0,0
2860.03,430,570,0.0497,1302,142,139,51,238,0,0,1302,0,0,0,0,484,0,0,0,0
2861.25,431,569,0.0536,1302,142,138,51,238,0,0,1302,0,0,0,0,484,0,0,0,0
2862.51,431,569,0.0508,1302,142,138,51,238,0,0,1302,0,0,0,0,484,0,0,0,0
2863.78,431,569,0.0541,1302,142,138,51,238,0,0,1302,0,0,0,0,484,0,0,0,0
2865.01,431,569,0.0553,1304,142,138,51,238,0,0,1304,0,0,0,0,484,0,0,0,0
2866.27,432,568,0.0537,1304,142,138,51,237,0,0,1304,0,0,0,0,484,0,0,0,2
2867.49,432,568,0.0541,1304,142,138,51,237,0,0,1304,0,0,0,0,484,0,0,0,0
2868.49,433,567,0.0536,1304,142,138,50,237,0,0,1304,0,0,0,0,484,0,0,0,0
2869.76,433,567,0.0570,1304,142,138,50,237,0,0,1304,0,0,0,0,484,0,0,0,0
2870.77,433,567,0.0560,1304,142,138,51,236,0,0,1304,0,0,0,0,484,0,2,0,2
2872.04,433,567,0.0557,1304,142,138,51,236,0,0,1304,0,0,0,0,484,0,4,0,0
2873.22,433,567,0.0582,1304,142,138,51,236,0,0,1304,0,0,0,0,484,0,2,0,0
2874.46,433,567,0.0580,1304,142,138,51,236,0,0,1304,0,0,0,0,484,0,0,0,0
2875.67,433,567,0.0574,1304,142,138,51,236,0,0,1304,0,0,0,0,484,0,0,0,0
2876.88,434,566,0.0554,1304,142,138,50,236,0,0,1304,0,0,0,0,484,0,0,0,0
2878.17,434,566,0.0534,1306,142,138,50,236,0,0,1306,0,0,0,0,484,0,0,0,0
2879.42,435,565,0.0503,1306,142,138,50,235,0,0,1306,0,0,0,0,484,0,0,0,0
2880.64,435,565,0.0514,1306,142,138,50,235,0,0,1306,0,0,0,0,484,0,0,0,0
2881.87,435,565,0.0512,1306,142,138,50,235,0,0,1306,0,0,0,0,484,0,0,0,0
2883.11,435,565,0.0545,1306,142,138,50,235,0,0,1306,0,0,0,0,484,0,2,0,0
2884.34,435,565,0.0530,1306,142,138,50,235,0,0,1306,0,0,0,0,484,0,0,0,0
2885.55,435,565,0.0544,1306,142,138,50,235,0,0,1306,0,0,0,0,484,0,0,0,0
2886.77,435,565,0.0555,1306,142,138,50,235,0,0,1306,0,0,0,0,484,0,0,0,0
2888.04,435,565,0.0541,1306,142,138,50,235,0,0,1306,0,0,0,2,484,0,2,0,0
2889.27,435,565,0.0527,1306,142,138,50,235,0,0,1306,0,0,0,0,484,0,0,0,0
2890.48,435,565,0.0534,1308,142,138,50,235,0,0,1308,0,0,0,0,484,2,0,0,0
2891.75,436,564,0.0518,1308,142,138,50,234,0,0,1308,0,0,0,0,484,2,0,0,0
2893.01,436,564,0.0518,1308,142,138,50,234,0,0,1308,0,0,0,0,484,2,0,2,0
2894.31,437,563,0.0489,1308,142,138,49,234,0,0,1308,0,0,0,0,484,2,0,2,0
2895.60,437,563,0.0509,1308,142,138,49,234,0,0,1308,0,0,0,0,484,2,0,2,0
2896.83,437,563,0.0508,1308,142,138,49,234,0,0,1308,0,0,0,0,484,0,0,2,0
2898.04,437,563,0.0504,1308,142,138,49,234,0,0,1308,0,0,0,0,484,0,0,2,0
2899.30,437,563,0.0522,1308,142,138,50,233,0,0,1308,0,0,0,0,484,0,2,2,0
2900.45,437,563,0.0517,1308,141,138,50,233,0,0,1308,0,0,0,0,486,0,2,2,0
2901.72,438,562,0.0538,1308,141,138,50,233,0,0,1308,0,0,0,0,486,2,0,2,0
2903.00,438,562,0.0523,1308,141,138,50,233,0,0,1308,0,0,0,0,486,2,2,2,0
2904.32,440,560,0.0525,1308,141,138,48,233,0,0,1308,0,0,0,0,486,2,0,2,2
2905.60,440,560,0.0551,1308,141,138,48,233,0,0,1308,0,0,0,0,486,2,0,0,2
2906.81,440,560,0.0494,1308,141,138,48,233,0,0,1308,0,0,0,0,486,0,0,0,0
2908.03,440,560,0.0492,1308,141,138,48,233,0,0,1308,0,0,0,0,486,0,0,0,0
2909.28,442,558,0.0500,1308,141,136,48,233,0,0,1308,0,0,0,0,486,0,0,0,0
2910.48,443,557,0.0471,1308,141,136,47,233,0,0,1308,0,0,0,0,486,0,0,0,0
2911.72,443,557,0.0503,1308,141,136,47,233,0,0,1308,0,0,0,0,486,0,0,0,0
2912.94,443,557,0.0476,1308,141,136,47,233,0,0,1308,0,0,0,0,486,0,2,0,0
2914.04,443,557,0.0501,1308,141,136,47,233,0,0,1308,0,0,0,0,486,0,2,0,0
2915.25,443,557,0.0485,1308,141,136,47,233,0,0,1308,0,0,0,0,486,0,0,0,0
2916.48,443,557,0.0486,1308,141,136,47,233,0,0,1308,0,0,0,0,486,0,0,0,0
2917.74,443,557,0.0492,1308,141,136,48,232,0,0,1308,0,0,0,0,486,0,2,0,0
2919.01,444,556,0.0463,1308,141,136,47,232,0,0,1308,0,0,0,0,486,0,0,0,0
2920.25,445,555,0.0443,1308,141,135,47,232,0,0,1308,0,0,0,0,486,0,0,0,0
2921.53,445,555,0.0425,1308,141,135,47,232,0,0,1308,0,0,0,0,486,0,2,0,0
2922.75,445,555,0.0491,1308,141,135,47,232,0,0,1308,0,0,0,0,486,0,0,0,0
2923.97,445,555,0.0488,1308,141,135,47,232,0,0,1308,0,0,0,0,486,0,0,0,0
2925.16,445,555,0.0495,1308,141,135,47,232,0,0,1308,0,0,0,0,486,0,0,0,0
2926.37,445,555,0.0485,1308,141,135,47,232,0,0,1308,0,0,0,0,486,0,0,0,0
2927.58,445,555,0.0508,1308,141,135,47,232,0,0,1308,0,0,0,0,486,0,0,0,0
2928.79,445,555,0.0490,1308,141,135,47,232,0,0,1308,0,0,0,0,486,0,0,0,0
2929.97,445,555,0.0483,1308,141,135,47,232,0,0,1308,0,0,0,0,486,0,0,0,0
2931.18,447,553,0.0439,1308,141,135,45,232,0,0,1308,0,0,0,0,486,0,0,0,0
2932.40,447,553,0.0470,1308,141,135,45,232,0,0,1308,0,0,0,0,486,0,0,0,0
2933.69,447,553,0.0460,1308,141,135,46,231,0,0,1308,0,0,0,0,486,0,0,0,2
2934.90,447,553,0.0456,1308,140,135,46,231,0,0,1308,0,0,0,0,488,0,0,0,0
2936.19,448,552,0.0520,1308,140,135,46,231,0,0,1308,0,0,0,0,488,0,0,0,0
2937.44,448,552,0.0462,1308,140,135,46,231,0,0,1308,0,0,0,0,488,0,0,0,0
2938.69,449,551,0.0438,1308,140,135,46,230,0,0,1308,0,0,0,0,488,0,0,0,0
2939.91,449,551,0.0467,1308,140,135,46,230,0,0,1308,0,0,0,0,488,0,0,0,0
2941.17,449,551,0.0475,1308,140,135,46,230,0,0,1308,0,0,0,0,488,0,0,0,0
2942.35,450,550,0.0437,1308,140,135,45,230,0,0,1308,0,0,0,0,488,2,2,0,0
2943.39,450,550,0.0450,1308,140,135,45,230,0,0,1308,0,0,0,0,488,2,2,0,0
2944.63,450,550,0.0439,1308,140,135,45,230,0,0,1308,0,0,0,0,488,2,0,0,0
2945.81,450,550,0.0442,1308,140,135,45,230,0,0,1308,0,0,0,0,488,2,0,0,0
2946.99,450,550,0.0431,1308,140,135,45,230,0,0,1308,0,0,0,0,488,2,0,0,0
2948.22,450,550,0.0447,1308,139,135,45,230,0,0,1308,0,0,0,0,490,4,0,0,0
2949.49,454,546,0.0324,1308,139,134,43,230,0,0,1308,0,0,0,0,490,2,0,0,0
2950.75,454,546,0.0333,1308,139,134,43,230,0,0,1308,0,0,0,0,490,2,2,0,0
2951.94,454,546,0.0327,1308,139,134,43,230,0,0,1308,0,0,0,0,490,2,0,0,0
2953.12,454,546,0.0351,1308,139,134,43,230,0,0,1308,0,0,0,0,490,2,0,0,0
2954.32,454,546,0.0333,1308,139,134,43,230,0,0,1308,0,0,0,0,490,2,0,0,0
2955.51,454,546,0.0339,1308,139,134,43,230,0,0,1308,0,0,0,0,490,0,0,0,0
2956.68,454,546,0.0345,1308,139,134,43,230,0,0,1308,0,0,0,0,490,0,0,0,0
2957.88,454,546,0.0340,1308,139,134,43,230,0,0,1308,0,0,0,0,490,0,0,0,0
2959.08,454,546,0.0379,1308,139,134,43,230,0,0,1308,0,0,0,0,490,0,0,0,0
2960.29,454,546,0.0388,1308,139,134,43,230,0,0,1308,0,0,0,0,490,0,0,0,0
2961.55,455,545,0.0358,1308,139,133,44,229,0,0,1308,0,0,0,0,490,0,0,0,2
2962.78,455,545,0.0350,1308,138,134,44,229,0,0,1308,0,2,0,0,490,0,0,0,0
2964.03,455,545,0.0361,1308,138,134,44,229,0,0,1308,0,2,0,0,490,0,0,0,0
2965.22,455,545,0.0390,1308,138,134,44,229,0,0,1308,0,0,0,0,490,0,0,0,0
2966.42,455,545,0.0394,1308,138,134,44,229,0,0,1308,0,0,0,0,490,0,0,0,0
2967.58,456,544,0.0362,1308,138,133,44,229,0,0,1308,0,0,0,0,490,0,0,0,0
2968.82,456,544,0.0379,1308,138,133,44,229,0,0,1308,0,0,0,0,490,0,0,0,0
2970.03,456,544,0.0390,1308,138,133,45,228,0,0,1308,0,0,0,0,490,0,2,0,0
2971.21,457,543,0.0367,1308,138,133,44,228,0,0,1308,0,0,0,0,490,0,2,0,0
2972.44,457,543,0.0383,1308,138,133,44,228,0,0,1308,0,0,0,0,490,0,0,0,0
2973.66,457,543,0.0372,1308,138,133,44,228,0,0,1308,0,0,0,0,490,0,0,0,0
2974.83,457,543,0.0405,1308,138,133,44,228,0,0,1308,0,0,0,0,490,0,0,0,0
2976.01,457,543,0.0397,1308,138,133,44,228,0,0,1308,0,0,0,0,490,0,0,0,0
2977.16,457,543,0.0386,1308,138,133,44,228,0,0,1308,0,0,0,0,490,0,2,0,0
2978.36,457,543,0.0377,1308,138,133,44,228,0,0,1308,0,0,0,0,490,0,2,0,0
2979.58,457,543,0.0394,1308,138,133,44,228,2,0,1308,0,0,0,0,490,0,0,0,0
2980.68,457,543,0.0398,1308,138,133,44,228,2,0,1308,0,0,0,0,490,0,0,0,0
2981.91,458,542,0.0345,1308,138,133,43,228,2,0,1308,0,0,0,0,490,0,0,0,0
2983.16,458,542,0.0351,1308,138,133,43,228,0,0,1308,0,0,0,0,490,0,0,0,0
2984.37,458,542,0.0348,1308,138,133,43,228,0,0,1308,0,0,0,0,490,0,0,0,0
2985.53,458,542,0.0382,1308,138,133,43,228,0,0,1308,0,0,0,0,490,0,0,0,0
2986.71,458,542,0.0403,1308,138,133,43,228,0,0,1308,0,0,0,0,490,0,0,0,0
2987.88,458,542,0.0395,1308,138,133,43,228,0,0,1308,0,0,0,0,490,0,0,0,0
2989.08,458,542,0.0397,1308,138,133,43,228,0,0,1308,0,0,0,0,490,0,0,0,0
2990.26,458,542,0.0417,1308,138,133,43,228,0,0,1308,0,0,0,0,490,0,0,0,0
2991.46,458,542,0.0422,1308,138,133,44,227,0,0,1308,0,0,0,0,490,0,2,0,0
2992.63,458,542,0.0430,1308,138,133,44,227,0,0,1308,0,0,0,0,490,0,0,0,0
2993.70,458,542,0.0451,1308,138,133,44,227,0,0,1308,0,0,0,0,490,0,0,0,0
2994.88,459,541,0.0416,1308,138,133,44,226,0,0,1308,0,0,0,0,490,0,0,0,0
2996.06,459,541,0.0403,1308,138,133,44,226,0,0,1308,0,0,0,0,490,0,0,0,0
2997.31,459,541,0.0408,1308,138,133,44,226,0,2,1308,0,0,0,0,490,0,0,0,0
2998.48,459,541,0.0437,1308,138,133,44,226,0,2,1308,0,0,0,0,490,0,0,0,0
2999.68,459,541,0.0430,1308,138,133,44,226,0,0,1308,0,0,0,0,490,0,0,0,0
3000.84,460,540,0.0400,1308,138,133,43,226,0,0,1308,0,0,0,0,490,0,0,0,0
3002.07,460,540,0.0433,1308,137,133,43,226,0,0,1308,0,0,0,0,492,0,0,0,0
3003.31,460,540,0.0409,1308,137,133,43,226,0,0,1308,0,0,0,0,492,0,0,0,0
3004.58,461,539,0.0408,1308,137,133,43,226,0,0,1308,0,0,0,0,492,0,0,0,0
3005.81,461,539,0.0389,1308,137,133,43,226,0,0,1308,0,0,0,0,492,0,0,0,0
3006.98,461,539,0.0396,1308,137,133,43,226,0,0,1308,0,0,0,0,492,0,0,0,0
3008.16,461,539,0.0398,1308,137,133,43,226,0,0,1308,0,0,0,0,492,0,0,0,0
3009.36,461,539,0.0417,1308,137,133,43,226,0,0,1308,0,0,0,0,492,0,0,0,0
3010.52,462,538,0.0414,1308,137,133,42,226,0,0,1308,0,0,0,0,492,0,0,0,0
3011.71,462,538,0.0381,1308,137,133,42,226,0,0,1308,0,0,0,0,492,0,0,0,0
3012.91,462,538,0.0384,1308,137,133,42,226,0,0,1308,0,0,0,0,492,0,0,0,0
3014.10,462,538,0.0386,1308,137,133,42,226,0,0,1308,0,0,0,0,492,0,0,0,0
3015.28,462,538,0.0440,1308,137,133,42,226,0,0,1308,0,0,0,0,492,0,0,0,0
3016.45,462,538,0.0454,1308,137,133,42,226,0,0,1308,0,0,0,0,492,0,0,0,0
3017.61,462,538,0.0433,1308,137,133,42,226,0,0,1308,0,0,0,0,492,0,0,0,0
3018.78,462,538,0.0455,1308,137,133,42,226,0,0,1308,0,0,0,0,492,0,0,0,0
3020.02,464,536,0.0404,1308,136,132,42,226,0,0,1308,0,0,0,0,492,0,0,0,0
3021.20,464,536,0.0410,1308,136,132,42,226,0,0,1308,0,0,0,0,492,0,0,0,0
3022.38,465,535,0.0375,1308,136,132,41,226,0,0,1308,0,0,0,0,492,0,0,0,0
3023.57,465,535,0.0385,1308,136,132,41,226,0,0,1308,0,0,0,0,492,0,0,0,0
3024.78,465,535,0.0378,1308,136,132,41,226,0,0,1308,0,0,0,0,492,0,0,0,0
3025.99,466,534,0.0347,1308,136,131,42,225,0,0,1308,0,0,0,0,492,0,2,0,0
3027.26,466,534,0.0376,1308,136,131,42,225,0,0,1308,0,0,0,0,492,0,2,0,0
3028.43,466,534,0.0383,1308,136,131,42,225,0,0,1308,0,0,0,0,492,0,0,0,0
3029.63,466,534,0.0386,1308,136,131,42,225,0,0,1308,0,0,0,0,492,0,0,0,0
3030.79,466,534,0.0402,1308,136,131,42,225,0,0,1308,0,0,0,0,492,0,0,0,0
3031.94,466,534,0.0416,1308,136,131,42,225,0,0,1308,0,0,0,0,492,0,0,0,0
3033.10,466,534,0.0404,1308,136,131,42,225,0,0,1308,0,0,0,0,492,0,0,0,0
3034.29,466,534,0.0406,1308,136,131,42,225,0,0,1308,0,0,0,0,492,0,0,0,0
3035.45,466,534,0.0411,1308,136,131,42,225,0,0,1308,0,0,0,0,492,0,0,0,0
3036.62,466,534,0.0396,1308,136,131,42,225,0,0,1308,0,0,0,0,492,0,0,0,0
3037.78,466,534,0.0403,1308,136,131,42,225,0,0,1308,0,0,0,0,492,0,0,0,0
3038.96,466,534,0.0405,1308,136,131,42,225,0,0,1308,0,0,0,0,492,0,0,0,0
3040.15,466,534,0.0404,1308,136,131,42,225,0,0,1308,0,0,0,0,492,0,0,0,0
3041.32,466,534,0.0418,1308,136,131,42,225,0,0,1308,0,0,0,0,492,0,0,0,0
3042.50,466,534,0.0439,1308,136,131,42,225,0,0,1308,0,0,0,0,492,0,0,0,0
3043.66,466,534,0.0432,1308,136,131,42,225,0,0,1308,0,0,0,0,492,0,0,0,0
3044.84,466,534,0.0430,1308,136,131,42,225,0,0,1308,0,0,0,0,492,0,0,0,0
3046.01,466,534,0.0428,1308,136,131,42,225,0,0,1308,0,0,0,0,492,0,0,0,0
3047.20,466,534,0.0431,1308,136,131,42,225,0,0,1308,0,0,0,0,492,0,0,0,0
3048.44,466,534,0.0433,1308,135,131,42,225,0,0,1308,0,0,0,0,494,0,0,0,0
3049.68,467,533,0.0410,1308,135,131,42,225,0,0,1308,0,0,0,0,494,2,0,0,0
3050.90,467,533,0.0411,1308,135,131,42,225,0,0,1308,0,0,0,0,494,2,0,0,0
3052.05,467,533,0.0408,1308,135,131,42,225,0,0,1308,0,0,0,0,494,2,0,0,0
3053.21,467,533,0.0440,1308,135,131,42,225,0,0,1308,0,0,0,0,494,2,0,0,0
3054.43,467,533,0.0434,1308,135,131,42,225,0,0,1308,0,0,0,2,494,2,0,0,0
3055.61,467,533,0.0422,1308,135,131,42,225,0,0,1308,0,0,0,2,494,0,0,0,0
3056.80,467,533,0.0431,1310,134,131,42,225,0,0,1310,0,0,0,0,496,0,0,0,0
3057.98,470,530,0.0353,1310,134,130,41,225,0,0,1310,0,0,0,0,496,0,0,0,0
3059.20,470,530,0.0348,1310,134,130,41,225,0,0,1310,0,0,0,0,496,0,0,0,0
3060.39,470,530,0.0356,1308,134,130,41,225,0,0,1308,0,0,0,0,496,0,0,0,0
3061.57,470,530,0.0420,1308,134,130,41,225,0,0,1308,0,0,0,0,496,0,0,0,2
3062.75,470,530,0.0388,1308,134,130,41,225,0,0,1308,0,0,0,0,496,0,0,0,0
3063.96,470,530,0.0380,1308,134,130,42,224,0,0,1308,0,0,0,0,496,0,2,0,0
3065.12,470,530,0.0388,1308,134,130,42,224,0,0,1308,0,0,0,0,496,0,2,0,0
3066.30,470,530,0.0426,1308,134,130,42,224,0,0,1308,0,0,0,0,496,0,0,2,0
3067.45,471,529,0.0376,1308,134,129,42,224,0,0,1308,0,0,0,0,496,0,0,2,0
3068.61,471,529,0.0391,1308,134,129,42,224,0,0,1308,0,0,0,0,496,0,0,2,0
3069.89,471,529,0.0383,1308,134,129,42,224,0,0,1308,0,0,0,0,496,0,0,2,0
3071.06,471,529,0.0399,1308,134,129,42,224,0,0,1308,0,0,0,0,496,0,0,2,2
3072.26,472,528,0.0360,1308,134,129,42,223,0,0,1308,0,0,0,0,496,0,0,0,2
3073.44,472,528,0.0382,1308,134,129,42,223,0,0,1308,0,0,0,0,496,0,0,0,0
3074.62,472,528,0.0382,1308,134,129,42,223,0,0,1308,0,0,0,0,496,0,0,0,0
3075.76,472,528,0.0389,1308,134,129,42,223,0,0,1308,0,0,0,0,496,0,0,0,0
3076.93,472,528,0.0368,1308,134,129,42,223,0,0,1308,0,0,0,0,496,0,0,0,0
3078.13,472,528,0.0386,1308,134,129,42,223,0,0,1308,0,0,0,0,496,0,2,0,0
3079.31,472,528,0.0374,1308,134,129,42,223,0,0,1308,0,0,0,0,496,0,2,0,0
3080.52,472,528,0.0358,1308,134,129,43,222,0,0,1308,0,0,0,0,496,0,0,0,2
3081.67,472,528,0.0362,1308,134,129,43,222,0,0,1308,0,0,0,0,496,0,0,0,0
3082.83,472,528,0.0366,1308,134,129,43,222,0,0,1308,0,0,0,0,496,0,0,0,0
3084.05,472,528,0.0402,1308,134,129,43,222,0,0,1308,0,0,0,0,496,0,0,0,0
