Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub3,Exit_Exit_Sub2,Exit_Exit_Sub1,Exit_Exit_Sub_Main,Zone_ZoneSensor stair,Zone_ZoneSensor (1),Zone_ZoneSensor stair (6),Zone_ZoneSensor stair (4)_noSmartSign
0.00,0,1000,0.0000,1558,255,232,82,431,0,1558,0,0
1.40,0,1000,0.0000,1558,255,232,82,431,0,1558,0,0
2.84,0,1000,0.0000,1558,255,232,82,431,0,1558,0,0
4.30,0,1000,0.0000,1558,255,232,82,431,0,1558,0,0
5.73,0,1000,0.0015,1558,255,232,82,431,0,1558,0,0
6.77,0,1000,0.0010,1558,255,232,82,431,0,1558,0,0
8.21,0,1000,0.0012,1558,255,232,82,431,0,1558,0,0
9.65,0,1000,0.0015,1558,255,232,82,431,0,1558,0,0
11.12,0,1000,0.0015,1558,255,232,82,431,0,1558,0,0
12.13,0,1000,0.0015,1558,255,232,82,431,0,1558,0,0
13.57,0,1000,0.0027,1558,255,232,82,431,0,1558,0,0
15.01,0,1000,0.0030,1558,255,232,82,431,0,1558,0,0
16.46,0,1000,0.0030,1558,255,232,82,431,0,1558,0,0
17.90,0,1000,0.0030,1558,255,232,82,431,0,1558,0,0
19.34,0,1000,0.0049,1558,255,232,82,431,0,1558,0,0
20.79,0,1000,0.0040,1558,255,232,82,431,0,1558,0,0
22.26,0,1000,0.0045,1558,255,232,82,431,0,1558,0,0
23.74,0,1000,0.0043,1558,255,232,82,431,0,1558,0,0
25.16,0,1000,0.0043,1558,255,232,82,431,0,1558,0,0
26.17,0,1000,0.0043,1558,255,232,82,431,0,1558,0,0
27.61,0,1000,0.0045,1558,255,232,82,431,0,1558,0,0
29.04,0,1000,0.0042,1558,255,232,82,431,0,1558,0,0
30.48,0,1000,0.0042,1558,255,232,82,431,0,1558,0,0
31.95,0,1000,0.0045,1558,255,232,82,431,0,1558,0,0
33.41,0,1000,0.0045,1558,255,232,82,431,0,1558,0,0
34.84,0,1000,0.0045,1558,255,232,82,431,0,1558,0,0
36.32,0,1000,0.0060,1558,255,232,82,431,0,1558,0,0
37.77,0,1000,0.0055,1558,255,232,82,431,0,1558,0,0
39.22,0,1000,0.0059,1558,255,232,82,431,0,1558,0,0
40.66,0,1000,0.0074,1558,255,232,82,431,0,1558,0,0
41.67,0,1000,0.0075,1558,255,232,82,431,0,1558,0,0
43.12,0,1000,0.0072,1558,255,232,82,431,0,1558,0,0
44.19,0,1000,0.0088,1558,255,232,82,431,0,1558,0,0
45.38,0,1000,0.0087,1558,255,232,82,431,0,1558,0,0
46.57,0,1000,0.0088,1558,255,232,82,431,0,1558,0,0
48.01,0,1000,0.0086,1558,255,232,82,431,0,1558,0,0
49.44,0,1000,0.0092,1558,255,232,82,431,0,1558,0,0
50.86,0,1000,0.0090,1558,255,232,82,431,0,1558,0,0
52.31,0,1000,0.0090,1558,255,232,82,431,0,1558,0,0
53.77,0,1000,0.0091,1558,255,232,82,431,0,1558,0,0
55.23,0,1000,0.0104,1558,255,232,82,431,0,1558,0,0
57.03,0,1000,0.0101,1558,255,232,82,431,0,1558,0,0
58.47,0,1000,0.0117,1558,255,232,82,431,0,1558,0,0
59.91,0,1000,0.0119,1558,255,232,82,431,0,1558,0,0
61.37,0,1000,0.0133,1558,255,232,82,431,0,1558,0,0
62.81,0,1000,0.0135,1558,255,232,82,431,0,1558,0,0
64.24,0,1000,0.0133,1558,255,232,82,431,0,1558,0,0
65.67,0,1000,0.0157,1558,255,232,82,431,0,1558,0,0
66.69,0,1000,0.0157,1558,255,232,82,431,0,1558,0,0
68.15,0,1000,0.0159,1558,255,232,82,431,0,1558,0,0
69.58,0,1000,0.0163,1558,255,232,82,431,0,1558,0,0
71.01,0,1000,0.0167,1558,255,232,82,431,0,1558,0,0
72.04,0,1000,0.0165,1558,255,232,82,431,0,1558,0,0
73.49,0,1000,0.0167,1558,255,232,82,431,0,1558,0,0
74.92,0,1000,0.0165,1558,255,232,82,431,0,1558,0,0
76.37,0,1000,0.0163,1558,255,232,82,431,0,1558,0,0
77.80,1,999,0.0145,1558,255,232,82,430,0,1558,0,0
78.81,1,999,0.0147,1558,255,232,82,430,0,1558,0,0
80.26,1,999,0.0148,1558,255,232,82,430,0,1558,0,0
81.75,1,999,0.0146,1558,255,232,82,430,0,1558,0,0
83.19,1,999,0.0148,1558,255,232,82,430,0,1558,0,0
84.63,1,999,0.0146,1558,255,232,82,430,0,1558,0,0
86.08,1,999,0.0163,1558,255,232,82,430,0,1558,0,0
87.10,1,999,0.0162,1558,255,232,82,430,0,1558,0,0
88.11,1,999,0.0162,1558,255,232,82,430,0,1558,0,0
89.57,1,999,0.0159,1558,255,232,82,430,0,1558,0,0
91.00,1,999,0.0157,1558,255,232,82,430,0,1558,0,0
92.01,1,999,0.0156,1558,255,232,82,430,0,1558,0,0
93.47,1,999,0.0179,1558,255,232,82,430,0,1558,0,0
94.90,1,999,0.0177,1558,255,232,82,430,0,1558,0,0
96.33,1,999,0.0181,1558,255,232,82,430,0,1558,0,0
97.34,1,999,0.0199,1558,255,232,82,430,0,1558,0,0
98.78,1,999,0.0198,1558,255,232,82,430,0,1558,0,0
100.22,2,998,0.0196,1558,255,232,82,429,0,1558,0,0
101.73,2,998,0.0194,1558,255,232,82,429,0,1558,0,0
102.74,2,998,0.0191,1558,255,232,82,429,0,1558,0,0
104.18,2,998,0.0188,1558,255,232,82,429,0,1558,0,0
105.63,2,998,0.0192,1558,255,232,82,429,0,1558,0,0
106.68,2,998,0.0183,1558,255,232,82,429,0,1558,0,0
108.12,2,998,0.0195,1558,255,232,82,429,0,1558,0,0
109.12,3,997,0.0182,1558,254,232,82,429,0,1558,0,0
110.15,4,996,0.0169,1558,254,232,81,429,0,1558,0,0
111.20,4,996,0.0166,1558,254,232,81,429,0,1558,0,0
112.27,4,996,0.0169,1558,254,232,81,429,0,1558,0,0
113.29,4,996,0.0163,1558,254,232,81,429,0,1558,0,0
114.73,4,996,0.0161,1558,254,232,81,429,0,1558,0,0
116.17,5,995,0.0141,1558,253,232,81,429,0,1558,0,0
117.20,5,995,0.0145,1558,253,232,81,429,0,1558,0,0
118.24,5,995,0.0163,1558,253,232,81,429,0,1558,0,0
119.70,5,995,0.0180,1558,253,232,81,429,0,1558,0,0
121.18,5,995,0.0185,1558,253,232,81,429,0,1558,2,0
122.21,5,995,0.0181,1558,253,232,81,429,0,1558,2,0
123.21,5,995,0.0182,1558,253,232,81,429,0,1558,2,0
124.64,5,995,0.0181,1558,253,232,81,429,0,1558,2,0
126.06,5,995,0.0193,1558,253,232,81,429,0,1558,2,0
127.48,5,995,0.0194,1558,253,232,81,429,0,1558,2,0
128.93,5,995,0.0198,1558,253,232,81,429,0,1558,2,0
130.37,5,995,0.0192,1558,253,232,81,429,0,1558,2,0
131.87,5,995,0.0199,1560,253,232,81,429,0,1560,2,0
132.93,6,994,0.0181,1560,252,232,81,429,0,1560,2,0
133.98,8,992,0.0151,1560,251,232,81,428,0,1560,2,0
135.02,8,992,0.0150,1560,251,232,81,428,0,1560,2,0
136.46,8,992,0.0144,1560,251,232,81,428,0,1560,0,0
137.92,9,991,0.0134,1560,251,232,81,427,0,1560,0,0
138.93,9,991,0.0131,1560,251,232,81,427,0,1560,0,0
140.38,10,990,0.0118,1560,251,231,81,427,0,1560,0,0
141.60,10,990,0.0120,1560,251,231,81,427,0,1560,0,0
142.63,10,990,0.0121,1560,251,231,81,427,0,1560,0,0
144.09,10,990,0.0121,1560,251,231,81,427,0,1560,0,0
145.54,10,990,0.0118,1560,251,231,81,427,0,1560,0,0
147.00,10,990,0.0136,1560,251,231,81,427,0,1560,0,0
148.42,12,988,0.0104,1560,251,230,81,426,0,1560,0,0
149.44,12,988,0.0105,1560,251,230,81,426,0,1560,0,0
150.86,12,988,0.0106,1560,251,230,81,426,0,1560,0,0
152.36,12,988,0.0103,1560,251,230,81,426,0,1560,2,0
153.82,12,988,0.0103,1560,251,230,81,426,0,1560,2,0
155.26,12,988,0.0107,1560,251,230,81,426,0,1560,2,0
156.67,12,988,0.0103,1560,251,230,81,426,0,1560,2,0
158.11,12,988,0.0106,1560,251,230,81,426,0,1560,0,0
159.55,12,988,0.0121,1560,251,230,81,426,0,1560,0,0
160.97,12,988,0.0113,1560,251,230,81,426,0,1560,0,0
161.97,12,988,0.0127,1560,251,230,81,426,0,1560,0,0
163.30,12,988,0.0130,1560,251,230,81,426,0,1560,0,0
164.71,12,988,0.0134,1560,251,230,81,426,0,1560,0,0
166.12,13,987,0.0116,1560,251,230,80,426,0,1560,0,0
167.59,13,987,0.0107,1560,251,230,80,426,0,1560,0,0
168.88,13,987,0.0111,1560,251,230,80,426,0,1560,0,0
170.20,13,987,0.0121,1560,251,230,80,426,0,1560,0,0
171.63,14,986,0.0102,1560,251,229,80,426,0,1560,0,0
172.64,14,986,0.0109,1560,251,229,80,426,0,1560,0,0
173.65,14,986,0.0107,1560,251,229,80,426,0,1560,0,0
175.10,14,986,0.0107,1560,251,229,80,426,0,1560,0,0
176.11,14,986,0.0109,1560,251,229,80,426,0,1560,0,0
177.58,14,986,0.0107,1560,251,229,80,426,0,1560,0,0
179.03,14,986,0.0105,1560,251,229,80,426,0,1560,0,0
180.43,14,986,0.0101,1560,251,229,80,426,0,1560,0,0
181.86,14,986,0.0105,1560,251,229,80,426,0,1560,0,0
182.87,14,986,0.0114,1560,251,229,80,426,0,1560,0,0
184.30,14,986,0.0114,1560,251,229,80,426,0,1560,0,0
185.70,14,986,0.0114,1560,251,229,80,426,0,1560,0,0
187.10,14,986,0.0137,1560,251,229,80,426,0,1560,0,0
188.57,14,986,0.0131,1560,251,229,80,426,0,1560,0,0
189.97,14,986,0.0133,1560,251,229,80,426,0,1560,0,0
191.39,14,986,0.0137,1560,251,229,80,426,0,1560,0,0
192.84,15,985,0.0128,1560,250,229,80,426,0,1560,0,0
194.32,15,985,0.0129,1560,250,229,80,426,0,1560,0,0
195.74,15,985,0.0127,1560,250,229,80,426,0,1560,0,0
197.18,15,985,0.0125,1560,250,229,80,426,0,1560,0,0
198.63,15,985,0.0124,1560,250,229,80,426,0,1560,0,0
200.05,15,985,0.0124,1560,250,229,80,426,0,1560,0,0
201.52,16,984,0.0111,1560,250,229,80,425,0,1560,0,0
202.98,16,984,0.0110,1560,250,229,80,425,0,1560,0,0
204.40,16,984,0.0111,1560,250,229,80,425,0,1560,0,0
205.81,16,984,0.0109,1560,250,229,80,425,0,1560,0,0
207.21,16,984,0.0124,1560,250,229,80,425,0,1560,0,0
208.66,16,984,0.0127,1560,250,229,80,425,0,1560,0,0
210.08,16,984,0.0127,1560,250,229,80,425,0,1560,0,0
211.50,16,984,0.0124,1560,250,229,80,425,0,1560,0,0
212.94,16,984,0.0136,1560,250,229,80,425,0,1560,0,0
214.19,16,984,0.0125,1560,250,229,80,425,0,1560,0,0
215.61,16,984,0.0130,1560,250,229,80,425,0,1560,0,0
217.02,16,984,0.0139,1560,250,229,80,425,0,1560,0,0
218.47,16,984,0.0131,1560,250,229,80,425,0,1560,0,0
219.92,16,984,0.0131,1560,250,229,80,425,0,1560,0,0
221.32,17,983,0.0112,1560,250,229,80,424,0,1560,0,0
222.81,17,983,0.0117,1560,250,229,80,424,0,1560,0,0
224.22,17,983,0.0115,1560,250,229,80,424,0,1560,0,0
225.63,17,983,0.0115,1560,250,229,80,424,0,1560,0,0
227.04,17,983,0.0133,1560,250,229,80,424,0,1560,0,0
228.47,17,983,0.0131,1560,250,229,80,424,0,1560,0,0
229.77,17,983,0.0139,1560,250,229,80,424,0,1560,0,0
231.20,17,983,0.0130,1560,250,229,80,424,0,1560,0,0
232.64,18,982,0.0114,1560,249,229,80,424,0,1560,0,0
234.11,18,982,0.0121,1560,249,229,80,424,0,1560,0,0
235.51,18,982,0.0120,1560,249,229,80,424,0,1560,0,0
236.76,18,982,0.0120,1560,249,229,80,424,0,1560,0,0
238.21,18,982,0.0112,1560,249,229,80,424,0,1560,0,0
239.61,18,982,0.0111,1560,249,229,80,424,0,1560,0,0
241.04,18,982,0.0111,1560,249,229,80,424,0,1560,0,0
242.55,19,981,0.0103,1560,249,229,80,423,0,1560,0,0
244.00,19,981,0.0094,1560,249,229,80,423,0,1560,0,0
245.42,19,981,0.0093,1560,249,229,80,423,0,1560,0,0
246.84,19,981,0.0112,1560,249,229,80,423,0,1560,0,0
248.26,19,981,0.0127,1560,249,229,80,423,0,1560,0,0
249.65,19,981,0.0124,1560,249,229,80,423,0,1560,0,0
251.07,19,981,0.0123,1560,249,229,80,423,0,1560,0,0
252.54,19,981,0.0110,1560,249,229,80,423,0,1560,0,0
253.94,20,980,0.0116,1560,249,229,80,422,0,1560,0,0
255.36,20,980,0.0139,1560,249,229,80,422,0,1560,0,0
256.37,20,980,0.0149,1560,249,229,80,422,0,1560,0,0
257.85,20,980,0.0178,1560,249,229,80,422,0,1560,0,0
259.27,20,980,0.0178,1560,249,229,80,422,0,1560,0,0
260.68,20,980,0.0181,1560,249,229,80,422,0,1560,0,0
262.10,20,980,0.0175,1560,249,229,80,422,0,1560,0,0
263.11,20,980,0.0175,1560,249,229,80,422,0,1560,0,0
264.56,20,980,0.0171,1560,249,229,80,422,0,1560,0,0
265.95,20,980,0.0187,1560,249,229,80,422,0,1560,0,0
267.39,20,980,0.0175,1560,249,229,80,422,0,1560,0,0
268.79,21,979,0.0160,1560,248,229,80,422,0,1560,0,0
269.98,21,979,0.0163,1560,248,229,80,422,0,1560,0,0
271.39,21,979,0.0158,1560,248,229,80,422,0,1560,0,0
272.80,21,979,0.0169,1560,248,229,80,422,0,1560,0,0
274.20,21,979,0.0165,1560,248,229,80,422,0,1560,0,0
275.63,21,979,0.0162,1560,248,229,80,422,0,1560,0,0
277.05,21,979,0.0172,1560,248,229,80,422,0,1560,0,0
278.10,22,978,0.0159,1560,248,229,80,421,0,1560,0,0
279.20,22,978,0.0168,1560,248,229,80,421,0,1560,0,0
280.26,23,977,0.0146,1560,248,229,80,420,0,1560,0,0
281.68,23,977,0.0151,1560,248,229,80,420,0,1560,0,0
282.73,24,976,0.0130,1560,248,229,79,420,0,1560,0,0
284.20,25,975,0.0129,1560,248,229,79,419,0,1560,0,0
285.69,25,975,0.0143,1560,248,229,79,419,0,1560,0,0
287.13,25,975,0.0137,1560,248,229,79,419,0,1560,0,0
288.14,26,974,0.0119,1560,247,229,79,419,0,1560,0,0
289.56,26,974,0.0117,1560,247,229,79,419,0,1560,2,0
290.56,26,974,0.0126,1560,247,229,79,419,0,1560,2,0
292.02,26,974,0.0134,1560,247,229,79,419,0,1560,2,0
293.13,26,974,0.0124,1560,247,229,79,419,0,1560,2,0
294.33,26,974,0.0125,1560,247,229,79,419,0,1560,2,0
295.75,26,974,0.0136,1560,247,229,79,419,0,1560,0,0
297.14,26,974,0.0144,1560,247,229,79,419,0,1560,0,0
298.57,26,974,0.0139,1560,247,229,79,419,0,1560,0,0
299.97,26,974,0.0139,1560,247,229,79,419,0,1560,0,0
301.38,26,974,0.0139,1560,247,229,79,419,0,1560,0,0
302.79,26,974,0.0136,1560,247,229,79,419,0,1560,0,0
304.21,26,974,0.0142,1560,247,229,79,419,0,1560,0,0
305.60,26,974,0.0142,1560,247,229,79,419,0,1560,0,0
307.09,26,974,0.0143,1560,247,229,79,419,0,1560,0,0
308.09,26,974,0.0143,1560,247,229,79,419,0,1560,0,0
309.48,27,973,0.0122,1560,247,228,79,419,0,1560,0,0
310.93,27,973,0.0124,1560,247,228,79,419,0,1560,0,0
312.33,27,973,0.0126,1560,247,228,79,419,0,1560,0,0
313.77,27,973,0.0131,1560,247,228,79,419,0,1560,0,0
315.15,27,973,0.0142,1560,247,228,79,419,0,1560,0,0
316.55,27,973,0.0140,1560,247,228,79,419,0,1560,0,0
318.03,27,973,0.0126,1560,247,228,79,419,0,1560,0,0
319.43,27,973,0.0134,1562,247,228,79,419,0,1562,0,0
320.81,28,972,0.0123,1562,247,228,79,418,0,1562,0,0
322.24,28,972,0.0122,1562,247,228,79,418,0,1562,0,0
323.25,28,972,0.0119,1562,247,228,79,418,0,1562,0,0
324.66,28,972,0.0121,1562,247,228,79,418,0,1562,0,0
326.07,28,972,0.0127,1562,247,228,79,418,0,1562,0,0
327.50,29,971,0.0136,1562,247,228,79,417,0,1562,0,0
328.98,29,971,0.0128,1562,247,228,79,417,0,1562,0,0
330.37,29,971,0.0125,1562,247,228,79,417,0,1562,0,0
331.75,29,971,0.0129,1562,247,228,79,417,0,1562,0,0
333.18,29,971,0.0127,1562,247,228,79,417,0,1562,0,0
334.58,29,971,0.0130,1562,247,228,79,417,0,1562,0,0
335.97,29,971,0.0124,1562,247,228,79,417,0,1562,0,0
337.35,29,971,0.0123,1562,247,228,79,417,0,1562,0,0
338.76,29,971,0.0125,1562,247,228,79,417,0,1562,0,0
340.15,29,971,0.0121,1562,247,228,79,417,0,1562,0,0
341.55,29,971,0.0129,1562,247,228,79,417,0,1562,0,0
342.97,29,971,0.0127,1562,247,228,79,417,0,1562,0,0
344.36,29,971,0.0128,1562,247,228,79,417,0,1562,0,0
345.53,29,971,0.0126,1562,247,228,79,417,0,1562,0,0
346.92,29,971,0.0145,1562,247,228,79,417,0,1562,2,0
348.37,29,971,0.0136,1562,247,228,79,417,0,1562,2,0
349.78,29,971,0.0133,1562,247,228,79,417,0,1562,2,0
351.22,29,971,0.0142,1562,247,228,79,417,0,1562,2,0
352.63,29,971,0.0143,1562,247,228,79,417,0,1562,2,0
354.04,29,971,0.0131,1562,247,228,79,417,0,1562,0,0
355.44,29,971,0.0138,1562,247,228,79,417,0,1562,0,0
356.84,29,971,0.0137,1562,247,228,79,417,0,1562,0,0
358.26,29,971,0.0140,1562,247,228,79,417,0,1562,0,0
359.67,29,971,0.0156,1562,247,228,79,417,0,1562,0,0
361.06,30,970,0.0168,1564,247,228,79,416,0,1564,0,0
362.46,30,970,0.0190,1564,247,228,79,416,0,1564,0,0
363.50,30,970,0.0196,1564,247,228,79,416,0,1564,0,0
364.89,30,970,0.0183,1564,247,228,79,416,0,1564,0,0
366.27,31,969,0.0175,1564,247,227,79,416,0,1564,0,0
367.66,31,969,0.0177,1564,247,227,79,416,0,1564,0,0
368.68,31,969,0.0178,1564,247,227,79,416,0,1564,0,0
370.07,31,969,0.0162,1564,247,227,79,416,0,1564,0,0
371.46,31,969,0.0166,1564,247,227,79,416,0,1564,0,0
372.92,31,969,0.0156,1564,247,227,79,416,0,1564,0,0
374.35,31,969,0.0162,1564,247,227,79,416,0,1564,0,0
375.75,31,969,0.0184,1564,247,227,79,416,0,1564,0,0
377.13,31,969,0.0211,1564,247,227,79,416,0,1564,0,0
378.57,32,968,0.0202,1564,247,227,79,415,0,1564,0,0
380.01,32,968,0.0203,1564,247,227,79,415,0,1564,0,0
381.40,32,968,0.0202,1564,247,227,79,415,0,1564,0,0
382.79,32,968,0.0218,1564,247,227,79,415,0,1564,0,0
384.20,33,967,0.0186,1566,247,227,78,415,0,1566,0,0
385.60,35,965,0.0157,1566,247,226,78,414,0,1566,0,0
387.04,35,965,0.0152,1566,247,226,78,414,0,1566,0,0
388.44,35,965,0.0149,1566,247,226,78,414,0,1566,0,0
389.90,36,964,0.0151,1566,247,226,78,413,0,1566,0,0
391.28,36,964,0.0133,1566,247,226,78,413,0,1566,0,0
392.73,36,964,0.0125,1566,247,226,78,413,0,1566,0,0
394.16,36,964,0.0142,1566,247,226,78,413,0,1566,0,0
395.58,37,963,0.0129,1566,246,226,78,413,0,1566,0,0
396.70,38,962,0.0123,1566,245,226,78,413,0,1566,0,0
398.15,38,962,0.0122,1566,245,226,78,413,0,1566,0,0
399.59,39,961,0.0106,1566,244,226,78,413,0,1566,0,0
400.97,39,961,0.0106,1566,244,226,78,413,0,1566,0,0
402.42,39,961,0.0114,1566,244,226,78,413,0,1566,0,0
403.83,39,961,0.0118,1566,244,226,78,413,0,1566,0,0
405.23,39,961,0.0109,1566,244,226,78,413,0,1566,0,0
406.61,39,961,0.0097,1566,244,226,78,413,0,1566,0,0
407.99,39,961,0.0120,1566,244,226,78,413,0,1566,0,0
409.01,39,961,0.0124,1566,244,226,78,413,0,1566,0,0
410.77,39,961,0.0125,1566,244,226,78,413,0,1566,0,0
412.16,39,961,0.0129,1566,244,226,78,413,0,1566,0,0
413.47,39,961,0.0114,1566,244,226,78,413,0,1566,0,0
414.85,39,961,0.0129,1566,244,226,78,413,0,1566,0,0
416.40,39,961,0.0125,1566,244,226,78,413,0,1566,0,0
417.58,39,961,0.0116,1566,244,226,78,413,0,1566,0,0
418.99,39,961,0.0116,1566,244,226,78,413,0,1566,0,0
420.38,39,961,0.0110,1566,244,226,78,413,0,1566,0,0
421.75,39,961,0.0110,1566,244,226,78,413,0,1566,0,0
423.14,39,961,0.0114,1566,244,226,78,413,0,1566,0,0
424.15,39,961,0.0112,1566,244,226,78,413,0,1566,0,0
425.52,39,961,0.0114,1566,244,226,78,413,0,1566,0,0
426.90,39,961,0.0108,1566,244,226,78,413,0,1566,0,0
428.28,39,961,0.0121,1566,244,226,78,413,0,1566,0,0
429.69,39,961,0.0120,1566,244,226,78,413,0,1566,0,0
430.98,39,961,0.0143,1566,244,226,78,413,0,1566,0,0
432.35,39,961,0.0152,1566,244,226,78,413,0,1566,0,0
433.77,39,961,0.0156,1566,244,226,78,413,0,1566,0,0
435.15,39,961,0.0161,1566,244,226,78,413,0,1566,0,0
436.54,39,961,0.0161,1566,244,226,78,413,0,1566,0,0
437.96,39,961,0.0151,1566,244,226,78,413,0,1566,0,0
439.00,39,961,0.0151,1566,244,226,78,413,0,1566,0,0
440.38,39,961,0.0162,1566,244,226,78,413,0,1566,0,0
441.81,39,961,0.0159,1566,244,226,78,413,0,1566,0,0
443.20,39,961,0.0177,1566,244,226,78,413,0,1566,0,0
444.65,39,961,0.0183,1566,244,226,78,413,0,1566,0,0
446.06,39,961,0.0192,1566,244,226,78,413,0,1566,0,0
447.46,39,961,0.0192,1566,244,226,78,413,0,1566,0,0
448.86,39,961,0.0204,1566,244,226,78,413,0,1566,0,0
450.28,39,961,0.0208,1566,244,226,78,413,0,1566,0,0
451.66,40,960,0.0193,1566,244,226,78,412,0,1566,0,0
452.96,40,960,0.0195,1566,244,226,78,412,0,1566,0,0
454.44,40,960,0.0187,1566,244,226,78,412,0,1566,0,0
455.82,40,960,0.0189,1566,244,226,78,412,0,1566,0,0
457.20,40,960,0.0188,1568,244,226,78,412,0,1568,0,0
458.57,41,959,0.0176,1568,244,226,78,411,0,1568,0,0
459.59,41,959,0.0164,1568,244,226,78,411,0,1568,0,0
460.60,41,959,0.0173,1568,244,226,78,411,0,1568,0,0
462.01,42,958,0.0158,1568,244,226,78,410,0,1568,0,0
463.43,42,958,0.0170,1568,244,226,78,410,0,1568,0,0
464.53,42,958,0.0146,1568,244,226,78,410,0,1568,0,0
465.56,42,958,0.0161,1568,244,226,78,410,0,1568,0,0
466.95,42,958,0.0162,1568,244,226,78,410,0,1568,0,0
468.35,42,958,0.0152,1568,244,226,78,410,0,1568,0,0
469.78,42,958,0.0182,1568,244,226,78,410,0,1568,0,0
471.18,42,958,0.0172,1568,244,226,78,410,0,1568,0,0
472.55,43,957,0.0176,1570,244,226,78,409,0,1570,0,0
474.01,44,956,0.0171,1570,244,226,78,408,0,1570,0,0
475.44,44,956,0.0176,1570,244,226,78,408,0,1570,0,0
476.83,44,956,0.0180,1570,244,226,78,408,0,1570,0,0
478.19,44,956,0.0171,1570,244,226,78,408,0,1570,0,0
479.99,44,956,0.0156,1570,244,226,78,408,0,1570,2,0
481.40,44,956,0.0163,1570,244,226,78,408,0,1570,2,0
482.84,45,955,0.0157,1572,244,226,78,407,0,1572,2,0
484.26,45,955,0.0164,1572,244,226,78,407,0,1572,2,0
485.27,45,955,0.0158,1572,244,226,78,407,0,1572,0,0
486.64,45,955,0.0158,1572,244,226,78,407,0,1572,0,0
487.97,45,955,0.0167,1572,244,226,78,407,0,1572,0,0
489.36,45,955,0.0159,1572,244,226,78,407,0,1572,0,0
490.75,45,955,0.0184,1572,244,226,78,407,0,1572,0,0
492.15,45,955,0.0188,1572,244,226,78,407,0,1572,0,0
493.54,45,955,0.0193,1572,244,226,78,407,0,1572,0,0
494.97,46,954,0.0185,1572,244,226,78,406,0,1572,0,0
496.38,46,954,0.0175,1572,244,226,78,406,0,1572,0,0
497.76,47,953,0.0192,1572,244,225,78,406,0,1572,0,0
499.17,47,953,0.0185,1572,244,225,78,406,0,1572,0,0
500.60,47,953,0.0192,1572,244,225,78,406,0,1572,0,0
501.98,47,953,0.0191,1572,244,225,78,406,0,1572,0,0
503.37,47,953,0.0191,1572,244,225,78,406,0,1572,0,0
505.16,47,953,0.0189,1572,244,225,78,406,0,1572,0,0
506.52,47,953,0.0189,1572,244,225,78,406,0,1572,0,0
507.89,47,953,0.0192,1572,244,225,78,406,0,1572,0,0
509.33,48,952,0.0170,1572,243,225,78,406,0,1572,0,0
510.73,48,952,0.0176,1572,243,225,78,406,0,1572,0,0
512.11,48,952,0.0199,1572,243,225,78,406,0,1572,0,0
513.52,48,952,0.0191,1572,243,225,78,406,0,1572,0,0
514.94,48,952,0.0198,1572,243,225,78,406,0,1572,2,0
516.32,49,951,0.0178,1572,243,225,78,405,0,1572,2,0
517.68,49,951,0.0170,1572,243,225,78,405,0,1572,2,0
519.07,49,951,0.0174,1572,243,225,78,405,0,1572,2,0
520.45,49,951,0.0169,1572,243,225,78,405,0,1572,2,0
521.81,49,951,0.0170,1572,243,225,78,405,0,1572,0,0
523.09,50,950,0.0156,1572,243,225,78,404,0,1572,0,0
524.53,50,950,0.0156,1572,243,225,78,404,0,1572,0,0
525.96,50,950,0.0158,1572,243,225,78,404,0,1572,0,0
527.36,50,950,0.0158,1572,243,225,78,404,0,1572,0,0
528.75,50,950,0.0158,1572,243,225,78,404,0,1572,0,0
530.18,50,950,0.0158,1572,243,225,78,404,0,1572,0,0
531.56,50,950,0.0174,1572,243,225,78,404,0,1572,0,0
532.94,50,950,0.0174,1572,243,225,78,404,0,1572,0,2
534.35,51,949,0.0168,1572,243,224,78,404,0,1572,0,2
535.79,51,949,0.0182,1572,243,224,78,404,0,1572,0,2
537.22,52,948,0.0163,1572,243,224,78,403,0,1572,0,2
538.61,52,948,0.0187,1572,243,224,78,403,0,1572,0,2
540.06,52,948,0.0190,1572,243,224,78,403,0,1572,0,0
541.44,52,948,0.0203,1574,243,224,78,403,0,1574,0,0
543.13,53,947,0.0191,1574,243,224,78,402,0,1574,0,0
544.52,53,947,0.0189,1574,243,224,78,402,0,1574,0,0
545.94,53,947,0.0186,1574,243,224,78,402,0,1574,0,0
547.32,53,947,0.0202,1574,243,224,78,402,0,1574,0,0
548.72,53,947,0.0205,1574,243,224,78,402,0,1574,0,0
550.15,54,946,0.0199,1574,243,224,78,401,0,1574,0,0
551.56,54,946,0.0192,1574,243,224,78,401,0,1574,0,0
552.95,55,945,0.0180,1574,243,224,78,400,0,1574,0,0
554.38,56,944,0.0159,1574,242,224,78,400,0,1574,0,0
555.76,56,944,0.0167,1574,242,224,78,400,0,1574,0,0
557.23,56,944,0.0163,1574,242,224,78,400,0,1574,0,0
558.60,56,944,0.0163,1574,242,224,78,400,0,1574,0,0
560.01,56,944,0.0153,1574,242,224,78,400,0,1574,0,0
561.36,56,944,0.0169,1574,242,224,78,400,0,1574,0,0
562.75,56,944,0.0174,1574,242,224,78,400,0,1574,0,0
564.13,56,944,0.0172,1574,242,224,78,400,0,1574,0,0
565.52,56,944,0.0174,1574,242,224,78,400,0,1574,0,0
566.87,56,944,0.0173,1574,242,224,78,400,0,1574,0,0
568.24,56,944,0.0192,1574,242,224,78,400,0,1574,0,0
