Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub3,Exit_Exit_Sub2,Exit_Exit_Sub1,Exit_Exit_Sub_Main,Zone_ZoneSensor stair,Zone_ZoneSensor (1),Zone_ZoneSensor stair (6),Zone_ZoneSensor stair (4)_noSmartSign
172.15,5,995,0.0132,160,250,273,89,383,0,160,0,0
173.45,6,994,0.0116,160,250,273,89,382,0,160,0,0
174.77,6,994,0.0115,160,250,273,89,382,0,160,0,0
176.12,6,994,0.0113,160,250,273,89,382,0,160,0,0
177.41,6,994,0.0115,160,250,273,89,382,0,160,0,0
178.72,6,994,0.0119,160,250,273,89,382,0,160,0,0
180.01,6,994,0.0118,160,250,273,89,382,0,160,0,0
181.35,6,994,0.0115,160,250,273,89,382,0,160,0,0
182.68,6,994,0.0132,160,250,273,89,382,0,160,0,0
183.99,6,994,0.0133,160,250,273,89,382,0,160,0,0
185.32,6,994,0.0134,160,250,273,89,382,0,160,0,0
186.61,6,994,0.0143,160,250,273,89,382,0,160,0,0
187.93,6,994,0.0145,160,250,273,89,382,0,160,0,0
189.23,6,994,0.0157,160,250,273,89,382,0,160,0,0
190.57,6,994,0.0158,160,250,273,89,382,0,160,0,0
191.87,6,994,0.0146,160,250,273,89,382,0,160,0,0
193.16,6,994,0.0143,160,250,273,89,382,0,160,0,0
194.44,7,993,0.0127,160,250,273,89,381,0,160,0,0
195.74,7,993,0.0145,160,250,273,89,381,0,160,0,0
197.13,7,993,0.0158,160,250,273,89,381,0,160,0,2
198.45,7,993,0.0161,160,250,273,89,381,0,160,0,2
199.74,7,993,0.0152,160,250,273,89,381,0,160,0,2
201.07,7,993,0.0152,160,250,273,89,381,0,160,0,2
202.36,7,993,0.0161,160,250,273,89,381,0,160,0,2
203.65,7,993,0.0157,160,250,273,89,381,0,160,0,0
204.95,7,993,0.0161,160,250,273,89,381,0,160,0,0
206.26,7,993,0.0157,160,250,273,89,381,0,160,0,0
207.56,7,993,0.0161,160,250,273,89,381,0,160,0,0
208.85,7,993,0.0167,160,250,273,89,381,0,160,0,0
210.19,7,993,0.0164,160,250,273,89,381,0,160,0,0
211.52,7,993,0.0162,160,250,273,89,381,0,160,0,0
212.82,7,993,0.0157,160,250,273,89,381,0,160,0,0
214.09,7,993,0.0174,160,250,273,89,381,0,160,0,0
215.38,7,993,0.0180,160,250,273,89,381,0,160,0,0
216.68,7,993,0.0180,160,250,273,89,381,0,160,0,2
217.97,7,993,0.0182,160,250,273,89,381,0,160,0,2
219.26,7,993,0.0179,160,250,273,89,381,0,160,0,2
220.58,7,993,0.0176,160,250,273,89,381,0,160,0,2
222.22,8,992,0.0161,160,249,273,89,381,0,160,0,2
223.51,8,992,0.0158,160,249,273,89,381,0,160,0,0
224.85,8,992,0.0164,160,249,273,89,381,0,160,0,0
226.16,8,992,0.0166,160,249,273,89,381,0,160,0,0
227.45,8,992,0.0168,160,249,273,89,381,0,160,0,0
228.76,8,992,0.0166,160,249,273,89,381,0,160,0,0
230.04,8,992,0.0161,160,249,273,89,381,0,160,0,0
231.44,9,991,0.0149,160,249,272,89,381,0,160,0,0
232.75,9,991,0.0164,160,249,272,89,381,0,160,0,0
234.08,9,991,0.0167,160,249,272,89,381,0,160,0,0
235.39,10,990,0.0170,160,249,272,89,380,0,160,0,0
236.71,10,990,0.0171,160,249,272,89,380,0,160,0,0
238.02,10,990,0.0164,160,249,272,89,380,0,160,0,0
239.30,10,990,0.0162,160,249,272,89,380,0,160,0,0
240.61,10,990,0.0161,160,249,272,89,380,0,160,0,0
241.89,10,990,0.0191,160,249,272,89,380,0,160,0,0
243.18,10,990,0.0203,160,249,272,89,380,0,160,0,0
244.47,10,990,0.0205,160,249,272,89,380,0,160,0,0
245.77,10,990,0.0198,160,249,272,89,380,0,160,0,0
247.07,11,989,0.0188,160,249,272,89,379,0,160,0,0
248.37,11,989,0.0189,160,249,272,89,379,0,160,2,0
249.65,11,989,0.0188,160,249,272,89,379,0,160,2,0
250.99,11,989,0.0191,160,249,272,89,379,0,160,2,0
252.27,11,989,0.0190,160,249,272,89,379,0,160,2,0
253.60,11,989,0.0189,160,249,272,89,379,0,160,2,0
254.90,11,989,0.0187,160,249,272,89,379,0,160,0,0
256.22,11,989,0.0194,160,249,272,89,379,0,160,0,0
257.49,11,989,0.0197,160,249,272,89,379,0,160,0,0
258.79,11,989,0.0200,160,249,272,89,379,0,160,0,0
260.08,11,989,0.0199,160,249,272,89,379,0,160,0,0
261.38,11,989,0.0201,160,249,272,89,379,0,160,0,0
262.66,11,989,0.0210,160,249,272,89,379,0,160,0,0
263.95,11,989,0.0208,160,249,272,89,379,0,160,0,0
265.26,11,989,0.0208,160,249,272,89,379,0,160,0,0
266.59,11,989,0.0204,160,249,272,89,379,0,160,0,0
267.91,12,988,0.0187,160,249,271,89,379,0,160,2,0
269.20,12,988,0.0189,160,249,271,89,379,0,160,2,0
270.58,13,987,0.0165,160,249,271,89,378,0,160,2,0
271.93,14,986,0.0156,160,249,271,89,377,0,160,2,0
273.23,15,985,0.0160,160,248,271,89,377,0,160,2,0
274.67,15,985,0.0165,160,248,271,89,377,0,160,0,0
275.86,15,985,0.0164,160,248,271,89,377,0,160,0,0
277.15,15,985,0.0160,160,248,271,89,377,0,160,0,0
278.42,15,985,0.0179,160,248,271,89,377,0,160,0,0
279.71,16,984,0.0191,160,248,271,89,376,0,160,0,0
281.03,16,984,0.0175,160,248,271,89,376,0,160,0,0
282.35,16,984,0.0176,160,248,271,89,376,0,160,0,0
283.62,16,984,0.0192,160,248,271,89,376,0,160,0,0
284.90,16,984,0.0175,160,248,271,89,376,0,160,0,0
286.20,16,984,0.0186,160,248,271,89,376,0,160,0,0
287.37,17,983,0.0159,160,248,270,89,376,0,160,0,0
288.68,17,983,0.0150,160,248,270,89,376,0,160,0,0
290.00,17,983,0.0149,160,248,270,89,376,0,160,0,0
291.31,17,983,0.0144,160,248,270,89,376,0,160,0,0
292.59,17,983,0.0167,160,248,270,89,376,0,160,0,0
293.87,17,983,0.0175,160,248,270,89,376,0,160,0,0
295.15,17,983,0.0171,160,248,270,89,376,0,160,0,0
296.50,17,983,0.0176,160,248,270,89,376,0,160,0,0
297.79,17,983,0.0187,160,248,270,89,376,0,160,0,0
299.07,17,983,0.0180,160,248,270,89,376,0,160,0,0
300.73,17,983,0.0180,160,248,270,89,376,0,160,0,0
302.01,17,983,0.0198,160,248,270,89,376,0,160,0,0
303.28,18,982,0.0179,160,248,270,89,375,0,160,0,0
304.62,18,982,0.0186,160,248,270,89,375,0,160,0,0
305.94,18,982,0.0184,160,248,270,89,375,0,160,0,0
307.22,18,982,0.0193,160,248,270,89,375,0,160,0,0
308.50,18,982,0.0195,160,248,270,89,375,0,160,0,0
309.78,18,982,0.0191,160,248,270,89,375,0,160,0,0
311.08,18,982,0.0188,160,248,270,89,375,0,160,0,0
312.38,18,982,0.0186,160,248,270,89,375,0,160,2,0
313.68,18,982,0.0194,160,248,270,89,375,0,160,2,0
314.99,19,981,0.0186,160,247,270,89,375,0,160,2,0
316.27,19,981,0.0178,160,247,270,89,375,0,160,2,0
317.63,20,980,0.0185,160,247,270,89,374,0,160,2,0
319.00,20,980,0.0182,160,247,270,89,374,0,160,0,0
320.28,20,980,0.0189,160,247,270,89,374,0,160,0,0
321.58,20,980,0.0204,160,247,270,89,374,0,160,0,0
322.88,20,980,0.0217,162,247,270,89,374,0,162,0,0
324.16,21,979,0.0198,162,247,270,88,374,0,162,0,0
325.46,22,978,0.0189,162,247,270,88,373,0,162,0,0
326.82,22,978,0.0171,162,247,270,88,373,0,162,0,0
328.09,22,978,0.0179,162,247,270,88,373,0,162,0,0
329.38,22,978,0.0192,162,247,270,88,373,0,162,0,0
330.67,23,977,0.0169,162,247,269,88,373,0,162,0,0
332.04,23,977,0.0182,162,247,269,88,373,0,162,0,0
333.37,23,977,0.0176,162,247,269,88,373,0,162,0,0
334.67,23,977,0.0177,162,247,269,88,373,0,162,0,0
335.97,23,977,0.0172,162,247,269,88,373,0,162,0,0
337.26,23,977,0.0169,162,247,269,88,373,0,162,0,0
338.54,23,977,0.0179,162,247,269,88,373,0,162,0,0
339.87,23,977,0.0167,162,247,269,88,373,0,162,0,0
341.52,23,977,0.0190,162,247,269,88,373,0,162,0,2
342.79,23,977,0.0197,162,247,269,88,373,0,162,0,2
344.05,23,977,0.0186,162,247,269,88,373,0,162,0,2
345.33,23,977,0.0184,162,247,269,88,373,0,162,0,2
346.64,23,977,0.0187,162,247,269,88,373,0,162,0,2
347.93,23,977,0.0191,162,247,269,88,373,0,162,0,0
349.21,23,977,0.0182,162,247,269,88,373,0,162,0,0
350.49,23,977,0.0186,162,247,269,88,373,0,162,0,0
351.77,23,977,0.0180,162,247,269,88,373,0,162,0,0
353.04,23,977,0.0189,162,247,269,88,373,0,162,0,0
354.32,23,977,0.0183,162,247,269,88,373,0,162,0,0
355.49,23,977,0.0181,162,247,269,88,373,0,162,0,0
356.82,23,977,0.0179,162,247,269,88,373,0,162,0,0
358.10,23,977,0.0182,162,247,269,88,373,0,162,0,0
359.37,23,977,0.0200,162,247,269,88,373,0,162,0,0
360.65,23,977,0.0225,162,246,270,88,373,2,162,0,0
362.02,23,977,0.0219,162,246,270,88,373,2,162,0,0
363.30,23,977,0.0220,162,246,270,88,373,0,162,0,0
364.58,23,977,0.0237,162,246,270,88,373,0,162,0,0
365.87,23,977,0.0234,162,246,270,88,373,0,162,0,0
367.20,23,977,0.0235,162,246,270,88,373,0,162,0,0
368.70,23,977,0.0230,162,246,270,88,373,0,162,0,0
369.98,23,977,0.0236,162,246,270,88,373,0,162,0,0
371.29,23,977,0.0221,162,246,270,88,373,0,162,0,0
372.57,23,977,0.0238,162,246,270,88,373,0,162,2,0
373.85,23,977,0.0235,162,246,270,88,373,0,162,4,0
375.15,23,977,0.0235,162,245,271,88,373,2,162,4,0
376.48,24,976,0.0232,162,245,271,88,372,2,162,4,0
377.82,24,976,0.0227,162,245,271,88,372,0,162,4,0
379.04,24,976,0.0224,162,245,271,88,372,0,162,2,0
380.31,24,976,0.0216,162,245,271,88,372,0,162,0,0
381.59,25,975,0.0202,162,244,271,88,372,0,162,0,0
382.73,25,975,0.0203,162,244,271,88,372,0,162,0,0
384.05,25,975,0.0222,162,244,271,88,372,0,162,0,0
385.46,26,974,0.0201,162,243,271,88,372,0,162,0,0
386.55,27,973,0.0205,162,243,271,88,371,0,162,0,0
387.88,27,973,0.0210,162,243,271,88,371,0,162,0,0
389.11,27,973,0.0205,162,243,271,88,371,0,162,0,0
390.38,27,973,0.0204,162,243,271,88,371,0,162,0,0
391.69,28,972,0.0198,162,243,270,88,371,0,162,0,0
393.03,29,971,0.0171,162,243,269,88,371,0,162,2,0
394.33,29,971,0.0173,162,243,269,88,371,0,162,2,0
396.03,29,971,0.0173,162,243,269,88,371,0,162,2,0
397.31,30,970,0.0158,162,242,269,88,371,0,162,2,0
398.61,30,970,0.0155,162,242,269,88,371,0,162,2,0
399.88,30,970,0.0158,162,242,269,88,371,0,162,0,0
401.14,31,969,0.0143,162,241,269,88,371,0,162,0,2
402.45,31,969,0.0141,162,241,269,88,371,0,162,0,2
403.73,32,968,0.0122,162,240,269,88,371,0,162,0,2
405.05,32,968,0.0143,162,240,269,88,371,0,162,0,2
406.40,32,968,0.0150,162,240,269,88,371,0,162,0,2
407.68,32,968,0.0158,162,240,269,88,371,0,162,0,0
408.93,32,968,0.0154,162,240,269,88,371,0,162,0,0
410.13,32,968,0.0160,162,240,269,88,371,0,162,0,0
411.39,32,968,0.0156,162,240,269,88,371,0,162,0,0
412.71,33,967,0.0140,162,240,268,88,371,0,162,0,0
414.01,33,967,0.0141,162,240,268,88,371,0,162,0,0
415.32,33,967,0.0144,162,240,268,88,371,0,162,0,0
416.58,33,967,0.0144,162,240,268,88,371,0,162,0,0
417.86,33,967,0.0135,162,240,268,88,371,0,162,0,0
419.12,33,967,0.0143,162,240,268,88,371,0,162,0,0
420.38,33,967,0.0140,162,240,268,88,371,0,162,0,0
421.64,34,966,0.0140,162,240,267,88,371,0,162,0,0
422.95,34,966,0.0138,162,240,267,88,371,0,162,0,0
424.08,34,966,0.0146,162,240,267,88,371,0,162,0,0
425.35,34,966,0.0143,162,240,267,88,371,0,162,0,0
426.63,34,966,0.0144,164,240,267,88,371,0,164,0,0
427.93,34,966,0.0140,164,240,267,88,371,0,164,0,0
429.22,35,965,0.0125,164,240,267,88,370,0,164,0,0
430.47,35,965,0.0123,164,240,267,88,370,0,164,0,0
431.78,35,965,0.0127,164,240,267,88,370,0,164,0,0
433.06,35,965,0.0128,164,240,267,88,370,0,164,0,0
434.34,35,965,0.0128,164,240,267,88,370,0,164,0,0
435.60,35,965,0.0127,164,240,267,88,370,0,164,0,0
437.18,36,964,0.0112,164,240,266,88,370,0,164,0,0
438.49,36,964,0.0110,164,240,266,88,370,0,164,0,0
439.76,37,963,0.0125,164,239,266,88,370,0,164,0,0
441.03,37,963,0.0128,164,239,266,88,370,0,164,0,0
442.34,37,963,0.0125,164,239,266,88,370,0,164,0,0
443.59,37,963,0.0125,164,239,266,88,370,0,164,0,0
444.85,37,963,0.0116,164,239,266,88,370,0,164,0,0
446.11,37,963,0.0120,164,239,266,88,370,0,164,0,0
447.41,37,963,0.0135,164,239,266,88,370,0,164,0,0
448.73,37,963,0.0141,164,239,266,88,370,0,164,0,0
450.00,37,963,0.0139,164,239,266,88,370,0,164,0,0
451.28,37,963,0.0157,164,239,266,88,370,0,164,0,0
452.57,37,963,0.0156,164,239,266,88,370,0,164,2,0
453.84,37,963,0.0154,164,239,266,88,370,0,164,2,0
455.10,37,963,0.0158,164,239,266,88,370,0,164,2,0
456.35,37,963,0.0169,164,239,266,88,370,0,164,2,0
457.63,37,963,0.0195,164,239,266,88,370,0,164,2,0
458.89,38,962,0.0249,164,239,266,88,369,0,164,2,0
460.19,38,962,0.0239,164,239,266,88,369,0,164,0,0
461.45,38,962,0.0221,164,239,266,88,369,0,164,0,0
462.73,38,962,0.0231,164,239,266,88,369,0,164,0,0
464.31,39,961,0.0202,164,238,266,88,369,0,164,0,0
465.58,39,961,0.0195,164,238,266,88,369,0,164,0,0
467.26,39,961,0.0198,164,238,266,88,369,0,164,0,0
468.53,39,961,0.0207,164,238,266,88,369,0,164,0,0
469.79,39,961,0.0206,164,238,266,88,369,0,164,0,0
471.08,39,961,0.0226,164,238,266,88,369,0,164,0,2
472.36,40,960,0.0219,164,238,265,88,369,0,164,0,2
473.68,40,960,0.0212,164,238,265,88,369,0,164,0,2
474.94,40,960,0.0207,164,238,265,88,369,0,164,0,2
476.19,40,960,0.0216,164,238,265,88,369,0,164,0,2
477.51,40,960,0.0209,164,238,265,88,369,0,164,0,2
478.81,40,960,0.0229,164,238,265,88,369,0,164,0,0
480.06,40,960,0.0226,164,238,265,88,369,0,164,0,0
481.30,40,960,0.0226,164,238,265,88,369,0,164,0,0
482.60,40,960,0.0233,164,238,265,88,369,0,164,0,0
483.88,40,960,0.0241,164,238,265,88,369,0,164,0,0
485.12,40,960,0.0231,164,238,265,88,369,0,164,0,0
486.37,40,960,0.0228,164,238,265,88,369,0,164,0,0
487.65,41,959,0.0203,164,238,265,88,368,0,164,0,0
488.97,41,959,0.0205,164,238,265,88,368,0,164,0,0
490.23,41,959,0.0205,164,238,265,88,368,0,164,0,0
491.50,41,959,0.0216,164,238,265,88,368,0,164,0,0
492.79,41,959,0.0229,164,238,265,88,368,0,164,0,0
494.03,41,959,0.0220,164,238,265,88,368,0,164,0,0
495.29,41,959,0.0222,164,238,265,88,368,0,164,0,0
496.38,41,959,0.0223,164,238,265,88,368,0,164,0,0
497.46,41,959,0.0240,164,238,265,88,368,0,164,0,0
498.50,41,959,0.0245,164,238,265,88,368,0,164,0,0
499.55,41,959,0.0236,164,238,265,88,368,0,164,0,0
500.59,41,959,0.0234,164,238,265,88,368,0,164,0,0
501.62,41,959,0.0250,164,238,265,88,368,0,164,0,0
502.71,41,959,0.0233,164,238,265,88,368,0,164,0,0
503.72,41,959,0.0237,164,238,265,88,368,0,164,0,0
504.78,41,959,0.0232,164,238,265,88,368,0,164,0,0
505.99,41,959,0.0236,164,238,265,88,368,0,164,0,0
507.07,41,959,0.0239,164,238,265,88,368,0,164,0,0
508.11,41,959,0.0225,164,238,265,88,368,0,164,0,0
509.13,41,959,0.0227,164,238,265,88,368,0,164,0,0
510.17,41,959,0.0217,164,238,265,88,368,0,164,2,0
511.20,41,959,0.0224,164,238,265,88,368,0,164,2,0
512.31,42,958,0.0202,164,238,265,87,368,0,164,4,0
513.42,42,958,0.0209,164,238,265,87,368,0,164,4,0
514.48,42,958,0.0199,164,238,265,87,368,0,164,4,0
515.53,42,958,0.0211,164,238,265,87,368,0,164,4,0
516.58,42,958,0.0202,164,238,265,87,368,0,164,4,0
517.72,42,958,0.0210,164,238,265,87,368,0,164,2,0
518.79,42,958,0.0219,164,238,265,87,368,0,164,0,0
520.05,43,957,0.0192,164,238,265,87,367,0,164,0,0
521.31,43,957,0.0200,164,238,265,87,367,0,164,0,0
522.60,43,957,0.0205,164,238,265,87,367,0,164,0,0
523.86,43,957,0.0194,164,238,265,87,367,0,164,2,0
525.14,43,957,0.0191,164,238,265,87,367,0,164,2,0
526.41,45,955,0.0162,164,238,264,87,366,0,164,2,0
527.71,45,955,0.0170,164,238,264,87,366,0,164,2,0
529.02,45,955,0.0176,164,238,264,87,366,0,164,2,2
530.28,46,954,0.0156,164,238,263,87,366,0,164,0,2
531.58,47,953,0.0171,164,238,262,87,366,0,164,0,2
532.75,47,953,0.0164,164,238,262,87,366,0,164,0,2
534.06,47,953,0.0163,164,238,262,87,366,0,164,0,2
535.33,47,953,0.0168,164,238,262,87,366,0,164,0,0
536.61,47,953,0.0153,164,238,262,87,366,0,164,0,0
537.89,47,953,0.0159,164,238,262,87,366,0,164,0,0
539.14,47,953,0.0173,164,238,262,87,366,0,164,0,0
540.39,47,953,0.0195,164,238,262,87,366,0,164,0,0
541.64,47,953,0.0188,164,238,262,87,366,0,164,0,0
542.91,48,952,0.0164,164,238,261,87,366,0,164,0,0
544.18,48,952,0.0175,164,238,261,87,366,0,164,0,0
545.44,48,952,0.0217,164,238,261,87,366,0,164,0,0
546.62,48,952,0.0210,164,238,261,87,366,0,164,0,0
547.87,48,952,0.0198,164,238,261,87,366,0,164,0,0
549.11,48,952,0.0188,164,238,261,87,366,0,164,0,0
550.36,48,952,0.0207,164,238,261,87,366,0,164,0,0
551.63,48,952,0.0201,164,238,261,87,366,0,164,0,0
552.87,48,952,0.0225,164,238,261,87,366,0,164,0,0
554.11,48,952,0.0242,164,238,261,87,366,0,164,0,0
555.35,48,952,0.0241,164,238,261,87,366,0,164,0,0
556.61,49,951,0.0231,164,238,261,87,365,0,164,0,0
557.92,50,950,0.0214,164,237,261,87,365,0,164,0,0
559.19,50,950,0.0221,164,237,261,87,365,0,164,0,0
560.45,50,950,0.0213,164,237,261,87,365,0,164,0,0
561.69,50,950,0.0221,164,237,261,87,365,0,164,0,0
562.96,50,950,0.0214,164,237,261,87,365,0,164,0,0
564.19,50,950,0.0240,164,237,261,87,365,0,164,0,0
565.44,50,950,0.0232,164,237,261,87,365,0,164,0,0
566.69,51,949,0.0213,164,237,260,87,365,0,164,0,0
567.92,51,949,0.0226,164,237,260,87,365,0,164,0,0
569.21,51,949,0.0227,164,237,260,87,365,0,164,0,0
570.48,51,949,0.0219,164,237,260,87,365,0,164,0,0
