AgentID,SpawnZone,EscapeTime(s),ExitUsed
3,pedestal,37.63,Exit_Sub1
5,pedestal,47.41,Exit_Sub2
10,Typical School Chair and Table 12,100.37,Exit_Sub_Main
9,School Table,108.27,Exit_Sub_Main
12,Typical School Chair and Table 9,112.01,Exit_Sub_Main
2,School Table,126.59,Exit_Sub1
16,Typical School Chair and Table 19,136.81,Exit_Sub3
15,Typical School Chair and Table 1,140.99,Exit_Sub2
7,Typical School Chair and Table 20,150.41,Exit_Sub1
18,School Table,152.74,Exit_Sub_Main
6,School Table,160.12,Exit_Sub3
1,Typical School Chair and Table 2,167.48,Exit_Sub2
8,Typical School Chair and Table 1,175.65,Exit_Sub1
4,School Table,177.01,Exit_Sub_Main
11,School Table,178.42,Exit_Sub3
13,School Table,180.31,Exit_Sub_Main
14,Typical School Chair and Table 6,191.43,Exit_Sub2
23,Typical School Chair and Table 17,207.79,Exit_Sub3
24,Typical School Chair and Table 18,208.72,Exit_Sub3
25,School Table,234.45,Exit_Sub_Main
21,Typical School Chair and Table 4,236.71,Exit_Sub_Main
35,School Table,247.73,Exit_Sub_Main
32,School Table,251.02,Exit_Sub1
30,Typical School Chair and Table 13,251.02,Exit_Sub2
37,School Table,260.28,Exit_Sub2
22,Typical School Chair and Table 2,266.69,Exit_Sub2
28,School Table,268.54,Exit_Sub3
33,School Table,271.35,Exit_Sub1
31,School Table,275.06,Exit_Sub_Main
44,Typical School Chair and Table 13,276.87,Exit_Sub2
20,School Table,282.34,Exit_Sub_Main
26,School Table,284.19,Exit_Sub3
42,School Table,284.64,Exit_Sub3
39,School Table,286.94,Exit_Sub_Main
47,Typical School Chair and Table 9,301.85,Exit_Sub2
27,Typical School Chair and Table 8,303.66,Exit_Sub2
40,Typical School Chair and Table 20,309.18,Exit_Sub3
19,Typical School Chair and Table 4,314.27,Exit_Sub_Main
48,Typical School Chair and Table 15,314.76,Exit_Sub1
34,Typical School Chair and Table 1,324.36,Exit_Sub_Main
41,Typical School Chair and Table 8,324.80,Exit_Sub2
49,School Table,331.18,Exit_Sub2
43,Typical School Chair and Table 15,333.01,Exit_Sub2
36,School Table,354.01,Exit_Sub_Main
29,Typical School Chair and Table 6,357.69,Exit_Sub2
38,School Table,376.52,Exit_Sub3
45,Typical School Chair and Table 2,380.62,Exit_Sub_Main
50,School Table,384.74,Exit_Sub1
46,School Table,390.21,Exit_Sub2
53,Typical School Chair and Table 11,405.85,Exit_Sub_Main
51,School Table,416.50,Exit_Sub_Main
57,Typical School Chair and Table 5,432.07,Exit_Sub_Main
56,Typical School Chair and Table 1,447.15,Exit_Sub3
52,School Table,448.94,Exit_Sub3
61,School Table,450.32,Exit_Sub_Main
58,School Table,451.71,Exit_Sub_Main
59,Typical School Chair and Table 17,459.99,Exit_Sub3
60,School Table,480.93,Exit_Sub2
65,School Table,482.71,Exit_Sub1
54,Typical School Chair and Table 1,484.52,Exit_Sub_Main
67,Typical School Chair and Table,487.80,Exit_Sub3
55,Typical School Chair and Table 12,495.38,Exit_Sub_Main
63,School Table,502.13,Exit_Sub2
66,School Table,503.90,Exit_Sub2
75,Typical School Chair and Table 9,506.16,Exit_Sub2
62,School Table,515.46,Exit_Sub2
72,Typical School Chair and Table 8,516.79,Exit_Sub3
73,Typical School Chair and Table 16,530.62,Exit_Sub1
78,School Table,535.16,Exit_Sub_Main
71,Typical School Chair and Table,547.69,Exit_Sub1
64,Typical School Chair and Table 10,557.82,Exit_Sub2
70,Typical School Chair and Table 7,561.35,Exit_Sub1
69,School Table,584.04,Exit_Sub3
68,School Table,591.00,Exit_Sub2
74,Typical School Chair and Table 3,608.62,Exit_Sub3
76,Typical School Chair and Table 19,627.92,Exit_Sub2
81,Typical School Chair and Table 16,653.89,Exit_Sub1
77,School Table,661.08,Exit_Sub2
83,School Table,667.70,Exit_Sub2
79,Typical School Chair and Table 20,672.53,Exit_Sub_Main
88,School Table,683.06,Exit_Sub_Main
80,Typical School Chair and Table 5,690.49,Exit_Sub_Main
82,Typical School Chair and Table 12,697.07,Exit_Sub_Main
98,water tank 2,703.16,Exit_Sub3
91,Typical School Chair and Table 5,706.31,Exit_Sub3
93,School Table,707.69,Exit_Sub3
86,School Table,713.36,Exit_Sub3
85,School Table,719.06,Exit_Sub_Main
99,School Table,724.91,Exit_Sub1
96,School Table,731.07,Exit_Sub3
89,Typical School Chair and Table 13,748.59,Exit_Sub_Main
87,School Table,751.25,Exit_Sub2
84,School Table,752.57,Exit_Sub_Main
105,Typical School Chair and Table 6,766.90,Exit_Sub3
101,Typical School Chair and Table 1,768.67,Exit_Sub_Main
97,Typical School Chair and Table 6,773.07,Exit_Sub3
104,School Table,775.21,Exit_Sub3
92,School Table,779.55,Exit_Sub2
90,School Table,792.88,Exit_Sub_Main
100,Typical School Chair and Table 17,798.99,Exit_Sub2
107,School Table,800.70,Exit_Sub_Main
95,School Table,800.70,Exit_Sub3
114,School Table,802.43,Exit_Sub_Main
102,School Table,804.65,Exit_Sub2
94,School Table,812.95,Exit_Sub_Main
106,School Table,814.29,Exit_Sub1
111,Typical School Chair and Table 19,814.29,Exit_Sub2
116,School Table,824.91,Exit_Sub_Main
113,Typical School Chair and Table 4,829.62,Exit_Sub_Main
109,Typical School Chair and Table 9,855.23,Exit_Sub_Main
112,Typical School Chair and Table 20,860.43,Exit_Sub_Main
110,School Table,860.43,Exit_Sub_Main
103,Typical School Chair and Table 7,870.33,Exit_Sub2
119,School Table,871.58,Exit_Sub_Main
117,Typical School Chair and Table 16,884.65,Exit_Sub2
118,School Table,890.17,Exit_Sub_Main
108,Typical School Chair and Table 6,896.53,Exit_Sub2
115,Typical School Chair and Table 11,899.11,Exit_Sub2
130,pedestal,900.45,Exit_Sub1
125,School Table,903.11,Exit_Sub_Main
124,School Table,911.65,Exit_Sub_Main
120,Typical School Chair and Table 8,928.90,Exit_Sub_Main
121,School Table,947.37,Exit_Sub_Main
122,Typical School Chair and Table 4,947.80,Exit_Sub_Main
138,School Table,952.52,Exit_Sub_Main
134,School Table,954.18,Exit_Sub3
129,Typical School Chair and Table 8,960.91,Exit_Sub2
127,Typical School Chair and Table,966.53,Exit_Sub3
126,School Table,967.81,Exit_Sub2
147,Typical School Chair and Table 3,980.13,Exit_Sub2
141,School Table,982.68,Exit_Sub2
148,Typical School Chair and Table 18,984.86,Exit_Sub2
142,Typical School Chair and Table 15,987.83,Exit_Sub3
136,School Table,990.85,Exit_Sub2
139,School Table,995.42,Exit_Sub1
131,School Table,995.82,Exit_Sub3
123,Typical School Chair and Table 10,998.34,Exit_Sub_Main
132,Typical School Chair and Table 18,1008.71,Exit_Sub1
133,School Table,1009.52,Exit_Sub3
144,School Table,1017.42,Exit_Sub2
128,Typical School Chair and Table 18,1017.81,Exit_Sub3
150,School Table,1019.09,Exit_Sub3
152,Typical School Chair and Table 19,1021.23,Exit_Sub2
145,School Table,1022.48,Exit_Sub1
137,School Table,1025.80,Exit_Sub3
135,School Table,1028.29,Exit_Sub3
146,Typical School Chair and Table 13,1044.35,Exit_Sub_Main
143,School Table,1057.59,Exit_Sub2
154,Typical School Chair and Table 18,1062.55,Exit_Sub1
157,Typical School Chair and Table 6,1063.36,Exit_Sub2
151,Typical School Chair and Table 15,1070.62,Exit_Sub1
162,School Table,1078.18,Exit_Sub3
155,Typical School Chair and Table 15,1080.35,Exit_Sub_Main
149,School Table,1085.26,Exit_Sub_Main
153,School Table,1086.48,Exit_Sub2
159,Typical School Chair and Table 12,1086.87,Exit_Sub_Main
164,Typical School Chair and Table 4,1087.32,Exit_Sub_Main
140,School Table,1089.38,Exit_Sub2
161,Typical School Chair and Table 9,1093.07,Exit_Sub2
156,Typical School Chair and Table 17,1114.13,Exit_Sub3
158,School Table,1115.40,Exit_Sub_Main
163,Typical School Chair and Table 4,1127.30,Exit_Sub_Main
165,School Table,1150.37,Exit_Sub2
167,Typical School Chair and Table 13,1162.90,Exit_Sub_Main
166,Typical School Chair and Table 8,1172.16,Exit_Sub_Main
