AgentID,SpawnZone,EscapeTime(s),ExitUsed,Seed,ActiveSigns
926,stand,0.54,Exit_Sub3,0,10
631,pedestal,5.28,Exit_Sub_Main,0,10
589,pedestal,5.48,Exit_Sub2,0,10
111,Typical School Chair and Table 16,21.63,Exit_Sub2,0,10
828,School Table,24.49,Exit_Sub_Main,0,10
439,School Table,24.85,Exit_Sub_Main,0,10
281,School Table,25.86,Exit_Sub_Main,0,10
526,Typical School Chair and Table 15,28.67,Exit_Sub3,0,10
542,pedestal,28.68,Exit_Sub3,0,10
26,Typical School Chair and Table 13,29.09,Exit_Sub_Main,0,10
359,School Table,30.61,Exit_Sub3,0,10
906,Typical School Chair and Table 17,32.19,Exit_Sub3,0,10
716,Typical School Chair and Table 9,33.05,Exit_Sub2,0,10
797,Typical School Chair and Table 4,34.43,Exit_Sub_Main,0,10
466,School Table,34.49,Exit_Sub3,0,10
726,Typical School Chair and Table 20,34.96,Exit_Sub_Main,0,10
722,School Table,36.60,Exit_Sub_Main,0,10
824,School Table,36.83,Exit_Sub2,0,10
694,pedestal,37.56,Exit_Sub2,0,10
458,Typical School Chair and Table 14,38.40,Exit_Sub2,0,10
699,Typical School Chair and Table 15,38.61,Exit_Sub2,0,10
452,Typical School Chair and Table 17,38.77,Exit_Sub_Main,0,10
851,School Table,39.45,Exit_Sub2,0,10
131,School Table,39.54,Exit_Sub3,0,10
611,pedestal,40.10,Exit_Sub1,0,10
671,School Table,40.48,Exit_Sub1,0,10
676,Typical School Chair and Table 17,40.71,Exit_Sub3,0,10
203,Typical School Chair and Table 10,45.02,Exit_Sub2,0,10
506,Typical School Chair and Table 4,45.07,Exit_Sub2,0,10
356,Typical School Chair and Table 5,45.39,Exit_Sub_Main,0,10
519,pedestal,49.20,Exit_Sub2,0,10
756,Typical School Chair and Table 10,49.74,Exit_Sub2,0,10
899,Typical School Chair and Table 13,50.59,Exit_Sub_Main,0,10
588,School Table,51.45,Exit_Sub_Main,0,10
423,School Table,52.31,Exit_Sub_Main,0,10
239,School Table,54.29,Exit_Sub2,0,10
33,Typical School Chair and Table 12,54.97,Exit_Sub2,0,10
623,Typical School Chair and Table 16,55.33,Exit_Sub_Main,0,10
515,Typical School Chair and Table 8,55.61,Exit_Sub3,0,10
43,pedestal,55.74,Exit_Sub2,0,10
853,Typical School Chair and Table 12,56.10,Exit_Sub_Main,0,10
274,Typical School Chair and Table 19,56.38,Exit_Sub2,0,10
692,School Table,56.59,Exit_Sub_Main,0,10
102,Typical School Chair and Table 4,57.18,Exit_Sub3,0,10
686,Typical School Chair and Table 14,57.41,Exit_Sub3,0,10
548,Typical School Chair and Table 12,57.68,Exit_Sub2,0,10
648,School Table,57.88,Exit_Sub2,0,10
811,Typical School Chair and Table 19,58.09,Exit_Sub3,0,10
619,School Table,59.74,Exit_Sub_Main,0,10
939,School Table,59.82,Exit_Sub_Main,0,10
835,Typical School Chair and Table 15,60.29,Exit_Sub2,0,10
974,Typical School Chair and Table 10,61.02,Exit_Sub2,0,10
948,School Table,61.90,Exit_Sub2,0,10
957,Typical School Chair and Table 20,62.26,Exit_Sub1,0,10
936,Typical School Chair and Table 19,62.67,Exit_Sub_Main,0,10
498,Typical School Chair and Table 15,63.25,Exit_Sub_Main,0,10
582,Typical School Chair and Table 12,63.87,Exit_Sub3,0,10
351,School Table,65.00,Exit_Sub3,0,10
698,School Table,65.27,Exit_Sub3,0,10
789,Typical School Chair and Table 15,65.70,Exit_Sub1,0,10
975,School Table,66.78,Exit_Sub_Main,0,10
580,School Table,67.13,Exit_Sub1,0,10
514,School Table,67.40,Exit_Sub3,0,10
682,Typical School Chair and Table 9,68.09,Exit_Sub_Main,0,10
942,School Table,68.37,Exit_Sub3,0,10
396,School Table,68.38,Exit_Sub1,0,10
565,School Table,69.00,Exit_Sub_Main,0,10
340,Typical School Chair and Table 5,69.11,Exit_Sub_Main,0,10
308,School Table,69.21,Exit_Sub1,0,10
355,pedestal,69.41,Exit_Sub1,0,10
630,School Table,69.62,Exit_Sub3,0,10
549,School Table,70.14,Exit_Sub3,0,10
885,Typical School Chair and Table 14,70.95,Exit_Sub3,0,10
