Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Group 5639,Exit_Exit_Sub3,Exit_Exit_Sub2,Exit_Exit_Sub1,Exit_Exit_Sub_Main,Zone_ZoneSensor (1),Zone_ZoneSensor stair (4)_noSmartSign
525.53,518,482,0.0707,62,0,47,144,55,236,62,0
526.58,518,482,0.0718,62,0,47,144,55,236,62,0
527.62,518,482,0.0727,62,0,47,144,55,236,62,0
528.66,518,482,0.0721,62,0,47,144,55,236,62,0
529.70,518,482,0.0792,62,0,47,144,55,236,62,0
530.75,519,481,0.0754,62,0,47,144,54,236,62,0
531.85,519,481,0.0777,62,0,47,144,54,236,62,0
532.88,519,481,0.0743,62,0,47,144,54,236,62,0
533.99,519,481,0.0737,62,0,47,144,54,236,62,0
535.11,519,481,0.0746,62,0,47,144,54,236,62,0
536.23,520,480,0.0682,62,0,47,143,54,236,62,0
537.29,520,480,0.0717,64,0,47,143,54,236,64,0
538.37,520,480,0.0749,64,0,47,143,54,236,64,0
539.45,521,479,0.0708,64,0,47,143,54,235,64,0
540.51,521,479,0.0763,64,0,47,143,54,235,64,0
541.59,521,479,0.0792,64,0,47,143,54,235,64,0
542.62,521,479,0.0803,64,0,47,143,54,235,64,0
543.67,522,478,0.0818,64,0,47,143,54,234,64,0
544.87,522,478,0.0851,64,0,47,143,54,234,64,0
545.96,522,478,0.0892,64,0,47,143,54,234,64,0
547.12,523,477,0.0881,64,0,47,143,54,233,64,0
548.16,523,477,0.0855,64,0,47,143,54,233,64,2
549.24,523,477,0.0880,64,0,47,143,54,233,64,2
550.28,523,477,0.0851,64,0,47,143,54,233,64,2
551.32,523,477,0.0866,64,0,47,143,54,233,64,2
552.36,524,476,0.0951,64,0,47,142,54,233,64,2
553.40,525,475,0.0968,64,0,47,141,54,233,64,0
554.47,525,475,0.0999,64,0,47,141,54,233,64,0
555.51,525,475,0.1037,64,0,47,141,54,233,64,0
556.56,525,475,0.0986,64,0,47,141,54,233,64,0
557.59,526,474,0.0986,64,0,47,140,54,233,64,0
558.67,527,473,0.0955,64,0,47,140,54,232,64,0
559.72,527,473,0.0961,66,0,47,140,54,232,66,0
560.80,528,472,0.0924,66,0,47,140,54,231,66,0
561.89,528,472,0.0911,66,0,47,140,54,231,66,0
562.93,528,472,0.0932,66,0,47,140,54,231,66,0
563.98,528,472,0.0952,66,0,47,140,54,231,66,0
565.00,528,472,0.0935,66,0,47,140,54,231,66,0
566.05,528,472,0.0926,66,0,47,140,54,231,66,0
567.07,530,470,0.0903,66,0,47,140,54,229,66,0
568.30,530,470,0.0921,66,0,47,140,54,229,66,0
569.32,531,469,0.0891,68,0,47,140,53,229,68,0
570.36,532,468,0.0909,70,0,47,140,53,228,70,0
571.87,533,467,0.0877,70,0,47,140,53,227,70,0
572.93,535,465,0.0774,72,0,46,140,53,226,72,0
573.94,535,465,0.0822,72,0,46,140,53,226,72,0
575.00,535,465,0.0786,72,0,46,140,53,226,72,0
576.01,535,465,0.0792,72,0,46,140,53,226,72,0
577.05,535,465,0.0789,72,0,46,140,53,226,72,0
578.06,535,465,0.0783,72,0,46,140,53,226,72,0
579.07,535,465,0.0793,72,0,46,140,53,226,72,0
580.32,535,465,0.0790,72,0,46,140,53,226,72,2
581.33,535,465,0.0826,72,0,46,140,53,226,72,2
582.40,536,464,0.0794,72,0,46,140,53,225,72,2
583.41,536,464,0.0785,72,0,46,140,53,225,72,2
584.42,536,464,0.0806,72,0,46,140,53,225,72,4
585.55,536,464,0.0824,72,0,46,140,53,225,72,4
586.58,536,464,0.0783,72,0,46,140,53,225,72,2
587.59,536,464,0.0775,72,0,46,140,53,225,72,2
588.63,536,464,0.0789,72,0,46,140,53,225,72,2
589.66,537,463,0.0745,72,0,45,140,53,225,72,2
590.66,538,462,0.0728,72,0,45,139,53,225,72,0
591.72,538,462,0.0763,72,0,45,139,53,225,72,0
592.75,538,462,0.0749,72,0,45,139,53,225,72,0
593.75,538,462,0.0776,72,0,45,139,53,225,72,0
594.76,538,462,0.0795,72,0,45,139,53,225,72,0
595.78,538,462,0.0777,72,0,45,139,53,225,72,0
596.80,538,462,0.0769,72,0,45,139,53,225,72,0
597.81,538,462,0.0771,72,0,45,139,53,225,72,0
599.18,539,461,0.0722,72,0,45,138,53,225,72,0
600.21,539,461,0.0762,72,0,45,138,53,225,72,0
601.44,539,461,0.0802,72,0,45,138,53,225,72,0
602.49,539,461,0.0809,72,0,45,138,53,225,72,0
603.51,539,461,0.0805,72,0,45,138,53,225,72,0
604.52,540,460,0.0797,74,0,44,138,53,225,74,0
605.55,542,458,0.0739,74,0,44,138,53,223,74,0
606.58,543,457,0.0717,74,0,44,137,53,223,74,0
607.65,544,456,0.0694,74,0,44,137,53,222,74,0
608.68,544,456,0.0668,74,0,44,137,53,222,74,0
609.73,546,454,0.0613,74,0,44,135,53,222,74,0
610.80,546,454,0.0620,74,0,44,135,53,222,74,0
611.82,546,454,0.0671,74,0,44,135,53,222,74,0
613.00,546,454,0.0762,74,0,44,135,53,222,74,0
614.21,546,454,0.0753,74,0,44,135,53,222,74,0
615.45,546,454,0.0745,74,0,44,135,53,222,74,0
616.69,547,453,0.0711,74,0,44,134,53,222,74,0
617.72,547,453,0.0700,74,0,44,134,53,222,74,0
618.96,547,453,0.0708,74,0,44,134,53,222,74,0
620.19,548,452,0.0679,74,0,44,134,53,221,74,0
621.42,550,450,0.0609,76,0,44,133,53,220,76,0
622.47,551,449,0.0617,76,0,44,133,53,219,76,0
623.49,551,449,0.0627,76,0,44,133,53,219,76,0
624.49,551,449,0.0706,76,0,44,133,53,219,76,0
625.72,551,449,0.0729,76,0,44,133,53,219,76,0
626.82,551,449,0.0734,76,0,44,133,53,219,76,0
628.10,552,448,0.0659,76,0,44,132,53,219,76,0
629.35,552,448,0.0649,76,0,44,132,53,219,76,0
630.58,553,447,0.0615,76,0,44,132,53,218,76,0
631.63,553,447,0.0627,76,0,44,132,53,218,76,0
632.67,553,447,0.0623,76,0,44,132,53,218,76,0
633.90,553,447,0.0609,76,0,44,132,53,218,76,0
635.13,553,447,0.0624,76,0,44,132,53,218,76,0
636.35,553,447,0.0640,76,0,44,132,53,218,76,0
637.57,553,447,0.0646,76,0,44,132,53,218,76,0
638.80,553,447,0.0667,76,0,44,132,53,218,76,0
639.88,553,447,0.0668,76,0,44,132,53,218,76,0
641.09,553,447,0.0686,76,0,44,132,53,218,76,0
642.33,554,446,0.0651,76,0,44,132,53,217,76,0
643.58,555,445,0.0648,76,0,44,132,52,217,76,0
644.58,555,445,0.0647,76,0,44,132,52,217,76,0
645.59,555,445,0.0621,76,0,44,132,52,217,76,0
646.82,555,445,0.0665,76,0,44,132,52,217,76,0
648.06,556,444,0.0633,76,0,44,131,52,217,76,0
649.28,556,444,0.0653,76,0,44,131,52,217,76,0
650.28,556,444,0.0648,76,0,44,131,52,217,76,0
651.50,556,444,0.0672,76,0,44,131,52,217,76,0
652.76,556,444,0.0676,76,0,44,131,52,217,76,0
653.81,557,443,0.0691,76,0,44,130,52,217,76,0
654.84,557,443,0.0734,76,0,44,130,52,217,76,0
656.07,557,443,0.0745,76,0,44,130,52,217,76,0
657.29,557,443,0.0725,76,0,44,130,52,217,76,2
658.51,558,442,0.0693,76,0,44,129,52,217,76,2
659.59,558,442,0.0703,76,0,44,129,52,217,76,2
660.62,558,442,0.0705,76,0,44,129,52,217,76,2
661.83,558,442,0.0700,76,0,44,129,52,217,76,2
662.83,558,442,0.0722,76,0,44,129,52,217,76,2
664.04,558,442,0.0755,76,0,44,129,52,217,76,0
665.25,558,442,0.0766,76,0,44,129,52,217,76,0
666.46,558,442,0.0767,76,0,44,129,52,217,76,0
667.46,558,442,0.0783,76,0,44,129,52,217,76,0
668.68,559,441,0.0748,76,0,43,129,52,217,76,0
669.92,560,440,0.0700,76,0,42,129,52,217,76,0
671.15,560,440,0.0712,76,0,42,129,52,217,76,0
672.36,560,440,0.0723,76,0,42,129,52,217,76,0
673.59,560,440,0.0743,76,0,42,129,52,217,76,0
674.79,560,440,0.0740,78,0,42,129,52,217,78,0
675.80,561,439,0.0702,78,0,42,129,52,216,78,0
676.85,562,438,0.0677,78,0,42,129,52,215,78,0
677.86,562,438,0.0682,78,0,42,129,52,215,78,0
679.09,562,438,0.0705,78,0,42,129,52,215,78,0
680.30,562,438,0.0722,78,0,42,129,52,215,78,0
681.32,562,438,0.0728,78,0,42,129,52,215,78,0
682.52,562,438,0.0713,78,0,42,129,52,215,78,0
683.72,562,438,0.0723,78,0,42,129,52,215,78,0
684.94,562,438,0.0720,78,0,42,129,52,215,78,0
686.17,562,438,0.0717,78,0,42,129,52,215,78,0
687.39,562,438,0.0721,78,0,42,129,52,215,78,0
688.63,562,438,0.0705,78,0,42,129,52,215,78,0
689.84,562,438,0.0746,78,0,42,129,52,215,78,0
691.04,563,437,0.0713,78,0,42,128,52,215,78,0
692.07,563,437,0.0736,78,0,42,128,52,215,78,0
693.29,564,436,0.0690,78,0,42,128,52,214,78,0
694.49,565,435,0.0687,78,0,42,128,52,213,78,0
695.50,565,435,0.0682,78,0,42,128,52,213,78,0
696.70,565,435,0.0719,78,0,42,128,52,213,78,0
697.91,565,435,0.0736,78,0,42,128,52,213,78,0
699.05,565,435,0.0749,78,0,42,128,52,213,78,0
700.27,566,434,0.0759,78,0,42,128,51,213,78,0
701.50,566,434,0.0750,78,0,42,128,51,213,78,0
702.52,567,433,0.0725,80,0,41,128,51,213,80,0
703.53,569,431,0.0658,80,0,41,128,50,212,80,0
704.75,569,431,0.0654,80,0,41,128,50,212,80,0
705.95,569,431,0.0657,80,0,41,128,50,212,80,0
707.14,570,430,0.0598,80,0,41,128,50,211,80,0
708.23,570,430,0.0650,80,0,41,128,50,211,80,0
709.47,570,430,0.0626,80,0,41,128,50,211,80,0
710.66,570,430,0.0667,80,0,41,128,50,211,80,0
711.88,571,429,0.0626,80,0,40,128,50,211,80,0
713.09,571,429,0.0644,80,0,40,128,50,211,80,0
714.10,571,429,0.0630,80,0,40,128,50,211,80,0
715.31,571,429,0.0634,80,0,40,128,50,211,80,0
716.50,571,429,0.0619,80,0,40,128,50,211,80,0
717.70,571,429,0.0623,80,0,40,128,50,211,80,0
718.93,572,428,0.0586,80,0,39,128,50,211,80,0
719.94,572,428,0.0634,80,0,39,128,50,211,80,0
720.97,572,428,0.0616,80,0,39,128,50,211,80,0
722.17,572,428,0.0661,80,0,39,128,50,211,80,0
723.39,572,428,0.0662,80,0,39,128,50,211,80,0
724.59,572,428,0.0646,80,0,39,128,50,211,80,2
725.80,573,427,0.0599,80,0,39,127,50,211,80,2
727.05,573,427,0.0601,80,0,39,127,50,211,80,2
728.30,573,427,0.0614,80,0,39,127,50,211,80,2
729.49,573,427,0.0627,80,0,39,127,50,211,80,2
730.69,573,427,0.0635,80,0,39,127,50,211,80,0
731.89,573,427,0.0624,80,0,39,127,50,211,80,0
733.11,573,427,0.0637,80,0,39,127,50,211,80,2
734.33,573,427,0.0633,80,0,39,127,50,211,80,2
735.54,573,427,0.0623,80,0,39,127,50,211,80,2
736.75,574,426,0.0611,80,0,39,126,50,211,80,2
737.97,575,425,0.0603,80,0,39,126,50,210,80,2
739.00,576,424,0.0551,80,0,39,126,50,209,80,0
740.24,576,424,0.0564,80,0,39,126,50,209,80,0
741.26,576,424,0.0547,80,0,39,126,50,209,80,0
742.48,577,423,0.0575,80,0,39,126,50,208,80,0
743.74,577,423,0.0587,80,0,39,126,50,208,80,0
744.93,577,423,0.0586,80,0,39,126,50,208,80,0
746.13,577,423,0.0563,80,0,39,126,50,208,80,0
747.31,577,423,0.0587,80,0,39,126,50,208,80,0
748.51,578,422,0.0522,80,0,39,126,50,207,80,0
749.70,578,422,0.0532,80,0,39,126,50,207,80,0
750.92,578,422,0.0538,80,0,39,126,50,207,80,0
752.10,578,422,0.0523,80,0,39,126,50,207,80,2
753.32,578,422,0.0552,80,0,39,126,50,207,80,2
754.51,578,422,0.0644,80,0,39,126,50,207,80,2
755.68,578,422,0.0667,80,0,39,126,50,207,80,2
757.01,578,422,0.0681,80,0,39,126,50,207,80,2
758.20,578,422,0.0682,80,0,39,126,50,207,80,0
759.39,578,422,0.0669,80,0,39,126,50,207,80,0
760.60,579,421,0.0635,80,0,39,125,50,207,80,0
761.78,579,421,0.0630,80,0,39,125,50,207,80,0
763.01,579,421,0.0644,80,0,39,125,50,207,80,0
764.26,580,420,0.0632,80,0,39,125,49,207,80,0
765.43,580,420,0.0638,80,0,39,125,49,207,80,0
766.61,580,420,0.0671,80,0,39,125,49,207,80,0
767.77,581,419,0.0645,80,0,39,125,49,206,80,0
769.01,581,419,0.0698,80,0,39,125,49,206,80,0
770.21,581,419,0.0771,82,0,39,125,49,206,82,0
771.46,581,419,0.0776,82,0,39,125,49,206,82,0
772.69,582,418,0.0770,82,0,39,125,49,205,82,0
773.88,582,418,0.0748,82,0,39,125,49,205,82,0
775.05,583,417,0.0720,82,0,39,125,49,204,82,0
776.27,583,417,0.0748,82,0,39,125,49,204,82,0
777.45,583,417,0.0718,82,0,39,125,49,204,82,0
778.63,583,417,0.0724,82,0,39,125,49,204,82,0
779.80,584,416,0.0683,82,0,39,125,49,203,82,0
781.01,584,416,0.0678,82,0,39,125,49,203,82,0
782.18,584,416,0.0724,82,0,39,125,49,203,82,0
783.35,584,416,0.0818,82,0,39,125,49,203,82,0
784.55,584,416,0.0761,82,0,39,125,49,203,82,0
785.73,584,416,0.0830,82,0,39,125,49,203,82,0
786.92,585,415,0.0803,82,0,39,125,49,202,82,0
788.12,586,414,0.0763,82,0,38,125,49,202,82,0
789.35,586,414,0.0762,82,0,38,125,49,202,82,0
790.55,587,413,0.0736,82,0,38,125,49,201,82,0
791.71,588,412,0.0711,82,0,38,124,49,201,82,0
792.90,588,412,0.0739,82,0,38,124,49,201,82,0
794.06,588,412,0.0728,82,0,38,124,49,201,82,0
795.22,588,412,0.0742,82,0,38,124,49,201,82,0
796.39,588,412,0.0712,82,0,38,124,49,201,82,0
797.54,588,412,0.0713,82,0,38,124,49,201,82,0
798.74,588,412,0.0717,82,0,38,124,49,201,82,0
799.90,588,412,0.0707,82,0,38,124,49,201,82,0
801.05,589,411,0.0746,82,0,38,123,49,201,82,0
802.24,589,411,0.0742,82,0,38,123,49,201,82,0
803.52,589,411,0.0754,82,0,38,123,49,201,82,0
804.66,589,411,0.0716,82,0,38,123,49,201,82,0
805.81,589,411,0.0734,82,0,38,123,49,201,82,0
807.00,589,411,0.0742,82,0,38,123,49,201,82,0
808.18,589,411,0.0732,82,0,38,123,49,201,82,0
809.19,590,410,0.0710,82,0,38,123,48,201,82,0
810.38,590,410,0.0722,82,0,38,123,48,201,82,0
811.57,590,410,0.0756,82,0,38,123,48,201,82,0
812.72,590,410,0.0761,82,0,38,123,48,201,82,0
813.92,590,410,0.0758,82,0,38,123,48,201,82,0
815.06,590,410,0.0768,82,0,38,123,48,201,82,2
816.23,590,410,0.0752,82,0,38,123,48,201,82,2
817.40,590,410,0.0773,82,0,38,123,48,201,82,2
818.58,591,409,0.0734,82,0,38,122,48,201,82,2
819.74,591,409,0.0721,82,0,38,122,48,201,82,2
820.93,592,408,0.0707,82,0,38,121,48,201,82,0
822.11,592,408,0.0713,82,0,38,121,48,201,82,0
823.29,592,408,0.0745,82,0,38,121,48,201,82,0
824.43,593,407,0.0753,82,0,38,121,47,201,82,0
825.43,593,407,0.0740,82,0,38,121,47,201,82,0
826.58,593,407,0.0724,82,0,38,121,47,201,82,0
827.75,593,407,0.0705,82,0,38,121,47,201,82,0
829.02,594,406,0.0659,82,0,38,120,47,201,82,0
830.26,594,406,0.0731,82,0,38,120,47,201,82,0
831.44,596,404,0.0677,82,0,38,119,47,200,82,0
832.64,596,404,0.0706,82,0,38,119,47,200,82,0
833.81,597,403,0.0619,82,0,38,118,47,200,82,0
834.94,597,403,0.0634,82,0,38,118,47,200,82,0
836.14,597,403,0.0638,82,0,38,118,47,200,82,0
837.27,597,403,0.0615,82,0,38,118,47,200,82,0
838.44,600,400,0.0534,82,0,37,118,47,198,82,0
839.61,600,400,0.0583,82,0,37,118,47,198,82,0
840.78,600,400,0.0611,82,0,37,118,47,198,82,0
841.90,600,400,0.0574,82,0,37,118,47,198,82,0
843.03,600,400,0.0594,82,0,37,118,47,198,82,0
844.48,601,399,0.0573,82,0,37,117,47,198,82,0
845.65,601,399,0.0636,82,0,37,117,47,198,82,0
846.79,601,399,0.0658,82,0,37,117,47,198,82,0
847.91,601,399,0.0706,82,0,37,117,47,198,82,0
849.06,601,399,0.0682,82,0,37,117,47,198,82,0
850.23,601,399,0.0687,82,0,37,117,47,198,82,0
851.38,601,399,0.0704,82,0,37,117,47,198,82,0
852.51,601,399,0.0701,82,0,37,117,47,198,82,0
853.66,601,399,0.0711,82,0,37,117,47,198,82,0
854.79,601,399,0.0692,82,0,37,117,47,198,82,0
855.92,601,399,0.0741,82,0,37,117,47,198,82,0
857.04,602,398,0.0723,82,0,37,117,47,197,82,0
858.09,602,398,0.0775,82,0,37,117,47,197,82,0
859.25,602,398,0.0746,82,0,37,117,47,197,82,0
860.37,602,398,0.0764,82,0,37,117,47,197,82,0
861.49,602,398,0.0747,82,0,37,117,47,197,82,0
862.60,602,398,0.0749,82,0,37,117,47,197,82,0
863.74,602,398,0.0735,82,0,37,117,47,197,82,0
864.86,602,398,0.0727,82,0,37,117,47,197,82,0
865.97,602,398,0.0711,82,0,37,117,47,197,82,0
867.10,602,398,0.0709,82,0,37,117,47,197,82,0
868.22,602,398,0.0768,82,0,37,117,47,197,82,0
869.38,602,398,0.0787,82,0,37,117,47,197,82,0
870.50,603,397,0.0725,82,0,37,117,47,196,82,0
871.80,603,397,0.0875,82,0,37,117,47,196,82,0
872.96,604,396,0.0720,82,0,37,117,47,195,82,0
874.13,604,396,0.0722,82,0,37,117,47,195,82,0
875.26,604,396,0.0719,82,0,37,117,47,195,82,0
876.39,604,396,0.0718,82,0,37,117,47,195,82,2
877.51,604,396,0.0701,82,0,37,117,47,195,82,2
878.65,604,396,0.0731,82,0,37,117,47,195,82,2
879.78,604,396,0.0752,82,0,37,117,47,195,82,2
880.90,604,396,0.0821,82,0,37,117,47,195,82,2
882.00,604,396,0.0827,82,0,37,117,47,195,82,0
883.15,606,394,0.0733,82,0,37,116,47,194,82,0
884.20,607,393,0.0726,82,0,37,116,47,193,82,0
885.36,607,393,0.0749,82,0,37,116,47,193,82,0
886.52,608,392,0.0660,82,0,37,116,47,192,82,0
887.63,608,392,0.0691,82,0,37,116,47,192,82,0
888.77,609,391,0.0841,82,0,37,115,47,192,82,0
889.94,609,391,0.0910,82,0,37,115,47,192,82,0
891.06,609,391,0.0946,82,0,37,115,47,192,82,0
892.19,609,391,0.0968,82,0,37,115,47,192,82,0
893.37,609,391,0.0968,82,0,37,115,47,192,82,0
894.51,610,390,0.0893,82,0,37,115,46,192,82,0
895.63,610,390,0.0901,82,0,37,115,46,192,82,0
896.78,610,390,0.0931,82,0,37,115,46,192,82,0
897.89,611,389,0.0892,84,0,37,115,46,191,84,0
899.11,611,389,0.0911,84,0,37,115,46,191,84,0
900.25,612,388,0.0866,84,0,36,115,46,191,84,0
901.40,613,387,0.0830,84,0,36,115,46,190,84,0
902.54,614,386,0.0784,84,0,35,115,46,190,84,0
903.67,614,386,0.0784,84,0,35,115,46,190,84,0
904.83,614,386,0.0788,84,0,35,115,46,190,84,0
905.92,614,386,0.0779,84,0,35,115,46,190,84,2
907.02,615,385,0.0752,84,0,35,114,46,190,84,2
908.19,615,385,0.0769,84,0,35,114,46,190,84,2
909.31,615,385,0.0820,84,0,35,114,46,190,84,2
910.42,615,385,0.0886,84,0,35,114,46,190,84,2
911.53,615,385,0.0871,86,0,35,114,46,190,86,2
912.66,617,383,0.0827,86,0,34,114,46,189,86,0
913.83,617,383,0.0818,86,0,34,114,46,189,86,0
914.96,617,383,0.0805,86,0,34,114,46,189,86,0
916.09,617,383,0.0772,86,0,34,114,46,189,86,0
917.23,618,382,0.0770,88,0,34,114,45,189,88,0
918.37,619,381,0.0709,88,0,34,114,45,188,88,0
919.48,619,381,0.0742,88,0,34,114,45,188,88,0
920.58,619,381,0.0783,88,0,34,114,45,188,88,0
921.68,619,381,0.0783,88,0,34,114,45,188,88,0
922.77,619,381,0.0775,88,0,34,114,45,188,88,0
923.88,621,379,0.0763,88,0,34,113,45,187,88,0
925.02,623,377,0.0682,88,0,34,113,45,185,88,0
926.14,623,377,0.0702,88,0,34,113,45,185,88,0
927.25,623,377,0.0725,88,0,34,113,45,185,88,0
928.36,623,377,0.0692,88,0,34,113,45,185,88,0
929.45,623,377,0.0775,88,0,34,113,45,185,88,0
930.53,623,377,0.0806,88,0,34,113,45,185,88,0
931.62,623,377,0.0824,88,0,34,113,45,185,88,0
932.71,623,377,0.0838,88,0,34,113,45,185,88,0
933.82,623,377,0.0817,88,0,34,113,45,185,88,0
934.91,623,377,0.0815,88,0,34,113,45,185,88,0
936.00,623,377,0.0854,88,0,34,113,45,185,88,0
937.14,623,377,0.0855,88,0,34,113,45,185,88,0
938.26,623,377,0.0868,88,0,34,113,45,185,88,0
939.72,623,377,0.0904,88,0,34,113,45,185,88,0
940.81,623,377,0.0885,88,0,34,113,45,185,88,0
941.98,624,376,0.0828,88,0,34,112,45,185,88,0
943.06,624,376,0.0826,88,0,34,112,45,185,88,0
944.19,626,374,0.0749,88,0,34,111,45,184,88,0
945.32,626,374,0.0771,88,0,34,111,45,184,88,0
946.39,626,374,0.0780,88,0,34,111,45,184,88,0
947.49,626,374,0.0816,88,0,34,111,45,184,88,0
948.59,626,374,0.0832,88,0,34,111,45,184,88,0
949.70,626,374,0.0830,90,0,34,111,45,184,90,0
950.80,627,373,0.0800,90,0,34,111,45,183,90,0
951.93,627,373,0.0757,90,0,34,111,45,183,90,0
953.39,627,373,0.0837,90,0,34,111,45,183,90,0
954.46,627,373,0.0790,90,0,34,111,45,183,90,0
955.54,627,373,0.0786,90,0,34,111,45,183,90,0
956.62,627,373,0.0823,90,0,34,111,45,183,90,0
957.71,628,372,0.0744,90,0,33,111,45,183,90,0
958.86,628,372,0.0796,90,0,33,111,45,183,90,0
960.04,630,370,0.0733,92,0,31,111,45,183,92,0
961.17,631,369,0.0637,92,0,31,111,44,183,92,0
962.26,631,369,0.0677,92,0,31,111,44,183,92,0
963.35,631,369,0.0671,94,0,31,111,44,183,94,0
964.58,632,368,0.0658,92,0,31,111,44,182,92,0
965.69,632,368,0.0676,92,0,31,111,44,182,92,0
967.26,632,368,0.0714,92,0,31,111,44,182,92,0
968.31,632,368,0.0674,92,0,31,111,44,182,92,0
969.39,632,368,0.0677,92,0,31,111,44,182,92,0
970.46,632,368,0.0700,92,0,31,111,44,182,92,0
971.53,632,368,0.0706,92,0,31,111,44,182,92,0
972.62,633,367,0.0672,92,0,30,111,44,182,92,0
973.71,634,366,0.0644,92,0,30,110,44,182,92,0
974.75,634,366,0.0701,92,0,30,110,44,182,92,0
975.82,634,366,0.0677,92,0,30,110,44,182,92,0
976.89,634,366,0.0708,92,0,30,110,44,182,92,0
977.96,634,366,0.0744,92,0,30,110,44,182,92,0
979.08,634,366,0.0724,92,0,30,110,44,182,92,0
980.16,634,366,0.0708,92,0,30,110,44,182,92,0
981.24,634,366,0.0698,92,0,30,110,44,182,92,0
982.30,634,366,0.0785,92,0,30,110,44,182,92,0
983.37,634,366,0.0898,92,0,30,110,44,182,92,0
984.46,634,366,0.0939,92,0,30,110,44,182,92,0
985.54,634,366,0.0987,92,0,30,110,44,182,92,0
