Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Group 5639,Exit_Exit_Sub3,Exit_Exit_Sub2,Exit_Exit_Sub1,Exit_Exit_Sub_Main,Zone_ZoneSensor (1),Zone_ZoneSensor stair (4)_noSmartSign
1490.05,814,186,0.2553,126,0,21,55,23,87,126,0
1491.18,815,185,0.2414,126,0,21,55,22,87,126,0
1492.22,815,185,0.2618,126,0,21,55,22,87,126,0
1493.24,815,185,0.2906,126,0,21,55,22,87,126,0
1494.37,815,185,0.3170,126,0,21,55,22,87,126,0
1495.51,815,185,0.3118,126,0,21,55,22,87,126,0
1496.52,815,185,0.3114,126,0,21,55,22,87,126,0
1497.64,816,184,0.3038,126,0,21,55,22,86,126,0
1498.69,817,183,0.3023,126,0,21,55,22,85,126,0
1499.83,817,183,0.3026,126,0,21,55,22,85,126,0
1500.96,817,183,0.3026,126,0,21,55,22,85,126,0
1502.02,817,183,0.3003,126,0,21,55,22,85,126,0
1503.16,819,181,0.2944,126,0,19,55,22,85,126,0
1504.18,820,180,0.2954,126,0,19,54,22,85,126,2
1505.20,821,179,0.2925,126,0,19,54,22,84,126,2
1506.32,821,179,0.2813,126,0,19,54,22,84,126,2
1507.35,821,179,0.3013,126,0,19,54,22,84,126,2
1508.37,822,178,0.3022,126,0,19,54,22,83,126,2
1509.49,823,177,0.3086,126,0,19,54,22,82,126,0
1510.50,823,177,0.3023,126,0,19,54,22,82,126,0
1511.64,824,176,0.2970,126,0,19,54,22,81,126,0
1512.78,827,173,0.2759,126,0,19,53,22,79,126,0
1513.88,827,173,0.2765,126,0,19,53,22,79,126,0
1514.89,827,173,0.2759,126,0,19,53,22,79,126,0
1516.00,827,173,0.2945,126,0,19,53,22,79,126,0
1517.12,828,172,0.2780,126,0,18,53,22,79,126,0
1518.12,829,171,0.2790,126,0,17,53,22,79,126,0
1519.25,829,171,0.2952,126,0,17,53,22,79,126,0
1520.37,830,170,0.2893,126,0,17,53,21,79,126,0
1521.47,831,169,0.2901,126,0,17,53,20,79,126,0
1522.47,832,168,0.2739,126,0,17,53,20,78,126,0
1523.62,833,167,0.2616,126,0,17,53,19,78,126,0
1524.75,833,167,0.2694,126,0,17,53,19,78,126,0
1526.03,833,167,0.2713,126,0,17,53,19,78,126,0
1527.13,833,167,0.2687,126,0,17,53,19,78,126,0
1528.24,833,167,0.2779,126,0,17,53,19,78,126,0
1529.33,834,166,0.2711,126,0,17,53,19,77,126,0
1530.44,834,166,0.2973,126,0,17,53,19,77,126,0
1531.53,835,165,0.2828,126,0,17,52,19,77,126,0
1532.60,836,164,0.2736,126,0,17,51,19,77,126,0
1533.72,837,163,0.2692,128,0,16,51,19,77,128,0
1534.82,837,163,0.2733,128,0,16,51,19,77,128,0
1535.88,837,163,0.2882,128,0,16,51,19,77,128,0
1536.98,838,162,0.2998,128,0,16,51,19,76,128,0
1538.07,839,161,0.2872,128,0,16,51,18,76,128,0
1539.12,839,161,0.2809,128,0,16,51,18,76,128,0
1540.20,840,160,0.2840,128,0,16,50,18,76,128,0
1541.29,841,159,0.2836,128,0,16,49,18,76,128,0
1542.39,841,159,0.3035,128,0,16,49,18,76,128,0
1543.48,841,159,0.2958,128,0,16,49,18,76,128,0
1544.56,842,158,0.2957,128,0,16,48,18,76,128,0
1545.58,842,158,0.2894,128,0,16,48,18,76,128,0
1546.65,842,158,0.2886,128,0,16,48,18,76,128,0
1547.69,842,158,0.2904,128,0,16,48,18,76,128,0
1548.79,843,157,0.3039,128,0,16,48,17,76,128,0
1549.81,843,157,0.2813,128,0,16,48,17,76,128,0
1550.88,843,157,0.2917,128,0,16,48,17,76,128,0
1551.90,843,157,0.2956,128,0,16,48,17,76,128,0
1552.95,844,156,0.2917,128,0,15,48,17,76,128,0
1554.04,844,156,0.2840,128,0,15,48,17,76,128,0
1555.07,844,156,0.2929,128,0,15,48,17,76,128,0
1556.12,844,156,0.3149,128,0,15,48,17,76,128,0
1557.17,844,156,0.3062,128,0,15,48,17,76,128,0
1558.21,844,156,0.3123,128,0,15,48,17,76,128,4
1559.26,846,154,0.3017,130,0,15,47,17,75,130,4
1560.36,847,153,0.2950,130,0,15,47,17,74,130,4
1561.47,847,153,0.3100,130,0,15,47,17,74,130,4
1562.50,847,153,0.3031,130,0,15,47,17,74,130,4
1563.57,849,151,0.2981,130,0,14,47,17,73,130,2
1564.65,850,150,0.2888,130,0,14,47,17,72,130,0
1565.68,850,150,0.2817,130,0,14,47,17,72,130,0
1566.82,850,150,0.2965,130,0,14,47,17,72,130,0
1567.85,850,150,0.2925,130,0,14,47,17,72,130,0
1568.88,851,149,0.2828,132,0,14,46,17,72,132,0
1569.95,851,149,0.2937,132,0,14,46,17,72,132,0
1571.04,852,148,0.2866,132,0,14,45,17,72,132,0
1572.09,853,147,0.2653,132,0,14,45,17,71,132,0
1573.16,854,146,0.2609,132,0,14,45,17,70,132,0
1574.22,854,146,0.2692,132,0,14,45,17,70,132,0
1575.26,854,146,0.2728,132,0,14,45,17,70,132,0
1576.27,854,146,0.2874,132,0,14,45,17,70,132,0
1577.32,854,146,0.2865,134,0,14,45,17,70,134,0
1578.35,855,145,0.2866,134,0,14,45,17,69,134,0
1579.41,857,143,0.2876,134,0,13,45,17,68,134,0
1580.47,857,143,0.3017,134,0,13,45,17,68,134,0
1581.50,857,143,0.2939,134,0,13,45,17,68,134,0
1582.54,857,143,0.2957,134,0,13,45,17,68,134,0
1583.56,857,143,0.3028,134,0,13,45,17,68,134,0
1584.68,857,143,0.3184,134,0,13,45,17,68,134,2
1585.71,857,143,0.3238,134,0,13,45,17,68,134,2
1586.74,858,142,0.3123,134,0,13,44,17,68,134,2
1587.79,858,142,0.3303,134,0,13,44,17,68,134,2
1588.88,858,142,0.3256,134,0,13,44,17,68,134,2
1589.92,859,141,0.3196,134,0,13,43,17,68,134,0
1590.99,860,140,0.3078,134,0,12,43,17,68,134,0
1592.02,860,140,0.3078,134,0,12,43,17,68,134,0
1593.08,861,139,0.3051,134,0,12,43,17,67,134,0
1594.15,861,139,0.3230,134,0,12,43,17,67,134,0
1595.26,861,139,0.3280,134,0,12,43,17,67,134,0
1596.37,862,138,0.3196,134,0,12,43,17,66,134,0
1597.43,862,138,0.3336,134,0,12,43,17,66,134,0
1598.44,862,138,0.3208,134,0,12,43,17,66,134,0
1599.55,862,138,0.3224,134,0,12,43,17,66,134,0
1600.55,862,138,0.3490,136,0,12,43,17,66,136,0
1601.57,862,138,0.3560,136,0,12,43,17,66,136,0
1602.58,862,138,0.3692,136,0,12,43,17,66,136,0
1603.58,862,138,0.3517,136,0,12,43,17,66,136,0
1604.70,862,138,0.3606,134,0,12,43,17,66,134,0
1605.82,862,138,0.3523,134,0,12,43,17,66,134,0
1606.93,863,137,0.3652,134,0,12,42,17,66,134,0
1608.04,863,137,0.3675,134,0,12,42,17,66,134,0
1609.09,863,137,0.3700,134,0,12,42,17,66,134,0
1610.18,864,136,0.3689,134,0,12,42,16,66,134,0
1611.20,864,136,0.4156,134,0,12,42,16,66,134,0
1612.22,866,134,0.4206,134,0,12,42,15,65,134,0
1613.24,866,134,0.4033,134,0,12,42,15,65,134,0
1614.35,866,134,0.4067,134,0,12,42,15,65,134,0
1615.46,866,134,0.4066,134,0,12,42,15,65,134,0
1616.50,867,133,0.4164,134,0,11,42,15,65,134,0
1617.60,867,133,0.4275,134,0,11,42,15,65,134,0
1618.65,868,132,0.4138,134,0,11,42,15,64,134,0
1619.78,868,132,0.4092,134,0,11,42,15,64,134,0
1620.87,868,132,0.4049,134,0,11,42,15,64,134,0
1621.96,868,132,0.4124,134,0,11,42,15,64,134,0
1623.05,868,132,0.4286,134,0,11,42,15,64,134,0
1624.16,868,132,0.4409,134,0,11,42,15,64,134,0
1625.28,869,131,0.4500,134,0,11,41,15,64,134,0
1626.28,870,130,0.4916,134,0,11,40,15,64,134,0
1627.31,871,129,0.5035,134,0,11,39,15,64,134,0
1628.40,871,129,0.5037,134,0,11,39,15,64,134,0
1629.41,871,129,0.5264,134,0,11,39,15,64,134,0
1630.50,871,129,0.5436,134,0,11,39,15,64,134,0
1631.61,871,129,0.5574,134,0,11,39,15,64,134,0
1632.64,872,128,0.5475,136,0,11,39,14,64,136,0
1633.75,873,127,0.5386,136,0,11,38,14,64,136,0
1634.85,874,126,0.5299,136,0,11,38,14,63,136,0
1635.93,874,126,0.5451,136,0,11,38,14,63,136,0
1637.03,874,126,0.5521,136,0,11,38,14,63,136,0
1638.11,874,126,0.5282,136,0,11,38,14,63,136,0
1639.20,875,125,0.5261,136,0,11,38,14,62,136,0
1640.31,875,125,0.5395,136,0,11,38,14,62,136,0
1641.39,875,125,0.5337,138,0,11,38,14,62,138,0
1642.50,876,124,0.5369,138,0,11,38,14,61,138,0
1643.60,876,124,0.5491,140,0,11,38,14,61,140,0
1644.71,877,123,0.5470,140,0,11,38,14,60,140,0
1645.78,877,123,0.5504,140,0,11,38,14,60,140,0
1646.85,878,122,0.5596,140,0,10,38,14,60,140,0
1647.96,879,121,0.5622,138,0,10,38,14,59,138,0
1649.08,879,121,0.5634,138,0,10,38,14,59,138,0
1650.15,880,120,0.5698,138,0,10,37,14,59,138,0
1651.23,881,119,0.5609,138,0,10,36,14,59,138,0
1652.35,882,118,0.5487,138,0,9,36,14,59,138,2
1653.42,882,118,0.5652,138,0,9,36,14,59,138,2
1654.50,882,118,0.5931,138,0,9,36,14,59,138,2
1655.56,882,118,0.6171,138,0,9,36,14,59,138,2
1656.61,883,117,0.6296,138,0,9,36,14,58,138,2
1657.69,883,117,0.6418,138,0,9,36,14,58,138,0
1658.78,885,115,0.6190,138,0,9,36,14,56,138,0
1659.81,886,114,0.6384,138,0,9,36,13,56,138,0
1660.87,887,113,0.6404,138,0,9,35,13,56,138,0
1661.96,887,113,0.6419,138,0,9,35,13,56,138,0
1663.02,891,109,0.6177,138,0,9,34,12,54,138,0
1664.07,891,109,0.6139,138,0,9,34,12,54,138,0
1665.11,891,109,0.6359,138,0,9,34,12,54,138,0
1666.14,892,108,0.6345,140,0,9,34,12,53,140,0
1667.18,894,106,0.6182,140,0,9,33,12,52,140,0
1668.22,894,106,0.6079,140,0,9,33,12,52,140,0
1669.27,895,105,0.6048,140,0,9,32,12,52,140,0
1670.37,895,105,0.6281,140,0,9,32,12,52,140,0
1671.39,896,104,0.6226,140,0,9,32,12,51,140,0
1672.44,896,104,0.6432,140,0,9,32,12,51,140,0
1673.54,897,103,0.6353,140,0,8,32,12,51,140,0
1674.57,898,102,0.6210,140,0,8,31,12,51,140,0
1675.65,898,102,0.6309,140,0,8,31,12,51,140,0
1676.66,900,100,0.6083,140,0,8,30,12,50,140,0
1677.68,900,100,0.6192,140,0,8,30,12,50,140,0
1678.69,901,99,0.6112,140,0,7,30,12,50,140,0
1679.78,902,98,0.6269,140,0,7,29,12,50,140,0
1680.78,903,97,0.6525,140,0,7,29,12,49,140,0
1681.80,904,96,0.6802,142,0,6,29,12,49,142,0
1682.86,905,95,0.7069,142,0,6,29,12,48,142,0
1683.89,905,95,0.7002,142,0,6,29,12,48,142,0
1684.89,906,94,0.6917,142,0,6,29,11,48,142,0
1685.97,907,93,0.6848,142,0,6,29,11,47,142,0
1686.99,908,92,0.6947,142,0,6,29,11,46,142,0
1688.09,908,92,0.6892,142,0,6,29,11,46,142,0
1689.16,910,90,0.7044,142,0,6,29,11,44,142,0
1690.25,911,89,0.7237,142,0,6,29,11,43,142,0
1691.34,912,88,0.7193,142,0,6,29,11,42,142,0
1692.44,913,87,0.7291,142,0,6,29,10,42,142,0
1693.47,913,87,0.7195,142,0,6,29,10,42,142,0
1694.53,913,87,0.7248,142,0,6,29,10,42,142,0
1695.58,914,86,0.7135,142,0,6,29,10,41,142,0
1696.62,915,85,0.7065,142,0,6,29,9,41,142,2
1697.65,915,85,0.7533,142,0,6,29,9,41,142,2
1698.70,915,85,0.7594,146,0,6,29,9,41,146,2
1699.75,916,84,0.7840,146,0,6,29,9,40,146,2
1700.82,917,83,0.8216,146,0,6,29,9,39,146,2
1701.92,917,83,0.8863,146,0,6,29,9,39,146,0
1703.00,917,83,0.8646,146,0,6,29,9,39,146,0
1704.07,917,83,0.8819,146,0,6,29,9,39,146,0
1705.15,917,83,0.9023,146,0,6,29,9,39,146,0
1706.21,918,82,0.8874,146,0,6,28,9,39,146,0
1707.22,918,82,0.8981,146,0,6,28,9,39,146,0
1708.29,918,82,0.8839,146,0,6,28,9,39,146,0
1709.34,918,82,0.8738,146,0,6,28,9,39,146,0
1710.35,919,81,0.8740,146,0,6,27,9,39,146,0
1711.42,919,81,0.8647,146,0,6,27,9,39,146,0
1712.45,920,80,0.8494,146,0,6,27,8,39,146,0
1713.50,920,80,0.8776,146,0,6,27,8,39,146,0
1714.52,920,80,0.8790,146,0,6,27,8,39,146,0
1715.57,920,80,0.8859,146,0,6,27,8,39,146,0
1716.59,922,78,0.8768,146,0,6,25,8,39,146,0
1717.64,924,76,0.9066,146,0,5,25,8,38,146,0
1718.69,925,75,0.9517,146,0,5,24,8,38,146,0
1719.72,925,75,0.9780,146,0,5,24,8,38,146,0
1720.79,925,75,0.9918,146,0,5,24,8,38,146,0
1721.87,926,74,1.0420,146,0,5,23,8,38,146,0
1722.87,927,73,1.0740,146,0,5,23,8,37,146,0
1723.88,928,72,1.0534,146,0,5,22,8,37,146,0
1724.90,929,71,1.0444,148,0,5,21,8,37,148,0
1725.95,931,69,1.0228,148,0,5,20,8,36,148,0
1727.00,931,69,1.0484,148,0,5,20,8,36,148,0
1728.07,931,69,1.0630,148,0,5,20,8,36,148,0
1729.15,932,68,1.1089,146,0,5,20,8,35,146,0
1730.16,934,66,1.1026,146,0,5,20,8,33,146,0
1731.22,935,65,1.1103,146,0,5,20,8,32,146,0
1732.25,936,64,1.0962,146,0,4,20,8,32,146,0
1733.33,936,64,1.1011,146,0,4,20,8,32,146,0
1734.36,938,62,1.1292,146,0,4,20,8,30,146,0
1735.42,938,62,1.1592,146,0,4,20,8,30,146,0
1736.46,938,62,1.1938,146,0,4,20,8,30,146,0
1737.51,938,62,1.2420,146,0,4,20,8,30,146,0
1738.54,938,62,1.2542,146,0,4,20,8,30,146,0
1739.57,938,62,1.2628,146,0,4,20,8,30,146,0
1740.61,938,62,1.2655,146,0,4,20,8,30,146,0
1741.61,938,62,1.2664,146,0,4,20,8,30,146,0
1742.85,939,61,1.3050,148,0,4,19,8,30,148,0
1744.15,939,61,1.3016,148,0,4,19,8,30,148,0
1745.21,940,60,1.3817,148,0,4,19,8,29,148,0
1746.27,940,60,1.4665,148,0,4,19,8,29,148,0
1747.28,942,58,1.4823,148,0,4,18,8,28,148,0
1748.31,943,57,1.4731,148,0,3,18,8,28,148,0
1749.33,946,54,1.4762,148,0,3,17,7,27,148,0
1750.35,947,53,1.4693,148,0,3,17,7,26,148,0
1751.44,947,53,1.4758,148,0,3,17,7,26,148,0
1752.47,948,52,1.4622,148,0,3,17,7,25,148,0
1753.49,948,52,1.4632,148,0,3,17,7,25,148,0
1754.57,949,51,1.4642,148,0,3,17,6,25,148,0
1755.63,949,51,1.4707,148,0,3,17,6,25,148,0
1756.64,949,51,1.4672,148,0,3,17,6,25,148,0
1757.73,949,51,1.4654,150,0,3,17,6,25,150,0
1758.78,949,51,1.4806,150,0,3,17,6,25,150,0
1759.80,952,48,1.4836,150,0,3,16,6,23,150,0
1760.80,952,48,1.4737,150,0,3,16,6,23,150,0
1761.87,953,47,1.4917,150,0,3,16,6,22,150,0
1762.91,954,46,1.4898,150,0,3,15,6,22,150,0
1763.95,955,45,1.4749,150,0,3,15,6,21,150,2
1765.03,956,44,1.4736,150,0,2,15,6,21,150,2
1766.11,957,43,1.4818,152,0,2,14,6,21,152,2
1767.14,959,41,1.4745,152,0,2,14,6,19,152,2
1768.16,960,40,1.4723,154,0,2,13,6,19,154,4
1769.21,961,39,1.4780,154,0,2,13,6,18,154,4
1770.25,961,39,1.4735,156,0,2,13,6,18,156,4
1771.36,962,38,1.4551,156,0,2,13,5,18,156,4
1772.40,964,36,1.4815,156,0,2,12,5,17,156,4
1773.42,964,36,1.4551,154,0,2,12,5,17,154,4
1774.42,964,36,1.4731,154,0,2,12,5,17,154,4
1775.48,964,36,1.4852,154,0,2,12,5,17,154,2
1776.55,964,36,1.4826,154,0,2,12,5,17,154,2
1777.55,964,36,1.4878,154,0,2,12,5,17,154,2
1778.61,965,35,1.4767,156,0,2,12,4,17,156,0
1779.62,967,33,1.4863,156,0,2,11,4,16,156,0
1780.66,967,33,1.4546,158,0,2,11,4,16,158,0
1781.66,969,31,1.4755,158,0,2,11,3,15,158,0
1782.69,969,31,1.4946,158,0,2,11,3,15,158,0
1783.72,969,31,1.4775,158,0,2,11,3,15,158,0
1784.75,970,30,1.4928,158,0,2,11,2,15,158,0
1785.80,970,30,1.5017,158,0,2,11,2,15,158,0
1786.86,971,29,1.4875,158,0,1,11,2,15,158,0
1787.91,971,29,1.4832,158,0,1,11,2,15,158,0
1788.96,972,28,1.4836,158,0,1,11,2,14,158,0
1789.97,972,28,1.4671,158,0,1,11,2,14,158,0
1790.99,974,26,1.4865,158,0,1,11,2,12,158,0
1792.04,976,24,1.4762,158,0,1,10,1,12,158,0
1793.13,976,24,1.4864,158,0,1,10,1,12,158,0
1794.13,977,23,1.4745,158,0,1,10,1,11,158,0
1795.17,977,23,1.4958,158,0,1,10,1,11,158,0
1796.23,977,23,1.4780,158,0,1,10,1,11,158,0
1797.29,977,23,1.4560,158,0,1,10,1,11,158,0
1798.32,978,22,1.4786,158,0,1,9,1,11,158,0
1799.37,978,22,1.5116,158,0,1,9,1,11,158,2
1800.37,978,22,1.4794,158,0,1,9,1,11,158,2
1801.42,979,21,1.4471,158,0,0,9,1,11,158,2
1802.46,979,21,1.4633,158,0,0,9,1,11,158,2
1803.49,980,20,1.4886,158,0,0,9,1,10,158,2
1804.50,980,20,1.4917,158,0,0,9,1,10,158,2
1805.53,980,20,1.4463,158,0,0,9,1,10,158,0
1806.60,981,19,1.4931,158,0,0,8,1,10,158,0
1807.62,981,19,1.4552,158,0,0,8,1,10,158,0
1808.65,981,19,1.5206,158,0,0,8,1,10,158,0
1809.66,982,18,1.5266,158,0,0,8,1,9,158,0
1810.66,983,17,1.5104,158,0,0,8,1,8,158,0
1811.72,983,17,1.5355,158,0,0,8,1,8,158,0
1812.77,983,17,1.5268,158,0,0,8,1,8,158,0
1813.78,984,16,1.5306,158,0,0,8,0,8,158,0
1814.84,985,15,1.5347,158,0,0,8,0,7,158,0
1815.85,985,15,1.5162,158,0,0,8,0,7,158,0
1816.91,985,15,1.5161,158,0,0,8,0,7,158,0
1817.93,985,15,1.4996,158,0,0,8,0,7,158,0
1818.99,986,14,1.5005,158,0,0,7,0,7,158,0
1820.02,986,14,1.4809,158,0,0,7,0,7,158,0
1821.02,987,13,1.5007,158,0,0,6,0,7,158,0
1822.03,987,13,1.5008,158,0,0,6,0,7,158,0
1823.06,987,13,1.4827,158,0,0,6,0,7,158,0
1824.12,987,13,1.4967,158,0,0,6,0,7,158,0
1825.18,987,13,1.5002,158,0,0,6,0,7,158,0
1826.18,987,13,1.4796,158,0,0,6,0,7,158,0
1827.24,987,13,1.4795,158,0,0,6,0,7,158,0
1828.26,987,13,1.5000,158,0,0,6,0,7,158,0
1829.30,987,13,1.5000,158,0,0,6,0,7,158,0
1830.37,988,12,1.5000,158,0,0,5,0,7,158,0
1831.41,988,12,1.5000,158,0,0,5,0,7,158,0
1832.45,988,12,1.5000,158,0,0,5,0,7,158,0
1833.49,989,11,1.4770,158,0,0,4,0,7,158,0
1834.54,989,11,1.4540,158,0,0,4,0,7,158,0
1835.60,990,10,1.4747,158,0,0,3,0,7,158,0
1836.66,991,9,1.4852,158,0,0,3,0,6,158,0
1837.68,993,7,1.4620,158,0,0,3,0,4,158,0
1838.69,993,7,1.4840,158,0,0,3,0,4,158,0
1839.71,994,6,1.4578,158,0,0,2,0,4,158,0
1840.77,994,6,1.5000,158,0,0,2,0,4,158,0
1841.82,995,5,1.5000,158,0,0,2,0,3,158,0
1842.87,997,3,1.5000,158,0,0,1,0,2,158,0
1843.91,997,3,1.5000,158,0,0,1,0,2,158,0
1844.93,997,3,1.5000,158,0,0,1,0,2,158,0
1845.97,997,3,1.5000,158,0,0,1,0,2,158,0
1847.01,997,3,1.5000,158,0,0,1,0,2,158,0
1848.06,998,2,1.5000,158,0,0,1,0,1,158,0
1849.06,998,2,1.5001,158,0,0,1,0,1,158,0
1850.12,998,2,1.5502,158,0,0,1,0,1,158,0
1851.18,998,2,1.5000,158,0,0,1,0,1,158,0
1852.21,999,1,1.5001,158,0,0,1,0,0,158,0
1853.21,999,1,1.4999,158,0,0,1,0,0,158,0
1854.22,999,1,1.5000,158,0,0,1,0,0,158,0
1855.26,999,1,1.5001,158,0,0,1,0,0,158,0
1856.31,999,1,1.4999,158,0,0,1,0,0,158,0
1857.37,999,1,1.5000,158,0,0,1,0,0,158,0
1858.42,999,1,1.5001,158,0,0,1,0,0,158,0
1859.45,999,1,1.4999,158,0,0,1,0,0,158,0
1860.49,999,1,1.5000,158,0,0,1,0,0,158,0
1861.52,999,1,1.4999,158,0,0,1,0,0,158,0
1862.57,999,1,1.5000,158,0,0,1,0,0,158,0
1863.61,999,1,1.5000,158,0,0,1,0,0,158,0
1864.64,999,1,1.5001,158,0,0,1,0,0,158,0
