AgentID,SpawnZone,EscapeTime(s),ExitUsed,Seed,ActiveSigns
542,pedestal,0.26,Exit_Sub3,0,0
926,stand,0.54,Exit_Sub3,0,0
900,School Table,13.04,Exit_Sub3,0,0
281,School Table,25.01,Exit_Sub_Main,0,0
61,Typical School Chair and Table 5,29.73,Exit_Sub3,0,0
179,School Table,32.08,Exit_Sub_Main,0,0
578,School Table,37.58,Exit_Sub3,0,0
916,Typical School Chair and Table 2,42.17,Exit_Sub1,0,0
351,School Table,46.02,Exit_Sub3,0,0
324,Typical School Chair and Table 13,47.41,Exit_Sub2,0,0
225,Typical School Chair and Table 18,47.41,Exit_Sub3,0,0
120,School Table,47.99,Exit_Sub3,0,0
786,School Table,49.45,Exit_Sub3,0,0
267,Typical School Chair and Table 13,52.14,Exit_Sub3,0,0
768,School Table,54.58,Exit_Sub_Main,0,0
901,School Table,57.43,Exit_Sub_Main,0,0
708,Typical School Chair and Table 9,58.00,Exit_Sub2,0,0
712,Typical School Chair and Table 10,58.54,Exit_Sub2,0,0
508,School Table,62.32,Exit_Sub2,0,0
630,School Table,64.81,Exit_Sub3,0,0
127,Typical School Chair and Table 9,65.37,Exit_Sub_Main,0,0
772,pedestal,67.23,Exit_Sub_Main,0,0
927,School Table,67.41,Exit_Sub3,0,0
558,Typical School Chair and Table 11,68.13,Exit_Sub3,0,0
148,School Table,68.65,Exit_Sub3,0,0
647,School Table,69.63,Exit_Sub3,0,0
699,Typical School Chair and Table 15,72.58,Exit_Sub2,0,0
248,Typical School Chair and Table 18,73.00,Exit_Sub2,0,0
629,Typical School Chair and Table 17,73.84,Exit_Sub3,0,0
565,School Table,74.79,Exit_Sub_Main,0,0
511,School Table,75.64,Exit_Sub2,0,0
243,Typical School Chair and Table 3,76.23,Exit_Sub2,0,0
605,Typical School Chair and Table 15,77.59,Exit_Sub_Main,0,0
677,School Table,77.59,Exit_Sub3,0,0
51,School Table,81.55,Exit_Sub3,0,0
576,Typical School Chair and Table 2,82.02,Exit_Sub2,0,0
660,School Table,83.23,Exit_Sub_Main,0,0
966,Typical School Chair and Table 6,86.59,Exit_Sub2,0,0
176,School Table,86.84,Exit_Sub_Main,0,0
