Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub3,Exit_Exit_Sub2,Exit_Exit_Sub1,Exit_Exit_Sub_Main,Zone_ZoneSensor stair,Zone_ZoneSensor (1),Zone_ZoneSensor stair (6),Zone_ZoneSensor stair (4)_noSmartSign
44.18,1,999,0.0027,836,245,238,83,433,0,836,0,0
45.56,1,999,0.0030,836,245,238,83,433,0,836,0,0
46.94,1,999,0.0041,836,245,238,83,433,0,836,0,0
48.34,2,998,0.0045,836,245,237,83,433,0,836,0,0
49.73,2,998,0.0045,836,245,237,83,433,0,836,0,0
51.12,2,998,0.0045,836,245,237,83,433,0,836,0,0
52.49,2,998,0.0068,836,245,237,83,433,0,836,0,0
53.88,2,998,0.0061,836,245,237,83,433,0,836,0,0
55.28,2,998,0.0061,836,245,237,83,433,0,836,0,0
56.67,2,998,0.0064,836,245,237,83,433,0,836,0,0
57.82,2,998,0.0064,836,245,237,83,433,0,836,0,0
58.99,2,998,0.0090,836,245,237,83,433,0,836,0,0
60.35,2,998,0.0085,836,245,237,83,433,0,836,0,0
61.70,2,998,0.0078,836,245,237,83,433,0,836,0,0
63.09,2,998,0.0074,836,245,237,83,433,0,836,0,0
64.46,2,998,0.0076,836,245,237,83,433,0,836,0,0
65.84,2,998,0.0072,836,245,237,83,433,0,836,0,0
67.21,2,998,0.0079,836,245,237,83,433,0,836,0,0
68.61,2,998,0.0087,836,245,237,83,433,0,836,0,0
69.97,2,998,0.0123,836,245,237,83,433,0,836,0,0
71.34,2,998,0.0121,836,245,237,83,433,0,836,0,0
72.69,2,998,0.0116,836,245,237,83,433,0,836,0,0
74.11,2,998,0.0124,836,245,237,83,433,0,836,0,0
75.46,2,998,0.0138,836,245,237,83,433,0,836,0,0
76.82,2,998,0.0153,836,245,237,83,433,0,836,0,0
78.23,2,998,0.0154,836,245,237,83,433,0,836,0,0
79.64,2,998,0.0137,836,245,237,83,433,0,836,0,0
81.02,2,998,0.0150,836,245,237,83,433,0,836,0,0
82.39,2,998,0.0148,836,245,237,83,433,0,836,0,0
83.79,2,998,0.0169,836,245,237,83,433,0,836,0,0
85.17,2,998,0.0168,836,245,237,83,433,0,836,0,0
86.54,2,998,0.0170,836,245,237,83,433,0,836,0,0
87.92,2,998,0.0186,836,245,237,83,433,0,836,0,0
89.31,2,998,0.0187,836,245,237,83,433,0,836,0,0
90.68,2,998,0.0203,836,245,237,83,433,0,836,0,0
92.05,2,998,0.0203,836,245,237,83,433,0,836,0,0
93.48,2,998,0.0222,836,245,237,83,433,0,836,0,0
94.86,2,998,0.0226,836,245,237,83,433,0,836,0,0
96.23,2,998,0.0207,836,245,237,83,433,0,836,0,0
97.59,2,998,0.0218,836,245,237,83,433,0,836,0,0
98.99,2,998,0.0216,836,245,237,83,433,0,836,0,0
100.37,2,998,0.0212,838,245,237,83,433,0,838,0,0
101.79,3,997,0.0200,838,245,237,83,432,0,838,0,0
103.20,3,997,0.0206,838,245,237,83,432,0,838,0,0
104.63,3,997,0.0206,838,245,237,83,432,0,838,0,0
105.99,3,997,0.0198,838,245,237,83,432,0,838,0,0
107.35,3,997,0.0205,838,245,237,83,432,0,838,0,0
108.73,4,996,0.0187,838,245,237,83,431,0,838,0,0
110.10,4,996,0.0199,838,245,237,83,431,0,838,0,0
111.52,4,996,0.0220,838,245,237,83,431,0,838,0,0
112.99,5,995,0.0202,838,245,237,83,430,0,838,0,0
114.46,5,995,0.0218,838,245,237,83,430,0,838,0,0
115.87,5,995,0.0212,838,245,237,83,430,0,838,0,0
117.25,5,995,0.0203,838,245,237,83,430,0,838,0,0
118.66,5,995,0.0210,838,245,237,83,430,0,838,0,0
120.04,5,995,0.0202,838,245,237,83,430,0,838,0,0
121.41,5,995,0.0201,838,245,237,83,430,0,838,0,2
122.85,5,995,0.0200,838,245,237,83,430,0,838,2,2
124.29,5,995,0.0201,838,245,237,83,430,0,838,2,2
125.66,5,995,0.0204,838,245,237,83,430,0,838,2,2
127.04,6,994,0.0190,838,245,237,82,430,0,838,2,2
128.42,6,994,0.0184,838,245,237,82,430,0,838,2,0
129.44,6,994,0.0191,838,245,237,82,430,0,838,0,0
130.82,6,994,0.0203,838,245,237,82,430,0,838,0,0
132.19,6,994,0.0202,838,245,237,82,430,0,838,0,0
133.56,6,994,0.0208,838,245,237,82,430,0,838,0,0
134.97,6,994,0.0205,838,245,237,82,430,0,838,0,0
136.33,6,994,0.0210,838,245,237,82,430,0,838,0,0
137.71,7,993,0.0189,838,244,237,82,430,0,838,0,0
139.08,7,993,0.0194,838,244,237,82,430,0,838,0,0
140.50,7,993,0.0184,838,244,237,82,430,0,838,0,0
142.17,8,992,0.0171,838,244,236,82,430,0,838,0,0
143.63,8,992,0.0162,838,244,237,82,429,2,838,0,0
145.33,8,992,0.0169,838,244,237,82,429,2,838,0,0
146.70,8,992,0.0179,838,244,237,82,429,0,838,0,0
148.07,8,992,0.0174,838,244,237,82,429,0,838,0,0
149.47,8,992,0.0172,838,244,237,82,429,0,838,0,0
150.86,9,991,0.0173,838,244,237,81,429,0,838,0,0
152.26,9,991,0.0171,840,244,237,81,429,0,840,0,0
153.65,10,990,0.0162,840,244,237,81,428,0,840,0,0
155.07,10,990,0.0163,840,244,237,81,428,0,840,0,0
156.43,10,990,0.0180,840,244,237,81,428,0,840,0,0
157.80,10,990,0.0174,840,244,237,81,428,0,840,0,0
159.19,10,990,0.0182,840,244,237,81,428,0,840,0,0
160.56,11,989,0.0173,840,243,237,81,428,0,840,0,0
161.98,11,989,0.0197,840,243,237,81,428,0,840,0,0
163.34,11,989,0.0207,840,243,237,81,428,0,840,0,0
164.71,11,989,0.0221,840,243,237,81,428,0,840,0,0
166.12,11,989,0.0225,840,243,237,81,428,0,840,0,0
167.48,12,988,0.0204,840,243,236,81,428,0,840,0,0
168.87,12,988,0.0189,840,243,236,81,428,0,840,0,0
170.27,12,988,0.0202,840,243,236,81,428,0,840,0,0
171.64,12,988,0.0199,840,243,236,81,428,0,840,0,0
172.66,12,988,0.0206,840,243,236,81,428,0,840,2,0
173.80,12,988,0.0194,840,243,236,81,428,0,840,2,0
175.19,12,988,0.0193,840,243,236,81,428,0,840,2,0
176.54,13,987,0.0220,840,243,236,80,428,0,840,2,0
177.94,14,986,0.0198,840,243,236,80,427,0,840,2,0
179.33,15,985,0.0183,840,242,236,80,427,0,840,0,0
180.75,16,984,0.0164,840,242,236,80,426,0,840,0,0
182.18,16,984,0.0178,840,242,236,80,426,0,840,0,0
183.55,16,984,0.0194,840,242,236,80,426,0,840,0,0
184.95,16,984,0.0184,840,242,236,80,426,0,840,0,0
186.31,16,984,0.0199,840,242,236,80,426,0,840,0,0
187.72,16,984,0.0204,840,242,236,80,426,0,840,0,0
189.12,16,984,0.0206,840,242,236,80,426,0,840,0,0
190.50,16,984,0.0202,840,242,236,80,426,0,840,0,0
191.88,17,983,0.0176,840,242,235,80,426,0,840,0,0
193.31,17,983,0.0173,840,242,235,80,426,0,840,0,0
194.99,17,983,0.0183,840,242,235,80,426,0,840,0,0
196.35,17,983,0.0192,840,242,235,80,426,0,840,0,2
197.72,17,983,0.0180,840,242,235,80,426,0,840,0,2
199.10,17,983,0.0188,840,242,235,80,426,0,840,0,2
200.46,17,983,0.0188,840,242,235,80,426,0,840,0,2
201.83,17,983,0.0203,840,242,235,80,426,0,840,0,2
203.20,17,983,0.0198,840,242,235,80,426,0,840,0,0
204.58,17,983,0.0187,840,242,235,80,426,0,840,0,0
205.95,17,983,0.0207,840,242,235,80,426,0,840,0,0
207.32,17,983,0.0213,840,242,235,80,426,0,840,0,0
208.72,19,981,0.0207,840,240,235,80,426,0,840,0,0
210.16,19,981,0.0214,840,240,235,80,426,0,840,0,0
211.59,19,981,0.0185,840,240,235,80,426,0,840,0,0
212.96,19,981,0.0216,840,240,235,80,426,0,840,0,0
214.38,19,981,0.0234,840,240,235,80,426,0,840,0,0
215.75,19,981,0.0238,840,240,235,80,426,0,840,0,0
217.12,19,981,0.0238,840,240,235,80,426,0,840,0,0
218.49,19,981,0.0241,840,240,235,80,426,0,840,0,0
219.91,19,981,0.0234,840,240,235,80,426,0,840,0,0
221.26,19,981,0.0230,840,240,235,80,426,0,840,0,0
222.63,19,981,0.0227,840,240,235,80,426,0,840,0,0
223.81,19,981,0.0238,840,240,235,80,426,0,840,0,0
225.21,19,981,0.0260,840,240,235,80,426,0,840,0,0
226.57,19,981,0.0265,840,240,235,80,426,0,840,0,0
227.95,19,981,0.0272,840,240,235,80,426,0,840,0,0
229.36,19,981,0.0271,840,240,235,80,426,0,840,0,0
230.76,19,981,0.0271,840,240,235,80,426,0,840,0,0
232.12,19,981,0.0260,840,240,235,80,426,0,840,0,0
233.49,19,981,0.0266,842,240,235,80,426,0,842,2,2
234.89,20,980,0.0254,842,240,235,80,425,0,842,2,2
236.24,20,980,0.0254,842,240,235,80,425,0,842,2,2
237.66,21,979,0.0251,842,240,235,80,424,0,842,2,2
239.05,21,979,0.0268,842,240,235,80,424,0,842,0,2
240.45,21,979,0.0247,844,240,235,80,424,0,844,0,0
241.80,21,979,0.0255,844,240,235,80,424,0,844,0,0
243.15,21,979,0.0245,844,240,235,80,424,0,844,0,0
244.54,21,979,0.0253,844,240,235,80,424,0,844,0,0
245.90,21,979,0.0251,844,240,235,80,424,0,844,0,0
247.27,21,979,0.0265,846,240,235,80,424,0,846,0,0
248.65,22,978,0.0242,846,240,235,80,423,0,846,2,0
250.08,22,978,0.0243,846,240,235,80,423,0,846,2,0
251.48,24,976,0.0218,846,240,234,79,423,0,846,2,0
252.90,24,976,0.0251,846,240,234,79,423,0,846,2,0
254.34,24,976,0.0262,846,240,234,79,423,0,846,0,0
255.71,24,976,0.0282,846,240,234,79,423,0,846,0,0
257.07,24,976,0.0287,846,240,234,79,423,0,846,0,0
258.42,24,976,0.0296,846,240,234,79,423,0,846,0,0
259.81,24,976,0.0332,846,240,234,79,423,0,846,0,0
261.20,25,975,0.0299,846,240,233,79,423,0,846,0,0
262.56,25,975,0.0307,846,240,233,79,423,0,846,0,0
263.94,25,975,0.0296,846,240,233,79,423,0,846,0,0
265.33,25,975,0.0299,846,240,233,79,423,0,846,0,0
266.69,25,975,0.0294,846,240,233,79,423,0,846,0,0
268.03,26,974,0.0277,846,240,232,79,423,0,846,0,0
269.49,27,973,0.0273,846,239,232,79,423,0,846,0,0
270.89,27,973,0.0279,846,239,232,79,423,0,846,0,0
272.26,28,972,0.0272,846,239,232,78,423,0,846,0,0
273.65,28,972,0.0263,846,239,232,78,423,0,846,0,0
275.06,28,972,0.0263,848,239,232,78,423,0,848,0,0
276.40,29,971,0.0255,848,239,232,78,422,0,848,0,0
277.80,30,970,0.0248,848,239,231,78,422,0,848,0,0
279.18,30,970,0.0247,848,239,231,78,422,0,848,0,0
280.54,30,970,0.0290,848,239,231,78,422,0,848,0,0
281.88,30,970,0.0310,848,239,231,78,422,0,848,0,0
283.25,31,969,0.0298,848,239,231,78,421,0,848,0,0
284.64,33,967,0.0269,848,237,231,78,421,0,848,2,0
286.01,33,967,0.0283,848,237,231,78,421,0,848,2,0
287.42,34,966,0.0254,848,237,231,78,420,0,848,2,0
289.13,34,966,0.0260,848,237,231,78,420,0,848,2,0
290.49,34,966,0.0276,848,237,231,78,420,0,848,2,0
291.84,34,966,0.0260,848,237,231,78,420,0,848,0,0
293.20,34,966,0.0256,848,237,231,78,420,0,848,0,0
294.58,34,966,0.0263,848,237,231,78,420,0,848,0,0
295.99,34,966,0.0263,848,237,231,78,420,0,848,0,0
297.36,34,966,0.0268,848,237,231,78,420,0,848,0,0
298.70,34,966,0.0261,848,237,231,78,420,0,848,0,0
300.04,34,966,0.0277,848,237,231,78,420,0,848,0,0
301.38,34,966,0.0272,848,237,231,78,420,0,848,0,0
302.73,35,965,0.0251,848,237,230,78,420,0,848,0,0
304.12,36,964,0.0245,848,237,229,78,420,0,848,0,0
305.52,36,964,0.0253,848,237,229,78,420,0,848,0,0
306.89,36,964,0.0251,848,237,229,78,420,0,848,2,0
308.26,36,964,0.0238,848,237,229,78,420,0,848,2,0
309.64,37,963,0.0227,848,236,229,78,420,0,848,2,0
311.03,37,963,0.0250,848,236,229,78,420,0,848,2,0
312.40,37,963,0.0244,848,236,229,78,420,0,848,2,0
313.77,37,963,0.0238,848,236,229,78,420,0,848,2,0
315.21,39,961,0.0211,848,236,229,77,419,0,848,4,0
316.60,39,961,0.0204,848,236,229,77,419,0,848,4,0
317.99,39,961,0.0222,848,236,229,77,419,0,848,4,0
319.39,39,961,0.0213,848,236,229,77,419,0,848,2,2
320.72,39,961,0.0210,848,236,229,77,419,0,848,0,2
322.07,39,961,0.0215,848,236,229,77,419,0,848,0,2
323.43,39,961,0.0219,848,236,229,77,419,0,848,0,2
324.80,40,960,0.0213,848,236,229,77,418,0,848,0,2
326.14,41,959,0.0193,848,236,228,77,418,0,848,0,0
327.55,41,959,0.0171,848,236,228,77,418,0,848,0,0
328.90,41,959,0.0195,848,236,228,77,418,0,848,0,0
330.27,41,959,0.0208,848,236,228,77,418,0,848,0,0
331.63,42,958,0.0204,848,236,227,77,418,0,848,0,0
333.01,42,958,0.0197,848,236,227,77,418,0,848,0,0
334.38,43,957,0.0171,848,236,226,77,418,0,848,0,0
335.75,43,957,0.0179,848,236,226,77,418,0,848,0,0
337.10,43,957,0.0180,848,236,226,77,418,0,848,0,0
338.45,43,957,0.0182,848,236,226,77,418,0,848,0,0
339.82,43,957,0.0196,848,236,226,77,418,0,848,0,0
341.16,43,957,0.0182,848,236,226,77,418,0,848,0,0
342.49,43,957,0.0177,848,236,226,77,418,0,848,0,0
343.82,43,957,0.0190,848,236,226,77,418,0,848,0,0
345.21,43,957,0.0186,848,236,226,77,418,0,848,0,0
346.57,43,957,0.0174,848,236,226,77,418,0,848,0,0
347.90,43,957,0.0187,848,236,226,77,418,0,848,0,0
349.22,43,957,0.0183,848,236,226,77,418,0,848,0,0
350.61,43,957,0.0182,848,236,226,77,418,0,848,0,0
351.75,43,957,0.0189,848,236,226,77,418,0,848,0,0
353.09,43,957,0.0215,848,236,226,77,418,0,848,0,0
354.44,44,956,0.0190,848,236,226,77,417,0,848,0,0
355.86,44,956,0.0186,848,236,226,77,417,0,848,0,0
357.23,44,956,0.0169,848,236,226,77,417,0,848,0,0
358.57,45,955,0.0164,848,236,225,77,417,0,848,0,0
359.98,45,955,0.0154,848,236,225,77,417,0,848,0,0
361.37,45,955,0.0165,848,236,225,77,417,0,848,0,0
362.73,45,955,0.0170,848,236,225,77,417,0,848,0,0
364.07,45,955,0.0161,848,236,225,77,417,0,848,0,0
365.42,45,955,0.0163,848,236,225,77,417,0,848,0,0
366.77,45,955,0.0156,848,236,225,77,417,0,848,0,0
368.11,45,955,0.0168,848,236,225,77,417,0,848,0,0
369.42,45,955,0.0177,848,236,225,77,417,0,848,0,0
370.64,45,955,0.0206,848,236,225,77,417,0,848,0,0
372.00,45,955,0.0231,848,236,225,77,417,0,848,2,0
373.35,45,955,0.0200,848,236,225,77,417,0,848,2,0
374.69,45,955,0.0211,848,236,225,77,417,0,848,2,0
376.05,45,955,0.0213,848,236,225,77,417,0,848,2,0
377.40,46,954,0.0224,848,235,225,77,417,0,848,2,0
378.78,46,954,0.0192,848,235,225,77,417,0,848,0,0
380.15,46,954,0.0212,848,235,225,77,417,0,848,0,0
381.55,47,953,0.0189,848,235,225,77,416,0,848,0,0
382.94,47,953,0.0213,848,235,225,77,416,0,848,0,0
384.29,47,953,0.0216,848,235,225,77,416,0,848,0,0
385.65,48,952,0.0208,848,235,225,76,416,0,848,0,0
387.02,48,952,0.0211,848,235,225,76,416,0,848,0,0
388.38,48,952,0.0209,848,235,225,76,416,0,848,0,0
389.70,48,952,0.0223,848,235,225,76,416,0,848,0,0
391.08,49,951,0.0194,848,235,224,76,416,0,848,0,0
392.45,49,951,0.0189,848,235,224,76,416,0,848,0,0
393.80,49,951,0.0198,848,235,224,76,416,0,848,0,0
395.16,49,951,0.0204,848,235,224,76,416,0,848,0,0
396.51,49,951,0.0207,848,235,224,76,416,0,848,0,0
397.85,49,951,0.0229,848,235,224,76,416,0,848,0,0
399.19,49,951,0.0231,848,235,224,76,416,0,848,0,0
400.54,49,951,0.0231,848,235,224,76,416,0,848,0,0
401.89,49,951,0.0237,848,235,224,76,416,0,848,0,0
403.23,49,951,0.0250,848,235,224,76,416,0,848,0,0
404.60,49,951,0.0251,848,235,224,76,416,0,848,0,0
405.85,49,951,0.0248,848,235,224,76,416,0,848,0,0
407.16,50,950,0.0255,848,235,224,76,415,0,848,0,0
408.51,50,950,0.0226,848,235,224,76,415,0,848,0,0
409.85,50,950,0.0219,848,235,224,76,415,0,848,0,0
411.21,50,950,0.0234,848,235,224,76,415,0,848,0,0
412.53,50,950,0.0231,848,235,224,76,415,0,848,0,0
413.84,50,950,0.0233,848,235,224,76,415,0,848,0,0
415.18,50,950,0.0245,848,235,224,76,415,0,848,0,0
416.50,51,949,0.0204,848,235,224,76,414,0,848,0,0
417.88,51,949,0.0205,848,235,224,76,414,0,848,0,0
419.19,51,949,0.0208,848,235,224,76,414,0,848,0,0
420.52,51,949,0.0223,848,235,224,76,414,0,848,0,0
421.85,51,949,0.0253,848,235,224,76,414,0,848,0,0
423.17,51,949,0.0251,848,235,224,76,414,0,848,0,0
424.50,51,949,0.0250,848,235,224,76,414,0,848,0,0
425.88,51,949,0.0280,848,235,224,76,414,0,848,0,0
427.20,51,949,0.0269,848,235,224,76,414,0,848,0,0
428.53,51,949,0.0288,848,235,224,76,414,0,848,0,0
429.83,51,949,0.0272,848,235,224,76,414,0,848,0,0
431.17,51,949,0.0276,848,235,224,76,414,0,848,0,0
432.49,52,948,0.0241,848,235,224,76,413,0,848,0,2
433.88,52,948,0.0262,848,235,224,76,413,0,848,0,2
435.19,52,948,0.0261,848,235,224,76,413,0,848,0,2
436.52,52,948,0.0268,848,235,224,76,413,0,848,0,2
437.84,52,948,0.0262,848,235,224,76,413,0,848,0,2
439.15,52,948,0.0259,848,235,224,76,413,0,848,0,0
440.49,52,948,0.0274,848,235,224,76,413,0,848,0,0
441.81,52,948,0.0256,848,235,224,76,413,0,848,0,0
443.13,52,948,0.0264,848,235,224,76,413,0,848,0,0
444.46,52,948,0.0274,848,235,224,76,413,0,848,0,0
445.79,52,948,0.0276,848,235,224,76,413,0,848,0,2
447.15,52,948,0.0278,848,235,224,76,413,0,848,0,2
448.48,53,947,0.0253,848,234,224,76,413,0,848,0,2
449.86,54,946,0.0250,848,233,224,76,413,0,848,0,2
451.24,55,945,0.0238,848,233,224,76,412,0,848,0,2
452.58,56,944,0.0203,848,233,224,76,411,0,848,0,0
453.94,56,944,0.0217,848,233,224,76,411,0,848,0,0
455.27,56,944,0.0212,848,233,224,76,411,0,848,0,0
456.62,56,944,0.0221,848,233,224,76,411,0,848,0,0
457.92,56,944,0.0212,848,233,224,76,411,0,848,0,0
459.09,56,944,0.0238,848,233,224,76,411,0,848,0,0
460.44,57,943,0.0244,848,232,224,76,411,0,848,0,0
461.79,57,943,0.0211,848,232,224,76,411,0,848,2,0
463.22,57,943,0.0221,848,232,224,76,411,0,848,2,0
464.43,57,943,0.0231,848,232,224,76,411,0,848,2,0
465.80,57,943,0.0246,848,232,224,76,411,0,848,2,0
467.14,57,943,0.0223,848,232,224,76,411,0,848,2,0
468.49,57,943,0.0232,848,232,224,76,411,0,848,2,0
469.84,57,943,0.0254,848,232,224,76,411,0,848,0,0
471.18,57,943,0.0242,848,232,224,76,411,0,848,0,0
472.51,57,943,0.0264,848,232,224,76,411,0,848,0,0
473.81,57,943,0.0278,848,232,224,76,411,0,848,0,0
475.14,57,943,0.0278,848,232,224,76,411,0,848,0,0
476.49,57,943,0.0289,848,232,224,76,411,0,848,0,0
477.81,57,943,0.0286,848,232,224,76,411,0,848,0,0
479.14,57,943,0.0292,848,232,224,76,411,0,848,0,0
480.46,57,943,0.0286,848,232,224,76,411,0,848,0,0
481.80,58,942,0.0268,848,232,223,76,411,0,848,0,0
483.18,59,941,0.0262,848,232,223,75,411,0,848,2,0
484.52,60,940,0.0264,848,232,223,75,410,0,848,2,0
485.94,60,940,0.0254,848,232,223,75,410,0,848,4,0
487.35,60,940,0.0254,848,232,223,75,410,0,848,4,0
488.67,61,939,0.0256,848,231,223,75,410,0,848,4,0
489.99,61,939,0.0247,848,231,223,75,410,0,848,2,0
491.41,61,939,0.0245,848,231,223,75,410,0,848,0,0
492.75,61,939,0.0241,848,231,223,75,410,0,848,0,0
494.05,61,939,0.0247,848,231,223,75,410,0,848,0,0
495.38,62,938,0.0210,848,231,223,75,409,0,848,0,0
496.74,62,938,0.0221,848,231,223,75,409,0,848,2,0
498.13,62,938,0.0218,848,231,223,75,409,0,848,2,0
499.47,62,938,0.0225,848,231,223,75,409,0,848,2,0
500.81,62,938,0.0233,848,231,223,75,409,0,848,2,0
502.13,62,938,0.0230,848,231,223,75,409,0,848,2,0
503.46,63,937,0.0234,848,231,222,75,409,0,848,0,0
504.79,64,936,0.0222,848,231,221,75,409,0,848,0,0
506.16,65,935,0.0196,848,231,220,75,409,0,848,0,0
507.52,65,935,0.0202,848,231,220,75,409,0,848,0,0
508.89,65,935,0.0202,848,231,220,75,409,0,848,0,0
510.18,65,935,0.0200,848,231,220,75,409,0,848,0,0
511.52,65,935,0.0209,848,231,220,75,409,0,848,0,0
512.85,65,935,0.0199,848,231,220,75,409,0,848,0,0
514.16,65,935,0.0202,848,231,220,75,409,0,848,0,0
515.46,65,935,0.0190,848,231,220,75,409,0,848,0,0
516.79,66,934,0.0196,848,231,219,75,409,0,848,0,0
518.14,67,933,0.0206,848,230,219,75,409,0,848,0,0
519.75,67,933,0.0194,848,230,219,75,409,0,848,0,0
521.10,67,933,0.0228,848,230,219,75,409,0,848,0,0
522.75,67,933,0.0193,848,229,220,75,409,2,848,0,0
524.08,67,933,0.0234,848,229,220,75,409,2,848,0,0
525.39,67,933,0.0204,848,229,220,75,409,2,848,0,0
526.73,67,933,0.0189,848,229,220,75,409,0,848,0,0
528.04,67,933,0.0199,848,229,220,75,409,0,848,0,0
529.34,67,933,0.0196,848,229,220,75,409,0,848,0,0
530.62,68,932,0.0192,848,229,220,74,409,0,848,0,0
531.98,68,932,0.0186,848,229,220,74,409,0,848,0,0
533.38,68,932,0.0182,848,229,220,74,409,0,848,0,0
534.71,68,932,0.0184,848,229,220,74,409,0,848,0,0
536.02,69,931,0.0177,848,229,220,74,408,0,848,0,0
537.38,69,931,0.0169,848,229,220,74,408,0,848,0,0
538.67,69,931,0.0183,848,229,220,74,408,0,848,0,0
539.97,69,931,0.0186,848,229,220,74,408,0,848,0,0
541.29,69,931,0.0186,848,229,220,74,408,0,848,0,0
542.59,69,931,0.0184,848,229,220,74,408,0,848,0,0
543.89,69,931,0.0180,848,229,220,74,408,0,848,0,0
545.19,69,931,0.0188,848,229,220,74,408,0,848,0,0
546.39,69,931,0.0200,848,229,220,74,408,0,848,0,0
547.69,70,930,0.0212,848,229,220,73,408,0,848,0,0
549.04,70,930,0.0192,848,229,220,73,408,0,848,0,0
550.34,70,930,0.0171,848,229,220,73,408,0,848,0,0
551.67,70,930,0.0175,848,229,220,73,408,0,848,0,0
552.97,70,930,0.0165,848,229,220,73,408,0,848,0,0
554.28,70,930,0.0174,848,229,220,73,408,0,848,0,0
555.60,70,930,0.0194,848,229,220,73,408,0,848,0,0
556.95,70,930,0.0188,848,229,220,73,408,0,848,0,0
558.24,71,929,0.0173,848,229,219,73,408,0,848,0,0
559.60,71,929,0.0176,848,229,219,73,408,0,848,0,0
560.90,71,929,0.0174,848,229,219,73,408,0,848,0,0
562.23,72,928,0.0163,848,229,219,72,408,0,848,0,0
563.57,72,928,0.0180,848,229,219,72,408,0,848,0,0
564.88,72,928,0.0176,848,229,219,72,408,0,848,0,0
566.17,72,928,0.0172,848,229,219,72,408,0,848,0,0
567.48,72,928,0.0176,848,229,219,72,408,0,848,0,0
568.77,72,928,0.0179,848,229,219,72,408,0,848,0,0
570.08,72,928,0.0181,848,229,219,72,408,0,848,0,0
571.37,72,928,0.0177,848,229,219,72,408,0,848,0,0
572.70,72,928,0.0175,848,229,219,72,408,0,848,0,0
573.99,72,928,0.0172,848,229,219,72,408,0,848,0,0
575.30,72,928,0.0174,848,229,219,72,408,0,848,0,0
576.63,72,928,0.0168,848,229,219,72,408,0,848,0,0
577.95,72,928,0.0182,848,229,219,72,408,0,848,0,0
579.24,72,928,0.0169,848,229,219,72,408,0,848,0,0
580.54,72,928,0.0167,848,229,219,72,408,0,848,0,0
581.87,72,928,0.0190,848,229,219,72,408,0,848,0,0
583.16,72,928,0.0202,848,229,219,72,408,0,848,0,0
584.48,73,927,0.0199,848,229,218,72,408,0,848,0,0
585.82,73,927,0.0199,848,229,218,72,408,0,848,0,0
587.13,73,927,0.0178,848,229,218,72,408,0,848,0,0
588.43,73,927,0.0180,850,229,218,72,408,0,850,0,0
589.71,73,927,0.0173,850,229,218,72,408,0,850,0,0
591.00,74,926,0.0172,850,229,217,72,408,0,850,0,0
592.37,74,926,0.0159,848,229,217,72,408,0,848,0,0
593.68,74,926,0.0158,848,229,217,72,408,0,848,0,0
594.97,74,926,0.0170,848,229,217,72,408,0,848,0,0
596.27,74,926,0.0169,848,229,217,72,408,0,848,0,0
597.61,74,926,0.0171,848,229,217,72,408,0,848,0,0
