AgentID,SpawnZone,EscapeTime(s),ExitUsed,Seed,ActiveSigns
926,stand,0.55,Exit_Sub3,0,2
757,pedestal,4.30,Exit_Sub2,0,2
900,School Table,7.22,Exit_Sub3,0,2
519,pedestal,14.13,Exit_Sub2,0,2
48,School Table,20.72,Exit_Sub_Main,0,2
735,Typical School Chair and Table 10,22.50,Exit_Sub3,0,2
875,School Table,22.91,Exit_Sub1,0,2
699,Typical School Chair and Table 15,27.62,Exit_Sub2,0,2
906,Typical School Chair and Table 17,27.66,Exit_Sub3,0,2
326,School Table,28.08,Exit_Sub2,0,2
340,Typical School Chair and Table 5,31.11,Exit_Sub_Main,0,2
229,pedestal,32.18,Exit_Sub3,0,2
718,School Table,32.76,Exit_Sub3,0,2
255,Typical School Chair and Table 15,33.79,Exit_Sub3,0,2
939,School Table,34.93,Exit_Sub_Main,0,2
219,School Table,35.48,Exit_Sub2,0,2
458,Typical School Chair and Table 14,35.64,Exit_Sub2,0,2
423,School Table,35.90,Exit_Sub_Main,0,2
764,Typical School Chair and Table 19,36.70,Exit_Sub3,0,2
43,pedestal,38.14,Exit_Sub2,0,2
108,School Table,38.14,Exit_Sub3,0,2
834,School Table,38.64,Exit_Sub_Main,0,2
798,School Table,39.44,Exit_Sub_Main,0,2
4,School Table,41.25,Exit_Sub1,0,2
339,School Table,41.59,Exit_Sub_Main,0,2
548,Typical School Chair and Table 12,42.47,Exit_Sub2,0,2
940,Typical School Chair and Table 16,42.92,Exit_Sub1,0,2
631,pedestal,43.13,Exit_Sub_Main,0,2
955,Typical School Chair and Table,45.58,Exit_Sub_Main,0,2
695,School Table,45.96,Exit_Sub_Main,0,2
111,Typical School Chair and Table 16,45.99,Exit_Sub2,0,2
351,School Table,46.20,Exit_Sub3,0,2
347,Typical School Chair and Table 14,46.41,Exit_Sub3,0,2
349,School Table,47.06,Exit_Sub_Main,0,2
489,Typical School Chair and Table 10,47.25,Exit_Sub2,0,2
337,Typical School Chair and Table 20,47.64,Exit_Sub_Main,0,2
908,Typical School Chair and Table 7,48.67,Exit_Sub1,0,2
623,Typical School Chair and Table 16,51.51,Exit_Sub_Main,0,2
539,Typical School Chair and Table 1,52.94,Exit_Sub_Main,0,2
793,Typical School Chair and Table 16,53.15,Exit_Sub3,0,2
682,Typical School Chair and Table 9,53.50,Exit_Sub_Main,0,2
410,School Table,53.89,Exit_Sub_Main,0,2
356,Typical School Chair and Table 5,54.10,Exit_Sub_Main,0,2
789,Typical School Chair and Table 15,55.02,Exit_Sub1,0,2
457,Typical School Chair and Table 11,56.44,Exit_Sub2,0,2
220,School Table,56.88,Exit_Sub_Main,0,2
273,Typical School Chair and Table 6,59.28,Exit_Sub3,0,2
892,School Table,59.79,Exit_Sub3,0,2
348,Typical School Chair and Table 8,59.89,Exit_Sub_Main,0,2
159,School Table,60.03,Exit_Sub3,0,2
480,pedestal,60.15,Exit_Sub_Main,0,2
987,School Table,60.57,Exit_Sub_Main,0,2
544,Typical School Chair and Table 9,60.78,Exit_Sub_Main,0,2
826,Typical School Chair and Table 7,61.40,Exit_Sub2,0,2
803,School Table,61.43,Exit_Sub_Main,0,2
579,School Table,61.56,Exit_Sub3,0,2
868,Typical School Chair and Table 13,61.67,Exit_Sub_Main,0,2
924,School Table,61.95,Exit_Sub2,0,2
726,Typical School Chair and Table 20,62.38,Exit_Sub_Main,0,2
221,Typical School Chair and Table 19,62.46,Exit_Sub2,0,2
66,School Table,63.06,Exit_Sub2,0,2
485,School Table,64.70,Exit_Sub1,0,2
911,School Table,65.04,Exit_Sub2,0,2
311,School Table,65.62,Exit_Sub2,0,2
44,Typical School Chair and Table,65.69,Exit_Sub1,0,2
312,School Table,65.83,Exit_Sub3,0,2
153,Typical School Chair and Table 10,65.91,Exit_Sub3,0,2
201,Typical School Chair and Table,66.10,Exit_Sub1,0,2
904,School Table,66.95,Exit_Sub_Main,0,2
513,Typical School Chair and Table 14,67.08,Exit_Sub3,0,2
26,Typical School Chair and Table 13,67.41,Exit_Sub_Main,0,2
421,Typical School Chair and Table 11,67.74,Exit_Sub_Main,0,2
805,Typical School Chair and Table 3,68.18,Exit_Sub1,0,2
406,School Table,69.96,Exit_Sub3,0,2
467,School Table,70.18,Exit_Sub2,0,2
592,School Table,70.71,Exit_Sub_Main,0,2
845,Typical School Chair and Table 1,71.13,Exit_Sub_Main,0,2
477,School Table,71.62,Exit_Sub_Main,0,2
128,Typical School Chair and Table 9,72.44,Exit_Sub_Main,0,2
593,School Table,73.10,Exit_Sub2,0,2
702,Typical School Chair and Table 6,73.73,Exit_Sub2,0,2
652,School Table,73.94,Exit_Sub3,0,2
267,Typical School Chair and Table 13,73.97,Exit_Sub3,0,2
648,School Table,74.14,Exit_Sub2,0,2
507,School Table,74.49,Exit_Sub3,0,2
432,School Table,75.26,Exit_Sub3,0,2
913,School Table,75.56,Exit_Sub2,0,2
584,School Table,75.59,Exit_Sub2,0,2
570,Typical School Chair and Table 11,76.02,Exit_Sub_Main,0,2
542,pedestal,76.21,Exit_Sub3,0,2
959,Typical School Chair and Table 5,76.30,Exit_Sub_Main,0,2
599,School Table,76.41,Exit_Sub3,0,2
350,Typical School Chair and Table 14,76.54,Exit_Sub_Main,0,2
578,School Table,76.62,Exit_Sub3,0,2
498,Typical School Chair and Table 15,76.74,Exit_Sub_Main,0,2
728,pedestal,77.24,Exit_Sub2,0,2
899,Typical School Chair and Table 13,77.45,Exit_Sub_Main,0,2
867,Typical School Chair and Table 5,77.59,Exit_Sub_Main,0,2
427,School Table,77.66,Exit_Sub1,0,2
700,School Table,77.96,Exit_Sub_Main,0,2
772,pedestal,78.08,Exit_Sub_Main,0,2
560,Typical School Chair and Table 5,78.54,Exit_Sub_Main,0,2
250,School Table,78.59,Exit_Sub_Main,0,2
41,Typical School Chair and Table 9,79.72,Exit_Sub_Main,0,2
912,Typical School Chair and Table 6,80.54,Exit_Sub3,0,2
921,Typical School Chair and Table 17,80.67,Exit_Sub2,0,2
968,School Table,80.95,Exit_Sub_Main,0,2
455,Typical School Chair and Table 1,81.21,Exit_Sub2,0,2
800,School Table,81.35,Exit_Sub_Main,0,2
453,School Table,81.85,Exit_Sub2,0,2
9,Typical School Chair and Table 19,82.49,Exit_Sub2,0,2
194,Typical School Chair and Table 17,82.78,Exit_Sub_Main,0,2
336,pedestal,83.40,Exit_Sub3,0,2
172,School Table,83.59,Exit_Sub2,0,2
771,Typical School Chair and Table 15,83.63,Exit_Sub2,0,2
974,Typical School Chair and Table 10,84.13,Exit_Sub2,0,2
512,Typical School Chair and Table 14,84.20,Exit_Sub_Main,0,2
951,School Table,86.59,Exit_Sub3,0,2
996,School Table,86.64,Exit_Sub2,0,2
461,Typical School Chair and Table 18,86.74,Exit_Sub2,0,2
611,pedestal,86.76,Exit_Sub1,0,2
818,School Table,86.98,Exit_Sub3,0,2
854,School Table,87.23,Exit_Sub2,0,2
408,Typical School Chair and Table 5,87.43,Exit_Sub3,0,2
203,Typical School Chair and Table 10,88.15,Exit_Sub2,0,2
995,Typical School Chair and Table 19,88.41,Exit_Sub2,0,2
626,Typical School Chair and Table 3,88.51,Exit_Sub2,0,2
704,School Table,88.56,Exit_Sub_Main,0,2
292,School Table,88.81,Exit_Sub1,0,2
841,Typical School Chair and Table 20,89.45,Exit_Sub1,0,2
639,School Table,90.69,Exit_Sub1,0,2
140,Typical School Chair and Table 20,90.90,Exit_Sub_Main,0,2
627,Typical School Chair and Table 14,91.10,Exit_Sub_Main,0,2
240,School Table,91.50,Exit_Sub2,0,2
235,Typical School Chair and Table 2,91.57,Exit_Sub2,0,2
259,School Table,92.43,Exit_Sub_Main,0,2
963,School Table,93.19,Exit_Sub_Main,0,2
381,Typical School Chair and Table 6,93.39,Exit_Sub1,0,2
991,Typical School Chair and Table 7,93.67,Exit_Sub2,0,2
665,Typical School Chair and Table 13,94.00,Exit_Sub_Main,0,2
494,Typical School Chair and Table 18,94.39,Exit_Sub2,0,2
14,Typical School Chair and Table 1,94.80,Exit_Sub3,0,2
808,School Table,95.28,Exit_Sub_Main,0,2
176,School Table,95.57,Exit_Sub_Main,0,2
297,School Table,96.30,Exit_Sub_Main,0,2
605,Typical School Chair and Table 15,96.48,Exit_Sub_Main,0,2
234,School Table,96.82,Exit_Sub_Main,0,2
655,Typical School Chair and Table 3,97.41,Exit_Sub_Main,0,2
11,Typical School Chair and Table 18,97.45,Exit_Sub3,0,2
183,School Table,97.45,Exit_Sub3,0,2
555,Typical School Chair and Table 14,97.83,Exit_Sub3,0,2
843,Typical School Chair and Table,98.24,Exit_Sub_Main,0,2
883,School Table,98.28,Exit_Sub_Main,0,2
576,Typical School Chair and Table 2,98.40,Exit_Sub2,0,2
927,School Table,98.40,Exit_Sub3,0,2
618,School Table,98.69,Exit_Sub2,0,2
596,School Table,99.17,Exit_Sub2,0,2
197,Typical School Chair and Table 10,99.43,Exit_Sub2,0,2
113,Typical School Chair and Table 13,99.87,Exit_Sub2,0,2
915,School Table,100.42,Exit_Sub_Main,0,2
813,School Table,100.89,Exit_Sub_Main,0,2
758,School Table,101.98,Exit_Sub3,0,2
346,Typical School Chair and Table 2,102.09,Exit_Sub2,0,2
56,School Table,102.43,Exit_Sub_Main,0,2
871,Typical School Chair and Table 2,102.75,Exit_Sub3,0,2
588,School Table,102.80,Exit_Sub_Main,0,2
495,Typical School Chair and Table 14,102.87,Exit_Sub2,0,2
98,School Table,102.92,Exit_Sub_Main,0,2
2,School Table,103.66,Exit_Sub2,0,2
247,School Table,103.71,Exit_Sub2,0,2
445,Typical School Chair and Table 15,103.80,Exit_Sub3,0,2
131,School Table,104.15,Exit_Sub3,0,2
936,Typical School Chair and Table 19,104.43,Exit_Sub_Main,0,2
727,School Table,104.50,Exit_Sub3,0,2
587,School Table,104.78,Exit_Sub3,0,2
139,Typical School Chair and Table 16,105.00,Exit_Sub3,0,2
137,School Table,105.63,Exit_Sub_Main,0,2
364,Typical School Chair and Table 1,105.65,Exit_Sub1,0,2
161,School Table,105.94,Exit_Sub_Main,0,2
713,Typical School Chair and Table 16,106.23,Exit_Sub2,0,2
171,Typical School Chair and Table 3,106.44,Exit_Sub3,0,2
289,Typical School Chair and Table 4,106.66,Exit_Sub_Main,0,2
85,School Table,107.05,Exit_Sub1,0,2
980,School Table,107.11,Exit_Sub_Main,0,2
690,pedestal,107.32,Exit_Sub_Main,0,2
474,School Table,107.69,Exit_Sub3,0,2
890,Typical School Chair and Table 11,108.03,Exit_Sub3,0,2
325,School Table,108.11,Exit_Sub2,0,2
120,School Table,108.24,Exit_Sub3,0,2
149,School Table,108.92,Exit_Sub_Main,0,2
767,Typical School Chair and Table 4,109.16,Exit_Sub_Main,0,2
978,Typical School Chair and Table 10,109.38,Exit_Sub1,0,2
953,School Table,109.56,Exit_Sub3,0,2
319,School Table,109.64,Exit_Sub_Main,0,2
531,School Table,109.73,Exit_Sub3,0,2
562,School Table,109.99,Exit_Sub_Main,0,2
791,Typical School Chair and Table 11,110.12,Exit_Sub_Main,0,2
954,School Table,110.18,Exit_Sub_Main,0,2
233,School Table,110.60,Exit_Sub3,0,2
609,Typical School Chair and Table 20,110.84,Exit_Sub_Main,0,2
763,School Table,110.91,Exit_Sub2,0,2
32,School Table,110.97,Exit_Sub3,0,2
384,Typical School Chair and Table 13,111.38,Exit_Sub3,0,2
165,School Table,111.38,Exit_Sub_Main,0,2
355,pedestal,112.21,Exit_Sub1,0,2
