AgentID,SpawnZone,EscapeTime(s),ExitUsed
120,Typical School Chair and Table 10,0.13,Group 5639
121,Typical School Chair and Table 4,0.13,Exit_Sub_Main
122,Typical School Chair and Table 5,0.13,Exit_Sub_Main
123,Typical School Chair and Table 12,0.13,Exit_Sub2
124,School Table,0.13,Group 5639
125,School Table,0.13,Exit_Sub3
126,Typical School Chair and Table 5,0.13,Exit_Sub_Main
127,School Table,0.13,Exit_Sub1
128,School Table,0.13,Exit_Sub2
129,School Table,0.13,Exit_Sub_Main
130,Typical School Chair and Table 8,0.13,Exit_Sub3
131,School Table,0.13,Exit_Sub_Main
132,School Table,0.13,Exit_Sub_Main
133,Typical School Chair and Table 16,0.13,Group 5639
134,School Table,0.13,Exit_Sub2
135,Typical School Chair and Table 13,0.13,Exit_Sub_Main
136,Typical School Chair and Table,0.13,Exit_Sub1
137,Typical School Chair and Table 20,0.13,Exit_Sub_Main
138,School Table,0.13,Exit_Sub_Main
139,Typical School Chair and Table 19,0.13,Group 5639
140,Typical School Chair and Table 13,0.13,Exit_Sub_Main
141,School Table,0.13,Exit_Sub1
142,pedestal,0.13,Exit_Sub2
143,Typical School Chair and Table 4,0.13,Exit_Sub_Main
144,School Table,0.13,Exit_Sub1
145,School Table,0.13,Exit_Sub2
146,School Table,0.13,Exit_Sub_Main
147,Typical School Chair and Table 15,0.13,Exit_Sub_Main
148,Typical School Chair and Table,0.13,Group 5639
149,Typical School Chair and Table 20,0.13,Exit_Sub_Main
150,School Table,0.13,Group 5639
151,Typical School Chair and Table 4,0.13,Group 5639
152,Typical School Chair and Table,0.13,Exit_Sub2
153,Typical School Chair and Table 20,0.13,Exit_Sub_Main
154,Typical School Chair and Table 2,0.13,Exit_Sub_Main
155,School Table,0.13,Exit_Sub_Main
156,Typical School Chair and Table 9,0.13,Exit_Sub_Main
157,Typical School Chair and Table 14,0.13,Group 5639
158,Typical School Chair and Table 13,0.13,Exit_Sub_Main
159,Typical School Chair and Table 7,0.13,Exit_Sub1
160,School Table,0.13,Group 5639
161,School Table,0.13,Group 5639
162,School Table,0.13,Group 5639
163,School Table,0.13,Exit_Sub3
164,Typical School Chair and Table 11,0.13,Group 5639
165,School Table,0.13,Exit_Sub_Main
166,Typical School Chair and Table 15,0.13,Exit_Sub1
167,School Table,0.13,Exit_Sub3
168,pedestal,0.13,Exit_Sub3
169,School Table,0.13,Exit_Sub1
170,School Table,0.13,Exit_Sub3
171,Typical School Chair and Table 10,0.13,Exit_Sub2
172,Typical School Chair and Table 4,0.13,Group 5639
173,School Table,0.13,Exit_Sub3
174,Typical School Chair and Table 2,0.13,Exit_Sub_Main
175,Typical School Chair and Table 4,0.13,Exit_Sub_Main
176,Typical School Chair and Table 13,0.13,Exit_Sub_Main
177,School Table,0.13,Exit_Sub_Main
178,School Table,0.13,Exit_Sub_Main
179,School Table,0.13,Exit_Sub2
180,School Table,0.13,Exit_Sub2
181,Typical School Chair and Table 5,0.13,Exit_Sub_Main
182,Typical School Chair and Table 20,0.13,Exit_Sub3
183,School Table,0.13,Exit_Sub1
184,Typical School Chair and Table 2,0.13,Group 5639
185,Typical School Chair and Table 14,0.13,Exit_Sub3
186,School Table,0.13,Exit_Sub3
187,Typical School Chair and Table,0.13,Group 5639
188,School Table,0.13,Exit_Sub_Main
189,Typical School Chair and Table,0.13,Exit_Sub1
190,School Table,0.13,Group 5639
191,School Table,0.13,Group 5639
192,Typical School Chair and Table 7,0.13,Exit_Sub1
193,Typical School Chair and Table 15,0.13,Exit_Sub_Main
194,Typical School Chair and Table 1,0.13,Exit_Sub_Main
195,Typical School Chair and Table 16,0.13,Exit_Sub1
196,School Table,0.13,Exit_Sub1
197,School Table,0.13,Group 5639
198,School Table,0.13,Exit_Sub_Main
199,Typical School Chair and Table 7,0.13,Exit_Sub1
200,Typical School Chair and Table 15,0.13,Exit_Sub_Main
201,Typical School Chair and Table 3,0.13,Exit_Sub1
202,Typical School Chair and Table 5,0.13,Exit_Sub2
203,Typical School Chair and Table 5,0.13,Group 5639
204,School Table,0.13,Group 5639
205,Typical School Chair and Table 2,0.13,Group 5639
206,Typical School Chair and Table 16,0.13,Exit_Sub3
207,School Table,0.13,Exit_Sub2
208,Typical School Chair and Table 10,0.13,Exit_Sub2
209,Typical School Chair and Table 10,0.13,Exit_Sub_Main
210,School Table,0.13,Exit_Sub_Main
211,Typical School Chair and Table 16,0.13,Group 5639
212,Typical School Chair and Table 13,0.13,Exit_Sub_Main
213,School Table,0.13,Group 5639
214,School Table,0.13,Exit_Sub3
215,Typical School Chair and Table 17,0.13,Group 5639
216,Typical School Chair and Table 13,0.13,Exit_Sub_Main
217,School Table,0.13,Exit_Sub_Main
218,School Table,0.13,Exit_Sub1
219,School Table,0.13,Exit_Sub_Main
220,School Table,0.13,Exit_Sub_Main
221,School Table,0.13,Exit_Sub2
222,School Table,0.13,Exit_Sub1
223,Typical School Chair and Table 2,0.13,Exit_Sub3
224,School Table,0.13,Exit_Sub2
225,School Table,0.13,Exit_Sub_Main
226,Typical School Chair and Table 14,0.13,Exit_Sub2
227,School Table,0.13,Exit_Sub2
228,Typical School Chair and Table 17,0.13,Exit_Sub2
229,Typical School Chair and Table 5,0.13,Exit_Sub2
230,Typical School Chair and Table 5,0.13,Exit_Sub2
231,School Table,0.13,Exit_Sub2
232,School Table,0.13,Exit_Sub_Main
233,pedestal,0.13,Exit_Sub_Main
234,School Table,0.13,Group 5639
235,Typical School Chair and Table 17,0.13,Group 5639
236,Typical School Chair and Table,0.13,Exit_Sub_Main
237,School Table,0.13,Exit_Sub_Main
238,Typical School Chair and Table 9,0.13,Exit_Sub_Main
239,Typical School Chair and Table 12,0.13,Exit_Sub_Main
240,School Table,0.13,Exit_Sub2
241,School Table,0.13,Exit_Sub2
242,Typical School Chair and Table 17,0.13,Exit_Sub_Main
243,School Table,0.13,Exit_Sub_Main
244,School Table,0.13,Exit_Sub_Main
245,School Table,0.13,Exit_Sub_Main
246,School Table,0.13,Exit_Sub3
247,School Table,0.13,Exit_Sub2
248,Typical School Chair and Table 17,0.13,Exit_Sub_Main
249,Typical School Chair and Table 9,0.13,Group 5639
250,School Table,0.13,Exit_Sub_Main
