Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub3,Exit_Exit_Sub2,Exit_Exit_Sub1,Exit_Exit_Sub_Main,Zone_ZoneSensor stair,Zone_ZoneSensor stair (9),Zone_ZoneSensor (1),Zone_ZoneSensor stair (3),Zone_ZoneSensor stair (6),Zone_ZoneSensor stair (7),Zone_ZoneSensor stair (4)_noSmartSign
2272.66,329,671,0.0389,374,169,182,61,259,2,0,374,0,0,0,0
2273.71,329,671,0.0388,374,169,182,61,259,2,0,374,0,0,0,0
2275.02,329,671,0.0375,374,169,182,61,259,0,0,374,0,0,0,0
2276.33,329,671,0.0408,374,169,182,61,259,0,0,374,0,0,0,0
2277.50,329,671,0.0408,374,169,182,61,259,0,0,374,0,0,0,0
2278.61,330,670,0.0433,374,168,182,61,259,0,0,374,0,0,0,0
2279.96,330,670,0.0405,374,168,182,61,259,0,0,374,0,0,0,0
2280.98,330,670,0.0416,374,168,182,61,259,0,0,374,0,0,0,0
2282.29,330,670,0.0427,374,168,182,61,259,0,0,374,0,0,0,0
2283.29,330,670,0.0436,374,168,182,61,259,0,0,374,0,0,0,0
2284.62,330,670,0.0451,374,168,182,61,259,0,0,374,0,0,0,0
2285.65,330,670,0.0444,374,168,182,61,259,0,0,374,0,0,0,0
2286.96,330,670,0.0465,374,168,182,61,259,0,0,374,0,0,0,0
2287.98,331,669,0.0451,374,168,181,61,259,0,0,374,0,0,0,0
2289.01,331,669,0.0443,374,168,181,61,259,0,0,374,0,0,0,0
2290.33,332,668,0.0408,374,168,181,61,258,0,0,374,0,0,0,0
2291.66,333,667,0.0409,374,168,181,60,258,0,0,374,0,0,0,2
2293.00,334,666,0.0374,374,168,181,59,258,0,0,374,0,0,0,2
2294.03,334,666,0.0408,374,168,181,59,258,0,0,374,0,0,0,2
2295.04,334,666,0.0379,374,168,181,59,258,0,0,374,0,0,0,2
2296.35,334,666,0.0373,374,168,181,59,258,0,0,374,0,0,0,2
2297.65,335,665,0.0350,374,168,180,59,258,0,2,374,0,0,0,0
2298.72,335,665,0.0368,374,168,180,59,258,0,2,374,0,0,0,0
2299.75,335,665,0.0387,374,168,180,59,258,0,0,374,0,0,0,0
2301.03,335,665,0.0375,374,168,180,59,258,0,0,374,0,0,0,0
2302.32,335,665,0.0371,374,168,180,59,258,0,0,374,0,0,0,0
2303.61,335,665,0.0344,374,168,180,59,258,0,0,374,0,0,0,0
2304.62,335,665,0.0361,374,168,180,59,258,0,0,374,0,0,2,0
2305.64,335,665,0.0350,374,168,180,59,258,0,0,374,0,0,2,0
2306.95,335,665,0.0358,374,168,180,59,258,0,0,374,0,0,0,0
2307.96,335,665,0.0350,374,168,180,59,258,0,0,374,0,0,0,0
2309.27,335,665,0.0362,374,168,180,59,258,0,0,374,0,0,0,0
2310.58,335,665,0.0389,374,168,180,59,258,0,0,374,0,0,0,2
2311.86,335,665,0.0401,374,168,180,59,258,0,0,374,0,0,0,2
2313.17,335,665,0.0381,374,168,180,59,258,0,0,374,0,0,0,2
2314.18,335,665,0.0393,374,168,180,59,258,0,0,374,0,0,0,2
2315.48,335,665,0.0406,374,168,180,59,258,0,0,374,0,0,0,2
2316.78,335,665,0.0386,374,168,180,59,258,0,0,374,0,0,0,0
2318.10,335,665,0.0387,374,168,180,59,258,0,0,374,0,0,0,0
2319.40,335,665,0.0378,374,168,180,59,258,0,0,374,0,0,0,0
2320.40,335,665,0.0394,374,168,180,59,258,0,0,374,0,0,0,0
2321.43,335,665,0.0374,374,168,180,59,258,0,0,374,0,0,0,0
2322.74,335,665,0.0408,374,168,180,59,258,0,0,374,0,0,2,0
2324.11,335,665,0.0440,374,168,180,59,258,0,0,374,0,0,2,0
2325.43,335,665,0.0415,374,168,180,59,258,0,0,374,0,0,0,0
2326.73,335,665,0.0397,374,168,180,59,258,0,0,374,0,0,0,0
2327.76,335,665,0.0420,374,168,180,59,258,0,0,374,0,0,0,0
2328.78,335,665,0.0431,374,168,180,59,258,0,0,374,0,0,0,0
2330.07,335,665,0.0430,374,168,180,59,258,0,0,374,0,0,0,0
2331.38,335,665,0.0428,374,168,180,59,258,0,0,374,0,0,2,0
2332.67,335,665,0.0418,374,168,180,59,258,0,0,374,0,0,0,0
2333.70,335,665,0.0409,374,168,180,59,258,0,0,374,0,0,0,0
2335.02,335,665,0.0432,374,168,180,59,258,0,0,374,0,0,0,0
2336.31,336,664,0.0420,374,167,180,59,258,0,0,374,0,0,0,0
2337.63,337,663,0.0407,374,167,180,58,258,0,0,374,0,0,0,0
2338.69,337,663,0.0414,374,167,180,58,258,0,0,374,0,0,0,0
2340.00,337,663,0.0417,374,167,180,58,258,0,0,374,0,0,0,0
2341.31,337,663,0.0414,374,167,180,58,258,0,0,374,0,2,0,0
2342.32,337,663,0.0448,374,167,180,58,258,0,0,374,0,2,0,0
2343.37,337,663,0.0435,374,167,180,58,258,0,0,374,0,2,0,0
2345.04,337,663,0.0438,374,167,180,58,258,0,0,374,0,2,0,0
2346.35,337,663,0.0448,374,167,180,58,258,0,0,374,0,2,0,0
2347.36,337,663,0.0446,376,167,180,58,258,0,0,376,0,0,0,0
2348.36,337,663,0.0445,376,167,180,58,258,0,0,376,0,0,0,0
2349.67,338,662,0.0425,376,167,180,58,257,0,0,376,0,0,0,0
2351.00,339,661,0.0395,376,167,180,57,257,0,0,376,0,0,0,0
2352.30,339,661,0.0413,376,167,180,57,257,0,0,376,0,0,0,0
2353.34,339,661,0.0429,376,167,180,57,257,0,0,376,0,0,0,0
2354.65,339,661,0.0439,376,167,180,57,257,0,0,376,0,0,0,0
2355.95,339,661,0.0421,376,167,180,57,257,0,0,376,0,0,0,0
2357.27,339,661,0.0414,376,167,180,57,257,0,0,376,0,0,0,0
2358.59,339,661,0.0421,376,167,180,57,257,0,0,376,0,0,0,0
2359.91,340,660,0.0406,376,167,179,57,257,0,0,376,0,2,0,0
2360.91,340,660,0.0423,376,167,179,57,257,0,0,376,0,2,0,0
2361.94,341,659,0.0384,376,166,179,57,257,0,0,376,0,2,0,0
2362.94,341,659,0.0380,376,166,179,57,257,0,0,376,0,2,0,0
2363.96,341,659,0.0375,376,166,179,57,257,0,0,376,0,2,0,0
2364.96,341,659,0.0386,376,166,179,57,257,0,0,376,0,2,0,0
2366.27,341,659,0.0400,376,166,179,57,257,0,0,376,0,0,0,0
2367.55,342,658,0.0427,376,166,179,57,256,0,0,376,0,0,0,0
2368.85,342,658,0.0406,376,166,179,57,256,0,0,376,0,0,0,0
2369.86,343,657,0.0372,376,165,179,57,256,0,0,376,0,0,0,0
2371.19,343,657,0.0373,376,165,179,57,256,0,0,376,0,0,0,0
2372.43,343,657,0.0382,376,165,179,57,256,0,0,376,0,0,0,0
2373.73,343,657,0.0399,376,165,179,57,256,0,0,376,0,0,0,0
2375.00,343,657,0.0379,376,165,179,57,256,0,0,376,0,0,0,0
2376.31,343,657,0.0386,378,165,179,57,256,0,0,378,0,0,0,0
2377.61,345,655,0.0333,378,164,179,57,255,0,0,378,0,0,0,0
2378.92,346,654,0.0325,378,164,178,57,255,0,0,378,0,0,0,0
2379.92,346,654,0.0320,378,164,178,57,255,0,0,378,0,0,0,0
2381.23,346,654,0.0381,378,164,178,57,255,0,0,378,0,0,0,0
2382.51,346,654,0.0387,378,164,178,57,255,0,0,378,0,0,0,0
2383.83,346,654,0.0365,378,164,178,57,255,0,0,378,0,0,0,0
2385.12,347,653,0.0376,378,163,178,57,255,0,0,378,0,0,0,0
2386.16,347,653,0.0396,378,163,178,57,255,0,0,378,0,0,0,0
2387.28,347,653,0.0405,378,163,178,57,255,0,0,378,0,0,0,0
2388.53,347,653,0.0424,378,163,178,57,255,0,0,378,0,0,0,0
2389.81,347,653,0.0430,378,163,178,57,255,0,0,378,0,0,0,0
2391.08,347,653,0.0425,378,163,178,57,255,0,0,378,0,0,0,0
2392.38,348,652,0.0410,378,163,178,56,255,0,0,378,0,0,0,0
2393.38,348,652,0.0411,378,163,178,56,255,0,0,378,0,0,0,0
2394.68,348,652,0.0400,378,163,178,56,255,0,0,378,0,0,0,0
2395.96,348,652,0.0405,378,163,178,56,255,0,2,378,0,0,0,0
2396.96,348,652,0.0447,378,163,178,56,255,0,2,378,0,0,0,0
2398.27,348,652,0.0441,378,163,178,57,254,0,0,378,0,0,2,0
2399.65,348,652,0.0437,378,163,178,57,254,0,0,378,0,0,2,0
2400.95,348,652,0.0434,378,163,178,57,254,0,0,378,0,0,0,0
2402.23,348,652,0.0441,378,163,178,57,254,0,0,378,0,0,0,0
2403.54,348,652,0.0425,378,163,178,57,254,0,0,378,0,0,0,0
2404.83,349,651,0.0447,378,163,177,58,253,0,0,378,0,0,2,0
2405.84,349,651,0.0478,378,163,177,58,253,0,0,378,0,0,2,0
2407.14,349,651,0.0489,378,163,177,58,253,0,0,378,0,0,0,0
2408.46,349,651,0.0453,380,163,177,58,253,0,0,380,0,0,0,0
2409.79,350,650,0.0445,380,163,177,58,252,0,0,380,0,2,0,0
2410.81,350,650,0.0449,380,163,177,58,252,0,0,380,0,2,0,0
2412.10,350,650,0.0444,380,163,177,58,252,0,0,380,0,2,0,0
2413.41,350,650,0.0438,382,163,177,58,252,0,0,382,0,2,0,0
2414.69,351,649,0.0427,382,163,177,58,251,0,0,382,0,2,0,0
2415.72,351,649,0.0430,382,163,177,59,250,0,0,382,0,0,2,0
2417.01,352,648,0.0393,382,163,177,59,249,0,0,382,0,0,2,0
2418.32,352,648,0.0410,382,163,177,59,249,0,0,382,0,0,0,0
2419.35,352,648,0.0430,382,163,177,59,249,0,0,382,0,0,0,0
2420.63,352,648,0.0429,382,163,177,59,249,0,0,382,0,0,0,0
2421.91,352,648,0.0445,382,163,177,59,249,0,0,382,0,0,0,0
2423.17,352,648,0.0448,382,163,177,59,249,0,0,382,0,0,0,0
2424.21,352,648,0.0453,382,163,177,59,249,0,0,382,0,2,0,0
2425.50,352,648,0.0456,382,163,177,59,249,0,0,382,0,2,0,0
2427.15,352,648,0.0468,382,163,177,59,249,0,0,382,0,2,0,0
2428.44,353,647,0.0444,382,163,176,59,249,0,0,382,0,2,0,0
2429.73,355,645,0.0379,382,162,176,58,249,0,0,382,0,2,2,0
2430.76,355,645,0.0379,382,162,176,58,249,0,0,382,0,0,2,0
2431.79,355,645,0.0399,382,162,176,58,249,0,0,382,0,0,0,0
2433.08,355,645,0.0409,382,162,176,58,249,0,0,382,0,0,0,0
2434.38,355,645,0.0403,382,162,176,58,249,0,0,382,0,0,0,0
2435.65,355,645,0.0421,382,162,176,58,249,0,0,382,0,0,0,0
2436.97,356,644,0.0398,382,162,176,57,249,0,0,382,0,0,0,0
2438.26,356,644,0.0399,382,162,176,57,249,0,0,382,0,0,0,0
2439.27,356,644,0.0431,382,162,176,57,249,0,0,382,0,0,0,0
2440.55,356,644,0.0440,382,162,176,57,249,0,0,382,0,0,0,0
2441.83,356,644,0.0434,382,162,176,57,249,0,0,382,0,0,0,0
2443.11,357,643,0.0412,382,162,175,57,249,0,0,382,0,0,0,0
2444.39,357,643,0.0427,382,162,175,57,249,0,0,382,0,0,0,0
2445.40,357,643,0.0441,382,162,175,57,249,0,0,382,0,0,0,0
2446.67,357,643,0.0444,382,162,175,57,249,0,0,382,0,0,0,2
2447.98,358,642,0.0439,382,162,175,56,249,0,0,382,0,0,0,2
2449.29,359,641,0.0401,382,161,175,56,249,0,0,382,0,0,0,2
2450.59,359,641,0.0426,384,161,175,56,249,0,0,384,0,0,0,2
2451.87,360,640,0.0395,384,161,175,56,248,0,0,384,0,0,0,2
2452.89,360,640,0.0383,384,161,175,56,248,0,0,384,0,0,0,0
2453.91,360,640,0.0393,384,161,175,56,248,0,0,384,0,0,0,0
2455.17,360,640,0.0388,384,161,175,56,248,0,0,384,0,0,0,0
2456.42,360,640,0.0377,384,161,175,56,248,0,0,384,0,0,0,0
2457.68,361,639,0.0356,384,161,175,55,248,0,0,384,0,0,0,0
2458.99,361,639,0.0385,384,161,175,55,248,0,0,384,0,0,0,0
2460.32,361,639,0.0409,384,161,175,55,248,0,0,384,0,0,0,0
2461.60,361,639,0.0377,384,161,175,55,248,0,0,384,0,0,0,0
2462.85,361,639,0.0422,384,161,175,55,248,0,0,384,0,0,0,0
2464.14,361,639,0.0396,384,161,175,55,248,0,0,384,0,0,0,0
2465.43,361,639,0.0453,384,161,175,55,248,0,0,384,0,0,0,0
2466.68,361,639,0.0475,384,161,175,55,248,0,0,384,0,0,0,0
2467.90,361,639,0.0475,384,161,175,55,248,0,0,384,0,0,0,0
2469.23,363,637,0.0443,384,161,174,55,247,0,0,384,0,0,0,0
2470.51,363,637,0.0456,384,161,174,55,247,0,0,384,0,0,0,0
2471.81,363,637,0.0430,384,161,173,56,247,0,2,384,0,0,0,0
2473.09,363,637,0.0445,384,161,173,56,247,0,0,384,0,0,0,0
2474.38,363,637,0.0422,384,161,173,56,247,0,0,384,0,0,0,0
2475.67,363,637,0.0431,384,161,173,56,247,0,0,384,0,0,0,0
2476.96,364,636,0.0424,384,160,173,56,247,0,0,384,0,0,0,0
2478.26,364,636,0.0420,384,160,173,56,247,0,0,384,0,0,0,0
2479.26,364,636,0.0425,384,160,173,56,247,0,0,384,0,0,0,0
2480.57,364,636,0.0423,384,160,173,57,246,0,0,384,0,0,2,0
2481.65,364,636,0.0417,384,160,173,57,246,0,0,384,0,0,2,0
2482.93,364,636,0.0436,384,160,173,57,246,0,0,384,0,0,0,0
2484.21,364,636,0.0426,384,160,173,57,246,0,0,384,0,0,0,0
2485.49,364,636,0.0451,384,160,173,57,246,0,0,384,0,0,0,0
2486.75,364,636,0.0449,384,160,173,57,246,0,0,384,0,0,0,0
2488.03,364,636,0.0425,384,160,173,57,246,0,0,384,0,0,0,0
2489.33,364,636,0.0426,384,160,173,57,246,0,0,384,0,0,0,0
2490.61,364,636,0.0432,384,160,173,57,246,0,0,384,0,0,0,0
2491.91,365,635,0.0405,384,159,173,57,246,0,0,384,0,0,0,0
2493.23,365,635,0.0453,384,159,173,57,246,0,0,384,0,0,0,0
2494.61,365,635,0.0475,384,159,173,57,246,0,0,384,0,0,0,0
2495.87,365,635,0.0455,384,159,173,57,246,0,0,384,0,0,0,0
2497.16,365,635,0.0511,384,159,173,57,246,0,0,384,0,2,0,0
2498.45,365,635,0.0522,384,158,174,57,246,2,0,384,0,2,0,0
2499.74,365,635,0.0537,384,158,174,57,246,2,0,384,0,2,0,0
2500.97,365,635,0.0519,384,158,174,57,246,0,0,384,0,4,0,0
2502.23,365,635,0.0533,384,158,174,58,245,0,0,384,0,4,2,0
2503.48,365,635,0.0578,384,158,174,58,245,0,0,384,0,2,2,0
2504.74,365,635,0.0586,384,158,174,58,245,0,0,384,0,2,2,0
2506.04,367,633,0.0564,384,157,173,58,245,0,0,384,0,2,2,0
2507.30,367,633,0.0570,384,157,173,58,245,0,0,384,0,0,0,0
2508.63,367,633,0.0601,384,157,173,58,245,0,0,384,0,0,0,0
2509.88,367,633,0.0562,384,157,173,58,245,0,0,384,0,0,0,0
2511.12,367,633,0.0626,384,157,173,58,245,0,0,384,0,0,0,0
2512.37,367,633,0.0591,384,157,173,59,244,0,0,384,0,0,2,0
2513.64,368,632,0.0558,384,156,173,59,244,0,0,384,0,2,0,0
2514.65,368,632,0.0583,384,156,173,59,244,0,0,384,0,2,0,0
2515.90,369,631,0.0587,384,156,172,59,244,0,0,384,0,2,0,0
2517.16,370,630,0.0586,384,156,172,58,244,0,0,384,0,2,0,0
2518.43,370,630,0.0614,384,156,172,58,244,0,0,384,0,2,0,0
2519.45,371,629,0.0613,384,156,171,58,244,0,0,384,0,0,0,0
2520.75,371,629,0.0619,384,156,171,58,244,0,0,384,0,0,0,0
2521.98,371,629,0.0602,384,156,171,58,244,0,0,384,0,0,0,0
2523.20,371,629,0.0618,384,156,171,58,244,0,0,384,0,0,0,0
2524.43,371,629,0.0612,384,156,171,58,244,0,0,384,0,0,0,0
2525.73,371,629,0.0589,384,156,171,59,243,0,0,384,0,0,2,0
2526.95,371,629,0.0597,384,156,171,59,243,0,0,384,0,0,2,0
2528.22,371,629,0.0604,386,156,171,59,243,0,0,386,0,0,0,0
2529.46,372,628,0.0586,386,156,171,59,242,0,0,386,0,0,0,0
2530.75,372,628,0.0581,386,156,171,59,242,0,0,386,0,0,2,0
2531.99,373,627,0.0634,386,156,170,59,242,0,0,386,0,0,2,0
2533.28,373,627,0.0620,386,156,170,59,242,0,0,386,0,0,0,0
2534.55,374,626,0.0591,386,156,170,58,242,0,0,386,0,0,0,0
2536.10,374,626,0.0647,386,156,170,58,242,0,0,386,0,0,0,0
2537.33,374,626,0.0619,386,156,170,58,242,0,0,386,0,0,0,0
2538.56,374,626,0.0608,386,156,170,58,242,0,0,386,0,0,0,0
2539.82,374,626,0.0620,386,156,170,58,242,0,0,386,0,0,0,0
2541.07,374,626,0.0591,386,156,170,58,242,0,0,386,0,0,0,0
2542.32,374,626,0.0613,386,156,170,58,242,0,0,386,0,0,0,0
2543.54,375,625,0.0580,386,156,170,57,242,0,0,386,0,0,0,2
2544.81,375,625,0.0601,386,156,170,57,242,0,0,386,0,0,0,2
2546.04,376,624,0.0594,386,155,170,57,242,0,0,386,0,0,0,2
2547.30,376,624,0.0574,386,155,170,57,242,0,0,386,0,0,0,2
2548.54,376,624,0.0590,386,155,170,57,242,0,0,386,0,0,0,2
2549.80,377,623,0.0568,386,154,170,57,242,0,0,386,0,0,0,0
2551.08,378,622,0.0541,386,153,170,57,242,0,0,386,0,0,0,0
2552.35,378,622,0.0535,386,153,170,57,242,0,0,386,0,0,0,0
2553.58,378,622,0.0535,386,153,170,57,242,0,0,386,0,0,0,0
2554.83,378,622,0.0517,386,153,170,57,242,0,0,386,0,0,0,0
2556.05,378,622,0.0547,388,153,170,57,242,0,0,388,0,0,0,0
2557.26,380,620,0.0527,388,153,170,56,241,0,0,388,0,0,0,0
2558.53,381,619,0.0538,388,153,169,56,241,0,0,388,0,0,0,0
2559.78,383,617,0.0493,388,152,169,55,241,0,0,388,0,0,0,0
2561.03,384,616,0.0520,388,151,169,55,241,0,0,388,0,0,0,0
2562.29,384,616,0.0512,388,151,169,55,241,0,0,388,0,0,0,0
2563.56,384,616,0.0506,388,151,169,55,241,0,0,388,0,0,0,0
2564.80,385,615,0.0486,388,151,169,54,241,0,0,388,0,0,0,0
2566.06,385,615,0.0476,388,151,169,54,241,0,0,388,0,0,0,0
2567.31,385,615,0.0477,388,151,169,54,241,0,0,388,0,0,0,2
2568.51,385,615,0.0482,388,151,169,54,241,0,0,388,0,0,0,2
2569.75,385,615,0.0491,388,151,169,54,241,0,0,388,0,0,0,2
2570.97,385,615,0.0474,390,151,169,54,241,0,0,390,0,0,0,2
2572.16,385,615,0.0487,390,151,169,54,241,0,0,390,0,0,0,2
2573.36,387,613,0.0500,390,151,169,54,239,0,0,390,0,0,0,0
2574.37,387,613,0.0498,390,151,169,54,239,0,0,390,0,0,0,0
2575.61,387,613,0.0478,390,151,169,54,239,0,0,390,0,0,0,0
2576.86,388,612,0.0480,390,150,169,55,238,0,0,390,0,0,2,0
2578.12,388,612,0.0508,390,150,169,55,238,0,0,390,0,0,2,0
2579.34,388,612,0.0520,390,150,169,55,238,0,0,390,0,0,0,0
2580.56,388,612,0.0533,390,150,169,55,238,0,0,390,0,0,0,0
2581.78,389,611,0.0513,390,149,169,55,238,0,0,390,0,0,0,0
2583.00,389,611,0.0498,390,149,169,55,238,0,0,390,0,0,0,0
2584.25,390,610,0.0535,390,149,169,55,237,0,0,390,0,0,0,0
2585.54,390,610,0.0516,390,149,169,55,237,0,0,390,0,0,0,0
2586.75,390,610,0.0544,390,149,169,55,237,0,0,390,0,0,0,0
2587.95,390,610,0.0548,392,149,169,55,237,0,0,392,0,0,0,0
2589.17,392,608,0.0567,392,149,168,55,236,0,0,392,0,2,0,0
2590.45,392,608,0.0608,392,149,168,55,236,0,0,392,0,2,0,0
2591.70,392,608,0.0603,392,149,168,55,236,0,0,392,0,2,0,0
2592.92,392,608,0.0652,392,149,168,55,236,0,0,392,0,2,0,0
2594.13,392,608,0.0637,392,149,168,55,236,0,0,392,0,4,0,0
2595.37,393,607,0.0593,392,148,168,55,236,0,0,392,0,2,0,0
2596.61,393,607,0.0592,392,148,168,55,236,0,0,392,0,2,0,0
2597.82,393,607,0.0617,392,148,168,55,236,0,0,392,0,2,0,0
2599.05,393,607,0.0582,392,148,168,55,236,0,0,392,0,2,0,0
2600.26,393,607,0.0589,392,148,168,55,236,0,0,392,0,0,0,0
2601.46,393,607,0.0597,392,148,168,55,236,0,0,392,0,0,0,0
2602.65,393,607,0.0590,392,148,168,55,236,0,0,392,0,0,0,0
2603.85,393,607,0.0579,392,148,168,55,236,0,0,392,0,0,0,0
2605.05,393,607,0.0601,392,148,168,55,236,0,0,392,0,0,0,0
2606.28,394,606,0.0562,392,147,168,55,236,0,0,392,0,0,0,0
2607.53,395,605,0.0584,392,147,167,55,236,0,0,392,0,0,0,0
2608.77,397,603,0.0555,392,147,167,54,235,0,0,392,0,2,0,0
2610.01,397,603,0.0561,392,147,167,55,234,0,0,392,0,2,2,0
2611.29,397,603,0.0539,392,147,167,55,234,0,0,392,0,4,0,2
2612.48,398,602,0.0536,392,147,166,55,234,0,0,392,0,4,0,2
2613.67,398,602,0.0527,392,147,166,55,234,0,0,392,0,4,0,2
2614.94,398,602,0.0530,392,147,166,55,234,0,0,392,0,2,0,2
2616.17,398,602,0.0540,392,147,166,55,234,0,0,392,0,2,0,2
2617.36,398,602,0.0536,392,147,166,55,234,0,0,392,0,2,0,0
2618.55,398,602,0.0535,392,147,166,55,234,0,0,392,0,2,0,0
2619.76,398,602,0.0536,392,147,166,55,234,0,0,392,0,2,0,0
2621.00,399,601,0.0545,392,146,166,55,234,0,0,392,0,2,0,0
2622.20,399,601,0.0547,392,146,166,55,234,0,0,392,0,2,0,0
2623.40,399,601,0.0531,392,146,166,55,234,0,0,392,0,0,0,0
2624.60,399,601,0.0526,392,146,166,55,234,0,0,392,0,2,0,0
2625.85,399,601,0.0566,392,146,166,55,234,0,0,392,0,2,0,0
2627.03,401,599,0.0509,392,145,165,55,234,0,0,392,0,2,0,0
2628.44,401,599,0.0511,392,145,165,55,234,0,0,392,0,2,0,0
2629.67,401,599,0.0524,392,145,165,55,234,0,0,392,0,0,0,0
2630.88,402,598,0.0502,392,145,164,55,234,0,0,392,0,0,0,0
2632.09,402,598,0.0489,392,145,164,55,234,0,0,392,0,0,0,0
2633.29,402,598,0.0499,392,145,164,55,234,0,0,392,0,0,0,0
2634.47,402,598,0.0492,392,145,164,55,234,0,0,392,0,0,0,0
2635.72,403,597,0.0473,392,145,163,55,234,0,0,392,0,2,0,0
2636.92,403,597,0.0468,392,145,163,55,234,0,0,392,0,2,0,0
2638.12,403,597,0.0482,392,145,163,55,234,0,0,392,0,2,0,0
2639.32,403,597,0.0486,392,145,163,55,234,0,0,392,0,2,0,0
2640.53,404,596,0.0485,394,145,163,54,234,0,0,394,0,0,0,0
2641.77,405,595,0.0439,394,145,163,54,233,0,0,394,0,0,0,0
2642.97,406,594,0.0414,394,145,162,54,233,0,0,394,0,0,0,0
2644.16,408,592,0.0388,394,145,162,54,231,0,0,394,0,0,0,0
2645.40,408,592,0.0385,394,145,162,55,230,0,0,394,0,2,2,0
2646.64,408,592,0.0376,394,145,162,55,230,0,0,394,0,2,0,0
2647.82,408,592,0.0414,394,145,162,55,230,0,0,394,0,2,2,0
2649.02,408,592,0.0446,394,145,162,55,230,0,0,394,0,2,0,0
2650.22,408,592,0.0423,394,145,162,55,230,0,0,394,0,2,0,0
2651.45,408,592,0.0429,394,145,162,55,230,0,0,394,0,0,0,0
2652.62,408,592,0.0429,394,145,162,55,230,0,0,394,0,0,0,0
2653.78,409,591,0.0403,394,145,161,55,230,0,0,394,0,0,0,0
2654.99,409,591,0.0422,394,145,161,55,230,0,0,394,0,0,0,0
2656.19,409,591,0.0408,394,145,161,55,230,0,0,394,0,0,0,0
2657.39,409,591,0.0393,394,145,161,55,230,0,0,394,0,0,0,0
2658.64,409,591,0.0421,394,145,161,55,230,0,0,394,0,0,0,0
2659.81,409,591,0.0438,394,145,161,55,230,0,0,394,0,0,0,0
2661.02,409,591,0.0433,394,145,161,55,230,0,0,394,0,2,0,0
2662.20,409,591,0.0439,394,145,161,55,230,0,0,394,0,2,0,0
2663.38,409,591,0.0456,394,145,161,55,230,0,0,394,0,2,0,0
2664.59,410,590,0.0425,394,145,160,55,230,0,0,394,0,2,0,0
2665.78,410,590,0.0431,394,145,160,56,229,0,2,394,0,2,0,0
2666.98,411,589,0.0459,394,144,160,56,229,0,2,394,0,0,0,0
2668.19,411,589,0.0488,394,144,160,56,229,0,0,394,0,0,0,0
2669.36,411,589,0.0469,396,144,160,56,229,0,0,396,0,0,0,0
2670.56,413,587,0.0431,396,143,160,56,228,0,0,396,0,0,0,0
2671.79,413,587,0.0443,396,143,160,56,228,0,0,396,0,0,0,0
2673.07,413,587,0.0416,396,143,160,56,228,0,0,396,0,0,0,0
2674.23,413,587,0.0440,396,143,160,56,228,0,0,396,0,0,0,0
2675.42,414,586,0.0420,396,143,160,55,228,0,0,396,0,0,0,0
2676.61,414,586,0.0402,396,143,160,55,228,0,0,396,0,0,0,0
2677.82,414,586,0.0422,396,143,160,55,228,0,0,396,0,0,0,0
2678.99,415,585,0.0385,396,143,159,55,228,0,0,396,0,0,0,0
2680.17,415,585,0.0437,396,143,159,55,228,0,0,396,0,0,0,0
2681.40,415,585,0.0476,396,143,159,55,228,0,0,396,0,0,0,0
2682.63,416,584,0.0433,396,143,159,54,228,0,0,396,0,0,0,0
2683.78,416,584,0.0424,396,143,159,54,228,0,0,396,0,0,0,0
2684.96,416,584,0.0436,396,143,159,54,228,0,0,396,0,0,0,0
2686.16,416,584,0.0448,396,143,159,54,228,0,0,396,0,0,0,0
2687.31,416,584,0.0442,396,143,159,54,228,0,0,396,0,0,0,0
2688.49,416,584,0.0449,396,143,159,54,228,0,0,396,0,0,0,0
2689.67,417,583,0.0416,396,143,159,54,227,0,2,396,0,0,0,0
2690.88,417,583,0.0406,396,143,159,54,227,0,2,396,0,0,0,0
2692.07,417,583,0.0415,396,143,159,54,227,0,0,396,0,0,0,0
2693.24,418,582,0.0442,396,143,158,54,227,0,0,396,0,0,0,0
2694.46,418,582,0.0431,396,143,158,54,227,0,0,396,0,0,0,0
2695.62,418,582,0.0451,396,143,158,54,227,0,0,396,0,0,0,0
2696.80,418,582,0.0497,396,143,158,54,227,0,0,396,0,0,0,0
2697.95,418,582,0.0473,396,143,158,54,227,0,0,396,0,0,0,0
2699.44,418,582,0.0526,396,143,158,54,227,0,0,396,0,0,2,0
2700.66,418,582,0.0510,396,143,158,54,227,0,0,396,0,0,0,0
2701.84,418,582,0.0504,396,143,158,54,227,0,0,396,0,0,0,0
2703.00,418,582,0.0507,396,143,158,54,227,0,0,396,0,0,0,0
2704.15,418,582,0.0526,396,143,158,54,227,0,0,396,0,0,0,0
2705.33,418,582,0.0520,396,143,158,54,227,0,0,396,0,0,0,0
2706.49,418,582,0.0510,396,143,158,54,227,0,0,396,0,0,0,0
2707.65,419,581,0.0493,396,142,158,54,227,0,2,396,0,0,0,0
2708.87,419,581,0.0507,396,142,158,54,227,0,0,396,0,0,0,0
2710.03,419,581,0.0511,396,142,158,54,227,0,0,396,0,0,0,0
2711.18,419,581,0.0519,396,142,158,54,227,0,0,396,0,0,0,0
2712.34,419,581,0.0510,396,142,158,54,227,0,0,396,0,0,0,0
2713.53,419,581,0.0560,396,142,158,54,227,0,0,396,0,0,0,0
2714.69,419,581,0.0513,396,142,158,54,227,0,0,396,0,0,0,0
