Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub3,Exit_Exit_Sub2,Exit_Exit_Sub1,Exit_Exit_Sub_Main,Zone_ZoneSensor stair,Zone_ZoneSensor stair (9),Zone_ZoneSensor (1),Zone_ZoneSensor stair (3),Zone_ZoneSensor stair (6),Zone_ZoneSensor stair (7),Zone_ZoneSensor stair (4)_noSmartSign
1277.80,165,835,0.0284,352,211,229,71,324,0,0,352,0,0,0,0
1278.95,165,835,0.0266,352,211,229,71,324,0,0,352,0,0,0,0
1280.10,165,835,0.0273,352,211,229,71,324,0,0,352,0,0,0,0
1281.29,166,834,0.0282,354,210,229,71,324,0,0,354,0,0,0,0
1282.39,167,833,0.0236,354,210,229,71,323,0,0,354,0,0,0,0
1283.58,167,833,0.0260,354,210,229,71,323,0,0,354,0,0,0,0
1284.79,168,832,0.0230,354,210,228,71,323,0,0,354,0,0,0,0
1286.04,168,832,0.0237,354,210,228,71,323,0,0,354,0,0,0,0
1287.21,168,832,0.0223,354,210,228,71,323,0,0,354,0,0,0,0
1288.39,168,832,0.0214,354,210,228,71,323,0,0,354,0,2,0,0
1289.57,168,832,0.0218,354,210,228,71,323,0,0,354,0,2,0,0
1290.75,168,832,0.0233,354,210,228,71,323,0,0,354,0,2,0,0
1291.90,168,832,0.0232,354,210,228,71,323,0,0,354,0,2,0,0
1293.09,168,832,0.0243,354,210,228,71,323,0,0,354,0,2,0,0
1294.29,168,832,0.0265,354,210,228,71,323,0,0,354,0,0,0,0
1295.80,168,832,0.0265,354,210,228,71,323,0,0,354,0,0,0,0
1296.97,168,832,0.0257,354,210,228,71,323,0,0,354,0,0,0,0
1298.13,168,832,0.0234,354,210,228,71,323,0,0,354,0,0,0,0
1299.28,168,832,0.0272,354,210,228,71,323,0,0,354,0,0,0,0
1300.43,168,832,0.0236,354,210,228,71,323,0,0,354,0,0,0,0
1301.63,169,831,0.0240,354,209,228,71,323,0,0,354,0,0,0,0
1302.80,169,831,0.0226,354,209,228,71,323,0,0,354,0,0,0,0
1303.96,169,831,0.0251,354,209,228,71,323,0,0,354,0,0,0,0
1305.10,169,831,0.0248,354,209,228,71,323,0,0,354,0,0,0,0
1306.28,169,831,0.0250,354,209,228,71,323,0,0,354,0,0,0,0
1307.43,170,830,0.0214,354,209,227,71,323,0,0,354,0,0,0,0
1308.61,170,830,0.0237,354,209,227,71,323,0,0,354,0,0,0,0
1309.71,170,830,0.0239,354,209,227,71,323,0,0,354,0,0,0,0
1310.88,170,830,0.0247,354,209,227,71,323,0,0,354,0,0,0,0
1312.03,170,830,0.0224,354,209,227,71,323,0,0,354,0,0,0,0
1313.21,171,829,0.0209,354,208,227,71,323,0,0,354,0,0,0,0
1314.39,171,829,0.0204,354,208,227,71,323,0,0,354,0,0,0,0
1315.62,171,829,0.0254,354,208,227,71,323,0,0,354,0,0,2,0
1316.80,171,829,0.0217,354,208,227,71,323,0,0,354,0,0,0,0
1317.94,171,829,0.0216,354,208,227,71,323,0,0,354,0,0,0,0
1319.10,171,829,0.0222,354,208,227,71,323,0,0,354,0,0,0,0
1320.25,171,829,0.0232,354,208,227,71,323,0,0,354,0,0,0,0
1321.44,171,829,0.0231,354,208,227,71,323,0,0,354,0,0,0,0
1323.04,171,829,0.0232,354,208,227,71,323,0,0,354,0,0,0,0
1324.18,171,829,0.0249,354,208,227,71,323,0,0,354,0,0,0,0
1325.34,171,829,0.0234,354,208,227,71,323,0,0,354,0,0,0,0
1326.49,171,829,0.0246,354,208,227,71,323,0,0,354,0,0,0,0
1327.64,172,828,0.0232,354,208,226,71,323,0,0,354,0,0,0,0
1328.82,172,828,0.0227,354,208,226,71,323,0,0,354,0,0,0,0
1329.96,172,828,0.0232,354,208,226,71,323,0,0,354,0,0,0,0
1331.12,172,828,0.0208,354,208,226,71,323,0,0,354,0,0,0,0
1332.26,172,828,0.0207,354,208,226,71,323,0,0,354,0,0,0,0
1333.74,172,828,0.0205,354,208,226,71,323,0,0,354,0,0,0,0
1334.90,172,828,0.0219,354,208,226,71,323,0,0,354,0,0,0,0
1336.39,172,828,0.0213,354,208,226,71,323,0,0,354,0,0,0,0
1337.56,172,828,0.0209,354,208,226,71,323,0,0,354,0,0,0,0
1338.73,172,828,0.0196,354,208,226,71,323,0,0,354,0,0,0,0
1339.87,172,828,0.0229,354,208,226,71,323,0,0,354,0,0,0,0
1341.02,172,828,0.0225,354,208,226,71,323,0,0,354,0,0,0,0
1342.15,172,828,0.0216,354,208,226,71,323,0,0,354,0,0,0,0
1343.29,173,827,0.0229,354,208,226,70,323,0,0,354,0,0,0,0
1344.46,173,827,0.0223,354,208,226,70,323,0,0,354,0,0,0,0
1345.63,173,827,0.0220,354,208,226,70,323,0,0,354,0,0,0,0
1346.78,173,827,0.0251,354,208,226,70,323,0,0,354,0,0,0,0
1347.92,173,827,0.0238,354,208,226,70,323,0,0,354,0,0,0,0
1349.05,173,827,0.0249,354,208,226,70,323,0,0,354,0,0,0,0
1350.17,174,826,0.0225,354,208,225,70,323,0,0,354,0,0,0,0
1351.40,174,826,0.0209,354,208,225,70,323,0,0,354,0,0,0,0
1352.52,174,826,0.0211,354,208,225,70,323,0,0,354,0,0,0,0
1353.68,174,826,0.0212,354,208,225,70,323,0,0,354,0,0,0,0
1354.82,175,825,0.0198,354,208,225,70,322,0,0,354,0,0,0,0
1356.03,175,825,0.0187,354,208,225,70,322,0,0,354,0,0,0,0
1357.18,175,825,0.0164,354,208,225,70,322,0,0,354,0,0,0,0
1358.32,175,825,0.0213,354,208,225,70,322,0,0,354,0,0,0,0
1359.49,175,825,0.0211,354,208,225,70,322,0,0,354,0,0,0,0
1360.65,175,825,0.0223,354,208,225,70,322,0,0,354,0,0,0,0
1361.79,175,825,0.0213,354,208,225,70,322,0,0,354,0,0,0,0
1362.92,176,824,0.0210,354,208,225,70,321,0,0,354,0,0,0,0
1364.05,176,824,0.0199,354,208,225,70,321,0,0,354,0,0,0,0
1365.20,176,824,0.0201,354,208,225,70,321,0,0,354,0,0,0,0
1366.38,176,824,0.0182,354,208,225,70,321,0,0,354,0,0,0,0
1367.53,176,824,0.0198,354,208,225,70,321,0,0,354,0,0,0,0
1368.66,176,824,0.0188,354,208,225,70,321,0,0,354,0,0,0,0
1369.80,176,824,0.0203,354,208,225,70,321,0,0,354,0,0,0,0
1370.99,176,824,0.0200,354,208,225,70,321,0,0,354,0,0,0,0
1372.13,176,824,0.0188,354,207,226,70,321,2,0,354,0,0,0,0
1373.28,176,824,0.0208,354,207,226,70,321,2,0,354,0,0,0,0
1374.44,176,824,0.0198,354,207,226,70,321,2,0,354,0,0,0,0
1375.57,176,824,0.0241,354,207,226,70,321,0,0,354,0,0,0,0
1376.76,176,824,0.0248,354,207,226,70,321,0,0,354,0,0,0,0
1377.87,176,824,0.0262,354,207,226,70,321,0,0,354,0,0,0,0
1379.01,176,824,0.0251,354,207,226,70,321,0,0,354,0,0,0,0
1380.15,176,824,0.0295,354,207,226,70,321,0,0,354,0,0,0,0
1381.34,176,824,0.0287,354,207,226,70,321,0,0,354,0,0,0,0
1382.49,176,824,0.0288,354,207,226,70,321,0,0,354,0,0,0,0
1383.63,176,824,0.0298,354,207,226,70,321,0,0,354,0,0,0,0
1384.78,176,824,0.0316,354,207,226,70,321,0,0,354,0,0,0,0
1385.95,176,824,0.0292,354,207,226,71,320,0,0,354,0,0,2,0
1387.10,176,824,0.0318,354,207,226,71,320,0,0,354,0,0,2,0
1388.26,176,824,0.0310,354,207,226,71,320,0,0,354,0,0,0,0
1389.39,176,824,0.0346,354,207,226,71,320,0,0,354,0,0,0,0
1390.54,176,824,0.0317,354,207,226,71,320,0,0,354,0,0,0,0
1391.62,176,824,0.0334,354,207,226,71,320,0,0,354,0,0,0,0
1392.78,176,824,0.0323,354,207,226,71,320,0,0,354,0,0,0,0
1393.92,176,824,0.0335,354,207,226,72,319,0,0,354,0,0,2,0
1395.12,177,823,0.0272,354,207,225,72,319,0,0,354,0,0,2,0
1396.27,177,823,0.0287,354,207,225,72,319,0,0,354,0,0,0,0
1397.45,177,823,0.0305,354,207,225,72,319,0,0,354,0,0,0,0
1398.60,177,823,0.0308,356,207,225,72,319,0,0,356,0,0,0,0
1399.74,178,822,0.0285,356,207,225,72,318,0,0,356,0,0,0,0
1400.94,179,821,0.0270,356,207,224,73,317,0,2,356,0,0,0,0
1402.16,179,821,0.0253,356,207,224,73,317,0,2,356,0,0,0,0
1403.33,179,821,0.0262,356,207,224,73,317,0,0,356,0,0,0,0
1404.43,179,821,0.0279,356,207,224,73,317,0,0,356,0,0,0,0
1405.58,179,821,0.0288,356,207,224,74,316,0,2,356,0,0,0,0
1406.74,179,821,0.0293,356,207,224,74,316,0,0,356,0,0,0,0
1407.89,179,821,0.0275,356,207,224,74,316,0,0,356,0,0,0,0
1409.04,179,821,0.0275,356,207,224,74,316,0,0,356,0,0,0,0
1410.16,179,821,0.0275,356,207,224,75,315,0,0,356,0,0,2,0
1411.35,179,821,0.0301,356,207,224,75,315,0,0,356,0,0,2,0
1412.51,179,821,0.0269,356,207,224,75,315,0,0,356,0,0,0,0
1413.65,179,821,0.0272,356,207,224,75,315,0,0,356,0,0,0,0
1414.80,179,821,0.0267,356,207,224,75,315,0,0,356,0,0,0,0
1415.97,179,821,0.0287,356,207,224,75,315,0,0,356,0,0,0,0
1417.10,180,820,0.0254,356,207,224,74,315,0,0,356,0,0,0,0
1418.25,181,819,0.0242,356,206,224,74,315,0,0,356,0,0,0,0
1419.43,181,819,0.0250,356,206,224,74,315,0,0,356,0,0,2,0
1420.60,182,818,0.0221,356,205,224,74,315,0,0,356,0,0,2,0
1421.83,182,818,0.0234,356,205,224,74,315,0,0,356,0,0,0,0
1422.95,182,818,0.0228,356,205,224,74,315,0,0,356,0,0,0,0
1424.10,182,818,0.0252,356,205,224,74,315,0,0,356,0,0,0,0
1425.25,182,818,0.0229,356,205,224,74,315,0,0,356,0,0,0,0
1426.42,183,817,0.0249,356,205,224,73,315,0,2,356,0,0,0,0
1427.61,183,817,0.0242,356,205,224,73,315,0,2,356,0,0,0,0
1428.76,183,817,0.0248,356,205,224,73,315,0,0,356,0,0,0,0
1429.89,183,817,0.0245,356,205,224,73,315,0,0,356,0,0,0,0
1431.04,183,817,0.0254,356,205,224,73,315,0,0,356,0,0,0,0
1432.18,183,817,0.0233,356,205,224,73,315,0,0,356,0,0,0,0
1433.31,184,816,0.0234,356,205,223,73,315,0,0,356,0,0,0,0
1434.47,184,816,0.0220,356,205,223,73,315,0,0,356,0,0,0,0
1435.64,184,816,0.0230,356,205,223,73,315,0,0,356,0,0,2,0
1436.82,184,816,0.0221,356,205,223,73,315,0,0,356,0,0,2,0
1437.99,184,816,0.0257,356,205,223,73,315,0,0,356,0,0,0,0
1439.57,184,816,0.0264,356,205,223,73,315,0,0,356,0,0,2,0
1440.71,184,816,0.0267,356,205,223,73,315,0,0,356,0,0,2,0
1441.86,184,816,0.0255,356,205,223,73,315,0,0,356,0,0,0,0
1442.99,185,815,0.0254,356,205,223,72,315,0,0,356,0,0,0,0
1444.15,185,815,0.0244,356,205,223,72,315,0,0,356,0,0,0,0
1445.89,185,815,0.0261,356,205,223,72,315,0,0,356,0,0,0,0
1447.06,185,815,0.0275,356,205,223,72,315,0,0,356,0,0,0,0
1448.31,186,814,0.0257,356,205,223,71,315,0,0,356,0,0,0,0
1449.32,186,814,0.0259,356,205,223,71,315,0,0,356,0,0,0,0
1450.45,186,814,0.0267,356,205,223,71,315,0,0,356,0,0,0,0
1451.59,186,814,0.0256,356,205,223,71,315,0,0,356,0,0,0,0
1452.71,186,814,0.0245,356,205,223,71,315,0,0,356,0,0,0,0
1453.83,186,814,0.0238,356,205,223,71,315,0,0,356,0,0,0,0
1454.95,186,814,0.0246,356,205,223,71,315,0,0,356,0,0,0,0
1456.15,186,814,0.0248,356,205,223,71,315,0,0,356,0,0,0,0
1457.27,186,814,0.0266,356,205,223,71,315,0,0,356,0,0,0,0
1458.40,186,814,0.0278,356,205,223,71,315,0,0,356,0,0,0,0
1459.53,186,814,0.0292,356,205,223,71,315,0,0,356,0,0,0,0
1460.66,186,814,0.0259,356,205,223,71,315,0,0,356,0,0,2,0
1461.83,186,814,0.0271,356,205,223,71,315,0,0,356,0,0,2,0
1462.99,186,814,0.0255,356,205,223,71,315,0,0,356,0,0,0,0
1464.11,186,814,0.0289,356,205,223,71,315,0,0,356,0,0,0,0
1465.23,186,814,0.0279,356,205,223,71,315,0,0,356,0,0,0,0
1466.39,186,814,0.0289,356,205,223,71,315,0,0,356,0,0,0,0
1467.58,187,813,0.0279,356,205,223,70,315,0,0,356,0,0,0,0
1468.75,187,813,0.0307,356,205,223,70,315,0,0,356,0,0,0,0
1469.87,188,812,0.0279,356,205,223,70,314,0,0,356,0,0,0,0
1471.04,188,812,0.0289,356,205,223,70,314,0,0,356,0,0,0,0
1472.23,189,811,0.0280,356,205,223,69,314,0,0,356,0,0,0,0
1473.43,189,811,0.0306,356,205,223,69,314,0,0,356,0,0,0,0
1474.55,189,811,0.0270,356,205,223,69,314,0,0,356,0,0,0,0
1475.69,189,811,0.0285,356,205,223,69,314,0,0,356,0,0,0,0
1476.87,189,811,0.0317,356,205,223,69,314,0,0,356,0,0,0,0
1478.00,189,811,0.0305,356,205,223,69,314,0,0,356,0,0,0,0
1479.14,189,811,0.0316,356,205,223,70,313,0,0,356,0,0,2,0
1480.26,189,811,0.0313,356,205,223,70,313,0,0,356,0,0,0,0
1481.41,189,811,0.0310,356,205,223,70,313,0,0,356,0,0,0,0
1482.54,190,810,0.0308,356,205,223,70,312,0,0,356,0,0,0,0
1483.71,190,810,0.0293,356,205,223,70,312,0,0,356,0,0,0,0
1484.85,190,810,0.0310,356,205,223,71,311,0,0,356,0,0,2,0
1486.35,190,810,0.0293,356,205,223,71,311,0,0,356,0,0,2,0
1487.47,190,810,0.0313,356,205,223,71,311,0,0,356,0,0,0,0
1488.60,190,810,0.0282,356,205,223,71,311,0,0,356,0,0,0,0
1489.79,191,809,0.0286,356,205,223,70,311,0,0,356,0,0,0,0
1490.93,191,809,0.0270,356,205,223,70,311,0,0,356,0,0,0,0
1492.07,191,809,0.0296,356,205,223,70,311,0,0,356,0,0,0,0
1493.19,191,809,0.0308,356,205,223,70,311,0,0,356,0,0,2,0
1494.34,191,809,0.0300,356,205,223,70,311,0,0,356,0,0,2,0
1495.51,191,809,0.0299,356,205,223,70,311,0,0,356,0,0,0,0
1496.67,191,809,0.0296,356,205,223,70,311,0,0,356,0,0,0,0
1497.82,191,809,0.0308,356,205,223,70,311,0,0,356,0,0,0,0
1499.30,191,809,0.0312,356,205,223,70,311,0,0,356,0,0,0,0
1500.42,191,809,0.0314,356,205,223,70,311,0,0,356,0,0,0,0
1501.57,191,809,0.0298,356,205,223,70,311,0,0,356,0,0,0,0
1502.69,191,809,0.0305,356,205,223,70,311,0,0,356,0,0,0,0
1503.80,191,809,0.0314,356,205,223,70,311,0,0,356,0,0,0,0
1504.92,191,809,0.0320,356,205,223,70,311,0,0,356,0,0,0,0
1506.05,191,809,0.0328,356,205,223,70,311,0,0,356,0,0,0,0
1507.19,191,809,0.0307,356,205,223,70,311,0,0,356,0,0,0,0
1508.32,191,809,0.0330,356,205,223,70,311,0,0,356,0,0,0,0
1509.44,192,808,0.0337,356,205,223,69,311,0,0,356,0,0,0,0
1510.63,193,807,0.0313,356,205,223,68,311,0,0,356,0,0,0,0
1511.85,193,807,0.0300,356,205,223,68,311,0,0,356,0,0,0,0
1513.00,193,807,0.0326,356,205,223,68,311,0,0,356,0,0,0,0
1514.12,193,807,0.0319,356,205,223,68,311,0,0,356,0,0,0,0
1515.25,193,807,0.0325,356,205,223,68,311,0,0,356,0,0,0,0
1516.38,194,806,0.0306,356,205,223,67,311,0,0,356,0,0,0,0
1517.57,194,806,0.0328,356,205,223,67,311,0,0,356,0,0,0,0
1518.74,194,806,0.0330,356,205,223,67,311,0,0,356,0,0,0,0
1519.85,195,805,0.0296,356,205,223,67,310,0,0,356,0,0,0,0
1521.01,195,805,0.0345,356,205,223,67,310,0,0,356,0,0,0,0
1522.14,196,804,0.0316,356,205,223,66,310,0,0,356,0,0,0,0
1523.30,197,803,0.0304,356,205,223,66,309,0,0,356,0,0,0,0
1524.44,197,803,0.0295,356,205,223,66,309,0,0,356,0,0,0,0
1525.59,199,801,0.0266,356,204,223,66,308,0,0,356,0,0,0,0
1526.76,199,801,0.0274,356,204,223,66,308,0,0,356,0,0,0,0
1528.13,200,800,0.0246,356,203,223,66,308,0,0,356,0,0,0,0
1529.24,200,800,0.0254,356,203,223,66,308,0,0,356,0,0,0,0
1530.41,200,800,0.0241,356,203,223,66,308,0,0,356,0,0,0,0
1531.53,200,800,0.0238,356,203,223,66,308,0,0,356,0,0,0,0
1532.69,200,800,0.0238,356,203,223,66,308,0,0,356,0,0,0,0
1533.83,200,800,0.0242,356,203,223,66,308,0,0,356,0,0,0,0
1534.95,200,800,0.0233,356,203,223,66,308,0,0,356,0,0,0,0
1536.06,200,800,0.0245,356,203,223,66,308,0,0,356,0,0,0,0
1537.21,200,800,0.0256,356,203,223,66,308,0,0,356,0,0,0,0
1538.33,200,800,0.0244,356,203,223,66,308,0,0,356,0,0,0,0
1539.44,200,800,0.0243,356,203,223,66,308,0,0,356,0,0,0,0
1540.91,200,800,0.0282,356,203,223,66,308,0,0,356,0,0,0,0
1542.04,200,800,0.0265,356,203,223,66,308,0,0,356,0,0,0,0
1543.16,200,800,0.0264,356,203,223,66,308,0,0,356,0,0,0,0
1544.27,200,800,0.0266,356,203,223,66,308,0,0,356,0,0,0,0
1545.37,200,800,0.0281,356,203,223,66,308,0,0,356,0,0,0,0
1546.47,200,800,0.0285,356,203,223,66,308,0,0,356,0,0,0,0
1547.58,200,800,0.0277,356,203,223,66,308,0,0,356,0,0,0,0
1548.72,200,800,0.0282,356,203,223,66,308,0,0,356,0,0,0,0
1549.84,200,800,0.0277,356,203,223,67,307,0,2,356,0,0,0,0
1550.97,201,799,0.0262,356,202,223,67,307,0,2,356,0,0,0,0
1552.10,201,799,0.0265,356,202,223,67,307,0,0,356,0,0,0,0
1553.27,201,799,0.0270,356,202,223,67,307,0,0,356,0,0,0,0
1554.41,201,799,0.0275,356,202,223,67,307,0,0,356,0,0,0,0
1555.56,201,799,0.0289,356,202,223,67,307,0,0,356,0,0,0,0
1556.67,201,799,0.0276,356,202,223,67,307,0,0,356,0,0,0,0
1557.80,201,799,0.0266,356,202,223,67,307,0,0,356,0,0,0,0
1558.93,201,799,0.0259,356,202,223,67,307,0,0,356,0,0,0,0
1560.04,203,797,0.0215,356,202,222,67,306,0,0,356,0,0,0,0
1561.22,203,797,0.0296,356,202,222,67,306,0,0,356,0,0,0,0
1562.35,203,797,0.0309,356,202,222,67,306,0,0,356,0,0,0,0
1563.41,203,797,0.0327,356,202,222,67,306,0,0,356,0,0,0,0
1564.52,203,797,0.0321,356,202,222,67,306,0,0,356,0,0,0,0
1565.63,203,797,0.0296,356,202,222,67,306,0,0,356,0,0,0,0
1566.73,204,796,0.0277,356,201,222,67,306,0,0,356,0,0,0,0
1567.90,204,796,0.0261,356,201,222,67,306,0,0,356,0,0,0,0
1569.04,204,796,0.0278,356,201,222,67,306,0,0,356,0,0,0,0
1570.14,204,796,0.0291,356,201,222,67,306,0,0,356,0,0,0,0
1571.24,204,796,0.0295,356,201,222,67,306,0,0,356,0,0,0,0
1572.36,204,796,0.0278,356,201,222,67,306,0,0,356,0,0,0,0
1573.48,204,796,0.0308,356,201,222,67,306,0,0,356,0,0,0,0
1574.62,204,796,0.0292,356,201,222,67,306,0,0,356,0,0,0,0
1575.76,205,795,0.0285,356,201,221,67,306,0,0,356,0,0,0,0
1576.94,206,794,0.0252,356,200,221,67,306,0,0,356,0,0,0,0
1578.11,206,794,0.0279,356,200,221,67,306,0,0,356,0,0,0,0
1579.23,206,794,0.0289,356,200,221,67,306,0,0,356,0,0,0,0
1580.34,206,794,0.0272,356,200,221,67,306,0,0,356,0,2,0,0
1581.47,206,794,0.0273,356,200,221,67,306,0,0,356,0,2,0,0
1582.59,206,794,0.0281,356,200,221,67,306,0,0,356,0,2,0,0
1583.70,206,794,0.0273,356,200,221,67,306,0,0,356,0,2,0,0
1584.83,206,794,0.0292,356,200,221,67,306,0,0,356,0,2,2,0
1585.98,206,794,0.0294,356,200,221,67,306,0,0,356,0,2,2,0
1587.09,207,793,0.0264,356,200,221,66,306,0,0,356,0,0,0,0
1588.27,207,793,0.0257,356,200,221,66,306,0,0,356,0,0,0,0
1589.39,207,793,0.0256,356,200,221,66,306,0,0,356,0,0,0,0
1590.48,207,793,0.0277,356,200,221,66,306,0,0,356,0,0,0,0
1591.58,207,793,0.0262,356,200,221,66,306,0,0,356,0,0,0,0
1592.69,208,792,0.0259,356,199,221,66,306,0,0,356,0,0,0,0
1593.88,208,792,0.0257,356,199,221,66,306,0,0,356,0,0,0,0
1595.04,209,791,0.0229,356,199,221,66,305,0,0,356,0,0,0,0
1596.23,209,791,0.0263,356,199,221,66,305,0,0,356,0,0,0,0
1597.43,209,791,0.0238,356,199,221,66,305,0,0,356,0,0,0,0
1598.65,209,791,0.0242,356,199,221,66,305,0,0,356,0,0,0,0
1599.82,210,790,0.0236,356,199,220,66,305,0,0,356,0,0,0,0
1600.98,210,790,0.0261,356,199,220,66,305,0,0,356,0,0,0,0
1602.12,210,790,0.0262,356,199,220,66,305,0,0,356,0,0,0,0
1603.26,210,790,0.0266,356,199,220,66,305,0,0,356,0,0,0,0
1604.38,210,790,0.0261,356,199,220,66,305,0,0,356,0,0,0,0
1605.48,211,789,0.0234,356,198,220,66,305,0,0,356,0,0,0,0
1606.58,212,788,0.0227,356,198,219,66,305,0,0,356,0,0,0,0
1607.70,212,788,0.0219,356,198,219,66,305,0,0,356,0,0,0,0
1609.19,212,788,0.0225,356,198,219,66,305,0,0,356,0,0,0,0
1610.30,212,788,0.0205,356,198,219,66,305,0,0,356,0,0,0,0
1611.41,212,788,0.0268,356,198,219,66,305,0,0,356,0,0,0,0
1612.56,212,788,0.0263,356,198,219,66,305,0,0,356,0,0,0,0
1613.74,212,788,0.0317,356,198,219,66,305,0,0,356,0,0,0,0
1614.88,212,788,0.0328,356,198,219,66,305,0,0,356,0,0,0,0
1616.02,213,787,0.0297,356,198,219,65,305,0,0,356,0,0,0,0
1617.16,213,787,0.0297,356,198,219,65,305,0,0,356,0,0,0,0
1618.38,213,787,0.0295,356,198,219,65,305,0,0,356,0,0,0,0
1619.55,213,787,0.0297,356,198,219,65,305,0,0,356,0,0,0,0
1620.74,213,787,0.0307,358,198,219,65,305,0,0,358,0,0,0,0
1621.89,214,786,0.0293,358,197,219,65,305,0,0,358,0,0,0,0
1623.11,214,786,0.0295,358,197,219,65,305,0,0,358,0,0,0,0
1624.23,215,785,0.0253,358,197,219,65,304,0,0,358,0,0,0,0
1625.34,215,785,0.0282,358,197,219,65,304,0,0,358,0,0,0,0
1626.51,215,785,0.0279,358,197,219,65,304,0,0,358,0,0,0,0
1627.62,215,785,0.0263,358,197,219,65,304,0,0,358,0,0,0,0
1628.75,215,785,0.0286,358,197,219,65,304,0,0,358,0,0,0,0
1629.86,215,785,0.0287,358,197,219,65,304,0,0,358,0,0,0,0
1630.96,215,785,0.0288,358,197,219,65,304,0,0,358,0,0,0,0
1632.07,215,785,0.0286,358,197,219,65,304,0,0,358,0,0,0,0
1633.19,215,785,0.0275,358,197,219,65,304,0,0,358,0,0,0,0
1634.30,215,785,0.0302,358,197,219,65,304,0,0,358,0,0,0,0
1635.43,215,785,0.0283,358,197,219,65,304,0,0,358,0,0,0,0
1636.55,215,785,0.0276,358,197,219,65,304,0,0,358,0,0,0,0
1637.65,215,785,0.0290,358,197,219,65,304,0,0,358,0,0,0,0
1638.80,216,784,0.0271,358,197,218,65,304,0,0,358,0,0,0,0
1639.96,216,784,0.0282,358,197,218,65,304,0,0,358,0,0,0,0
1641.11,218,782,0.0253,358,197,218,64,303,0,0,358,0,0,0,0
1642.25,218,782,0.0238,358,197,218,64,303,0,0,358,0,0,0,0
1643.45,218,782,0.0257,358,197,218,64,303,0,0,358,0,0,0,0
1644.57,218,782,0.0254,358,197,218,64,303,0,0,358,0,0,0,0
1645.67,218,782,0.0254,358,197,218,64,303,0,0,358,0,0,0,0
1646.79,219,781,0.0233,358,197,217,65,302,0,2,358,0,0,0,0
1647.93,219,781,0.0217,358,197,217,65,302,0,2,358,0,0,0,0
1649.10,219,781,0.0209,358,197,217,65,302,0,0,358,0,0,0,0
1650.23,219,781,0.0209,358,197,217,65,302,0,0,358,0,0,0,0
1651.36,219,781,0.0225,358,197,217,66,301,0,2,358,0,0,0,0
1652.45,219,781,0.0210,358,197,217,66,301,0,2,358,0,0,0,0
1653.57,219,781,0.0210,358,197,217,66,301,0,0,358,0,0,0,0
1654.69,220,780,0.0228,358,197,217,66,300,0,0,358,0,0,0,0
1655.78,220,780,0.0242,358,197,217,66,300,0,0,358,0,0,0,0
1656.94,220,780,0.0217,358,197,217,66,300,0,0,358,0,0,0,0
1658.05,220,780,0.0220,358,197,217,67,299,0,0,358,0,0,2,0
1659.19,220,780,0.0240,358,197,217,67,299,0,0,358,0,0,2,0
1660.31,220,780,0.0221,358,197,217,67,299,0,0,358,0,0,0,0
1661.40,220,780,0.0225,358,197,217,67,299,0,0,358,0,0,0,0
1662.49,220,780,0.0207,358,197,217,67,299,0,0,358,0,0,0,0
1663.58,220,780,0.0238,358,197,217,67,299,0,0,358,0,0,0,0
1664.73,220,780,0.0222,358,197,217,67,299,0,0,358,0,0,0,0
1665.83,220,780,0.0253,358,197,217,67,299,0,0,358,0,0,0,0
1666.92,220,780,0.0221,358,197,217,67,299,0,0,358,0,0,0,0
1668.01,220,780,0.0229,358,197,217,67,299,0,0,358,0,0,0,0
1669.12,220,780,0.0229,358,197,217,67,299,0,0,358,0,0,0,0
1670.22,220,780,0.0262,358,197,217,67,299,0,0,358,0,0,0,0
1671.32,220,780,0.0240,358,197,217,67,299,0,0,358,0,0,0,0
1672.41,220,780,0.0222,358,197,217,67,299,0,0,358,0,0,0,0
1673.49,220,780,0.0226,358,197,217,67,299,0,0,358,0,0,0,0
1674.61,220,780,0.0233,358,197,217,67,299,0,0,358,0,0,0,0
1675.70,220,780,0.0256,358,197,217,67,299,0,0,358,0,0,0,0
1676.80,220,780,0.0274,358,197,217,67,299,0,0,358,0,0,0,0
1677.98,220,780,0.0255,358,197,217,67,299,0,0,358,0,0,0,0
1678.99,220,780,0.0249,358,197,217,67,299,0,0,358,0,0,0,0
1680.09,220,780,0.0241,358,197,217,67,299,0,0,358,0,0,0,0
1681.21,220,780,0.0234,358,197,217,67,299,0,0,358,0,0,2,0
1682.33,220,780,0.0241,358,197,217,67,299,0,0,358,0,0,2,0
1683.44,220,780,0.0242,358,197,217,67,299,0,0,358,0,0,0,0
1684.56,220,780,0.0276,358,197,217,67,299,0,0,358,0,0,0,0
1685.71,220,780,0.0302,358,197,217,67,299,0,0,358,0,0,2,0
1686.86,220,780,0.0303,358,197,217,67,299,0,0,358,0,0,2,0
1687.96,220,780,0.0303,358,197,217,67,299,0,0,358,0,0,0,0
1689.06,221,779,0.0272,358,197,217,66,299,0,0,358,0,0,0,0
1690.19,221,779,0.0311,358,197,217,66,299,0,0,358,0,0,0,0
1691.32,221,779,0.0307,358,197,217,66,299,0,0,358,0,0,0,0
1692.41,221,779,0.0288,358,197,217,66,299,0,0,358,0,0,0,0
1693.51,221,779,0.0303,358,197,217,66,299,0,0,358,0,0,0,0
1694.65,222,778,0.0276,358,197,216,66,299,0,0,358,0,0,0,0
