Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub3,Exit_Exit_Sub2,Exit_Exit_Sub1,Exit_Exit_Sub_Main,Zone_ZoneSensor stair,Zone_ZoneSensor (1),Zone_ZoneSensor stair (3),Zone_ZoneSensor stair (9),Zone_ZoneSensor stair (6),Zone_ZoneSensor stair (7),Zone_ZoneSensor stair (4)_noSmartSign
1413.04,177,823,0.0237,1060,208,189,64,362,0,1060,0,0,0,2,0
1414.26,177,823,0.0244,1060,208,189,64,362,0,1060,0,0,0,0,0
1415.47,177,823,0.0254,1060,208,189,64,362,0,1060,0,0,0,0,0
1416.72,177,823,0.0263,1060,208,189,64,362,0,1060,0,0,0,0,0
1417.95,177,823,0.0260,1060,208,189,64,362,0,1060,0,0,0,0,0
1419.14,178,822,0.0231,1060,208,189,63,362,0,1060,0,0,0,0,0
1420.38,178,822,0.0267,1060,208,189,63,362,0,1060,0,0,0,0,0
1421.67,178,822,0.0260,1060,208,189,63,362,0,1060,0,0,0,0,0
1422.94,178,822,0.0299,1060,208,189,63,362,0,1060,0,0,0,0,0
1424.21,178,822,0.0299,1060,208,189,63,362,0,1060,0,0,0,0,0
1425.53,178,822,0.0292,1060,208,189,63,362,0,1060,0,0,0,0,0
1426.86,178,822,0.0291,1060,208,189,63,362,0,1060,0,0,0,0,0
1428.12,178,822,0.0281,1060,208,189,63,362,0,1060,0,0,0,0,0
1429.39,178,822,0.0292,1060,208,189,63,362,0,1060,0,0,0,0,0
1430.85,179,821,0.0298,1060,208,188,63,362,0,1060,0,0,0,0,0
1431.92,179,821,0.0283,1060,208,188,64,361,0,1060,0,2,0,0,0
1433.19,179,821,0.0316,1060,208,188,64,361,0,1060,0,2,0,0,0
1434.36,179,821,0.0289,1060,208,188,64,361,0,1060,0,0,0,0,0
1435.55,179,821,0.0312,1060,208,188,64,361,0,1060,0,0,0,0,0
1436.77,179,821,0.0304,1060,208,188,64,361,0,1060,0,0,0,0,0
1438.00,179,821,0.0340,1060,208,188,64,361,0,1060,0,0,0,2,0
1439.19,179,821,0.0353,1060,208,188,64,361,0,1060,0,0,0,2,0
1440.40,179,821,0.0363,1060,208,188,64,361,0,1060,0,0,0,0,0
1441.68,179,821,0.0348,1060,208,188,64,361,0,1060,0,0,0,0,0
1442.93,179,821,0.0337,1060,208,188,64,361,0,1060,0,0,0,0,0
1444.14,180,820,0.0334,1060,208,188,63,361,0,1060,0,0,0,2,0
1445.46,180,820,0.0315,1060,208,188,63,361,0,1060,0,0,0,2,0
1446.80,180,820,0.0322,1060,208,188,64,360,0,1060,0,0,0,2,0
1448.06,180,820,0.0308,1060,208,188,64,360,0,1060,0,0,0,2,0
1449.31,180,820,0.0341,1060,208,188,64,360,0,1060,0,0,0,0,0
1450.62,181,819,0.0332,1060,208,187,64,360,0,1060,0,0,0,0,0
1451.89,181,819,0.0307,1060,208,187,64,360,0,1060,0,0,0,0,0
1453.14,181,819,0.0319,1060,208,187,64,360,0,1060,0,0,0,0,0
1454.32,181,819,0.0315,1060,208,187,64,360,0,1060,0,0,0,0,0
1455.50,181,819,0.0350,1060,208,187,64,360,0,1060,0,0,0,0,0
1456.74,181,819,0.0351,1060,208,187,64,360,0,1060,0,0,0,0,0
1457.93,181,819,0.0375,1060,208,187,64,360,0,1060,0,0,0,0,0
1459.12,181,819,0.0400,1060,208,187,64,360,0,1060,0,0,0,0,0
1460.31,181,819,0.0396,1060,208,187,64,360,0,1060,0,0,0,0,0
1461.52,181,819,0.0393,1060,208,187,64,360,0,1060,0,0,0,0,0
1462.72,181,819,0.0382,1060,208,187,64,360,0,1060,0,0,0,0,0
1463.92,181,819,0.0379,1060,208,187,64,360,0,1060,0,0,0,0,0
1465.11,181,819,0.0401,1060,208,187,64,360,0,1060,0,0,0,0,0
1466.34,183,817,0.0364,1060,207,187,63,360,0,1060,0,0,0,2,0
1467.62,183,817,0.0345,1060,207,187,64,359,0,1060,0,0,0,4,0
1468.82,184,816,0.0360,1060,207,187,63,359,0,1060,0,0,0,2,0
1470.08,184,816,0.0375,1060,207,187,63,359,0,1060,0,0,0,0,0
1471.34,184,816,0.0387,1060,207,187,63,359,0,1060,0,0,0,0,0
1472.55,185,815,0.0355,1060,206,187,63,359,0,1060,0,0,0,0,0
1473.81,185,815,0.0362,1060,206,187,63,359,0,1060,0,0,0,0,0
1475.01,185,815,0.0357,1060,206,187,63,359,0,1060,0,0,0,0,0
1476.23,186,814,0.0340,1060,206,187,63,358,0,1060,0,0,0,2,0
1477.41,186,814,0.0334,1060,206,187,63,358,0,1060,0,0,0,2,0
1478.70,187,813,0.0325,1060,206,187,62,358,0,1060,0,0,0,0,0
1479.93,187,813,0.0327,1060,206,187,62,358,0,1060,0,0,0,0,0
1481.14,187,813,0.0329,1060,206,187,62,358,0,1060,0,0,0,0,0
1482.31,187,813,0.0339,1060,206,187,62,358,0,1060,0,0,0,0,0
1483.51,187,813,0.0356,1060,206,187,62,358,0,1060,0,0,0,0,0
1484.74,187,813,0.0359,1060,206,187,63,357,0,1060,0,0,0,2,0
1485.96,187,813,0.0352,1060,206,187,63,357,0,1060,0,0,0,2,0
1487.18,187,813,0.0387,1060,206,187,63,357,0,1060,0,0,0,0,0
1488.35,187,813,0.0396,1060,206,187,63,357,0,1060,0,0,0,0,0
1489.54,187,813,0.0387,1060,206,187,63,357,0,1060,0,0,0,0,0
1490.75,187,813,0.0383,1060,206,187,63,357,0,1060,0,0,0,0,0
1491.94,187,813,0.0377,1060,206,187,63,357,0,1060,0,0,0,0,0
1493.13,187,813,0.0380,1060,206,187,63,357,0,1060,0,0,0,0,0
1494.34,188,812,0.0369,1060,206,186,63,357,0,1060,0,0,0,0,0
1495.57,188,812,0.0377,1060,206,186,63,357,0,1060,0,0,0,0,0
1496.83,188,812,0.0421,1060,206,186,63,357,0,1060,0,0,0,0,0
1498.02,188,812,0.0418,1060,206,186,63,357,0,1060,0,0,0,0,0
1499.23,190,810,0.0381,1062,206,186,61,357,0,1062,0,0,0,0,0
1500.45,190,810,0.0353,1062,206,186,61,357,0,1062,0,0,2,0,0
1501.74,191,809,0.0369,1060,206,186,61,356,0,1060,0,0,4,0,0
1502.99,191,809,0.0347,1060,206,186,61,356,0,1060,0,0,4,0,0
1504.22,191,809,0.0349,1060,206,186,61,356,0,1060,0,0,4,0,0
1505.40,191,809,0.0347,1060,206,186,61,356,0,1060,0,0,4,0,0
1506.59,191,809,0.0344,1060,206,186,61,356,0,1060,0,0,2,0,0
1507.78,192,808,0.0357,1060,206,186,60,356,0,1060,0,0,0,0,0
1508.98,192,808,0.0370,1060,206,186,60,356,0,1060,0,0,0,0,0
1510.28,192,808,0.0340,1060,206,186,60,356,0,1060,0,0,2,0,0
1511.54,192,808,0.0364,1062,206,186,60,356,0,1062,0,0,2,0,0
1512.74,193,807,0.0332,1062,206,186,60,355,0,1062,0,0,2,0,0
1513.96,193,807,0.0327,1062,206,186,60,355,0,1062,0,0,2,0,0
1515.18,194,806,0.0304,1062,205,186,60,355,0,1062,0,0,2,0,0
1516.42,195,805,0.0296,1062,205,186,59,355,0,1062,0,0,0,0,0
1517.70,195,805,0.0334,1062,205,186,59,355,0,1062,0,0,0,0,0
1518.89,196,804,0.0282,1062,205,185,59,355,0,1062,0,0,0,0,0
1520.11,196,804,0.0271,1062,205,185,59,355,0,1062,0,0,0,0,0
1521.42,198,802,0.0248,1062,204,184,59,355,0,1062,0,0,0,0,0
1522.70,198,802,0.0248,1062,204,184,59,355,0,1062,0,0,0,0,0
1523.93,198,802,0.0273,1062,204,184,59,355,0,1062,0,0,0,0,0
1525.22,198,802,0.0256,1062,204,184,59,355,0,1062,0,0,0,0,0
1526.52,198,802,0.0266,1062,204,184,60,354,0,1062,0,2,0,0,0
1527.78,198,802,0.0267,1062,204,184,60,354,0,1062,0,2,0,0,0
1529.01,199,801,0.0271,1062,204,183,60,354,0,1062,0,0,0,0,0
1530.33,199,801,0.0279,1062,204,183,60,354,0,1062,0,0,0,0,0
1531.74,200,800,0.0245,1062,203,183,60,354,0,1062,0,0,0,0,0
1533.00,200,800,0.0250,1062,203,183,60,354,0,1062,0,0,0,0,0
1534.18,200,800,0.0250,1062,203,183,60,354,0,1062,0,0,0,0,0
1535.36,200,800,0.0230,1062,203,183,60,354,0,1062,0,0,0,0,0
1536.54,200,800,0.0253,1062,203,183,60,354,0,1062,0,0,0,0,0
1537.72,200,800,0.0255,1062,203,183,60,354,0,1062,0,0,0,0,0
1538.93,200,800,0.0269,1062,203,183,60,354,0,1062,0,0,0,0,0
1540.14,200,800,0.0254,1062,203,183,60,354,0,1062,0,0,0,0,0
1541.36,200,800,0.0255,1062,203,183,60,354,0,1062,0,0,0,0,0
1542.53,200,800,0.0264,1062,203,183,60,354,0,1062,0,0,0,0,0
1543.70,200,800,0.0263,1062,203,183,60,354,0,1062,0,0,0,0,0
1544.91,200,800,0.0273,1062,203,183,60,354,0,1062,0,2,0,0,0
1546.07,200,800,0.0273,1062,203,183,60,354,0,1062,0,2,0,0,0
1547.27,200,800,0.0267,1062,203,183,60,354,0,1062,0,0,2,0,0
1548.48,200,800,0.0241,1062,203,183,61,353,0,1062,0,0,2,2,0
1549.69,200,800,0.0253,1062,203,183,62,352,0,1062,0,0,2,4,0
1550.79,200,800,0.0260,1062,203,183,62,352,0,1062,0,0,2,2,0
1552.00,200,800,0.0257,1062,203,183,62,352,0,1062,0,0,2,0,0
1553.17,200,800,0.0255,1062,203,183,62,352,0,1062,0,0,2,0,0
1554.30,200,800,0.0253,1062,203,183,62,352,0,1062,0,0,0,0,0
1555.48,200,800,0.0285,1062,203,183,62,352,0,1062,0,0,0,0,0
1556.66,200,800,0.0280,1062,203,183,62,352,0,1062,0,0,0,0,0
1557.84,200,800,0.0280,1062,203,183,62,352,0,1062,0,0,0,0,0
1559.03,200,800,0.0298,1062,203,183,62,352,0,1062,0,0,0,0,0
1560.21,200,800,0.0298,1062,203,183,62,352,0,1062,0,0,0,2,0
1561.47,200,800,0.0294,1062,203,183,62,352,0,1062,0,0,0,2,0
1562.66,200,800,0.0319,1062,203,183,62,352,0,1062,0,0,0,0,0
1563.85,200,800,0.0318,1062,203,183,62,352,0,1062,0,0,0,0,0
1565.06,200,800,0.0322,1062,203,183,62,352,0,1062,0,0,0,0,0
1566.26,200,800,0.0341,1062,203,183,62,352,0,1062,0,0,0,0,0
1567.48,201,799,0.0319,1062,203,182,62,352,0,1062,0,0,0,0,0
1568.70,201,799,0.0315,1062,203,182,62,352,0,1062,0,0,0,0,0
1569.87,201,799,0.0282,1062,203,182,63,351,0,1062,0,2,0,0,0
1571.08,202,798,0.0267,1062,202,182,63,351,0,1062,0,2,0,0,0
1572.29,202,798,0.0282,1062,202,182,63,351,0,1062,0,0,0,0,0
1573.51,202,798,0.0280,1062,202,182,63,351,0,1062,0,0,0,0,0
1574.68,202,798,0.0278,1062,202,182,63,351,0,1062,0,0,0,0,0
1575.91,202,798,0.0278,1062,202,182,63,351,0,1062,0,0,2,0,0
1577.13,202,798,0.0298,1062,202,182,63,351,0,1062,0,0,2,0,0
1578.29,202,798,0.0329,1062,202,182,63,351,0,1062,0,0,2,0,0
1579.45,202,798,0.0352,1062,202,182,63,351,0,1062,0,0,2,2,0
1580.64,203,797,0.0337,1062,202,182,62,351,0,1062,0,0,2,0,0
1581.85,203,797,0.0333,1062,202,182,62,351,0,1062,0,0,0,0,0
1583.12,203,797,0.0324,1062,202,182,62,351,0,1062,0,0,0,0,0
1584.31,203,797,0.0346,1062,202,182,62,351,0,1062,0,0,0,0,0
1585.48,203,797,0.0357,1062,202,182,62,351,0,1062,0,0,0,0,0
1586.65,204,796,0.0331,1062,202,182,61,351,0,1062,0,0,0,0,0
1587.83,204,796,0.0329,1062,202,182,61,351,0,1062,0,0,0,0,0
1589.05,204,796,0.0346,1062,202,182,61,351,0,1062,0,0,0,0,0
1590.24,204,796,0.0347,1062,202,182,61,351,0,1062,0,0,0,0,0
1591.44,204,796,0.0358,1062,202,182,61,351,0,1062,0,0,0,0,0
1592.62,206,794,0.0330,1062,201,182,60,351,0,1062,0,0,0,0,2
1593.83,206,794,0.0328,1062,201,182,60,351,0,1062,0,0,0,0,2
1595.01,207,793,0.0358,1062,201,181,60,351,0,1062,0,0,0,0,2
1596.20,207,793,0.0382,1062,201,181,60,351,0,1062,0,0,0,0,2
1597.38,207,793,0.0387,1062,201,181,60,351,0,1062,0,0,0,0,2
1598.55,207,793,0.0370,1062,201,181,60,351,0,1062,0,0,0,0,0
1599.71,208,792,0.0365,1062,200,181,60,351,0,1062,0,0,0,0,0
1600.88,208,792,0.0353,1062,200,181,60,351,0,1062,0,0,0,0,0
1602.11,208,792,0.0352,1062,200,181,60,351,0,1062,0,0,0,0,0
1603.27,208,792,0.0362,1062,200,181,60,351,0,1062,0,0,0,0,0
1604.44,208,792,0.0373,1062,200,181,60,351,0,1062,0,0,0,2,0
1605.68,208,792,0.0376,1062,200,181,60,351,0,1062,0,0,0,2,0
1606.81,209,791,0.0366,1062,200,181,59,351,0,1062,0,0,0,0,0
1608.03,210,790,0.0331,1062,199,181,59,351,0,1062,0,0,0,0,0
1609.22,210,790,0.0344,1062,199,181,59,351,0,1062,0,0,0,0,0
1610.41,210,790,0.0361,1062,199,181,59,351,0,1062,0,0,0,0,0
1611.59,210,790,0.0368,1062,199,181,59,351,0,1062,0,0,0,0,2
1612.78,210,790,0.0359,1062,199,181,59,351,0,1062,0,0,0,0,2
1613.92,210,790,0.0352,1062,199,181,59,351,0,1062,0,0,0,0,2
1615.08,210,790,0.0352,1062,199,181,59,351,0,1062,0,0,0,0,2
1616.28,211,789,0.0375,1062,199,180,59,351,0,1062,0,0,0,0,2
1617.50,211,789,0.0375,1062,199,180,59,351,0,1062,0,0,0,0,4
1618.66,212,788,0.0337,1062,199,180,59,350,0,1062,0,0,0,0,2
1619.83,212,788,0.0331,1062,199,180,59,350,0,1062,0,0,0,0,2
1620.88,212,788,0.0374,1062,199,180,59,350,0,1062,0,0,0,0,2
1622.07,212,788,0.0334,1062,199,180,59,350,0,1062,0,0,0,0,2
1623.22,212,788,0.0353,1062,199,180,59,350,0,1062,0,0,0,0,0
1624.37,212,788,0.0334,1062,199,180,59,350,0,1062,0,0,2,0,0
1625.55,213,787,0.0330,1062,198,180,59,350,0,1062,0,0,2,0,0
1626.78,213,787,0.0348,1062,198,180,59,350,0,1062,0,0,2,0,0
1628.00,213,787,0.0360,1062,198,180,59,350,0,1062,0,0,2,0,0
1629.15,213,787,0.0353,1062,198,180,59,350,0,1062,0,0,2,0,0
1630.29,213,787,0.0371,1062,198,180,59,350,0,1062,0,0,0,0,0
1631.46,213,787,0.0395,1062,198,180,59,350,0,1062,0,0,0,0,2
1632.66,213,787,0.0380,1064,198,180,59,350,0,1064,0,0,0,0,2
1633.81,214,786,0.0409,1064,198,180,59,349,0,1064,0,0,0,0,2
1635.02,214,786,0.0389,1064,198,180,59,349,0,1064,0,0,0,0,2
1636.18,215,785,0.0387,1064,198,180,58,349,0,1064,0,0,0,0,2
1637.34,215,785,0.0371,1064,198,180,58,349,0,1064,0,0,0,0,2
1638.54,215,785,0.0396,1064,198,180,58,349,0,1064,0,0,0,0,0
1639.71,215,785,0.0406,1064,198,180,58,349,0,1064,0,0,0,0,0
1640.88,215,785,0.0393,1064,198,180,58,349,0,1064,0,0,0,0,0
1642.05,215,785,0.0385,1064,198,180,58,349,0,1064,0,0,0,0,0
1643.23,216,784,0.0371,1064,198,179,58,349,0,1064,0,0,0,0,0
1644.46,216,784,0.0411,1064,198,179,58,349,0,1064,0,0,2,0,0
1645.61,216,784,0.0398,1064,198,179,58,349,0,1064,0,0,2,0,0
1646.82,216,784,0.0392,1064,198,179,58,349,0,1064,0,0,2,0,0
1647.98,216,784,0.0401,1064,198,179,58,349,0,1064,0,0,2,0,0
1649.17,216,784,0.0419,1064,198,179,58,349,0,1064,0,0,2,0,0
1650.36,216,784,0.0432,1064,198,179,58,349,0,1064,0,0,0,0,0
1651.56,216,784,0.0416,1064,198,179,59,348,0,1064,0,0,0,2,0
1652.73,216,784,0.0419,1066,198,179,59,348,0,1066,0,0,0,0,0
1653.91,216,784,0.0431,1066,198,179,59,348,0,1066,0,0,0,0,0
1655.05,216,784,0.0425,1066,198,179,59,348,0,1066,0,0,0,0,0
1656.20,216,784,0.0430,1066,198,179,59,348,0,1066,0,0,0,0,0
1657.39,216,784,0.0433,1064,198,179,59,348,0,1064,0,0,0,0,0
1658.53,216,784,0.0398,1064,198,179,59,348,0,1064,0,0,0,0,0
1659.71,216,784,0.0419,1064,198,179,59,348,0,1064,0,0,0,0,0
1660.89,216,784,0.0484,1064,198,179,59,348,0,1064,0,0,0,0,0
1662.07,216,784,0.0465,1064,198,179,59,348,0,1064,0,0,0,0,0
1663.25,217,783,0.0480,1064,198,178,59,348,0,1064,0,0,2,0,0
1664.45,217,783,0.0480,1064,198,178,59,348,0,1064,0,0,2,0,0
1666.00,218,782,0.0445,1064,197,178,59,348,0,1064,0,0,2,0,0
1667.21,219,781,0.0445,1066,197,178,59,347,0,1066,0,0,2,0,0
1668.45,219,781,0.0453,1066,197,178,59,347,0,1066,0,0,4,0,0
1669.65,220,780,0.0423,1066,197,178,59,346,0,1066,0,0,2,0,0
1670.88,220,780,0.0453,1066,197,178,60,345,0,1066,0,2,2,0,0
1672.16,220,780,0.0475,1066,197,178,60,345,0,1066,0,0,2,0,0
1673.31,220,780,0.0451,1066,197,178,60,345,0,1066,0,0,2,2,0
1674.51,220,780,0.0463,1066,197,178,60,345,0,1066,0,0,0,2,0
1675.68,220,780,0.0481,1066,197,178,60,345,0,1066,0,0,0,0,0
1677.29,220,780,0.0441,1066,197,178,60,345,0,1066,0,0,0,0,0
1678.46,220,780,0.0454,1066,197,178,60,345,0,1066,0,0,0,0,0
1679.59,220,780,0.0445,1066,197,178,60,345,0,1066,0,0,0,0,0
1680.73,220,780,0.0437,1066,197,178,60,345,0,1066,0,0,0,0,0
1681.93,221,779,0.0430,1066,197,177,60,345,0,1066,0,0,0,0,0
1683.16,222,778,0.0407,1066,197,177,59,345,0,1066,0,0,2,0,0
1684.33,222,778,0.0413,1066,197,177,59,345,0,1066,0,0,2,0,0
1685.89,222,778,0.0415,1066,197,177,59,345,0,1066,0,0,2,0,0
1687.09,223,777,0.0379,1066,197,176,59,345,0,1066,0,0,2,0,0
1688.65,223,777,0.0394,1066,197,176,59,345,0,1066,0,0,2,0,0
1689.85,223,777,0.0388,1066,197,176,59,345,0,1066,0,0,0,0,0
1691.00,223,777,0.0398,1066,197,176,59,345,0,1066,0,0,0,0,0
1692.17,223,777,0.0406,1066,197,176,59,345,0,1066,0,0,0,0,0
1693.33,223,777,0.0421,1066,197,176,59,345,0,1066,0,0,0,0,0
1694.51,223,777,0.0418,1066,197,176,59,345,0,1066,0,0,0,0,0
1695.67,223,777,0.0435,1068,197,176,59,345,0,1068,0,0,0,0,0
1696.82,223,777,0.0421,1068,197,176,59,345,0,1068,0,0,0,0,0
1697.97,224,776,0.0402,1068,197,176,59,344,0,1068,0,0,0,0,0
1699.15,224,776,0.0408,1068,197,176,59,344,0,1068,0,0,0,0,0
1700.30,224,776,0.0417,1068,197,176,59,344,0,1068,0,0,0,0,0
1701.47,226,774,0.0378,1068,197,175,58,344,0,1068,0,0,0,0,0
1702.66,226,774,0.0393,1068,197,175,58,344,0,1068,0,0,0,0,0
1703.86,226,774,0.0392,1068,197,175,58,344,0,1068,0,0,0,0,0
1705.02,226,774,0.0390,1068,197,175,59,343,0,1068,0,0,0,4,0
1706.20,227,773,0.0367,1068,196,175,59,343,0,1068,0,0,0,2,0
1707.27,227,773,0.0360,1068,196,175,59,343,0,1068,0,0,0,2,0
1708.43,228,772,0.0353,1068,196,174,59,343,0,1068,0,0,0,0,0
1709.57,229,771,0.0319,1068,195,174,59,343,0,1068,0,0,0,0,0
1710.76,229,771,0.0329,1070,195,174,59,343,0,1070,0,0,0,0,0
1711.97,229,771,0.0313,1072,195,174,59,343,0,1072,0,0,0,0,0
1713.47,230,770,0.0321,1072,195,174,59,342,0,1072,0,0,0,0,0
1714.64,231,769,0.0301,1072,195,174,59,341,0,1072,0,0,0,0,0
1715.82,231,769,0.0302,1072,195,174,60,340,0,1072,0,0,0,2,0
1717.06,231,769,0.0305,1072,195,174,60,340,0,1072,0,0,0,2,0
1718.22,231,769,0.0305,1072,195,174,60,340,0,1072,0,0,0,0,0
1719.34,231,769,0.0306,1072,195,174,60,340,0,1072,0,0,0,0,0
1720.86,232,768,0.0300,1072,194,174,60,340,0,1072,0,0,0,0,0
1722.05,232,768,0.0307,1072,194,174,60,340,0,1072,0,0,0,0,0
1723.25,232,768,0.0304,1072,194,174,60,340,0,1072,0,0,2,0,0
1724.41,232,768,0.0300,1072,194,174,60,340,0,1072,0,0,2,0,0
1725.56,232,768,0.0292,1072,194,174,61,339,0,1072,0,0,2,2,0
1726.75,233,767,0.0271,1072,194,173,61,339,0,1072,0,0,2,2,0
1727.94,233,767,0.0277,1072,194,173,61,339,0,1072,0,0,2,0,0
1729.11,233,767,0.0270,1074,194,173,61,339,0,1074,0,0,2,0,0
1730.24,233,767,0.0286,1074,194,173,61,339,0,1074,0,0,0,0,0
1731.39,234,766,0.0259,1074,194,173,61,338,0,1074,0,0,0,0,0
1732.58,234,766,0.0268,1074,194,173,61,338,0,1074,0,0,0,0,0
1733.72,234,766,0.0259,1074,194,173,61,338,0,1074,0,0,0,0,0
1734.84,234,766,0.0253,1074,194,173,61,338,0,1074,0,0,0,0,0
1735.97,235,765,0.0241,1074,194,173,60,338,0,1074,0,0,0,0,0
1737.16,236,764,0.0247,1074,194,173,59,338,0,1074,0,0,0,0,0
1738.38,236,764,0.0237,1074,194,173,59,338,0,1074,0,0,0,0,0
1739.56,236,764,0.0255,1074,194,173,59,338,0,1074,0,0,2,0,0
1740.81,236,764,0.0284,1074,194,173,59,338,0,1074,0,0,2,2,0
1741.98,237,763,0.0262,1074,194,172,59,338,0,1074,0,0,2,2,0
1743.22,237,763,0.0257,1074,194,172,59,338,0,1074,0,0,2,0,0
1744.40,238,762,0.0231,1074,193,171,60,338,0,1074,0,2,2,0,0
1745.54,238,762,0.0247,1074,193,171,60,338,0,1074,0,2,0,0,0
1746.73,238,762,0.0286,1074,193,171,60,338,0,1074,0,0,0,0,0
1747.87,240,760,0.0259,1074,193,171,59,337,0,1074,0,0,0,0,0
1749.00,240,760,0.0245,1074,193,171,59,337,0,1074,0,0,0,0,0
1750.17,240,760,0.0249,1074,193,171,59,337,0,1074,0,0,0,0,0
1751.29,240,760,0.0249,1074,193,171,59,337,0,1074,0,0,0,0,0
1752.44,240,760,0.0243,1074,193,171,59,337,0,1074,0,0,0,0,0
1753.57,240,760,0.0268,1074,193,171,59,337,0,1074,0,0,0,0,0
1754.69,240,760,0.0261,1074,193,171,59,337,0,1074,0,0,0,0,0
1755.81,240,760,0.0270,1074,193,171,59,337,0,1074,0,0,0,0,0
1756.95,240,760,0.0269,1074,193,171,59,337,0,1074,0,0,0,0,0
1758.07,242,758,0.0254,1074,193,170,58,337,0,1074,0,0,0,0,0
1759.19,242,758,0.0261,1074,193,170,58,337,0,1074,0,0,0,0,0
1760.40,242,758,0.0264,1074,193,170,58,337,0,1074,0,0,0,0,0
1761.59,243,757,0.0253,1074,193,170,58,336,0,1074,0,0,0,0,0
1762.76,243,757,0.0250,1074,193,170,58,336,0,1074,0,0,0,0,0
1763.92,243,757,0.0251,1074,193,170,58,336,0,1074,0,0,0,0,0
1765.04,243,757,0.0248,1074,193,170,58,336,0,1074,0,0,0,0,0
1766.17,244,756,0.0232,1074,192,170,58,336,0,1074,0,0,0,0,0
1767.37,244,756,0.0230,1074,192,170,59,335,0,1074,0,0,0,2,0
1768.50,244,756,0.0221,1074,192,170,59,335,0,1074,0,0,0,2,0
1769.64,245,755,0.0205,1074,192,170,58,335,0,1074,0,0,0,0,0
1770.83,245,755,0.0196,1074,192,170,58,335,0,1074,0,0,0,0,0
1772.00,245,755,0.0206,1074,192,170,58,335,0,1074,0,0,0,0,0
1773.17,245,755,0.0209,1074,192,170,58,335,0,1074,0,0,0,0,0
1774.30,245,755,0.0227,1074,192,170,58,335,0,1074,0,0,0,0,0
1775.43,245,755,0.0220,1074,192,170,58,335,0,1074,0,0,0,0,0
1776.54,245,755,0.0228,1074,192,170,58,335,0,1074,0,0,0,0,0
1777.71,245,755,0.0228,1074,192,170,58,335,0,1074,0,0,0,2,0
1778.86,245,755,0.0226,1074,192,170,58,335,0,1074,0,0,0,2,0
1779.99,245,755,0.0226,1074,192,170,58,335,0,1074,0,0,0,0,0
1781.13,245,755,0.0226,1074,192,170,58,335,0,1074,0,0,0,0,0
1782.29,245,755,0.0229,1074,192,170,58,335,0,1074,0,0,0,0,0
1783.44,245,755,0.0220,1074,192,170,58,335,0,1074,0,0,0,0,0
1784.57,245,755,0.0223,1074,192,170,58,335,0,1074,0,0,0,0,0
1785.69,245,755,0.0265,1074,192,170,58,335,0,1074,0,0,0,0,0
1786.82,245,755,0.0269,1074,192,170,58,335,0,1074,0,0,0,0,0
1787.99,245,755,0.0263,1074,192,170,58,335,0,1074,0,0,0,0,0
1789.11,246,754,0.0261,1074,192,170,58,334,0,1074,0,0,0,0,0
1790.30,246,754,0.0264,1074,192,170,58,334,0,1074,0,0,0,0,0
1791.46,246,754,0.0257,1074,192,170,59,333,0,1074,0,0,0,2,0
1792.63,246,754,0.0281,1074,192,170,59,333,0,1074,0,0,0,2,0
1793.75,246,754,0.0289,1074,192,170,59,333,0,1074,0,0,0,0,0
1794.85,246,754,0.0299,1074,192,170,59,333,0,1074,0,0,0,0,0
1795.97,246,754,0.0283,1074,192,170,59,333,0,1074,0,0,0,0,0
1797.15,246,754,0.0284,1074,192,170,59,333,0,1074,0,0,0,0,0
1798.31,246,754,0.0285,1074,192,170,59,333,0,1074,0,0,0,0,0
1799.45,247,753,0.0300,1074,192,170,58,333,0,1074,0,0,0,0,0
1800.58,247,753,0.0284,1074,192,170,59,332,0,1074,0,0,0,2,0
1802.01,247,753,0.0283,1074,192,170,59,332,0,1074,0,0,0,2,0
1803.34,248,752,0.0301,1074,192,170,59,331,0,1074,0,0,0,0,0
1804.47,249,751,0.0286,1074,191,170,59,331,0,1074,0,0,0,0,0
1805.71,249,751,0.0293,1074,191,170,59,331,0,1074,0,0,0,0,0
1806.86,249,751,0.0287,1074,191,170,60,330,0,1074,0,0,0,2,0
1808.08,249,751,0.0271,1074,191,170,60,330,0,1074,0,0,0,2,0
1809.22,249,751,0.0280,1074,191,170,60,330,0,1074,0,0,0,0,0
1810.35,249,751,0.0295,1074,191,170,60,330,0,1074,0,0,0,0,0
1811.47,249,751,0.0299,1074,191,170,60,330,0,1074,0,0,0,0,0
1812.61,251,749,0.0257,1074,190,170,60,329,0,1074,0,0,0,0,0
1813.74,251,749,0.0260,1074,190,170,60,329,0,1074,0,0,0,0,0
1814.90,251,749,0.0253,1074,190,170,60,329,0,1074,0,0,0,0,0
1816.04,251,749,0.0251,1074,190,170,60,329,0,1074,0,0,0,0,0
1817.18,251,749,0.0246,1074,190,170,60,329,0,1074,0,0,0,0,0
1818.33,252,748,0.0233,1074,190,169,60,329,0,1074,0,0,0,0,0
1819.51,252,748,0.0268,1074,190,169,60,329,0,1074,0,0,0,0,0
1820.68,252,748,0.0274,1074,190,169,60,329,0,1074,0,0,0,0,0
1821.80,252,748,0.0290,1074,190,169,60,329,0,1074,0,0,0,0,0
1822.97,253,747,0.0266,1074,190,169,59,329,0,1074,0,0,0,0,0
1824.13,253,747,0.0266,1074,190,169,60,328,0,1074,0,2,0,0,2
