Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub3,Exit_Exit_Sub2,Exit_Exit_Sub1,Exit_Exit_Sub_Main,Zone_ZoneSensor stair,Zone_ZoneSensor (1),Zone_ZoneSensor stair (3),Zone_ZoneSensor stair (9),Zone_ZoneSensor stair (6),Zone_ZoneSensor stair (7),Zone_ZoneSensor stair (4)_noSmartSign
0.00,0,1000,0.0000,1026,245,238,84,433,0,1026,0,0,0,0,0
1.42,0,1000,0.0000,1026,245,238,84,433,0,1026,0,0,0,0,0
2.81,0,1000,0.0000,1026,245,238,84,433,0,1026,0,0,0,0,0
4.23,0,1000,0.0000,1026,245,238,84,433,0,1026,0,0,0,0,0
5.63,0,1000,0.0000,1026,245,238,84,433,0,1026,0,0,0,0,0
7.03,0,1000,0.0000,1026,245,238,84,433,0,1026,0,0,0,0,0
8.43,0,1000,0.0000,1026,245,238,84,433,0,1026,0,0,0,0,0
9.65,0,1000,0.0000,1026,245,238,84,433,0,1026,0,0,0,0,0
11.11,0,1000,0.0000,1026,245,238,84,433,0,1026,0,0,0,0,0
12.51,0,1000,0.0000,1026,245,238,84,433,0,1026,0,0,0,0,0
13.95,0,1000,0.0000,1026,245,238,84,433,0,1026,0,0,0,0,0
15.36,0,1000,0.0000,1026,245,238,84,433,0,1026,0,0,0,0,0
16.76,0,1000,0.0000,1026,245,238,84,433,0,1026,0,0,0,0,0
18.21,0,1000,0.0000,1026,245,238,84,433,0,1026,0,0,0,0,0
19.62,0,1000,0.0000,1026,245,238,84,433,0,1026,0,0,0,0,0
21.02,0,1000,0.0015,1026,245,238,84,433,0,1026,0,0,0,0,0
22.41,0,1000,0.0010,1026,245,238,84,433,0,1026,0,0,0,0,0
23.84,0,1000,0.0012,1026,245,238,84,433,0,1026,0,0,0,0,0
25.24,0,1000,0.0001,1026,245,238,84,433,0,1026,0,0,0,0,0
26.66,0,1000,0.0003,1026,245,238,84,433,0,1026,0,0,0,0,0
28.06,0,1000,0.0003,1026,245,238,84,433,0,1026,0,0,0,0,0
29.46,0,1000,0.0030,1026,245,238,84,433,0,1026,0,0,0,0,0
30.85,0,1000,0.0038,1026,245,238,84,433,0,1026,0,0,0,0,0
32.27,0,1000,0.0045,1026,245,238,84,433,0,1026,0,0,0,0,0
33.69,0,1000,0.0045,1026,245,238,84,433,0,1026,0,0,0,0,0
35.07,0,1000,0.0045,1026,245,238,84,433,0,1026,0,0,0,0,0
36.45,0,1000,0.0045,1026,245,238,84,433,0,1026,0,0,0,0,0
37.84,0,1000,0.0045,1026,245,238,84,433,0,1026,0,0,0,0,0
39.25,1,999,0.0027,1026,245,238,83,433,0,1026,0,0,0,0,0
40.67,1,999,0.0027,1026,245,238,83,433,0,1026,0,0,0,0,0
42.08,1,999,0.0027,1026,245,238,83,433,0,1026,0,0,0,0,0
43.48,1,999,0.0030,1026,245,238,83,433,0,1026,0,0,0,0,0
44.87,1,999,0.0030,1026,245,238,83,433,0,1026,0,0,0,0,0
46.27,1,999,0.0030,1026,245,238,83,433,0,1026,0,0,0,0,0
47.67,1,999,0.0038,1026,245,238,83,433,0,1026,0,0,0,0,0
49.08,2,998,0.0045,1026,245,237,83,433,0,1026,0,0,0,0,0
50.52,2,998,0.0045,1026,245,237,83,433,0,1026,0,0,0,0,0
52.09,2,998,0.0045,1026,245,237,83,433,0,1026,0,0,0,0,0
53.50,2,998,0.0064,1026,245,237,83,433,0,1026,0,0,0,0,0
54.91,2,998,0.0061,1026,245,237,83,433,0,1026,0,0,0,0,0
56.29,2,998,0.0064,1026,245,237,83,433,0,1026,0,0,0,0,0
57.67,2,998,0.0062,1026,245,237,83,433,0,1026,0,0,0,0,0
59.09,2,998,0.0082,1026,245,237,83,433,0,1026,0,0,0,0,0
60.49,2,998,0.0089,1026,245,237,83,433,0,1026,0,0,0,0,0
61.89,2,998,0.0080,1026,245,237,83,433,0,1026,0,0,0,0,0
63.27,2,998,0.0084,1026,245,237,83,433,0,1026,0,0,0,0,0
64.71,2,998,0.0084,1026,245,237,83,433,0,1026,0,2,0,0,0
65.73,2,998,0.0081,1026,245,237,83,433,0,1026,0,2,0,0,0
67.10,2,998,0.0078,1026,245,237,83,433,0,1026,0,0,0,0,0
68.50,2,998,0.0109,1026,245,237,83,433,0,1026,0,0,0,0,0
69.89,2,998,0.0101,1026,245,237,83,433,0,1026,0,0,0,0,0
71.25,2,998,0.0133,1026,245,237,83,433,0,1026,0,0,0,0,0
72.62,2,998,0.0130,1026,245,237,83,433,0,1026,0,0,0,0,0
74.02,2,998,0.0122,1026,245,237,83,433,0,1026,0,0,0,0,0
75.41,2,998,0.0132,1026,245,237,83,433,0,1026,0,0,0,0,0
76.82,2,998,0.0161,1026,245,237,83,433,0,1026,0,0,0,0,0
78.20,2,998,0.0162,1026,245,237,83,433,0,1026,0,0,0,0,0
79.63,2,998,0.0158,1026,245,237,83,433,0,1026,0,0,0,0,0
81.02,2,998,0.0142,1026,245,237,83,433,0,1026,0,0,0,0,0
82.39,2,998,0.0159,1026,245,237,83,433,0,1026,0,0,0,0,0
83.80,2,998,0.0151,1026,245,237,83,433,0,1026,0,0,0,0,0
85.18,2,998,0.0160,1026,245,237,83,433,0,1026,0,0,0,0,0
86.55,2,998,0.0172,1026,245,237,83,433,0,1026,0,0,0,0,0
87.91,2,998,0.0174,1026,245,237,83,433,0,1026,0,0,0,0,0
89.30,2,998,0.0198,1026,245,237,83,433,0,1026,0,0,0,0,0
90.68,2,998,0.0194,1026,245,237,83,433,0,1026,0,0,0,0,0
92.05,2,998,0.0213,1026,245,237,83,433,0,1026,0,0,0,0,0
93.45,2,998,0.0224,1026,245,237,83,433,0,1026,0,0,0,0,0
94.84,2,998,0.0227,1026,245,237,83,433,0,1026,0,0,0,0,0
96.24,2,998,0.0225,1026,245,237,83,433,0,1026,0,0,0,0,0
97.67,2,998,0.0218,1026,245,237,83,433,0,1026,0,0,0,0,0
99.13,2,998,0.0224,1028,245,237,83,433,0,1028,0,0,0,2,0
100.54,3,997,0.0199,1028,245,237,83,432,0,1028,0,0,0,2,0
102.01,3,997,0.0193,1028,245,237,83,432,0,1028,0,0,0,0,0
103.41,3,997,0.0207,1028,245,237,83,432,0,1028,0,0,0,0,0
104.79,3,997,0.0199,1028,245,237,83,432,0,1028,0,0,0,0,0
106.10,3,997,0.0208,1028,245,237,83,432,0,1028,0,0,0,0,0
107.23,3,997,0.0223,1028,245,237,83,432,0,1028,0,0,0,0,0
108.33,3,997,0.0221,1028,245,237,83,432,0,1028,0,0,0,0,0
109.49,4,996,0.0192,1028,245,237,83,431,0,1028,0,0,0,0,0
110.61,4,996,0.0211,1028,245,237,83,431,0,1028,0,0,0,0,0
111.75,4,996,0.0193,1028,245,237,83,431,0,1028,0,0,0,0,0
113.00,4,996,0.0210,1028,245,237,83,431,0,1028,0,2,0,0,0
114.18,5,995,0.0230,1028,245,237,83,430,0,1028,0,2,0,0,0
115.36,5,995,0.0203,1028,245,237,83,430,0,1028,0,0,0,0,0
116.48,5,995,0.0220,1028,245,237,83,430,0,1028,0,0,0,0,0
117.61,5,995,0.0216,1028,245,237,83,430,0,1028,0,0,0,0,0
118.75,5,995,0.0209,1028,245,237,83,430,0,1028,0,0,0,0,0
119.93,5,995,0.0210,1028,245,237,83,430,0,1028,0,0,0,0,0
121.05,5,995,0.0203,1028,245,237,83,430,0,1028,0,0,0,0,0
122.16,5,995,0.0204,1028,245,237,83,430,0,1028,0,0,0,0,0
123.31,5,995,0.0200,1028,245,237,83,430,0,1028,0,0,2,2,0
124.61,5,995,0.0198,1028,245,237,83,430,0,1028,0,0,2,2,0
125.87,5,995,0.0196,1028,245,237,83,430,0,1028,0,0,2,0,2
127.10,6,994,0.0179,1028,245,237,82,430,0,1028,0,0,2,0,2
128.32,6,994,0.0178,1028,245,237,82,430,0,1028,0,0,2,0,2
129.68,6,994,0.0176,1028,245,237,82,430,0,1028,0,0,2,0,2
131.10,6,994,0.0181,1028,245,237,82,430,0,1028,0,0,0,0,2
132.50,6,994,0.0179,1028,245,237,82,430,0,1028,0,0,0,0,0
133.91,6,994,0.0182,1028,245,237,82,430,0,1028,0,0,0,0,0
135.30,6,994,0.0180,1028,245,237,82,430,0,1028,0,0,0,0,0
136.69,6,994,0.0178,1028,245,237,82,430,0,1028,0,0,0,0,0
138.08,6,994,0.0195,1028,245,237,82,430,0,1028,0,0,0,0,0
139.86,7,993,0.0173,1028,244,237,82,430,0,1028,0,0,0,0,0
140.87,7,993,0.0179,1028,244,237,82,430,0,1028,0,0,0,0,0
142.29,7,993,0.0165,1028,244,237,82,430,0,1028,0,0,0,0,0
143.72,8,992,0.0163,1028,244,236,82,430,0,1028,0,0,0,0,0
145.12,8,992,0.0161,1028,244,236,82,430,0,1028,0,0,0,0,0
146.53,8,992,0.0163,1028,244,237,82,429,2,1028,0,0,0,0,0
147.95,8,992,0.0165,1028,244,237,82,429,2,1028,0,0,0,0,0
149.40,8,992,0.0163,1028,244,237,83,428,0,1028,0,0,0,2,0
150.85,8,992,0.0163,1028,244,237,83,428,0,1028,0,0,0,2,0
152.27,9,991,0.0156,1028,244,237,82,428,0,1028,0,0,0,2,0
153.72,9,991,0.0153,1028,244,237,82,428,0,1028,0,0,0,0,0
155.16,9,991,0.0154,1030,244,237,82,428,0,1030,0,0,0,0,0
156.55,10,990,0.0139,1030,244,237,82,427,0,1030,0,0,0,0,0
157.95,10,990,0.0151,1030,244,237,82,427,0,1030,0,0,0,0,0
159.41,10,990,0.0149,1030,244,237,82,427,0,1030,0,0,0,0,0
160.82,10,990,0.0152,1030,244,237,82,427,0,1030,0,0,0,0,0
162.24,11,989,0.0137,1030,243,237,82,427,0,1030,0,0,0,0,0
163.69,11,989,0.0147,1030,243,237,82,427,0,1030,0,0,0,0,0
165.11,11,989,0.0147,1030,243,237,82,427,0,1030,0,0,0,0,0
166.49,11,989,0.0149,1030,243,237,82,427,0,1030,0,0,0,0,0
167.89,11,989,0.0164,1030,243,237,82,427,0,1030,0,0,0,0,0
169.30,11,989,0.0195,1030,243,237,82,427,0,1030,0,0,0,0,0
170.72,11,989,0.0198,1030,243,237,82,427,0,1030,0,0,0,0,0
172.02,12,988,0.0182,1030,243,236,82,427,0,1030,0,0,0,0,0
173.40,13,987,0.0184,1030,243,236,82,426,0,1030,0,0,0,0,0
174.86,13,987,0.0172,1030,243,236,82,426,0,1030,0,0,0,0,0
176.26,13,987,0.0159,1030,243,236,82,426,0,1030,0,0,0,0,0
177.66,13,987,0.0170,1030,243,236,82,426,0,1030,0,0,2,0,0
179.08,13,987,0.0176,1030,243,236,82,426,0,1030,0,0,2,0,0
180.50,15,985,0.0166,1030,242,236,81,426,0,1030,0,0,2,0,0
181.92,16,984,0.0155,1030,242,236,80,426,0,1030,0,0,2,0,0
183.35,16,984,0.0157,1030,242,236,80,426,0,1030,0,0,2,0,0
184.39,16,984,0.0158,1030,242,236,80,426,0,1030,0,0,0,0,0
185.77,16,984,0.0160,1030,242,236,80,426,0,1030,0,0,0,0,0
187.16,16,984,0.0161,1030,242,236,80,426,0,1030,0,0,0,0,0
188.53,16,984,0.0162,1030,242,236,80,426,0,1030,0,0,0,0,0
189.92,16,984,0.0164,1030,242,236,80,426,0,1030,0,0,0,0,0
191.35,16,984,0.0178,1030,242,236,80,426,0,1030,0,0,0,0,0
192.73,16,984,0.0181,1030,242,236,80,426,0,1030,0,0,0,0,0
194.13,16,984,0.0193,1030,242,236,80,426,0,1030,0,0,0,0,0
195.53,16,984,0.0197,1030,242,236,80,426,0,1030,0,0,0,0,0
196.90,17,983,0.0181,1030,242,235,80,426,0,1030,0,0,0,0,0
198.32,17,983,0.0178,1030,242,235,80,426,0,1030,0,0,0,0,0
199.76,17,983,0.0171,1030,242,235,80,426,0,1030,0,0,0,0,2
201.17,17,983,0.0175,1030,242,235,80,426,0,1030,0,0,0,0,2
202.57,17,983,0.0178,1030,242,235,80,426,0,1030,0,0,0,0,2
203.93,17,983,0.0184,1030,242,235,80,426,0,1030,0,0,0,0,2
205.36,17,983,0.0183,1030,242,235,80,426,0,1030,0,0,0,0,0
206.76,17,983,0.0179,1030,242,235,80,426,0,1030,0,0,0,0,0
208.13,17,983,0.0182,1030,242,235,80,426,0,1030,0,0,0,0,0
209.52,17,983,0.0196,1030,242,235,80,426,0,1030,0,0,0,0,0
210.94,17,983,0.0203,1030,242,235,80,426,0,1030,0,0,0,0,0
212.69,17,983,0.0195,1030,242,235,81,425,0,1030,0,0,0,2,0
214.15,17,983,0.0208,1030,242,235,81,425,0,1030,0,0,0,2,0
215.58,18,982,0.0200,1030,241,235,81,425,0,1030,0,0,0,0,0
217.04,19,981,0.0202,1030,240,235,81,425,0,1030,0,0,0,0,0
218.05,19,981,0.0196,1030,240,235,81,425,0,1030,0,0,0,0,0
219.49,19,981,0.0216,1030,240,235,81,425,0,1030,0,0,0,0,0
220.94,19,981,0.0219,1030,240,235,82,424,0,1030,0,2,0,0,0
221.96,19,981,0.0237,1030,240,235,82,424,0,1030,0,2,0,0,0
223.42,19,981,0.0236,1030,240,235,82,424,0,1030,0,0,0,0,0
224.87,19,981,0.0230,1030,240,235,82,424,0,1030,0,0,0,0,0
226.26,19,981,0.0235,1030,240,235,82,424,0,1030,0,0,0,0,0
227.66,19,981,0.0236,1030,240,235,82,424,0,1030,0,0,0,0,0
228.78,19,981,0.0232,1030,240,235,82,424,0,1030,0,0,0,0,0
230.18,19,981,0.0253,1030,240,235,82,424,0,1030,0,0,0,0,0
231.56,19,981,0.0230,1030,240,235,82,424,0,1030,0,0,0,0,0
232.94,19,981,0.0238,1030,240,235,82,424,0,1030,0,0,0,0,0
234.39,19,981,0.0261,1030,240,235,82,424,0,1030,0,0,0,0,0
235.79,19,981,0.0275,1030,240,235,82,424,0,1030,0,0,0,0,0
237.18,19,981,0.0260,1030,240,235,82,424,0,1030,0,0,0,0,0
238.56,19,981,0.0266,1030,240,235,82,424,0,1030,0,0,0,0,0
239.64,19,981,0.0266,1030,240,235,82,424,0,1030,0,0,0,0,0
240.69,19,981,0.0272,1030,240,235,82,424,0,1030,0,0,2,0,0
242.12,19,981,0.0271,1032,240,235,82,424,0,1032,0,0,2,0,2
243.60,20,980,0.0252,1034,240,235,82,423,0,1034,0,0,2,0,2
245.03,21,979,0.0219,1034,240,235,81,423,0,1034,0,0,2,0,2
246.46,21,979,0.0224,1034,240,235,81,423,0,1034,0,0,2,0,2
247.91,21,979,0.0249,1034,240,235,81,423,0,1034,0,0,0,0,0
248.95,21,979,0.0241,1034,240,235,81,423,0,1034,0,0,0,0,0
250.19,21,979,0.0245,1034,240,235,81,423,0,1034,0,0,0,0,0
251.58,21,979,0.0248,1034,240,235,81,423,0,1034,0,0,2,2,0
253.36,21,979,0.0233,1034,240,235,81,423,0,1034,0,0,2,2,0
254.77,21,979,0.0247,1034,240,235,81,423,0,1034,0,0,2,0,0
256.15,21,979,0.0234,1036,240,235,81,423,0,1036,0,0,2,2,0
257.56,22,978,0.0218,1036,240,235,81,422,0,1036,0,0,0,2,0
258.98,22,978,0.0219,1036,240,235,81,422,0,1036,0,0,0,0,0
260.38,24,976,0.0200,1036,240,234,80,422,0,1036,0,0,0,0,0
261.78,24,976,0.0214,1036,240,234,80,422,0,1036,0,0,0,0,0
263.16,24,976,0.0238,1036,240,234,80,422,0,1036,0,0,0,0,0
264.56,24,976,0.0253,1036,240,234,80,422,0,1036,0,0,0,0,0
265.92,24,976,0.0268,1036,240,234,80,422,0,1036,0,0,0,0,0
267.31,24,976,0.0287,1036,240,234,81,421,0,1036,0,2,0,0,0
268.67,24,976,0.0286,1036,240,234,81,421,0,1036,0,0,0,0,0
270.07,24,976,0.0297,1036,240,234,81,421,0,1036,0,0,0,0,0
271.52,26,974,0.0267,1036,240,232,81,421,0,1036,0,0,0,0,0
272.93,26,974,0.0265,1036,240,232,81,421,0,1036,0,0,0,0,0
274.33,26,974,0.0254,1036,240,232,81,421,0,1036,0,0,0,0,0
275.72,26,974,0.0266,1036,240,232,81,421,0,1036,0,0,0,0,0
277.08,27,973,0.0258,1036,239,232,81,421,0,1036,0,0,0,0,0
278.50,27,973,0.0257,1036,239,232,81,421,0,1036,0,0,0,0,0
279.94,28,972,0.0255,1036,239,232,80,421,0,1036,0,0,0,0,0
281.31,28,972,0.0240,1036,239,232,80,421,0,1036,0,0,0,0,0
282.72,28,972,0.0249,1038,239,232,80,421,0,1038,0,0,0,0,0
284.09,29,971,0.0225,1038,239,232,80,420,0,1038,0,0,0,0,0
285.51,30,970,0.0213,1038,239,231,80,420,0,1038,0,0,0,0,0
286.91,30,970,0.0232,1038,239,231,80,420,0,1038,0,0,0,0,0
288.27,30,970,0.0223,1038,239,231,80,420,0,1038,0,0,0,0,0
289.63,32,968,0.0197,1038,239,231,79,419,0,1038,0,0,0,0,0
291.03,32,968,0.0240,1038,239,231,79,419,0,1038,0,0,0,0,0
292.43,32,968,0.0247,1038,239,231,79,419,0,1038,0,0,0,0,0
293.87,33,967,0.0257,1038,238,231,79,419,0,1038,0,0,2,0,0
295.31,34,966,0.0243,1038,237,231,79,419,0,1038,0,0,2,0,0
296.69,34,966,0.0249,1038,237,231,79,419,0,1038,0,0,2,0,0
298.12,35,965,0.0241,1038,237,231,79,418,0,1038,0,0,2,0,0
299.54,35,965,0.0226,1038,237,231,79,418,0,1038,0,0,0,0,0
300.91,35,965,0.0220,1038,237,231,79,418,0,1038,0,0,0,0,0
302.30,35,965,0.0222,1038,237,231,79,418,0,1038,0,0,0,2,0
303.65,35,965,0.0233,1038,237,231,79,418,0,1038,0,0,0,0,0
305.07,35,965,0.0230,1038,237,231,79,418,0,1038,0,0,0,0,0
306.46,35,965,0.0244,1038,237,231,79,418,0,1038,0,0,0,0,0
307.82,35,965,0.0239,1038,237,231,79,418,0,1038,0,0,0,0,0
309.18,35,965,0.0240,1038,237,231,79,418,0,1038,0,0,0,0,0
310.59,35,965,0.0248,1038,237,231,79,418,0,1038,0,0,0,0,0
311.94,35,965,0.0252,1038,237,231,79,418,0,1038,0,0,0,0,0
313.32,37,963,0.0217,1038,237,229,79,418,0,1038,0,0,0,0,0
314.75,37,963,0.0207,1038,237,229,79,418,0,1038,0,0,0,0,0
316.22,37,963,0.0226,1038,237,229,79,418,0,1038,0,0,2,0,0
317.58,37,963,0.0221,1038,237,229,79,418,0,1038,0,0,2,0,0
318.94,37,963,0.0236,1038,237,229,79,418,0,1038,0,0,2,0,0
320.34,38,962,0.0204,1038,236,229,79,418,0,1038,0,0,2,0,0
321.74,38,962,0.0222,1038,236,229,79,418,0,1038,0,0,2,0,0
323.09,38,962,0.0212,1038,236,229,79,418,0,1038,0,0,2,0,0
324.49,38,962,0.0224,1038,236,229,79,418,0,1038,0,0,4,0,0
325.89,39,961,0.0199,1038,236,229,78,418,0,1038,0,0,4,0,0
327.67,39,961,0.0207,1038,236,229,78,418,0,1038,0,0,4,0,0
329.02,39,961,0.0210,1038,236,229,78,418,0,1038,0,0,4,0,0
330.39,39,961,0.0202,1038,236,229,78,418,0,1038,0,0,2,0,2
331.74,39,961,0.0215,1038,236,229,78,418,0,1038,0,2,0,0,2
333.15,40,960,0.0199,1038,236,229,78,417,0,1038,0,2,0,2,2
334.43,40,960,0.0208,1038,236,229,78,417,0,1038,0,0,0,2,2
335.87,41,959,0.0204,1038,236,228,78,417,0,1038,0,0,0,0,2
337.29,41,959,0.0177,1038,236,228,78,417,0,1038,0,0,0,0,0
338.64,41,959,0.0179,1038,236,228,78,417,0,1038,0,0,0,0,0
340.00,41,959,0.0179,1038,236,228,78,417,0,1038,0,0,0,0,0
341.35,41,959,0.0206,1038,236,228,78,417,0,1038,0,0,0,0,0
342.72,42,958,0.0190,1038,236,227,78,417,0,1038,0,0,0,0,0
344.12,42,958,0.0169,1038,236,227,78,417,0,1038,0,0,0,0,0
345.51,43,957,0.0174,1038,236,226,78,417,0,1038,0,0,0,0,0
346.88,43,957,0.0184,1038,236,226,78,417,0,1038,0,0,0,0,0
348.25,43,957,0.0165,1038,236,226,78,417,0,1038,0,0,0,0,0
349.62,43,957,0.0168,1038,236,226,78,417,0,1038,0,0,0,0,0
351.00,43,957,0.0170,1038,236,226,78,417,0,1038,0,0,0,0,0
352.36,43,957,0.0174,1038,236,226,78,417,0,1038,0,0,0,0,0
353.71,43,957,0.0166,1038,236,226,78,417,0,1038,0,0,0,0,0
355.10,43,957,0.0171,1038,236,226,78,417,0,1038,0,0,0,0,0
356.46,43,957,0.0170,1038,236,226,78,417,0,1038,0,0,0,0,0
357.81,43,957,0.0166,1038,236,226,78,417,0,1038,0,0,0,0,0
359.19,43,957,0.0176,1038,236,226,78,417,0,1038,0,0,0,0,0
360.54,43,957,0.0177,1038,236,226,78,417,0,1038,0,0,0,0,0
361.89,43,957,0.0172,1038,236,226,78,417,0,1038,0,0,0,0,0
363.23,43,957,0.0178,1038,236,226,78,417,0,1038,0,0,0,0,0
364.59,45,955,0.0162,1038,236,225,77,417,0,1038,0,0,0,0,0
366.02,45,955,0.0153,1038,236,225,77,417,0,1038,0,0,0,0,0
367.59,45,955,0.0156,1038,236,225,77,417,0,1038,0,0,0,2,0
368.72,45,955,0.0160,1038,236,225,77,417,0,1038,0,0,0,2,0
370.10,45,955,0.0170,1038,236,225,77,417,0,1038,0,0,0,0,0
371.46,45,955,0.0167,1038,236,225,77,417,0,1038,0,0,0,0,0
372.80,45,955,0.0159,1038,236,225,77,417,0,1038,0,0,0,0,0
374.14,45,955,0.0155,1038,236,225,77,417,0,1038,0,0,0,0,0
375.44,45,955,0.0172,1038,236,225,77,417,0,1038,0,0,0,0,0
376.81,45,955,0.0164,1038,236,225,77,417,0,1038,0,0,0,0,0
378.14,45,955,0.0154,1038,236,225,77,417,0,1038,0,0,0,0,0
379.21,45,955,0.0142,1038,236,225,77,417,0,1038,0,0,0,0,0
380.59,45,955,0.0178,1038,236,225,77,417,0,1038,0,0,0,0,0
381.93,45,955,0.0172,1038,236,225,77,417,0,1038,0,0,2,0,0
383.29,45,955,0.0176,1038,236,225,77,417,0,1038,0,0,2,0,0
384.68,45,955,0.0182,1038,236,225,77,417,0,1038,0,0,2,0,0
386.04,45,955,0.0174,1038,236,225,78,416,0,1038,0,0,2,2,0
387.39,46,954,0.0172,1038,235,225,78,416,0,1038,0,0,2,2,0
388.76,46,954,0.0175,1038,235,225,78,416,0,1038,0,0,0,0,0
389.84,46,954,0.0188,1038,235,225,78,416,0,1038,0,0,0,0,0
391.22,46,954,0.0209,1038,235,225,78,416,0,1038,0,0,0,0,0
392.56,46,954,0.0181,1038,235,225,78,416,0,1038,0,0,0,0,0
393.90,46,954,0.0206,1038,235,225,78,416,0,1038,0,0,0,0,0
395.29,47,953,0.0210,1038,235,225,77,416,0,1038,0,0,0,0,0
396.64,47,953,0.0196,1038,235,225,77,416,0,1038,0,0,0,0,0
398.03,48,952,0.0195,1038,235,225,77,415,0,1038,0,0,0,0,0
399.41,48,952,0.0203,1038,235,225,77,415,0,1038,0,0,0,0,0
400.80,48,952,0.0203,1038,235,225,77,415,0,1038,0,0,0,0,0
402.18,49,951,0.0199,1038,235,224,77,415,0,1038,0,0,0,0,0
403.50,49,951,0.0191,1038,235,224,77,415,0,1038,0,0,0,0,0
404.84,49,951,0.0183,1038,235,224,77,415,0,1038,0,0,0,0,0
406.22,49,951,0.0191,1038,235,224,77,415,0,1038,0,0,0,0,0
407.57,49,951,0.0199,1038,235,224,77,415,0,1038,0,0,0,0,0
408.90,49,951,0.0205,1038,235,224,77,415,0,1038,0,0,0,0,0
410.26,49,951,0.0213,1038,235,224,77,415,0,1038,0,0,0,0,0
411.60,49,951,0.0209,1038,235,224,77,415,0,1038,0,0,0,0,0
412.94,49,951,0.0208,1038,235,224,78,414,0,1038,0,0,0,2,0
414.32,49,951,0.0224,1038,235,224,78,414,0,1038,0,0,0,2,0
415.68,49,951,0.0220,1038,235,224,78,414,0,1038,0,0,0,0,0
417.02,49,951,0.0236,1038,235,224,78,414,0,1038,0,0,0,0,0
418.35,50,950,0.0210,1038,235,224,77,414,0,1038,0,0,0,0,0
419.75,50,950,0.0209,1038,235,224,77,414,0,1038,0,0,0,0,0
421.16,50,950,0.0202,1038,235,224,77,414,0,1038,0,0,0,0,0
422.50,50,950,0.0204,1038,235,224,77,414,0,1038,0,0,0,0,0
423.85,51,949,0.0198,1038,235,224,77,413,0,1038,0,0,0,0,0
425.27,51,949,0.0192,1038,235,224,77,413,0,1038,0,0,0,0,0
426.61,51,949,0.0195,1038,235,224,77,413,0,1038,0,0,0,0,0
427.93,51,949,0.0190,1038,235,224,77,413,0,1038,0,0,0,0,0
429.27,51,949,0.0194,1038,235,224,77,413,0,1038,0,0,0,0,0
430.63,51,949,0.0187,1038,235,224,77,413,0,1038,0,0,0,0,0
431.97,51,949,0.0189,1038,235,224,78,412,0,1038,0,0,0,2,0
433.66,51,949,0.0214,1038,235,224,79,411,0,1038,0,0,0,4,0
435.00,51,949,0.0225,1038,235,224,79,411,0,1038,0,0,0,2,0
436.38,51,949,0.0241,1038,235,224,79,411,0,1038,0,0,0,0,0
437.70,51,949,0.0230,1038,235,224,79,411,0,1038,0,0,0,0,0
439.03,51,949,0.0257,1038,235,224,79,411,0,1038,0,0,0,0,0
440.40,51,949,0.0252,1038,235,224,79,411,0,1038,0,0,0,0,0
441.74,51,949,0.0260,1038,235,224,79,411,0,1038,0,0,0,0,0
443.08,51,949,0.0262,1038,235,224,79,411,0,1038,0,0,0,0,2
444.42,51,949,0.0256,1038,235,224,79,411,0,1038,0,0,0,0,2
446.18,52,948,0.0223,1038,235,224,78,411,0,1038,0,0,0,0,2
447.57,52,948,0.0230,1038,235,224,78,411,0,1038,0,0,0,0,2
448.90,52,948,0.0235,1038,235,224,78,411,0,1038,0,0,0,0,2
450.26,52,948,0.0247,1038,235,224,78,411,0,1038,0,0,0,0,0
451.59,52,948,0.0252,1038,235,224,78,411,0,1038,0,0,0,0,0
452.93,52,948,0.0240,1038,235,224,78,411,0,1038,0,0,0,0,0
454.26,52,948,0.0245,1038,235,224,78,411,0,1038,0,0,0,0,0
455.64,52,948,0.0241,1038,235,224,78,411,0,1038,0,0,0,0,0
456.97,52,948,0.0247,1038,235,224,78,411,0,1038,0,0,0,0,0
458.30,52,948,0.0262,1038,235,224,78,411,0,1038,0,0,0,0,0
459.63,52,948,0.0252,1038,235,224,78,411,0,1038,0,0,0,0,2
461.03,54,946,0.0227,1038,233,224,78,411,0,1038,0,0,0,0,2
462.40,54,946,0.0217,1038,233,224,78,411,0,1038,0,0,0,0,2
463.79,55,945,0.0207,1038,233,224,78,410,0,1038,0,0,0,2,2
465.18,56,944,0.0193,1038,233,224,77,410,0,1038,0,0,0,2,2
466.61,56,944,0.0203,1038,233,224,77,410,0,1038,0,0,0,0,0
468.04,56,944,0.0198,1038,233,224,77,410,0,1038,0,0,0,2,0
469.32,57,943,0.0189,1038,232,224,77,410,0,1038,0,0,0,2,0
470.75,57,943,0.0196,1038,232,224,77,410,0,1038,0,0,0,0,0
472.08,57,943,0.0185,1038,232,224,77,410,0,1038,0,0,0,0,0
473.36,57,943,0.0186,1038,232,224,77,410,0,1038,0,0,0,0,0
474.69,57,943,0.0179,1038,232,224,78,409,0,1038,0,0,2,2,0
476.11,57,943,0.0189,1038,232,224,78,409,0,1038,0,0,2,2,0
477.46,57,943,0.0187,1038,232,224,78,409,0,1038,0,0,2,0,0
478.82,57,943,0.0188,1038,232,224,78,409,0,1038,0,0,2,0,0
480.16,57,943,0.0191,1038,232,224,78,409,0,1038,0,0,2,0,0
481.50,57,943,0.0191,1038,232,224,78,409,0,1038,0,0,0,0,0
