Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Exit_Exit_Sub3,Exit_Exit_Sub2,Exit_Exit_Sub1,Exit_Exit_Sub_Main,Zone_ZoneSensor (1),Zone_ZoneSensor stair (4)_noSmartSign
0.00,0,1000,0.0000,1396,255,232,82,431,1396,0
1.46,0,1000,0.0000,1396,255,232,82,431,1396,0
2.85,0,1000,0.0000,1396,255,232,82,431,1396,0
4.27,0,1000,0.0000,1396,255,232,82,431,1396,0
5.70,0,1000,0.0015,1396,255,232,82,431,1396,0
7.15,0,1000,0.0010,1396,255,232,82,431,1396,0
8.57,0,1000,0.0007,1396,255,232,82,431,1396,0
9.99,0,1000,0.0014,1396,255,232,82,431,1396,0
11.41,0,1000,0.0015,1396,255,232,82,431,1396,0
12.41,0,1000,0.0015,1396,255,232,82,431,1396,0
13.57,0,1000,0.0028,1396,255,232,82,431,1396,0
14.99,0,1000,0.0031,1396,255,232,82,431,1396,0
16.46,0,1000,0.0035,1396,255,232,82,431,1396,0
17.51,0,1000,0.0030,1396,255,232,82,431,1396,0
18.94,0,1000,0.0046,1396,255,232,82,431,1396,0
20.36,0,1000,0.0046,1396,255,232,82,431,1396,0
21.80,0,1000,0.0046,1396,255,232,82,431,1396,0
23.23,0,1000,0.0045,1396,255,232,82,431,1396,0
24.64,0,1000,0.0049,1396,255,232,82,431,1396,0
26.06,0,1000,0.0048,1396,255,232,82,431,1396,0
27.31,0,1000,0.0048,1396,255,232,82,431,1396,0
28.75,0,1000,0.0052,1396,255,232,82,431,1396,0
30.17,0,1000,0.0043,1396,255,232,82,431,1396,0
31.60,0,1000,0.0049,1396,255,232,82,431,1396,0
32.60,0,1000,0.0049,1396,255,232,82,431,1396,0
34.01,0,1000,0.0047,1396,255,232,82,431,1396,0
35.43,0,1000,0.0055,1396,255,232,82,431,1396,0
36.86,0,1000,0.0067,1396,255,232,82,431,1396,0
37.87,0,1000,0.0059,1396,255,232,82,431,1396,0
39.32,0,1000,0.0062,1396,255,232,82,431,1396,0
40.74,0,1000,0.0076,1396,255,232,82,431,1396,0
42.19,0,1000,0.0080,1396,255,232,82,431,1396,0
43.62,0,1000,0.0085,1396,255,232,82,431,1396,0
45.05,0,1000,0.0100,1396,255,232,82,431,1396,0
46.48,0,1000,0.0096,1396,255,232,82,431,1396,0
47.92,0,1000,0.0096,1396,255,232,82,431,1396,0
49.35,0,1000,0.0098,1396,255,232,82,431,1396,0
50.85,0,1000,0.0104,1396,255,232,82,431,1396,0
52.21,0,1000,0.0087,1396,255,232,82,431,1396,0
53.64,0,1000,0.0088,1396,255,232,82,431,1396,0
55.05,0,1000,0.0102,1396,255,232,82,431,1396,0
56.47,0,1000,0.0104,1396,255,232,82,431,1396,0
57.92,0,1000,0.0115,1396,255,232,82,431,1396,0
59.34,0,1000,0.0126,1396,255,232,82,431,1396,0
60.80,0,1000,0.0136,1396,255,232,82,431,1396,0
62.15,0,1000,0.0137,1396,255,232,82,431,1396,0
63.58,0,1000,0.0150,1396,255,232,82,431,1396,0
64.99,0,1000,0.0161,1396,255,232,82,431,1396,0
66.41,0,1000,0.0153,1396,255,232,82,431,1396,0
67.59,0,1000,0.0157,1396,255,232,82,431,1396,0
69.00,0,1000,0.0166,1396,255,232,82,431,1396,0
70.41,0,1000,0.0167,1396,255,232,82,431,1396,0
71.84,0,1000,0.0166,1396,255,232,82,431,1396,0
73.26,0,1000,0.0169,1396,255,232,82,431,1396,0
74.66,0,1000,0.0176,1396,255,232,82,431,1396,0
76.43,0,1000,0.0165,1396,255,232,82,431,1396,0
77.88,0,1000,0.0167,1396,255,232,82,431,1396,0
79.31,1,999,0.0149,1396,255,232,82,430,1396,0
80.35,1,999,0.0153,1396,255,232,82,430,1396,0
81.64,1,999,0.0153,1396,255,232,82,430,1396,0
82.68,1,999,0.0154,1396,255,232,82,430,1396,0
84.13,1,999,0.0155,1396,255,232,82,430,1396,0
85.57,1,999,0.0163,1396,255,232,82,430,1396,0
86.98,1,999,0.0168,1396,255,232,82,430,1396,0
87.98,1,999,0.0168,1396,255,232,82,430,1396,0
89.42,1,999,0.0158,1396,255,232,82,430,1396,0
90.88,1,999,0.0165,1396,255,232,82,430,1396,0
91.88,1,999,0.0174,1396,255,232,82,430,1396,0
93.35,1,999,0.0180,1396,255,232,82,430,1396,0
94.76,1,999,0.0182,1396,255,232,82,430,1396,0
96.17,1,999,0.0195,1396,255,232,82,430,1396,0
97.63,1,999,0.0200,1396,255,232,82,430,1396,0
99.02,1,999,0.0209,1396,255,232,82,430,1396,0
100.44,2,998,0.0196,1396,255,232,82,429,1396,0
101.85,2,998,0.0198,1396,255,232,82,429,1396,0
102.89,2,998,0.0196,1396,255,232,82,429,1396,0
104.35,2,998,0.0193,1396,255,232,82,429,1396,0
105.76,2,998,0.0190,1396,255,232,82,429,1396,0
107.16,2,998,0.0191,1396,255,232,82,429,1396,0
108.21,2,998,0.0198,1396,255,232,82,429,1396,0
109.65,4,996,0.0172,1396,254,232,81,429,1396,0
110.66,4,996,0.0172,1396,254,232,81,429,1396,0
111.67,4,996,0.0174,1396,254,232,81,429,1396,0
113.12,4,996,0.0177,1396,254,232,81,429,1396,0
114.51,4,996,0.0163,1396,254,232,81,429,1396,0
115.91,5,995,0.0147,1396,253,232,81,429,1396,0
117.37,5,995,0.0168,1396,253,232,81,429,1396,0
118.38,5,995,0.0168,1396,253,232,81,429,1396,0
119.80,5,995,0.0179,1396,253,232,81,429,1396,0
121.19,5,995,0.0193,1396,253,232,81,429,1396,0
122.61,5,995,0.0183,1396,253,232,81,429,1396,0
124.03,5,995,0.0182,1396,253,232,81,429,1396,0
125.46,5,995,0.0194,1396,253,232,81,429,1396,0
126.90,5,995,0.0193,1396,253,232,81,429,1396,0
128.32,5,995,0.0200,1396,253,232,81,429,1396,0
129.72,5,995,0.0192,1396,253,232,81,429,1396,0
131.13,5,995,0.0192,1396,253,232,81,429,1396,0
132.57,6,994,0.0179,1398,252,232,81,429,1398,0
134.03,8,992,0.0151,1398,251,232,81,428,1398,0
135.49,8,992,0.0147,1398,251,232,81,428,1398,0
136.91,8,992,0.0147,1398,251,232,81,428,1398,0
138.36,9,991,0.0128,1398,251,232,81,427,1398,0
139.80,9,991,0.0135,1398,251,232,81,427,1398,0
141.26,10,990,0.0119,1398,251,231,81,427,1398,0
142.73,10,990,0.0122,1398,251,231,81,427,1398,0
144.18,10,990,0.0119,1398,251,231,81,427,1398,0
145.59,10,990,0.0134,1398,251,231,81,427,1398,0
147.00,12,988,0.0103,1398,251,230,81,426,1398,0
148.00,12,988,0.0106,1398,251,230,81,426,1398,0
149.36,12,988,0.0100,1398,251,230,81,426,1398,0
150.77,12,988,0.0103,1398,251,230,81,426,1398,0
152.19,12,988,0.0103,1398,251,230,81,426,1398,0
153.62,12,988,0.0103,1398,251,230,81,426,1398,0
155.05,12,988,0.0105,1398,251,230,81,426,1398,0
156.44,12,988,0.0106,1398,251,230,81,426,1398,0
157.86,12,988,0.0121,1398,251,230,81,426,1398,0
159.28,12,988,0.0110,1398,251,230,81,426,1398,0
160.69,12,988,0.0130,1398,251,230,81,426,1398,0
162.09,12,988,0.0131,1398,251,230,81,426,1398,0
163.39,12,988,0.0131,1398,251,230,81,426,1398,0
164.79,12,988,0.0132,1398,251,230,81,426,1398,0
166.19,12,988,0.0118,1398,251,230,81,426,1398,0
167.63,13,987,0.0108,1398,251,230,80,426,1398,0
169.06,13,987,0.0111,1398,251,230,80,426,1398,0
170.06,14,986,0.0098,1398,251,229,80,426,1398,0
171.53,14,986,0.0104,1398,251,229,80,426,1398,0
172.94,14,986,0.0106,1398,251,229,80,426,1398,0
174.24,14,986,0.0107,1398,251,229,80,426,1398,0
175.65,14,986,0.0103,1398,251,229,80,426,1398,0
177.06,14,986,0.0106,1398,251,229,80,426,1398,0
178.49,14,986,0.0103,1398,251,229,80,426,1398,0
179.90,14,986,0.0104,1398,251,229,80,426,1398,0
181.28,14,986,0.0115,1398,251,229,80,426,1398,0
182.69,14,986,0.0112,1398,251,229,80,426,1398,0
184.09,14,986,0.0119,1398,251,229,80,426,1398,0
185.51,14,986,0.0128,1398,251,229,80,426,1398,0
187.13,14,986,0.0133,1398,251,229,80,426,1398,0
188.55,14,986,0.0131,1398,251,229,80,426,1398,0
189.95,14,986,0.0129,1398,251,229,80,426,1398,0
191.37,14,986,0.0139,1398,251,229,80,426,1398,0
192.84,15,985,0.0124,1398,250,229,80,426,1398,0
194.23,15,985,0.0123,1398,250,229,80,426,1398,0
195.68,15,985,0.0121,1398,250,229,80,426,1398,0
197.09,15,985,0.0122,1398,250,229,80,426,1398,0
198.10,15,985,0.0119,1398,250,229,80,426,1398,0
199.50,15,985,0.0119,1398,250,229,80,426,1398,0
200.93,16,984,0.0107,1398,250,229,80,425,1398,0
202.34,16,984,0.0107,1398,250,229,80,425,1398,0
203.35,16,984,0.0107,1398,250,229,80,425,1398,0
204.73,16,984,0.0118,1398,250,229,80,425,1398,0
206.15,16,984,0.0121,1398,250,229,80,425,1398,0
207.55,16,984,0.0108,1398,250,229,80,425,1398,0
208.99,16,984,0.0117,1398,250,229,80,425,1398,0
210.37,16,984,0.0131,1398,250,229,80,425,1398,0
211.78,16,984,0.0127,1398,250,229,80,425,1398,0
213.21,16,984,0.0126,1398,250,229,80,425,1398,0
214.64,16,984,0.0123,1398,250,229,80,425,1398,0
216.03,16,984,0.0129,1398,250,229,80,425,1398,0
217.63,16,984,0.0120,1398,250,229,80,425,1398,0
219.07,16,984,0.0132,1398,250,229,80,425,1398,0
220.45,16,984,0.0125,1398,250,229,80,425,1398,0
221.86,17,983,0.0118,1398,250,229,80,424,1398,0
223.28,17,983,0.0102,1398,250,229,80,424,1398,0
224.72,17,983,0.0123,1398,250,229,80,424,1398,0
226.11,17,983,0.0127,1398,250,229,80,424,1398,0
227.51,17,983,0.0123,1398,250,229,80,424,1398,0
228.92,17,983,0.0120,1398,250,229,80,424,1398,0
230.31,17,983,0.0123,1398,250,229,80,424,1398,0
231.72,17,983,0.0125,1398,250,229,80,424,1398,0
233.15,17,983,0.0123,1398,250,229,80,424,1398,0
234.56,17,983,0.0125,1398,250,229,80,424,1398,0
235.58,18,982,0.0107,1398,249,229,80,424,1398,0
237.40,18,982,0.0111,1398,249,229,80,424,1398,0
238.40,18,982,0.0115,1398,249,229,80,424,1398,0
239.80,18,982,0.0112,1398,249,229,80,424,1398,0
241.18,18,982,0.0111,1398,249,229,80,424,1398,0
242.61,19,981,0.0096,1398,249,229,80,423,1398,0
244.08,19,981,0.0100,1398,249,229,80,423,1398,0
245.51,19,981,0.0116,1398,249,229,80,423,1398,0
246.87,19,981,0.0116,1398,249,229,80,423,1398,0
248.31,19,981,0.0115,1398,249,229,80,423,1398,0
249.72,19,981,0.0114,1398,249,229,80,423,1398,0
251.12,19,981,0.0140,1398,249,229,80,423,1398,0
252.52,20,980,0.0166,1398,249,229,80,422,1398,0
253.98,20,980,0.0164,1398,249,229,80,422,1398,0
255.38,20,980,0.0174,1398,249,229,80,422,1398,0
256.77,20,980,0.0178,1398,249,229,80,422,1398,0
258.22,20,980,0.0172,1398,249,229,80,422,1398,0
259.61,20,980,0.0173,1398,249,229,80,422,1398,0
261.01,20,980,0.0170,1398,249,229,80,422,1398,0
262.40,20,980,0.0183,1398,249,229,80,422,1398,0
263.82,20,980,0.0174,1398,249,229,80,422,1398,0
265.22,21,979,0.0162,1398,248,229,80,422,1398,0
266.64,21,979,0.0159,1398,248,229,80,422,1398,0
268.10,21,979,0.0157,1398,248,229,80,422,1398,0
269.50,21,979,0.0164,1398,248,229,80,422,1398,0
270.88,21,979,0.0155,1398,248,229,80,422,1398,0
272.29,21,979,0.0177,1398,248,229,80,422,1398,0
273.70,21,979,0.0169,1398,248,229,80,422,1398,0
275.08,21,979,0.0175,1398,248,229,80,422,1398,0
276.48,21,979,0.0174,1398,248,229,80,422,1398,0
277.86,23,977,0.0139,1398,248,229,79,421,1398,0
279.33,23,977,0.0142,1398,248,229,79,421,1398,0
280.34,24,976,0.0133,1398,248,229,79,420,1398,0
281.75,25,975,0.0129,1398,248,229,79,419,1398,0
283.19,25,975,0.0124,1398,248,229,79,419,1398,0
284.63,26,974,0.0115,1398,247,229,79,419,1398,0
285.64,26,974,0.0116,1398,247,229,79,419,1398,0
287.03,26,974,0.0123,1398,247,229,79,419,1398,0
288.43,26,974,0.0131,1398,247,229,79,419,1398,0
289.82,26,974,0.0153,1398,247,229,79,419,1398,0
291.20,26,974,0.0145,1398,247,229,79,419,1398,0
292.59,26,974,0.0139,1398,247,229,79,419,1398,0
294.00,26,974,0.0143,1398,247,229,79,419,1398,0
295.31,26,974,0.0137,1398,247,229,79,419,1398,0
296.68,26,974,0.0144,1398,247,229,79,419,1398,0
298.09,26,974,0.0145,1398,247,229,79,419,1398,0
299.47,26,974,0.0141,1398,247,229,79,419,1398,0
300.88,26,974,0.0147,1398,247,229,79,419,1398,0
302.30,26,974,0.0153,1398,247,229,79,419,1398,0
304.06,26,974,0.0142,1398,247,229,79,419,1398,0
305.44,27,973,0.0131,1398,247,228,79,419,1398,0
306.88,27,973,0.0124,1398,247,228,79,419,1398,0
308.30,27,973,0.0132,1398,247,228,79,419,1398,0
309.70,27,973,0.0141,1398,247,228,79,419,1398,0
311.11,27,973,0.0141,1398,247,228,79,419,1398,0
312.52,27,973,0.0142,1398,247,228,79,419,1398,0
313.93,27,973,0.0139,1398,247,228,79,419,1398,0
315.31,27,973,0.0144,1400,247,228,79,419,1400,0
316.70,28,972,0.0125,1400,247,228,79,418,1400,0
318.13,28,972,0.0120,1400,247,228,79,418,1400,0
319.52,28,972,0.0125,1400,247,228,79,418,1400,0
320.92,28,972,0.0124,1400,247,228,79,418,1400,0
322.32,28,972,0.0141,1400,247,228,79,418,1400,0
323.33,29,971,0.0127,1400,247,228,79,417,1400,0
324.72,29,971,0.0127,1400,247,228,79,417,1400,0
326.15,29,971,0.0134,1400,247,228,79,417,1400,0
327.52,29,971,0.0129,1400,247,228,79,417,1400,0
328.92,29,971,0.0130,1400,247,228,79,417,1400,0
330.30,29,971,0.0125,1400,247,228,79,417,1400,0
331.71,29,971,0.0126,1400,247,228,79,417,1400,0
333.13,29,971,0.0132,1400,247,228,79,417,1400,0
334.51,29,971,0.0121,1400,247,228,79,417,1400,0
335.91,29,971,0.0124,1400,247,228,79,417,1400,0
337.28,29,971,0.0122,1400,247,228,79,417,1400,0
338.68,29,971,0.0127,1400,247,228,79,417,1400,0
340.05,29,971,0.0135,1400,247,228,79,417,1400,0
341.47,29,971,0.0147,1400,247,228,79,417,1400,0
342.85,29,971,0.0145,1400,247,228,79,417,1400,0
344.28,29,971,0.0135,1400,247,228,79,417,1400,0
345.69,29,971,0.0140,1400,247,228,79,417,1400,0
347.09,29,971,0.0146,1400,247,228,79,417,1400,0
348.48,29,971,0.0149,1400,247,228,79,417,1400,0
349.87,29,971,0.0140,1400,247,228,79,417,1400,0
351.25,29,971,0.0140,1400,247,228,79,417,1400,0
352.62,29,971,0.0144,1400,247,228,79,417,1400,0
353.92,29,971,0.0146,1400,247,228,79,417,1400,0
355.32,29,971,0.0175,1400,247,228,79,417,1400,0
356.69,29,971,0.0209,1400,247,228,79,417,1400,0
358.07,29,971,0.0210,1400,247,228,79,417,1400,0
359.50,30,970,0.0187,1402,247,228,79,416,1402,0
360.93,30,970,0.0198,1402,247,228,79,416,1402,0
362.32,31,969,0.0188,1402,247,227,79,416,1402,0
363.72,31,969,0.0181,1402,247,227,79,416,1402,0
365.15,31,969,0.0172,1402,247,227,79,416,1402,0
366.55,31,969,0.0161,1402,247,227,79,416,1402,0
367.96,31,969,0.0166,1402,247,227,79,416,1402,0
369.38,31,969,0.0174,1402,247,227,79,416,1402,0
370.76,31,969,0.0195,1402,247,227,79,416,1402,0
372.13,31,969,0.0217,1402,247,227,79,416,1402,0
373.58,32,968,0.0204,1402,247,227,79,415,1402,0
375.00,32,968,0.0210,1402,247,227,79,415,1402,0
376.37,33,967,0.0183,1402,247,226,79,415,1402,0
377.81,33,967,0.0205,1402,247,226,79,415,1402,0
379.22,33,967,0.0196,1404,247,226,79,415,1404,0
380.59,35,965,0.0157,1404,247,226,78,414,1404,0
382.02,35,965,0.0153,1404,247,226,78,414,1404,0
383.45,35,965,0.0162,1404,247,226,78,414,1404,0
384.81,35,965,0.0161,1404,247,226,78,414,1404,0
386.18,36,964,0.0139,1404,247,226,78,413,1404,0
387.54,36,964,0.0145,1404,247,226,78,413,1404,0
388.58,36,964,0.0123,1404,247,226,78,413,1404,0
390.01,37,963,0.0125,1404,246,226,78,413,1404,0
391.38,37,963,0.0145,1404,246,226,78,413,1404,0
392.80,38,962,0.0114,1404,245,226,78,413,1404,0
394.26,39,961,0.0108,1404,244,226,78,413,1404,0
395.66,39,961,0.0108,1404,244,226,78,413,1404,0
397.05,39,961,0.0107,1404,244,226,78,413,1404,0
398.43,39,961,0.0116,1404,244,226,78,413,1404,0
399.80,39,961,0.0110,1404,244,226,78,413,1404,0
401.18,39,961,0.0115,1404,244,226,78,413,1404,0
402.55,39,961,0.0125,1404,244,226,78,413,1404,0
403.94,39,961,0.0113,1404,244,226,78,413,1404,0
405.31,39,961,0.0127,1404,244,226,78,413,1404,0
406.67,39,961,0.0127,1404,244,226,78,413,1404,0
408.38,39,961,0.0125,1404,244,226,78,413,1404,0
409.76,39,961,0.0125,1404,244,226,78,413,1404,0
411.16,39,961,0.0124,1404,244,226,78,413,1404,0
412.54,39,961,0.0122,1404,244,226,78,413,1404,0
413.94,39,961,0.0125,1404,244,226,78,413,1404,0
415.30,39,961,0.0119,1404,244,226,78,413,1404,0
416.95,39,961,0.0117,1404,244,226,78,413,1404,0
418.32,39,961,0.0122,1404,244,226,78,413,1404,0
419.68,39,961,0.0122,1404,244,226,78,413,1404,0
421.03,39,961,0.0124,1404,244,226,78,413,1404,0
422.40,39,961,0.0131,1404,244,226,78,413,1404,0
423.79,39,961,0.0130,1404,244,226,78,413,1404,0
425.15,39,961,0.0172,1404,244,226,78,413,1404,0
426.50,39,961,0.0166,1404,244,226,78,413,1404,0
427.89,39,961,0.0165,1404,244,226,78,413,1404,0
429.29,39,961,0.0166,1404,244,226,78,413,1404,0
430.66,39,961,0.0172,1404,244,226,78,413,1404,0
432.04,39,961,0.0161,1404,244,226,78,413,1404,0
433.47,39,961,0.0165,1404,244,226,78,413,1404,0
434.84,39,961,0.0159,1404,244,226,78,413,1404,0
436.21,39,961,0.0181,1404,244,226,78,413,1404,0
437.57,39,961,0.0197,1404,244,226,78,413,1404,0
438.96,39,961,0.0198,1404,244,226,78,413,1404,0
440.31,39,961,0.0208,1404,244,226,78,413,1404,0
441.69,39,961,0.0204,1404,244,226,78,413,1404,0
443.04,39,961,0.0213,1404,244,226,78,413,1404,0
444.41,39,961,0.0216,1404,244,226,78,413,1404,0
445.81,39,961,0.0219,1404,244,226,78,413,1404,0
447.16,40,960,0.0201,1404,244,226,78,412,1404,0
448.39,40,960,0.0205,1404,244,226,78,412,1404,0
449.41,40,960,0.0201,1404,244,226,78,412,1404,0
450.82,40,960,0.0199,1406,244,226,78,412,1406,0
452.20,41,959,0.0186,1406,244,226,78,411,1406,0
453.63,41,959,0.0192,1406,244,226,78,411,1406,0
455.29,41,959,0.0178,1406,244,226,78,411,1406,0
456.69,41,959,0.0188,1406,244,226,78,411,1406,0
458.04,41,959,0.0181,1406,244,226,78,411,1406,0
459.07,41,959,0.0184,1406,244,226,78,411,1406,0
460.11,41,959,0.0179,1406,244,226,78,411,1406,0
461.47,41,959,0.0179,1406,244,226,78,411,1406,0
462.84,41,959,0.0202,1406,244,226,78,411,1406,0
464.28,41,959,0.0191,1406,244,226,78,411,1406,0
465.63,41,959,0.0215,1408,244,226,78,411,1408,0
467.00,43,957,0.0185,1408,244,226,78,409,1408,0
468.41,43,957,0.0194,1408,244,226,78,409,1408,0
469.86,43,957,0.0196,1408,244,226,78,409,1408,0
471.24,43,957,0.0194,1408,244,226,78,409,1408,0
472.60,43,957,0.0183,1408,244,226,78,409,1408,0
473.99,43,957,0.0179,1408,244,226,78,409,1408,0
475.37,43,957,0.0181,1408,244,226,78,409,1408,0
476.66,43,957,0.0179,1408,244,226,78,409,1408,0
478.03,44,956,0.0183,1410,244,226,78,408,1410,0
479.47,44,956,0.0181,1410,244,226,78,408,1410,0
480.84,44,956,0.0181,1410,244,226,78,408,1410,0
482.19,44,956,0.0185,1410,244,226,78,408,1410,0
483.55,44,956,0.0200,1410,244,226,78,408,1410,0
484.95,44,956,0.0212,1410,244,226,78,408,1410,0
486.31,45,955,0.0203,1410,244,226,78,407,1410,0
487.67,46,954,0.0191,1410,244,226,78,406,1410,0
489.12,46,954,0.0197,1410,244,226,78,406,1410,0
490.44,46,954,0.0209,1410,244,226,78,406,1410,0
491.81,47,953,0.0189,1410,244,225,78,406,1410,0
493.16,47,953,0.0196,1410,244,225,78,406,1410,0
494.58,47,953,0.0198,1410,244,225,78,406,1410,0
495.96,47,953,0.0197,1410,244,225,78,406,1410,0
497.31,47,953,0.0191,1410,244,225,78,406,1410,0
498.71,47,953,0.0199,1410,244,225,78,406,1410,0
500.13,47,953,0.0197,1410,244,225,78,406,1410,0
501.50,47,953,0.0197,1410,244,225,78,406,1410,0
502.85,47,953,0.0199,1410,244,225,78,406,1410,0
504.12,48,952,0.0231,1410,243,225,78,406,1410,0
505.54,48,952,0.0223,1410,243,225,78,406,1410,0
506.89,48,952,0.0209,1410,243,225,78,406,1410,0
508.36,48,952,0.0200,1410,243,225,78,406,1410,0
509.51,49,951,0.0187,1410,243,225,78,405,1410,0
510.95,49,951,0.0189,1410,243,225,78,405,1410,0
512.30,49,951,0.0180,1410,243,225,78,405,1410,0
513.65,49,951,0.0202,1410,243,225,78,405,1410,0
515.06,49,951,0.0184,1410,243,225,78,405,1410,0
516.42,50,950,0.0172,1410,243,225,78,404,1410,0
517.84,50,950,0.0179,1410,243,225,78,404,1410,0
519.27,50,950,0.0166,1410,243,225,78,404,1410,0
520.70,50,950,0.0171,1410,243,225,78,404,1410,0
522.07,50,950,0.0165,1410,243,225,78,404,1410,0
523.41,50,950,0.0187,1410,243,225,78,404,1410,0
524.79,50,950,0.0184,1410,243,225,78,404,1410,0
526.15,51,949,0.0180,1410,243,224,78,404,1410,2
527.57,51,949,0.0189,1410,243,224,78,404,1410,2
528.94,51,949,0.0192,1410,243,224,78,404,1410,2
530.35,52,948,0.0200,1410,243,224,78,403,1410,2
531.55,52,948,0.0195,1410,243,224,78,403,1410,0
532.90,52,948,0.0208,1412,243,224,78,403,1412,0
534.26,53,947,0.0202,1412,243,224,78,402,1412,0
535.64,53,947,0.0191,1412,243,224,78,402,1412,0
537.05,53,947,0.0215,1412,243,224,78,402,1412,0
538.39,53,947,0.0218,1412,243,224,78,402,1412,0
539.52,53,947,0.0237,1412,243,224,78,402,1412,0
540.88,53,947,0.0232,1412,243,224,78,402,1412,0
542.26,53,947,0.0230,1412,243,224,78,402,1412,0
543.66,54,946,0.0205,1412,243,224,78,401,1412,0
544.80,54,946,0.0197,1412,243,224,78,401,1412,0
546.16,54,946,0.0202,1412,243,224,78,401,1412,0
547.51,54,946,0.0198,1412,243,224,78,401,1412,0
548.86,54,946,0.0195,1412,243,224,78,401,1412,0
550.55,54,946,0.0200,1412,243,224,78,401,1412,0
551.91,55,945,0.0187,1412,242,224,78,401,1412,0
553.30,55,945,0.0192,1412,242,224,78,401,1412,0
554.67,55,945,0.0194,1412,242,224,78,401,1412,0
556.03,55,945,0.0196,1412,242,224,78,401,1412,0
557.37,55,945,0.0199,1412,242,224,78,401,1412,0
558.62,56,944,0.0180,1412,242,224,78,400,1412,0
559.98,56,944,0.0196,1412,242,224,78,400,1412,0
561.39,56,944,0.0193,1412,242,224,78,400,1412,0
562.74,56,944,0.0198,1412,242,224,78,400,1412,0
564.12,56,944,0.0207,1412,242,224,78,400,1412,0
565.53,56,944,0.0198,1412,242,224,78,400,1412,0
566.86,56,944,0.0198,1412,242,224,78,400,1412,0
568.11,56,944,0.0190,1412,242,224,78,400,1412,0
569.46,56,944,0.0209,1412,242,224,78,400,1412,0
570.81,56,944,0.0204,1412,242,224,78,400,1412,0
572.16,56,944,0.0215,1412,242,224,78,400,1412,0
573.52,56,944,0.0223,1412,242,224,78,400,1412,0
574.90,56,944,0.0216,1412,242,224,78,400,1412,0
576.25,56,944,0.0213,1412,242,224,78,400,1412,0
577.60,56,944,0.0214,1412,242,224,78,400,1412,0
578.94,56,944,0.0209,1412,242,224,78,400,1412,0
580.35,56,944,0.0210,1412,242,224,78,400,1412,0
581.75,56,944,0.0216,1412,242,224,78,400,1412,0
583.09,56,944,0.0216,1412,242,224,78,400,1412,0
584.46,56,944,0.0210,1412,242,224,78,400,1412,0
585.85,56,944,0.0208,1412,242,224,78,400,1412,0
587.23,56,944,0.0216,1412,242,224,78,400,1412,0
588.57,56,944,0.0213,1414,242,224,78,400,1414,0
590.31,57,943,0.0197,1414,242,224,78,399,1414,0
591.70,57,943,0.0222,1414,242,224,78,399,1414,0
593.07,57,943,0.0215,1414,242,224,78,399,1414,0
594.46,60,940,0.0164,1414,241,224,77,398,1414,0
595.85,60,940,0.0179,1414,241,224,77,398,1414,0
597.21,61,939,0.0153,1414,241,223,77,398,1414,0
598.55,61,939,0.0151,1414,241,223,77,398,1414,0
599.78,61,939,0.0154,1414,241,223,77,398,1414,0
601.12,62,938,0.0148,1414,241,223,77,397,1414,0
602.50,62,938,0.0137,1414,241,223,77,397,1414,0
603.86,62,938,0.0151,1414,241,223,77,397,1414,0
605.25,63,937,0.0135,1414,240,223,77,397,1414,0
606.63,63,937,0.0135,1414,240,223,77,397,1414,0
608.01,63,937,0.0129,1414,240,223,77,397,1414,0
609.40,63,937,0.0123,1414,240,223,77,397,1414,0
610.75,63,937,0.0136,1414,240,223,77,397,1414,0
612.10,63,937,0.0148,1414,240,223,77,397,1414,0
613.25,63,937,0.0145,1414,240,223,77,397,1414,0
614.60,63,937,0.0167,1414,240,223,77,397,1414,2
615.94,63,937,0.0165,1414,240,223,77,397,1414,2
617.30,63,937,0.0183,1414,240,223,77,397,1414,2
618.63,63,937,0.0196,1414,240,223,77,397,1414,2
620.01,63,937,0.0182,1414,240,223,77,397,1414,0
621.34,63,937,0.0180,1414,240,223,77,397,1414,0
622.69,64,936,0.0170,1414,240,223,77,396,1414,0
624.08,64,936,0.0166,1414,240,223,77,396,1414,0
625.47,64,936,0.0166,1414,240,223,77,396,1414,0
626.81,64,936,0.0165,1414,240,223,77,396,1414,0
628.14,64,936,0.0164,1414,240,223,77,396,1414,0
629.51,64,936,0.0162,1414,240,223,77,396,1414,0
630.88,64,936,0.0182,1414,240,223,77,396,1414,0
632.22,64,936,0.0182,1414,240,223,77,396,1414,0
633.58,64,936,0.0202,1414,240,223,77,396,1414,0
634.95,64,936,0.0196,1414,240,223,77,396,1414,0
636.29,64,936,0.0199,1414,240,223,77,396,1414,0
637.63,64,936,0.0201,1414,240,223,77,396,1414,0
638.97,64,936,0.0201,1414,240,223,77,396,1414,0
640.38,64,936,0.0203,1414,240,223,77,396,1414,0
641.73,65,935,0.0201,1414,239,223,77,396,1414,0
643.06,65,935,0.0230,1414,239,223,77,396,1414,0
644.48,65,935,0.0235,1414,239,223,77,396,1414,0
645.70,65,935,0.0235,1414,239,223,77,396,1414,0
647.04,66,934,0.0218,1414,239,223,77,395,1414,0
648.40,66,934,0.0222,1414,239,223,77,395,1414,0
649.80,66,934,0.0217,1414,239,223,77,395,1414,0
651.14,66,934,0.0219,1414,239,223,77,395,1414,0
652.51,66,934,0.0215,1414,239,223,77,395,1414,0
653.88,66,934,0.0251,1414,239,223,77,395,1414,0
