Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Seed,ActiveSigns,Exit_Exit_Sub3,Exit_Exit_Sub2,Exit_Exit_Sub1,Exit_Exit_Sub_Main,Zone_ZoneSensor stair (4)_noSmartSign,Zone_ZoneSensor (1)
1227.31,577,423,0.1739,0,0,0,123,110,38,152,0,0
1228.37,577,423,0.1716,0,0,0,123,110,38,152,0,0
1229.4,578,422,0.171,2,0,0,123,110,38,151,0,2
1230.47,579,421,0.181,0,0,0,123,110,38,150,0,0
1231.49,579,421,0.1898,0,0,0,123,110,38,150,0,0
1232.56,582,418,0.1764,0,0,0,121,110,38,149,0,0
1233.6,582,418,0.1835,0,0,0,121,110,38,149,0,0
1234.62,582,418,0.1816,0,0,0,121,110,38,149,0,0
1235.68,582,418,0.1868,0,0,0,121,110,38,149,0,0
1236.72,584,416,0.1755,0,0,0,121,110,37,148,0,0
1237.73,584,416,0.1773,0,0,0,121,110,37,148,0,0
1238.75,585,415,0.1837,0,0,0,121,110,37,147,0,0
1239.8,585,415,0.1845,0,0,0,121,110,37,147,0,0
1240.9,587,413,0.1993,0,0,0,119,110,37,147,0,0
1241.94,587,413,0.1975,2,0,0,119,110,37,147,0,2
1242.95,588,412,0.1977,2,0,0,118,110,37,147,0,2
1244.04,588,412,0.2025,4,0,0,118,110,37,147,0,4
1245.11,589,411,0.2053,2,0,0,118,110,37,146,0,2
1246.15,589,411,0.2033,0,0,0,118,110,37,146,0,0
1247.16,589,411,0.2008,0,0,0,118,110,37,146,0,0
1248.2,592,408,0.1896,0,0,0,117,109,37,145,0,0
1249.2,592,408,0.1966,0,0,0,117,109,37,145,0,0
1250.56,595,405,0.1849,0,0,0,116,108,37,144,0,0
1251.66,596,404,0.1806,0,0,0,116,108,36,144,0,0
1252.73,597,403,0.1784,0,0,0,115,108,36,144,0,0
1253.78,597,403,0.1868,0,0,0,115,108,36,144,0,0
1254.84,598,402,0.1946,0,0,0,115,107,36,144,0,0
1255.86,599,401,0.1947,0,0,0,114,107,36,144,0,0
1256.86,600,400,0.1908,0,0,0,114,107,35,144,0,0
1257.93,600,400,0.1898,0,0,0,114,107,35,144,0,0
1258.96,600,400,0.1897,0,0,0,114,107,35,144,0,0
1260.03,600,400,0.198,0,0,0,114,107,35,144,0,0
1261.04,600,400,0.1983,2,0,0,114,107,35,144,0,2
1262.04,601,399,0.2003,0,0,0,114,107,35,143,0,0
1263.04,603,397,0.1928,0,0,0,113,107,35,142,0,0
1264.09,605,395,0.1836,0,0,0,111,107,35,142,0,0
1265.09,605,395,0.184,0,0,0,111,107,35,142,0,0
1266.12,605,395,0.1973,2,0,0,111,107,35,142,2,0
1267.15,605,395,0.1897,2,0,0,111,107,35,142,2,0
1268.21,607,393,0.1894,2,0,0,111,105,35,142,2,0
1269.29,607,393,0.1946,0,0,0,111,105,35,142,0,0
1270.32,608,392,0.2035,2,0,0,111,104,35,142,2,2
1271.4,608,392,0.2126,2,0,0,111,104,35,142,2,2
1272.45,608,392,0.2246,2,0,0,111,104,35,142,2,2
1273.48,609,391,0.2215,2,0,0,111,104,34,142,2,0
1274.55,609,391,0.2233,2,0,0,111,104,34,142,2,0
1275.56,609,391,0.2194,2,0,0,111,104,34,142,2,0
1276.64,610,390,0.2259,0,0,0,111,103,34,142,0,0
1277.72,610,390,0.2313,0,0,0,111,103,34,142,0,0
1278.81,611,389,0.2255,0,0,0,111,103,33,142,0,0
1279.84,611,389,0.2256,0,0,0,111,103,33,142,0,0
1280.88,611,389,0.2329,0,0,0,111,103,33,142,0,0
1281.92,611,389,0.2315,0,0,0,111,103,33,142,0,0
1282.92,611,389,0.2334,0,0,0,111,103,33,142,0,0
1283.95,612,388,0.2253,0,0,0,111,102,33,142,0,0
1284.97,612,388,0.2307,2,0,0,111,102,33,142,2,0
1285.99,612,388,0.2295,2,0,0,111,102,33,142,2,0
1287.02,615,385,0.223,2,0,0,109,102,33,141,2,0
1288.09,616,384,0.2128,2,0,0,109,102,33,140,2,2
1289.11,617,383,0.2175,2,0,0,109,102,33,139,2,0
1290.14,617,383,0.2289,2,0,0,109,102,33,139,2,0
1291.21,618,382,0.228,2,0,0,108,102,33,139,2,0
1292.26,618,382,0.2291,0,0,0,108,102,33,139,0,0
1293.27,618,382,0.2386,0,0,0,108,102,33,139,0,0
1294.32,618,382,0.2343,0,0,0,108,102,33,139,0,0
1295.39,621,379,0.22,0,0,0,108,101,32,138,0,0
1296.42,621,379,0.2184,0,0,0,108,101,32,138,0,0
1297.43,622,378,0.2214,0,0,0,108,101,32,137,0,0
1298.48,622,378,0.2319,0,0,0,108,101,32,137,0,0
1299.51,626,374,0.22,0,0,0,107,100,31,136,0,0
1300.51,626,374,0.2188,0,0,0,107,100,31,136,0,0
1301.55,628,372,0.2107,0,0,0,107,100,31,134,0,0
1302.57,629,371,0.2188,0,0,0,107,100,31,133,0,0
1303.59,630,370,0.225,0,0,0,107,99,31,133,0,0
1304.59,630,370,0.226,0,0,0,107,99,31,133,0,0
1305.61,631,369,0.2182,0,0,0,106,99,31,133,0,0
1306.68,632,368,0.2121,0,0,0,105,99,31,133,0,0
1307.74,634,366,0.2051,0,0,0,103,99,31,133,0,0
1308.8,635,365,0.2107,0,0,0,102,99,31,133,0,0
1309.85,636,364,0.2073,0,0,0,101,99,31,133,0,0
1310.88,636,364,0.2068,0,0,0,101,99,31,133,0,0
1311.93,636,364,0.2069,0,0,0,101,99,31,133,0,0
1313,636,364,0.2166,0,0,0,101,99,31,133,0,0
1314,636,364,0.2188,0,0,0,101,99,31,133,0,0
1315.08,636,364,0.2151,0,0,0,101,99,31,133,0,0
1316.15,636,364,0.2147,0,0,0,101,99,31,133,0,0
1317.2,636,364,0.224,0,0,0,101,99,31,133,0,0
1318.26,638,362,0.2251,0,0,0,101,98,31,132,0,0
1319.33,638,362,0.2284,0,0,0,101,98,31,132,0,0
1320.41,639,361,0.2455,0,0,0,101,98,31,131,0,0
1321.47,639,361,0.2578,0,0,0,101,98,31,131,0,0
1322.55,639,361,0.2648,0,0,0,101,98,31,131,0,0
1323.63,639,361,0.2649,2,0,0,101,98,31,131,0,2
1324.66,641,359,0.251,0,0,0,101,98,30,130,0,0
1325.73,643,357,0.2491,0,0,0,101,96,30,130,0,0
1326.81,644,356,0.2448,0,0,0,100,96,30,130,0,0
1327.82,645,355,0.2395,0,0,0,99,96,30,130,0,0
1328.91,647,353,0.2363,0,0,0,98,96,30,129,0,0
1329.91,647,353,0.2344,0,0,0,98,96,30,129,0,0
1330.92,647,353,0.2409,0,0,0,98,96,30,129,0,0
1331.97,647,353,0.2426,0,0,0,98,96,30,129,0,0
1332.98,650,350,0.2273,0,0,0,98,95,30,127,0,0
1334.02,653,347,0.228,0,0,0,97,94,29,127,0,0
1335.02,654,346,0.2364,0,0,0,97,94,29,126,0,0
1336.07,654,346,0.2472,0,0,0,97,94,29,126,0,0
1337.13,655,345,0.2289,0,0,0,96,94,29,126,0,0
1338.22,656,344,0.2347,0,0,0,96,94,28,126,0,0
1339.28,656,344,0.2324,0,0,0,96,94,28,126,0,0
1340.38,657,343,0.2376,0,0,0,96,94,28,125,0,0
1341.4,658,342,0.2304,0,0,0,96,94,28,124,0,0
1342.41,660,340,0.2154,0,0,0,96,93,28,123,0,0
1343.44,660,340,0.216,0,0,0,96,93,28,123,0,0
1344.46,661,339,0.2182,2,0,0,96,93,28,122,2,0
1345.5,661,339,0.2315,2,0,0,96,93,28,122,2,0
1346.55,661,339,0.2402,2,0,0,96,93,28,122,2,0
1347.63,662,338,0.2491,2,0,0,96,92,28,122,2,0
1348.64,662,338,0.2363,2,0,0,96,92,28,122,2,0
1349.69,662,338,0.2509,0,0,0,96,92,28,122,0,0
1350.72,663,337,0.2561,0,0,0,96,91,28,122,0,0
1351.75,664,336,0.2519,0,0,0,96,90,28,122,0,0
1352.76,666,334,0.2471,0,0,0,96,89,28,121,0,0
1353.78,667,333,0.2344,0,0,0,95,89,28,121,0,0
1354.82,667,333,0.2483,0,0,0,95,89,28,121,0,0
1355.9,667,333,0.2663,0,0,0,95,89,28,121,0,0
1356.99,669,331,0.2746,0,0,0,95,87,28,121,0,0
1358.02,669,331,0.2823,0,0,0,95,87,28,121,0,0
1359.04,670,330,0.2923,0,0,0,95,86,28,121,0,0
1360.12,670,330,0.2961,2,0,0,95,86,28,121,0,2
1361.2,672,328,0.284,0,0,0,95,85,28,120,0,0
1362.2,673,327,0.2801,0,0,0,95,85,27,120,0,0
1363.21,674,326,0.2764,0,0,0,95,85,27,119,0,0
1364.32,675,325,0.2755,0,0,0,95,85,27,118,0,0
1365.4,675,325,0.2731,0,0,0,95,85,27,118,0,0
1366.43,675,325,0.2725,0,0,0,95,85,27,118,0,0
1367.52,677,323,0.2863,0,0,0,95,85,27,116,0,0
1368.57,678,322,0.2675,0,0,0,94,85,27,116,0,0
1369.65,680,320,0.2688,0,0,0,94,84,27,115,0,0
1370.72,680,320,0.2686,0,0,0,94,84,27,115,0,0
1371.74,680,320,0.2655,0,0,0,94,84,27,115,0,0
1372.76,680,320,0.2724,2,0,0,94,84,27,115,2,0
1373.81,680,320,0.2721,2,0,0,94,84,27,115,2,0
1374.83,680,320,0.2771,2,0,0,94,84,27,115,2,0
1375.86,680,320,0.2945,2,0,0,94,84,27,115,2,2
1376.9,681,319,0.298,2,0,0,94,84,27,114,2,0
1377.95,681,319,0.295,2,0,0,94,84,27,114,2,0
1378.98,681,319,0.2947,2,0,0,94,84,27,114,2,0
1380,682,318,0.3033,0,0,0,93,84,27,114,0,0
1381.03,682,318,0.3127,0,0,0,93,84,27,114,0,0
1382.08,682,318,0.3021,0,0,0,93,84,27,114,0,0
1383.1,682,318,0.3053,0,0,0,93,84,27,114,0,0
1384.16,684,316,0.2976,0,0,0,92,83,27,114,0,0
1385.25,686,314,0.2843,0,0,0,91,82,27,114,0,0
1386.3,688,312,0.2799,0,0,0,91,81,26,114,0,0
1387.33,689,311,0.2701,0,0,0,91,81,26,113,0,0
1388.41,690,310,0.2709,0,0,0,91,80,26,113,0,0
1389.41,690,310,0.2749,2,0,0,91,80,26,113,0,2
1390.46,691,309,0.2702,2,0,0,91,80,26,112,2,0
1391.5,691,309,0.2935,2,0,0,91,80,26,112,2,0
1392.54,692,308,0.285,2,0,0,90,80,26,112,2,0
1393.57,692,308,0.2889,2,0,0,90,80,26,112,2,0
1394.65,693,307,0.2705,0,0,0,90,80,25,112,0,0
1395.72,696,304,0.2785,0,0,0,88,80,25,111,0,0
1396.81,696,304,0.283,2,0,0,88,80,25,111,0,2
1397.84,698,302,0.28,2,0,0,87,80,25,110,0,2
1398.92,699,301,0.2928,0,0,0,87,80,25,109,0,0
1400,701,299,0.278,0,0,0,87,79,24,109,0,0
1401.03,702,298,0.2823,0,0,0,86,79,24,109,0,0
1402.09,702,298,0.3017,0,0,0,86,79,24,109,0,0
1403.1,702,298,0.3095,0,0,0,86,79,24,109,0,0
1404.15,703,297,0.3131,0,0,0,86,79,23,109,0,0
1405.21,705,295,0.3153,0,0,0,85,78,23,109,0,0
1406.26,706,294,0.3265,0,0,0,84,78,23,109,0,0
1407.32,706,294,0.331,0,0,0,84,78,23,109,0,0
1408.4,706,294,0.3515,0,0,0,84,78,23,109,0,0
1409.42,706,294,0.3455,0,0,0,84,78,23,109,0,0
1410.45,706,294,0.3463,0,0,0,84,78,23,109,0,0
1411.46,707,293,0.365,0,0,0,84,77,23,109,0,0
1412.52,708,292,0.3631,0,0,0,84,76,23,109,0,0
1413.58,708,292,0.3614,0,0,0,84,76,23,109,0,0
1414.64,709,291,0.3525,0,0,0,83,76,23,109,0,0
1415.68,711,289,0.3424,0,0,0,82,76,23,108,0,0
1416.72,711,289,0.3458,0,0,0,82,76,23,108,0,0
1417.74,711,289,0.3414,0,0,0,82,76,23,108,0,0
1418.76,711,289,0.3596,0,0,0,82,76,23,108,0,0
1419.83,713,287,0.3385,0,0,0,80,76,23,108,0,0
1420.84,713,287,0.35,0,0,0,80,76,23,108,0,0
1421.84,713,287,0.3503,0,0,0,80,76,23,108,0,0
1422.86,713,287,0.3552,0,0,0,80,76,23,108,0,0
1423.88,716,284,0.3317,0,0,0,79,76,23,106,0,0
1425.31,717,283,0.3345,0,0,0,79,76,23,105,0,0
1426.4,717,283,0.343,0,0,0,79,76,23,105,0,0
1427.47,717,283,0.3439,0,0,0,79,76,23,105,0,0
1428.51,718,282,0.3417,0,0,0,79,76,22,105,0,0
1429.55,720,280,0.3476,0,0,0,79,76,21,104,0,0
1430.59,721,279,0.3378,0,0,0,78,76,21,104,0,0
1431.63,721,279,0.328,4,0,0,78,76,21,104,0,4
1432.7,722,278,0.3338,2,0,0,78,76,21,103,0,2
1433.77,722,278,0.3354,2,0,0,78,76,21,103,0,2
1434.8,724,276,0.3212,2,0,0,76,76,21,103,0,2
1435.85,724,276,0.3211,2,0,0,76,76,21,103,0,2
1436.89,727,273,0.3038,0,0,0,75,75,21,102,0,0
1437.96,727,273,0.3105,0,0,0,75,75,21,102,0,0
1439.05,728,272,0.308,0,0,0,75,75,21,101,0,0
1440.06,728,272,0.324,0,0,0,75,75,21,101,0,0
1441.07,729,271,0.3163,0,0,0,74,75,21,101,0,0
1442.1,730,270,0.3223,0,0,0,74,74,21,101,0,0
1443.14,732,268,0.3095,0,0,0,73,73,21,101,0,0
1444.21,732,268,0.3068,0,0,0,73,73,21,101,0,0
1445.28,735,265,0.3006,0,0,0,72,72,21,100,0,0
1446.32,736,264,0.2998,0,0,0,71,72,21,100,0,0
1447.4,739,261,0.2825,0,0,0,69,71,21,100,0,0
1448.41,740,260,0.3101,0,0,0,68,71,21,100,0,0
1449.46,741,259,0.3078,0,0,0,68,70,21,100,0,0
1450.49,744,256,0.2971,0,0,0,68,68,21,99,0,0
1451.54,745,255,0.2876,0,0,0,68,68,21,98,0,0
1452.55,745,255,0.299,0,0,0,68,68,21,98,0,0
1453.62,745,255,0.2932,0,0,0,68,68,21,98,0,0
1454.69,745,255,0.2995,0,0,0,68,68,21,98,0,0
1455.7,745,255,0.3186,0,0,0,68,68,21,98,0,0
1456.76,746,254,0.3098,0,0,0,68,68,21,97,0,0
1457.77,747,253,0.3003,2,0,0,68,67,21,97,0,2
1458.78,747,253,0.3025,2,0,0,68,67,21,97,0,2
1459.84,749,251,0.2986,2,0,0,68,67,20,96,0,2
1460.88,752,248,0.2896,2,0,0,66,67,20,95,0,2
1461.91,753,247,0.2681,0,0,0,66,67,20,94,0,0
1462.93,753,247,0.2749,0,0,0,66,67,20,94,0,0
1463.95,753,247,0.2798,0,0,0,66,67,20,94,0,0
1465.01,754,246,0.2802,0,0,0,66,66,20,94,0,0
1466.03,754,246,0.2897,0,0,0,66,66,20,94,0,0
1467.08,755,245,0.2837,0,0,0,66,66,20,93,0,0
1468.11,755,245,0.2885,0,0,0,66,66,20,93,0,0
1469.14,757,243,0.2677,0,0,0,65,65,20,93,0,0
1470.21,757,243,0.2746,0,0,0,65,65,20,93,0,0
1471.27,758,242,0.2769,0,0,0,65,65,20,92,0,0
1472.36,760,240,0.2633,0,0,0,65,64,20,91,0,0
1473.39,761,239,0.2796,0,0,0,64,64,20,91,0,0
1474.4,761,239,0.2857,0,0,0,64,64,20,91,0,0
1475.47,761,239,0.3026,0,0,0,64,64,20,91,0,0
1476.53,761,239,0.3039,0,0,0,64,64,20,91,0,0
1477.55,761,239,0.2993,0,0,0,64,64,20,91,0,0
1478.59,761,239,0.3065,0,0,0,64,64,20,91,0,0
1479.61,762,238,0.2863,0,0,0,64,64,20,90,0,0
1480.67,762,238,0.3182,0,0,0,64,64,20,90,0,0
1481.71,762,238,0.3243,0,0,0,64,64,20,90,0,0
1482.75,762,238,0.3346,0,0,0,64,64,20,90,0,0
1483.78,762,238,0.3305,0,0,0,64,64,20,90,0,0
1484.84,762,238,0.3284,0,0,0,64,64,20,90,0,0
1485.85,763,237,0.3386,0,0,0,64,64,19,90,0,0
1486.9,763,237,0.3584,0,0,0,64,64,19,90,0,0
1487.92,763,237,0.3942,0,0,0,64,64,19,90,0,0
1488.97,763,237,0.3963,0,0,0,64,64,19,90,0,0
1490.03,764,236,0.3917,0,0,0,64,63,19,90,0,0
1491.04,766,234,0.38,0,0,0,62,63,19,90,0,0
1492.12,766,234,0.3826,0,0,0,62,63,19,90,0,0
1493.2,766,234,0.3727,0,0,0,62,63,19,90,0,0
1494.2,766,234,0.3787,0,0,0,62,63,19,90,0,0
1495.21,767,233,0.3867,0,0,0,62,62,19,90,0,0
1496.25,767,233,0.3855,0,0,0,62,62,19,90,0,0
1497.27,767,233,0.3985,2,0,0,62,62,19,90,2,0
1498.3,767,233,0.4005,2,0,0,62,62,19,90,2,0
1499.34,768,232,0.4163,2,0,0,62,62,19,89,2,0
1500.35,769,231,0.4243,2,0,0,62,62,18,89,2,0
1501.42,770,230,0.4177,2,0,0,62,61,18,89,2,0
1502.47,771,229,0.4136,2,0,0,62,61,18,88,2,2
1503.55,772,228,0.4065,2,0,0,62,61,18,87,0,2
1504.57,774,226,0.4002,0,0,0,61,61,18,86,0,0
1505.59,774,226,0.4074,0,0,0,61,61,18,86,0,0
1506.6,774,226,0.4257,0,0,0,61,61,18,86,0,0
1507.64,774,226,0.4192,0,0,0,61,61,18,86,0,0
1508.71,775,225,0.4228,0,0,0,61,61,18,85,0,0
1509.71,776,224,0.4148,0,0,0,61,61,17,85,0,0
1510.79,776,224,0.4256,0,0,0,61,61,17,85,0,0
1511.86,776,224,0.4183,0,0,0,61,61,17,85,0,0
1512.91,776,224,0.4294,0,0,0,61,61,17,85,0,0
1513.93,777,223,0.4293,0,0,0,61,60,17,85,0,0
1515.02,777,223,0.431,0,0,0,61,60,17,85,0,0
1516.08,777,223,0.4575,0,0,0,61,60,17,85,0,0
1517.12,777,223,0.4427,0,0,0,61,60,17,85,0,0
1518.16,781,219,0.4199,2,0,0,58,60,17,84,0,2
1519.18,781,219,0.4407,2,0,0,58,60,17,84,0,2
1520.24,781,219,0.4444,2,0,0,58,60,17,84,0,2
1521.26,782,218,0.4714,2,0,0,58,60,17,83,0,2
1522.34,782,218,0.4949,2,0,0,58,60,17,83,0,2
1523.4,782,218,0.4893,2,0,0,58,60,17,83,0,2
1524.43,782,218,0.4893,0,0,0,58,60,17,83,0,0
1525.47,784,216,0.4945,0,0,0,57,60,17,82,0,0
1526.56,786,214,0.4752,0,0,0,57,59,16,82,0,0
1527.59,789,211,0.4677,0,0,0,56,59,15,81,0,0
1528.66,790,210,0.4461,0,0,0,55,59,15,81,0,0
1529.68,791,209,0.4534,4,0,0,55,59,15,80,0,4
1530.73,792,208,0.4478,2,0,0,55,59,15,79,0,2
1531.74,793,207,0.4523,0,0,0,55,59,15,78,0,0
1532.8,793,207,0.5246,0,0,0,55,59,15,78,0,0
1533.84,793,207,0.5338,0,0,0,55,59,15,78,0,0
1534.87,794,206,0.5395,0,0,0,55,58,15,78,0,0
1535.88,795,205,0.5272,0,0,0,55,58,15,77,0,0
1536.89,796,204,0.511,0,0,0,55,57,15,77,0,0
1538.26,798,202,0.5221,2,0,0,54,57,15,76,2,0
1539.26,801,199,0.5167,2,0,0,54,57,15,73,2,2
1540.28,802,198,0.5253,2,0,0,54,57,15,72,2,0
1541.32,804,196,0.538,2,0,0,53,56,15,72,2,0
1542.39,804,196,0.5456,2,0,0,53,56,15,72,2,0
1543.39,809,191,0.5036,0,0,0,52,55,15,69,0,0
1544.42,810,190,0.5189,0,0,0,52,55,15,68,0,0
1545.48,811,189,0.552,2,0,0,52,54,15,68,0,2
1546.54,811,189,0.5584,2,0,0,52,54,15,68,0,2
1547.58,811,189,0.5673,2,0,0,52,54,15,68,0,2
1548.59,811,189,0.5755,4,0,0,52,54,15,68,0,4
1549.6,814,186,0.5552,2,0,0,51,53,15,67,0,2
1550.61,814,186,0.592,0,0,0,51,53,15,67,0,0
1551.68,815,185,0.5834,0,0,0,50,53,15,67,0,0
1552.74,815,185,0.5767,0,0,0,50,53,15,67,0,0
1553.78,816,184,0.5836,0,0,0,50,53,15,66,0,0
1554.86,816,184,0.5833,0,0,0,50,53,15,66,0,0
1555.9,816,184,0.6202,0,0,0,50,53,15,66,0,0
1556.91,816,184,0.6437,0,0,0,50,53,15,66,0,0
1557.99,817,183,0.6516,0,0,0,50,52,15,66,0,0
1559.06,819,181,0.637,0,0,0,49,52,14,66,0,0
1560.11,819,181,0.6468,0,0,0,49,52,14,66,0,0
1561.15,819,181,0.6425,0,0,0,49,52,14,66,0,0
1562.19,820,180,0.6489,0,0,0,49,51,14,66,0,0
1563.24,820,180,0.6608,0,0,0,49,51,14,66,0,0
1564.32,822,178,0.6358,0,0,0,48,51,13,66,0,0
1565.38,825,175,0.5878,0,0,0,47,50,13,65,0,0
1566.39,828,172,0.5753,0,0,0,47,50,13,62,0,0
1567.43,828,172,0.6147,0,0,0,47,50,13,62,0,0
1568.46,829,171,0.6491,0,0,0,47,50,13,61,0,0
1569.49,829,171,0.6465,2,0,0,47,50,13,61,0,2
1570.57,831,169,0.6231,0,0,0,47,50,13,59,0,0
1571.59,832,168,0.6474,0,0,0,47,50,13,58,0,0
1572.59,832,168,0.6646,0,0,0,47,50,13,58,0,0
1573.65,833,167,0.6639,0,0,0,46,50,13,58,0,0
1574.68,833,167,0.6647,2,0,0,46,50,13,58,0,2
1575.74,835,165,0.6642,0,0,0,46,50,13,56,0,0
1576.78,837,163,0.6732,0,0,0,46,48,13,56,0,0
1577.85,839,161,0.6468,0,0,0,45,48,13,55,0,0
1578.85,839,161,0.6485,0,0,0,45,48,13,55,0,0
1579.87,841,159,0.6394,0,0,0,44,47,13,55,0,0
1580.89,843,157,0.6146,2,0,0,43,47,13,54,2,0
1581.91,844,156,0.6094,2,0,0,43,46,13,54,2,0
1582.93,845,155,0.6073,2,0,0,43,46,13,53,2,0
1583.99,848,152,0.5922,2,0,0,43,45,13,51,2,0
1585.05,848,152,0.6048,2,0,0,43,45,13,51,2,0
1586.07,849,151,0.6072,0,0,0,43,45,13,50,0,0
1587.11,850,150,0.6007,4,0,0,43,44,13,50,0,4
1588.16,853,147,0.6426,2,0,0,43,44,11,49,0,2
1589.17,853,147,0.628,2,0,0,43,44,11,49,0,2
1590.25,853,147,0.6524,2,0,0,43,44,11,49,0,2
1591.32,853,147,0.6411,0,0,0,43,44,11,49,0,0
1592.32,855,145,0.6233,0,0,0,41,44,11,49,0,0
1593.39,855,145,0.6058,2,0,0,41,44,11,49,2,2
1594.44,856,144,0.627,2,0,0,41,44,11,48,2,0
1595.47,858,142,0.6013,2,0,0,40,43,11,48,2,0
1596.52,858,142,0.6203,2,0,0,40,43,11,48,2,0
1597.57,859,141,0.5978,0,0,0,40,43,11,47,0,0
1598.61,860,140,0.5993,0,0,0,39,43,11,47,0,0
1599.63,860,140,0.5915,0,0,0,39,43,11,47,0,0
1600.69,861,139,0.5999,0,0,0,39,43,10,47,0,0
1601.7,861,139,0.6278,0,0,0,39,43,10,47,0,0
1602.7,862,138,0.6026,0,0,0,39,43,10,46,0,0
1603.74,862,138,0.6124,0,0,0,39,43,10,46,0,0
1604.77,863,137,0.6441,0,0,0,39,43,10,45,0,0
1605.79,864,136,0.6557,0,0,0,39,43,10,44,0,0
1606.84,866,134,0.6567,2,0,0,38,43,9,44,2,0
1607.89,867,133,0.6668,2,0,0,37,43,9,44,2,0
1608.89,869,131,0.6135,2,0,0,37,42,9,43,2,0
1609.95,870,130,0.5857,2,0,0,36,42,9,43,2,0
1611.02,870,130,0.6071,2,0,0,36,42,9,43,2,0
1612.08,870,130,0.606,0,0,0,36,42,9,43,0,0
1613.16,870,130,0.616,0,0,0,36,42,9,43,0,0
1614.24,870,130,0.6288,0,0,0,36,42,9,43,0,0
1615.29,870,130,0.6509,0,0,0,36,42,9,43,0,0
1616.37,874,126,0.6128,0,0,0,36,40,7,43,0,0
1617.41,874,126,0.6367,0,0,0,36,40,7,43,0,0
1618.41,874,126,0.6744,0,0,0,36,40,7,43,0,0
1619.48,874,126,0.6546,2,0,0,36,40,7,43,0,2
1620.55,874,126,0.6613,2,0,0,36,40,7,43,0,2
1621.62,874,126,0.7173,2,0,0,36,40,7,43,2,2
1622.68,874,126,0.7315,2,0,0,36,40,7,43,2,0
1623.75,874,126,0.7379,2,0,0,36,40,7,43,2,0
1624.77,874,126,0.7486,2,0,0,36,40,7,43,2,0
1625.85,874,126,0.7419,0,0,0,36,40,7,43,0,0
1626.92,875,125,0.7388,0,0,0,36,40,7,42,0,0
1627.99,875,125,0.7408,0,0,0,36,40,7,42,0,0
1629,877,123,0.7336,0,0,0,35,40,7,41,0,0
1630.03,877,123,0.7344,0,0,0,35,40,7,41,0,0
1631.1,878,122,0.7234,0,0,0,34,40,7,41,0,0
1632.12,879,121,0.7986,0,0,0,33,40,7,41,0,0
1633.16,881,119,0.8274,0,0,0,32,40,7,40,0,0
1634.19,881,119,0.8603,0,0,0,32,40,7,40,0,0
1635.21,881,119,0.8967,0,0,0,32,40,7,40,0,0
1636.24,883,117,0.9073,0,0,0,31,39,7,40,0,0
1637.27,883,117,0.934,2,0,0,31,39,7,40,0,2
1638.34,885,115,0.9378,0,0,0,31,38,7,39,0,0
1639.35,885,115,0.9796,0,0,0,31,38,7,39,0,0
1640.38,886,114,0.9806,0,0,0,31,38,6,39,0,0
1641.43,887,113,0.9722,0,0,0,30,38,6,39,0,0
1642.49,888,112,0.9998,0,0,0,29,38,6,39,0,0
1643.52,892,108,0.9738,0,0,0,27,37,6,38,0,0
1644.57,893,107,0.9574,4,0,0,27,36,6,38,0,4
1645.63,894,106,0.9787,2,0,0,27,36,6,37,0,2
1646.66,894,106,0.9701,2,0,0,27,36,6,37,0,2
1647.66,895,105,0.9662,2,0,0,27,36,5,37,0,2
1648.68,895,105,1.0279,2,0,0,27,36,5,37,0,2
1649.72,895,105,1.0443,2,0,0,27,36,5,37,2,2
1650.75,895,105,1.0789,2,0,0,27,36,5,37,2,0
1651.79,895,105,1.0654,2,0,0,27,36,5,37,2,0
1652.81,895,105,1.0841,2,0,0,27,36,5,37,2,2
1653.84,896,104,1.0977,0,0,0,27,36,5,36,0,0
1654.89,898,102,1.1227,0,0,0,25,36,5,36,0,0
1655.93,899,101,1.1475,0,0,0,24,36,5,36,0,0
1656.96,900,100,1.1391,0,0,0,24,36,5,35,0,0
1658.03,902,98,1.1656,0,0,0,22,36,5,35,0,0
1659.05,902,98,1.1394,0,0,0,22,36,5,35,0,0
1660.1,902,98,1.1647,0,0,0,22,36,5,35,0,0
1661.12,904,96,1.1391,0,0,0,22,35,4,35,0,0
1662.17,905,95,1.1532,2,0,0,22,34,4,35,0,2
1663.17,907,93,1.18,0,0,0,21,34,4,34,0,0
1664.2,908,92,1.1426,0,0,0,21,34,4,33,0,0
1665.2,910,90,1.1486,0,0,0,21,32,4,33,0,0
1666.24,913,87,1.1606,0,0,0,20,31,4,32,0,0
1667.29,913,87,1.2076,2,0,0,20,31,4,32,0,2
1668.31,915,85,1.1917,0,0,0,20,30,4,31,0,0
1669.35,915,85,1.1569,0,0,0,20,30,4,31,0,0
1670.38,916,84,1.1916,0,0,0,20,30,4,30,0,0
1671.41,917,83,1.1997,0,0,0,20,30,4,29,0,0
1672.46,918,82,1.1936,0,0,0,19,30,4,29,0,0
1673.46,918,82,1.1975,0,0,0,19,30,4,29,0,0
1674.49,918,82,1.2662,0,0,0,19,30,4,29,0,0
1675.5,920,80,1.207,0,0,0,19,29,4,28,0,0
1676.52,922,78,1.2577,0,0,0,19,29,4,26,0,0
1677.55,922,78,1.3531,0,0,0,19,29,4,26,0,0
1678.59,923,77,1.3037,0,0,0,18,29,4,26,0,0
1679.65,925,75,1.3314,0,0,0,17,28,4,26,0,0
