AgentID,SpawnZone,EscapeTime(s),ExitUsed
3,Typical School Chair and Table 11,78.62,Exit_Sub_Main
5,School Table,100.20,Exit_Sub_Main
1,School Table,107.75,Exit_Sub3
2,School Table,110.75,Exit_Sub1
11,School Table,116.78,Exit_Sub3
10,Typical School Chair and Table 14,133.27,Exit_Sub3
9,School Table,134.72,Exit_Sub3
15,School Table,135.19,Exit_Sub_Main
7,School Table,138.79,Exit_Sub_Main
6,School Table,142.23,Exit_Sub2
4,School Table,148.29,Exit_Sub_Main
8,School Table,148.81,Exit_Sub2
14,School Table,168.87,Exit_Sub1
17,Typical School Chair and Table 5,172.80,Exit_Sub2
13,School Table,194.22,Exit_Sub3
18,Typical School Chair and Table 11,202.97,Exit_Sub_Main
12,School Table,223.69,Exit_Sub_Main
21,Typical School Chair and Table 10,234.91,Exit_Sub3
16,School Table,252.40,Exit_Sub_Main
22,Typical School Chair and Table 13,255.87,Exit_Sub_Main
29,School Table,270.40,Exit_Sub3
19,School Table,273.35,Exit_Sub_Main
24,Typical School Chair and Table 20,283.02,Exit_Sub_Main
27,School Table,283.02,Exit_Sub1
20,School Table,286.55,Exit_Sub_Main
23,School Table,289.60,Exit_Sub3
31,Typical School Chair and Table 6,311.98,Exit_Sub2
30,School Table,322.88,Exit_Sub_Main
28,School Table,328.36,Exit_Sub_Main
25,School Table,364.80,Exit_Sub_Main
35,Typical School Chair and Table 10,369.62,Exit_Sub2
40,School Table,386.65,Exit_Sub2
33,School Table,387.61,Exit_Sub1
42,School Table,390.10,Exit_Sub_Main
32,School Table,392.01,Exit_Sub_Main
34,Typical School Chair and Table 18,399.50,Exit_Sub3
44,Typical School Chair and Table 9,400.47,Exit_Sub3
41,Typical School Chair and Table 3,404.31,Exit_Sub3
26,School Table,415.74,Exit_Sub_Main
36,Typical School Chair and Table 13,445.40,Exit_Sub_Main
37,School Table,454.80,Exit_Sub_Main
49,Typical School Chair and Table 3,461.92,Exit_Sub_Main
39,Typical School Chair and Table 9,473.61,Exit_Sub_Main
51,Typical School Chair and Table 15,477.47,Exit_Sub_Main
38,Typical School Chair and Table,488.00,Exit_Sub_Main
55,School Table,498.85,Exit_Sub_Main
48,School Table,502.23,Exit_Sub2
43,School Table,513.39,Exit_Sub3
52,Typical School Chair and Table 13,520.10,Exit_Sub_Main
46,Typical School Chair and Table 1,527.65,Exit_Sub_Main
57,Typical School Chair and Table 7,538.43,Exit_Sub2
50,School Table,540.82,Exit_Sub_Main
58,Typical School Chair and Table 1,546.56,Exit_Sub_Main
45,Typical School Chair and Table 5,549.82,Exit_Sub_Main
47,Typical School Chair and Table 13,550.31,Exit_Sub_Main
54,School Table,561.70,Exit_Sub3
63,Typical School Chair and Table 5,601.92,Exit_Sub_Main
56,School Table,605.69,Exit_Sub_Main
64,Typical School Chair and Table 19,607.06,Exit_Sub1
62,School Table,607.06,Exit_Sub3
59,School Table,607.54,Exit_Sub2
60,School Table,611.87,Exit_Sub_Main
65,Typical School Chair and Table 10,616.80,Exit_Sub3
53,School Table,639.55,Exit_Sub_Main
66,Typical School Chair and Table 5,654.45,Exit_Sub3
61,Typical School Chair and Table 14,659.06,Exit_Sub_Main
74,School Table,671.51,Exit_Sub3
70,Typical School Chair and Table 17,674.43,Exit_Sub_Main
69,School Table,681.96,Exit_Sub_Main
81,Typical School Chair and Table 1,688.51,Exit_Sub2
79,Typical School Chair and Table 12,692.74,Exit_Sub_Main
68,Typical School Chair and Table 2,696.49,Exit_Sub2
78,Typical School Chair and Table 7,697.90,Exit_Sub3
72,Typical School Chair and Table 6,720.43,Exit_Sub_Main
73,School Table,720.88,Exit_Sub3
76,School Table,721.32,Exit_Sub1
71,School Table,733.82,Exit_Sub_Main
67,water tank,746.32,Exit_Sub2
84,Typical School Chair and Table 20,752.80,Exit_Sub3
92,Typical School Chair and Table 9,754.66,Exit_Sub_Main
91,School Table,755.35,Exit_Sub2
82,Typical School Chair and Table 2,757.68,Exit_Sub1
80,Typical School Chair and Table 12,763.85,Exit_Sub_Main
77,School Table,769.91,Exit_Sub2
85,Typical School Chair and Table 11,775.93,Exit_Sub_Main
90,Typical School Chair and Table 12,778.66,Exit_Sub2
86,Typical School Chair and Table 15,779.95,Exit_Sub3
96,School Table,789.98,Exit_Sub3
87,School Table,791.80,Exit_Sub_Main
75,Typical School Chair and Table 6,792.31,Exit_Sub2
88,School Table,798.40,Exit_Sub_Main
94,School Table,810.16,Exit_Sub1
83,Typical School Chair and Table 4,810.67,Exit_Sub_Main
101,School Table,819.20,Exit_Sub_Main
97,School Table,821.07,Exit_Sub2
89,Typical School Chair and Table,824.29,Exit_Sub1
103,School Table,826.08,Exit_Sub3
93,School Table,836.45,Exit_Sub1
99,School Table,837.82,Exit_Sub_Main
95,Typical School Chair and Table 9,847.64,Exit_Sub_Main
109,Typical School Chair and Table 12,868.25,Exit_Sub_Main
102,School Table,876.02,Exit_Sub2
105,Typical School Chair and Table 16,886.75,Exit_Sub2
106,School Table,892.64,Exit_Sub_Main
107,Typical School Chair and Table 7,894.43,Exit_Sub3
100,School Table,920.76,Exit_Sub_Main
114,Typical School Chair and Table 10,936.79,Exit_Sub2
104,School Table,944.86,Exit_Sub_Main
112,Typical School Chair and Table 6,959.64,Exit_Sub3
108,Typical School Chair and Table 6,965.08,Exit_Sub_Main
116,School Table,980.96,Exit_Sub3
110,Typical School Chair and Table 9,995.21,Exit_Sub_Main
119,School Table,998.68,Exit_Sub1
120,Typical School Chair and Table 14,1000.50,Exit_Sub2
115,Typical School Chair and Table 3,1002.74,Exit_Sub2
111,School Table,1013.84,Exit_Sub2
118,Typical School Chair and Table 3,1030.41,Exit_Sub3
124,School Table,1041.53,Exit_Sub2
121,Typical School Chair and Table 15,1044.17,Exit_Sub2
127,Typical School Chair and Table 17,1046.06,Exit_Sub_Main
126,School Table,1055.50,Exit_Sub3
122,School Table,1059.05,Exit_Sub_Main
113,School Table,1059.51,Exit_Sub_Main
117,School Table,1063.14,Exit_Sub_Main
131,Typical School Chair and Table 7,1071.63,Exit_Sub1
123,School Table,1077.79,Exit_Sub_Main
125,Typical School Chair and Table 2,1078.67,Exit_Sub1
130,School Table,1083.19,Exit_Sub_Main
129,Typical School Chair and Table 6,1088.00,Exit_Sub1
135,School Table,1093.21,Exit_Sub3
128,Typical School Chair and Table 4,1112.30,Exit_Sub_Main
133,Typical School Chair and Table 4,1114.01,Exit_Sub_Main
140,School Table,1126.71,Exit_Sub2
136,School Table,1128.48,Exit_Sub3
143,Typical School Chair and Table 2,1143.80,Exit_Sub3
141,Typical School Chair and Table 1,1155.92,Exit_Sub_Main
146,Typical School Chair and Table 16,1165.88,Exit_Sub2
134,Typical School Chair and Table 11,1171.63,Exit_Sub_Main
139,Typical School Chair and Table 20,1179.39,Exit_Sub3
149,School Table,1183.05,Exit_Sub_Main
137,Typical School Chair and Table 9,1188.22,Exit_Sub_Main
138,School Table,1188.64,Exit_Sub2
147,Typical School Chair and Table 11,1210.52,Exit_Sub_Main
145,Typical School Chair and Table 20,1213.16,Exit_Sub3
148,Typical School Chair and Table 9,1214.93,Exit_Sub_Main
144,Typical School Chair and Table 9,1255.62,Exit_Sub_Main
142,School Table,1261.49,Exit_Sub_Main
157,Typical School Chair and Table 2,1262.36,Exit_Sub2
153,School Table,1273.97,Exit_Sub3
158,School Table,1277.85,Exit_Sub3
156,School Table,1294.70,Exit_Sub3
152,School Table,1299.39,Exit_Sub2
150,School Table,1304.21,Exit_Sub_Main
165,Typical School Chair and Table 6,1314.78,Exit_Sub_Main
155,Typical School Chair and Table 3,1321.65,Exit_Sub1
151,Typical School Chair and Table 15,1325.91,Exit_Sub_Main
168,water tank 2,1327.72,Exit_Sub3
164,Typical School Chair and Table 17,1348.96,Exit_Sub_Main
154,School Table,1349.81,Exit_Sub_Main
162,Typical School Chair and Table 11,1351.58,Exit_Sub_Main
163,School Table,1377.14,Exit_Sub2
159,Typical School Chair and Table 3,1385.23,Exit_Sub2
160,Typical School Chair and Table 11,1392.43,Exit_Sub_Main
161,School Table,1392.90,Exit_Sub_Main
176,pedestal,1397.59,Exit_Sub2
171,School Table,1415.28,Exit_Sub2
177,Typical School Chair and Table 7,1417.00,Exit_Sub_Main
167,Typical School Chair and Table 14,1447.98,Exit_Sub_Main
166,School Table,1448.81,Exit_Sub2
169,School Table,1451.94,Exit_Sub3
179,Typical School Chair and Table 1,1456.48,Exit_Sub_Main
