AgentID,SpawnZone,EscapeTime(s),ExitUsed
3,pedestal,38.15,Exit_Sub1
5,pedestal,48.07,Exit_Sub2
10,Typical School Chair and Table 12,99.68,Exit_Sub_Main
16,Typical School Chair and Table 19,107.65,ZoneSensor stair (11)
9,School Table,109.54,Exit_Sub_Main
12,Typical School Chair and Table 9,112.97,Exit_Sub_Main
2,School Table,127.15,Exit_Sub1
6,School Table,130.95,ZoneSensor stair (11)
15,Typical School Chair and Table 1,142.71,Exit_Sub2
11,School Table,150.17,ZoneSensor stair (11)
7,Typical School Chair and Table 20,150.67,Exit_Sub1
18,School Table,154.95,Exit_Sub_Main
1,Typical School Chair and Table 2,169.82,Exit_Sub2
4,School Table,170.75,Exit_Sub_Main
8,Typical School Chair and Table 1,177.60,Exit_Sub1
23,Typical School Chair and Table 17,179.99,ZoneSensor stair (11)
13,School Table,182.13,Exit_Sub_Main
14,Typical School Chair and Table 6,193.70,Exit_Sub2
24,Typical School Chair and Table 18,211.85,Exit_Sub3
25,School Table,237.33,Exit_Sub_Main
21,Typical School Chair and Table 4,241.24,Exit_Sub_Main
28,School Table,245.01,ZoneSensor stair (11)
35,School Table,254.08,Exit_Sub_Main
32,School Table,257.18,Exit_Sub1
30,Typical School Chair and Table 13,257.18,Exit_Sub2
26,School Table,257.66,ZoneSensor stair (11)
22,Typical School Chair and Table 2,264.41,Exit_Sub2
37,School Table,272.96,Exit_Sub2
19,Typical School Chair and Table 4,274.87,Exit_Sub_Main
33,School Table,279.15,Exit_Sub1
31,School Table,281.54,Exit_Sub_Main
44,Typical School Chair and Table 13,283.98,Exit_Sub2
20,School Table,285.43,Exit_Sub_Main
40,Typical School Chair and Table 20,287.97,ZoneSensor stair (11)
42,School Table,294.55,Exit_Sub3
39,School Table,296.72,Exit_Sub_Main
27,Typical School Chair and Table 8,310.45,Exit_Sub2
47,Typical School Chair and Table 9,312.34,Exit_Sub2
48,Typical School Chair and Table 15,325.75,Exit_Sub1
34,Typical School Chair and Table 1,330.96,Exit_Sub_Main
41,Typical School Chair and Table 8,333.91,Exit_Sub2
49,School Table,342.04,Exit_Sub2
43,Typical School Chair and Table 15,343.47,Exit_Sub2
38,School Table,356.48,ZoneSensor stair (11)
36,School Table,363.42,Exit_Sub_Main
29,Typical School Chair and Table 6,364.78,Exit_Sub2
50,School Table,396.65,Exit_Sub1
45,Typical School Chair and Table 2,398.02,Exit_Sub_Main
46,School Table,401.39,Exit_Sub2
53,Typical School Chair and Table 11,419.61,Exit_Sub_Main
51,School Table,426.46,Exit_Sub_Main
56,Typical School Chair and Table 1,431.11,ZoneSensor stair (11)
52,School Table,436.14,ZoneSensor stair (11)
59,Typical School Chair and Table 17,442.05,ZoneSensor stair (11)
57,Typical School Chair and Table 5,446.21,Exit_Sub_Main
